title,date,url,player
LeBron James unhappy with NBA MVP going to Giannis Antetokounmpo,19 September 2020,https://www.bbc.co.uk/sport/av/basketball/54218582,LeBron James
NBA Finals: Los Angeles Lakers beat Miami Heat with LeBron James MVP,12 October 2020,https://www.bbc.co.uk/sport/basketball/54498008,LeBron James
NBA: LA Lakers rally to topple Golden State Warriors despite LeBron James absence,12 February,https://www.bbc.co.uk/sport/basketball/64615897,LeBron James
LeBron James breaks NBA all-time scoring record,8 February,https://www.bbc.co.uk/sport/basketball/64563131,LeBron James
LeBron James' high-school coach says 'he never missed practice',8 February,https://www.bbc.co.uk/sport/av/basketball/64576697,LeBron James
5 Live Sport: All About...: LeBron James,8 February,https://www.bbc.co.uk/programmes/p0f1v4v0,LeBron James
LeBron James' NBA record: How will it help British basketball?,8 February,https://www.bbc.co.uk/news/newsbeat-64573713,LeBron James
LeBron James on breaking the NBA scoring record,8 February,https://www.bbc.co.uk/sport/av/basketball/64517393,LeBron James
Watch LeBron James break NBA all-time scoring record,8 February,https://www.bbc.co.uk/sport/av/basketball/64567857,LeBron James
LeBron James breaks NBA scoring record - Dwight Howard on the LA Lakers' legend's legacy,8 February,https://www.bbc.co.uk/sport/av/basketball/64512636,LeBron James
NBA: LeBron James scores first triple-double of season to move close to all-time scoring record,1 February,https://www.bbc.co.uk/sport/basketball/64481152,LeBron James
NBA: LeBron James denied foul seconds before buzzer,30 January,https://www.bbc.co.uk/sport/av/basketball/64453226,LeBron James
NBA: Officials miss foul on LeBron James as LA Lakers lose to Boston Celtics,29 January,https://www.bbc.co.uk/sport/basketball/64443930,LeBron James
NBA results round-up: LeBron James closes on record but Lakers lose to Clippers,25 January,https://www.bbc.co.uk/sport/basketball/64396495,LeBron James
NBA round-up: LeBron James inspires comeback win for the Los Angeles Lakers,23 January,https://www.bbc.co.uk/sport/basketball/64370555,LeBron James
LeBron James' LA Lakers accuse NBA of cheating after 'gut-wrenching' referee error,30 January,https://www.bbc.co.uk/sport/basketball/64450359,LeBron James
NBA: LeBron James scores season-high 48 points in Los Angeles Lakers win,17 January,https://www.bbc.co.uk/sport/basketball/64301044,LeBron James
NBA All-Star Game: Giannis Antetokounmpo MVP as Team LeBron beat Team Durant 170-150,8 March 2021,https://www.bbc.co.uk/sport/basketball/56318297,LeBron James
NBA: LeBron James scores 47 points in Los Angeles Lakers win over Atlanta Hawks,31 December 2022,https://www.bbc.co.uk/sport/basketball/64134392,LeBron James
LeBron James: LA Lakers player becomes NBA's all-time leading points scorer,7 February,https://www.bbc.co.uk/newsround/64553059,LeBron James
LeBron James reacts to Damar Hamlin incident,3 January,https://www.bbc.co.uk/news/world-us-canada-64155817,LeBron James
Newsbeat: LeBron James,8 February,https://www.bbc.co.uk/programmes/m001hl0v,LeBron James
NBA: LeBron James passes Magic Johnson on all-time assists list,3 December 2022,https://www.bbc.co.uk/sport/basketball/63844768,LeBron James
