title,date,url,player
NBA play-offs: Trae Young scores match-winning basket for Atlanta Hawks,23 April 2022,https://www.bbc.co.uk/sport/basketball/61199855,Trae Young
NBA: Trae Young stars as Atlanta Hawks defeat Milwaukee Bucks,15 November 2021,https://www.bbc.co.uk/sport/basketball/59287472,Trae Young
NBA play-offs: Trae Young leads Atlanta Hawks to victory over Milwaukee Bucks,24 June 2021,https://www.bbc.co.uk/sport/basketball/57592434,Trae Young
NBA play-offs: Trae Young's 35 points lead Atlanta Hawks to victory over Philadelphia 76ers,6 June 2021,https://www.bbc.co.uk/sport/basketball/57379574,Trae Young
NBA: Atlanta Hawks end Phoenix Suns' streak while Los Angeles Lakers beaten,4 February 2022,https://www.bbc.co.uk/sport/basketball/60256924,Trae Young
NBA play-offs: Atlanta Hawks and Los Angeles Clippers both win to level series,15 June 2021,https://www.bbc.co.uk/sport/basketball/57466696,Trae Young
Tom Brady retires: Watch touchdown passes from his early play-off and Super Bowl wins,1 February 2022,https://www.bbc.co.uk/sport/av/american-football/60223981,Trae Young
NBA play-offs: Giannis Antetokounmpo leads Milwaukee to series-levelling win against Atlanta,26 June 2021,https://www.bbc.co.uk/sport/basketball/57620923,Trae Young
NBA: Ja Morant inspires Memphis Grizzlies win while Stephen Curry stars in Golden State Warriors loss,22 October 2022,https://www.bbc.co.uk/sport/basketball/63355733,Trae Young
NBA play-offs: Joel Embiid helps Philadelphia 76ers beat Atlanta Hawks as Nikola Jokic wins MVP,9 June 2021,https://www.bbc.co.uk/sport/basketball/57379911,Trae Young
"NBA: Jazz end two-game losing streak, Antetokounmpo stars as Bucks get back to winning ways",10 November 2021,https://www.bbc.co.uk/sport/basketball/59200795,Trae Young
Trae Coyle: Arsenal forward joins Gillingham on season-long loan,13 August 2020,https://www.bbc.co.uk/sport/football/53771064,Trae Young
NBA: Vince Carter becomes first player to play in four different decades,5 January 2020,https://www.bbc.co.uk/sport/basketball/50999401,Trae Young
NBA play-offs: Atlanta Hawks and New Orleans Pelicans seal eighth seed spots,16 April 2022,https://www.bbc.co.uk/sport/basketball/61125987,Trae Young
Karl-Anthony Towns records season-high NBA score in Minnesota Timberwolves win,15 March 2022,https://www.bbc.co.uk/sport/basketball/60747632,Trae Young
NBA: Giannis Antetokounmpo scores fifth triple-double of season in Milwaukee Bucks win,12 March 2021,https://www.bbc.co.uk/sport/basketball/56370610,Trae Young
Men of the moment,10 July 2002,http://news.bbc.co.uk/sport1/hi/other_sports/us_sport/2121210.stm,Trae Young
NBA play-offs: Russell Westbrook popcorn incident sees fan indefinitely banned,27 May 2021,https://www.bbc.co.uk/sport/basketball/57265889,Trae Young
Van Jaarsveld takes top PCA award,29 September 2008,http://news.bbc.co.uk/sport1/hi/cricket/counties/7642961.stm,Trae Young
Shaquille O'Neal: First NBA pre-season games in UAE a 'historic moment',5 October 2022,https://www.bbc.co.uk/sport/basketball/63143474,Trae Young
NBA: Stephen Curry scores 50 as Golden State Warriors beat Atlanta Hawks,9 November 2021,https://www.bbc.co.uk/sport/basketball/59209614,Trae Young
NBA Finals: Golden State Warriors title win is Stephen Curry's 'crowning achievement',17 June 2022,https://www.bbc.co.uk/sport/basketball/61837767,Trae Young
Pair detained over Ezekiel Amosu bus chase death,25 September 2012,https://www.bbc.co.uk/news/uk-england-london-19716814,Trae Young
Longhorns beat USC for Rose Bowl,5 January 2006,http://news.bbc.co.uk/sport1/hi/other_sports/american_football/4583204.stm,Trae Young
50 worldwide contenders for 2012: LeBron James,21 July 2011,https://www.bbc.co.uk/sport/olympics/14242035,Trae Young
NBA on the BBC: The big questions as NBA returns after All-Star break,22 February,https://www.bbc.co.uk/sport/basketball/64722489,Trae Young
Chicago Bulls beat Atlanta Hawks in third-highest scoring game in NBA history,2 March 2019,https://www.bbc.co.uk/sport/basketball/47426628,Trae Young
NBA: Charlotte Hornets' Miles Bridges hits fan with thrown gumshield after ejection,14 April 2022,https://www.bbc.co.uk/sport/basketball/61103962,Trae Young
Bellator 292: Michael 'Venom' Page to face Goiti Yamauchi,8 February,https://www.bbc.co.uk/sport/mixed-martial-arts/64363294,Trae Young
NBA: Golden State Warriors beat Utah Jazz to reach play-offs,3 April 2022,https://www.bbc.co.uk/sport/basketball/60972112,Trae Young
NBA: Stephen Curry scores 45 as Golden State Warriors beat Los Angeles Clippers,22 October 2021,https://www.bbc.co.uk/sport/basketball/59006438,Trae Young
"NBA All-Star Weekend 2020: Slam dunks, emotional tributes and the best players",14 February 2020,https://www.bbc.co.uk/sport/basketball/51488762,Trae Young
NBA play-offs: Antetokounmpo suffers knee injury as Atlanta beat Milwaukee to level series,30 June 2021,https://www.bbc.co.uk/sport/basketball/57662153,Trae Young
NBA play-offs: Milwaukee Bucks beat Atalanta Hawks to take 2-1 series lead in the East,28 June 2021,https://www.bbc.co.uk/sport/basketball/57634388,Trae Young
NBA: LaMarcus Aldridge impresses on debut in Brooklyn Nets win,2 April 2021,https://www.bbc.co.uk/sport/basketball/56613612,Trae Young
"NBA play-off round-up: Philadelphia 76ers, Atlanta Hawks and Utah Jazz advance",3 June 2021,https://www.bbc.co.uk/sport/basketball/57340678,Trae Young
Super Bowl 57: Patrick Mahomes wins second title to show he's Tom Brady's NFL successor,13 February,https://www.bbc.co.uk/sport/american-football/64623240,Trae Young
NBA: LA Lakers lose to LA Clippers as Dallas Mavericks beat Golden State Warriors,4 March 2022,https://www.bbc.co.uk/sport/basketball/60605747,Trae Young
Chris Rushworth and Tom Curran claim top PCA awards,29 September 2015,https://www.bbc.co.uk/sport/cricket/34394062,Trae Young
Guernsey under-15s finish third,10 August 2010,http://news.bbc.co.uk/sport1/hi/cricket/8901348.stm,Trae Young
Canseco controversy rumbles on,19 February 2005,http://news.bbc.co.uk/sport1/hi/other_sports/us_sport/4280133.stm,Trae Young
NBA play-offs: Atlanta Hawks and LA Clippers earn wins to take semi-final leads,17 June 2021,https://www.bbc.co.uk/sport/basketball/57508242,Trae Young
NBA play-offs: Milwaukee Bucks beat Atlanta Hawks to take 3-2 series lead,2 July 2021,https://www.bbc.co.uk/sport/basketball/57674904,Trae Young
NBA play-offs: Jayson Tatum stars as Boston Celtics pull back to 2-1 against Brooklyn Nets,29 May 2021,https://www.bbc.co.uk/sport/basketball/57291590,Trae Young
Warner joins Giants,6 June 2004,http://news.bbc.co.uk/sport1/hi/other_sports/us_sport/3781029.stm,Trae Young
Meningitis A vaccine hope,18 March 2003,http://news.bbc.co.uk/1/hi/health/2857501.stm,Trae Young
Nigeria polo: The Kent University student with a mission,11 March,https://www.bbc.co.uk/news/world-africa-64903233,Trae Young
NBA: Wins for Bulls & Warriors as Bucks and Nets lose,4 January 2022,https://www.bbc.co.uk/sport/basketball/59865447,Trae Young
NBA: Giannis Antetokounmpo scores season-high 50 points for Bucks,16 February 2022,https://www.bbc.co.uk/sport/basketball/60400079,Trae Young
NBA: Phoenix Suns beat San Antonio Spurs to secure 10th consecutive win,31 January 2022,https://www.bbc.co.uk/sport/basketball/60195518,Trae Young
NBA play-offs: Milwaukee Bucks reach final after beating Atlanta Hawks,4 July 2021,https://www.bbc.co.uk/sport/basketball/57704858,Trae Young
NBA: Memphis Grizzlies make winning play-off start while LA Lakers lose,24 May 2021,https://www.bbc.co.uk/sport/basketball/57225482,Trae Young
Super Bowl sensations,20 December 2003,http://news.bbc.co.uk/sport1/hi/other_sports/us_sport/3253912.stm,Trae Young
BBL Trophy final: Newcastle Eagles 96-90 Leicester Riders,22 March 2015,http://www.bbc.co.uk/sport/basketball/32011667,Trae Young
Beckett blossoms for Marlins,26 October 2003,http://news.bbc.co.uk/sport1/hi/other_sports/us_sport/3215787.stm,Trae Young
NBA: DeMar DeRozan scores buzzer-beating three-pointer as Chicago Bulls beat Indiana Pacers,1 January 2022,https://www.bbc.co.uk/sport/basketball/59846066,Trae Young
NBA: Giannis Antetokounmpo hits 40 points to lead Milwaukee Bucks past Charlotte Hornets,2 December 2021,https://www.bbc.co.uk/sport/basketball/59502851,Trae Young
NBA play-offs: Devin Booker leads Phoenix Suns to win over Los Angeles Clippers,20 June 2021,https://www.bbc.co.uk/sport/basketball/57548895,Trae Young
NHL looks to future,7 February 2004,http://news.bbc.co.uk/sport1/hi/other_sports/us_sport/3468931.stm,Trae Young
NBA play-offs: Fan arrested after bottle thrown at Brooklyn Nets' Kyrie Irving,30 May 2021,https://www.bbc.co.uk/sport/basketball/57302566,Trae Young
Tom Brady retires: The rise and success of seven-time Super Bowl winner,1 February 2022,https://www.bbc.co.uk/sport/american-football/60224493,Trae Young
Young seals late All-Star triumph,12 July 2006,http://news.bbc.co.uk/sport1/hi/other_sports/baseball/5171466.stm,Trae Young
Michael 'Venom' Page says recognition overdue as Bellator's 'poster boy',10 May 2022,https://www.bbc.co.uk/sport/mixed-martial-arts/61394861,Trae Young
American League win All-Star epic,16 July 2008,http://news.bbc.co.uk/sport1/hi/other_sports/baseball/7508885.stm,Trae Young
Ben Duckett: Northamptonshire batsman named double PCA award winner,28 September 2016,https://www.bbc.co.uk/sport/cricket/37496094,Trae Young
"Who lives, who dies in the jungle",17 January 2006,http://news.bbc.co.uk/1/hi/sci/tech/4621428.stm,Trae Young
Tom Brady retires 'for good' after 23 seasons in NFL,1 February,https://www.bbc.co.uk/sport/american-football/64487463,Trae Young
Powell shows off favourite shirts,1 July 2010,http://news.bbc.co.uk/1/hi/school_report/8779363.stm,Trae Young
NBA play-offs: 'It's like a movie' as Brooklyn Nets enter post-season as favourites,22 May 2021,https://www.bbc.co.uk/sport/basketball/57190628,Trae Young
Joel Embiid: Can Cameroonian help Philadelphia 76s to NBA title?,14 April 2022,https://www.bbc.co.uk/sport/africa/61107392,Trae Young
NBA: Giannis Antetokounmpo and LeBron James shine for Bucks and Lakers,11 December 2021,https://www.bbc.co.uk/sport/basketball/59619765,Trae Young
Johnson scoops pitching prize,6 November 2002,http://news.bbc.co.uk/sport1/hi/other_sports/us_sport/2408123.stm,Trae Young
Devon surfer named top young pro,19 November 2009,http://news.bbc.co.uk/local/devon/hi/people_and_places/newsid_8368000/8368592.stm,Trae Young
Overtime joy for Favre,4 January 2004,http://news.bbc.co.uk/sport1/hi/other_sports/us_sport/3358543.stm,Trae Young
NBA play-offs: Jayson Tatum gives Boston Celtics win as Kyrie Irving gesture sparks controversy,18 April 2022,https://www.bbc.co.uk/sport/basketball/61138366,Trae Young
"NFL play-offs: Patrick Mahomes, Josh Allen and Tom Brady aim for Super Bowl 57",14 January,https://www.bbc.co.uk/sport/american-football/64233581,Trae Young
NBA: Joel Embiid helps Philadelphia 76ers to win over Los Angeles Lakers,28 January 2022,https://www.bbc.co.uk/sport/basketball/60166399,Trae Young
"NBA: LA rivalry, Zion Williamson & China disputes - the big talking points before new season",22 October 2019,https://www.bbc.co.uk/sport/basketball/50132656,Trae Young
World Series 2019: Houston Astros & Washington Nationals set for Fall Classic,22 October 2019,https://www.bbc.co.uk/sport/baseball/50122313,Trae Young
NBA: Stephen Curry one off Ray Allen record as Golden State Warriors beat Indiana Pacers,14 December 2021,https://www.bbc.co.uk/sport/basketball/59648686,Trae Young
2021 NBA Finals: Phoenix Suns and Milwaukee Bucks to fight for Larry O'Brien trophy,6 July 2021,https://www.bbc.co.uk/sport/basketball/57730513,Trae Young
Kevin Durant gave a young Warriors fan a Christmas present to remember,12 December 2017,https://www.bbc.co.uk/sport/basketball/42330111,Trae Young
Jordan: A career in four acts,16 April 2003,http://news.bbc.co.uk/sport1/hi/other_sports/us_sport/2724231.stm,Trae Young
Somerset's Peter Trego handed Most Valuable Player title,17 September 2012,https://www.bbc.co.uk/sport/cricket/19626987,Trae Young
Texans' win deepens Miami gloom,9 October 2007,http://news.bbc.co.uk/sport1/hi/other_sports/american_football/7033076.stm,Trae Young
Ravens unveil quarterback McNair,9 June 2006,http://news.bbc.co.uk/sport1/hi/other_sports/american_football/5064852.stm,Trae Young
Zeile stars for Expos,6 September 2003,http://news.bbc.co.uk/sport1/hi/other_sports/us_sport/3085808.stm,Trae Young
Yankees sign Matsui,19 December 2002,http://news.bbc.co.uk/sport1/hi/other_sports/us_sport/2592497.stm,Trae Young
NBA: James Harden shines as Brooklyn Nets win at Houston Rockets,4 March 2021,https://www.bbc.co.uk/sport/basketball/56276876,Trae Young
NFL back in action,7 September 2004,http://news.bbc.co.uk/sport1/hi/motorsport/formula_one/3633848.stm,Trae Young
Yankees to enjoy final hurrah,29 March 2003,http://news.bbc.co.uk/sport1/hi/other_sports/us_sport/2898197.stm,Trae Young
Moeen Ali wins PCA Player of the Year award,3 October 2013,https://www.bbc.co.uk/sport/cricket/24388586,Trae Young
Jags seal Douglas deal,16 March 2003,http://news.bbc.co.uk/sport1/hi/other_sports/us_sport/2854979.stm,Trae Young
"NBA free agency moves: Kawhi Leonard, Paul George, Kevin Durant",6 July 2019,https://www.bbc.co.uk/sport/basketball/48892289,Trae Young
Super Bowl 2020: Kansas City beat San Francisco - Patrick Mahomes provides perfect finish,3 February 2020,https://www.bbc.co.uk/sport/american-football/51354055,Trae Young
Vrabel the unsung hero,3 February 2004,http://news.bbc.co.uk/sport1/hi/other_sports/us_sport/3453849.stm,Trae Young
Gannon's late bid for glory,13 January 2003,http://news.bbc.co.uk/sport1/hi/other_sports/us_sport/2654189.stm,Trae Young
Amazing A's join the greats,5 September 2002,http://news.bbc.co.uk/sport1/hi/other_sports/us_sport/2239626.stm,Trae Young
Orangemen win first NCAA title,8 April 2003,http://news.bbc.co.uk/sport1/hi/other_sports/us_sport/2924235.stm,Trae Young
NBA season preview: Who will challenge the Golden State Warriors?,17 October 2017,https://www.bbc.co.uk/sport/basketball/41626662,Trae Young
Adam Lyth and Alex Lees: PCA awards for Yorkshire batsmen,2 October 2014,https://www.bbc.co.uk/sport/cricket/29446718,Trae Young
Nick Compton & Joe Root head PCA prize winners,20 September 2012,https://www.bbc.co.uk/sport/cricket/19666285,Trae Young
Joel Embiid: Cameroon pledge would be 'tremendous leap forward' for African side,20 October 2022,https://www.bbc.co.uk/sport/africa/63159188,Trae Young
Pujols and Pedroia win MVP awards,18 November 2008,http://news.bbc.co.uk/sport1/hi/other_sports/baseball/7736369.stm,Trae Young
St Mary's claim Solent title,18 June 2007,http://news.bbc.co.uk/sport1/hi/football/your_game/6763039.stm,Trae Young
Cleveland Cavaliers 125-113 Brooklyn Nets: Collin Sexton shines again to lead Cavs to victory,23 January 2021,https://www.bbc.co.uk/sport/basketball/55778820,Trae Young
NBA draft: Why everyone's talking about Lonzo Ball,23 June 2017,https://www.bbc.co.uk/news/newsbeat-40365935,Trae Young
The big two dominate,24 February 2002,http://news.bbc.co.uk/winterolympics2002/hi/english/ice_hockey/newsid_1839000/1839253.stm,Trae Young
NFL predictions: Can Washington Football Team continue hot streak against Seattle Seahawks?,16 December 2020,https://www.bbc.co.uk/sport/american-football/55332461,Trae Young
Is Peyton the pass master?,26 December 2004,http://news.bbc.co.uk/sport1/hi/other_sports/us_sport/4110663.stm,Trae Young
Dina Asher-Smith: British sprinter calls for greater exposure of elite sporting females,9 March 2021,https://www.bbc.co.uk/sport/athletics/56340134,Trae Young
Devils begin Cup defence,8 October 2003,http://news.bbc.co.uk/sport1/hi/other_sports/us_sport/3175748.stm,Trae Young
Patrick Mahomes: Why Chiefs gave him NFL's biggest deal - Jason Bell Q&A,7 July 2020,https://www.bbc.co.uk/sport/american-football/53318257,Trae Young
Cubs too good for Phillies,31 July 2004,http://news.bbc.co.uk/sport1/hi/other_sports/us_sport/3941655.stm,Trae Young
Rob Paternostro: British basketball riding wave of momentum,12 February 2014,https://www.bbc.co.uk/sport/basketball/25827898,Trae Young
NBA play-offs: All you need to know about the first-round match-ups,12 April 2019,https://www.bbc.co.uk/sport/basketball/47891444,Trae Young
Sportshour: 'Choosing to be neutral is the knee on my neck' - Natasha Cloud,6 June 2020,https://www.bbc.co.uk/programmes/w172x3bshg5rbk1,Trae Young
Aaron Rodgers: Will the NFL's MVP leave the Green Bay Packers?,10 June 2021,https://www.bbc.co.uk/sport/american-football/57414011,Trae Young
The Hundred: Meet Birmingham Phoenix,28 July 2022,https://www.bbc.co.uk/sport/cricket/62166410,Trae Young
San Diego's surprising charge,22 November 2004,http://news.bbc.co.uk/sport1/hi/other_sports/us_sport/4031525.stm,Trae Young
Houston honour Hakeem,10 November 2002,http://news.bbc.co.uk/sport1/hi/other_sports/us_sport/2436547.stm,Trae Young
2020 presidential election: LeBron James wants more black Americans to vote,26 August 2020,https://www.bbc.co.uk/newsround/53565943,Trae Young
Super Bowl 2022: Rams find recipe for success but are Bengals built better for the future?,14 February 2022,https://www.bbc.co.uk/sport/american-football/60362408,Trae Young
Amaechi's NBA finals guide,3 June 2003,http://news.bbc.co.uk/sport1/hi/other_sports/us_sport/2959600.stm,Trae Young
"NFL week 9: Ajayi, Oakland, Luck and the 49ers feature in our mid-season awards",4 November 2016,https://www.bbc.co.uk/sport/american-football/37876336,Trae Young
"NFL: Tom Brady breaks 100,000-yard mark as Tampa Bay Buccaneers beat LA Rams",7 November 2022,https://www.bbc.co.uk/sport/american-football/63538136,Trae Young
Your Game 2007 kicks off in Yorkshire,30 April 2007,http://news.bbc.co.uk/sport1/hi/football/your_game/6608281.stm,Trae Young
Super Bowl XLVI: New York Giants v New England Patriots preview,3 February 2012,https://www.bbc.co.uk/sport/american-football/16880857,Trae Young
NBA preview: 75th anniversary season set up to be one of the greats,19 October 2021,https://www.bbc.co.uk/sport/basketball/58915171,Trae Young
Season of thrills in prospect,9 October 2003,http://news.bbc.co.uk/sport1/hi/other_sports/us_sport/3176360.stm,Trae Young
Braves still set standard,27 March 2003,http://news.bbc.co.uk/sport1/hi/other_sports/us_sport/2893961.stm,Trae Young
Luka Doncic: Dallas Mavericks star's rise from Slovenian roots to NBA success,23 July 2020,https://www.bbc.co.uk/sport/basketball/52970613,Trae Young
Super Bowl XLIV as it happened,8 February 2010,http://news.bbc.co.uk/sport1/hi/other_sports/american_football/8501058.stm,Trae Young
Marlins off to a flyer,7 April 2004,http://news.bbc.co.uk/sport1/hi/other_sports/us_sport/3606429.stm,Trae Young
NBA stars mark end of era,12 February 2003,http://news.bbc.co.uk/sport1/hi/other_sports/us_sport/2750057.stm,Trae Young
SCC Divas: The Filipino women who found a love of cricket in Hong Kong,13 December 2020,https://www.bbc.co.uk/sport/cricket/55266794,Trae Young
"Super Bowl 2020: Who is playing, who are the favourites and where will the game be won?",1 February 2020,https://www.bbc.co.uk/sport/american-football/51334679,Trae Young
NFL play-offs: Tom Brady chasing eighth title as Aaron Rodgers and Patrick Mahomes challenge,14 January 2022,https://www.bbc.co.uk/sport/american-football/59997401,Trae Young
Violence against women: Men and boys urged to speak out,28 June 2022,https://www.bbc.co.uk/news/uk-northern-ireland-61971099,Trae Young
Super Bowl 2021: Tom Brady wins seventh title as Tampa Bay Buccaneers beat Kansas City Chiefs,8 February 2021,https://www.bbc.co.uk/sport/american-football/55975394,Trae Young
NBA season preview: Can the Los Angeles Lakers win back-to-back titles?,21 December 2020,https://www.bbc.co.uk/sport/basketball/55367547,Trae Young
How Scotland stemmed the tide of knife crime,19 September 2018,https://www.bbc.co.uk/news/uk-scotland-45572691,Trae Young
NFL play-offs: Chiefs and Packers top seeds on road to Super Bowl 55,8 January 2021,https://www.bbc.co.uk/sport/american-football/55574897,Trae Young
NFL play-offs: Profiles and ones to watch for eight teams in divisional round,21 January 2022,https://www.bbc.co.uk/sport/american-football/60088341,Trae Young
Tom Brady's Tampa Bay Buccaneers to face Patrick Mahomes' Kansas City Chiefs in Super Bowl 55,24 January 2021,https://www.bbc.co.uk/sport/american-football/55791239,Trae Young
Tom Brady: NFL great makes retirement U-turn after six weeks,13 March 2022,https://www.bbc.co.uk/sport/american-football/60731983,Trae Young
LeBron James: NBA superstar's evolution from high school prodigy,4 March 2021,https://www.bbc.co.uk/sport/basketball/56186430,Trae Young
Super Bowl XLIII as it happened,2 February 2009,http://news.bbc.co.uk/sport1/hi/other_sports/american_football/7861265.stm,Trae Young
Kristaps Porzingis: New York Knicks man joins Dallas Mavericks in deadline-day shock,1 February 2019,https://www.bbc.co.uk/sport/basketball/47086242,Trae Young
"Metaphysics, Marcus and me",2 February 2007,http://news.bbc.co.uk/sport1/hi/other_sports/american_football/6324773.stm,Trae Young
NFL week six review: Josh Allen stars as Bills beat Chiefs; Tom Brady & Aaron Rodgers both lose,17 October 2022,https://www.bbc.co.uk/sport/american-football/63280833,Trae Young
NFL draft 2021: Meet the top 10 prospects,29 April 2021,https://www.bbc.co.uk/sport/american-football/56893930,Trae Young
Overwatch League: London Spitfire triumph in first final,30 July 2018,http://www.bbc.co.uk/news/technology-45005980,Trae Young
