Unnamed: 0,title,time,url,author,credit_article,credit_followers,credit_tweets,textblob_Sentiment,nltk_Sentiment
43,Giannis Leads Bucks To 143-100 Rout Of Trail Blazers,2018-19,http://global.nba.com/news/giannis-leads-bucks-to-143-100-rout-of-trail-blazers/,NBA News,Default,Default,Default,0.1672095959595959,0.16720959595959595
44,Lakers Beat Cavaliers In LeBron’s Return To Cleveland,2018-19,http://global.nba.com/news/lakers-beat-cavaliers-in-lebrons-return-to-cleveland/,NBA News,Default,Default,Default,0.1610151820010975,0.16101518200109752
45,"Trey Burke Scores 29, Knicks Top Celtics 117-109",2018-19,http://global.nba.com/news/trey-burke-scores-29-knicks-top-celtics-117-109/,NBA News,Default,Default,Default,0.1095931845931846,0.1095931845931846
46,"Joel Embiid, 76ers Top Pelicans In Tight Battle",2018-19,http://global.nba.com/news/joel-embiid-76ers-top-pelicans-in-tight-battle/,NBA News,Default,Default,Default,0.1038836258870505,0.10388362588705051
47,"Jeremy Lamb Scores 21, Hornets Topple Pacers 127-109",2018-19,http://global.nba.com/news/jeremy-lamb-scores-21-hornets-topple-pacers-127-109/,NBA News,Default,Default,Default,0.0816666666666666,0.08166666666666668
48,Warriors Battle Injuries As They Face Thunder,2018-19,http://global.nba.com/news/warriors-battle-injuries-as-they-face-thunder/,NBA News,Default,Default,Default,0.0189197530864197,0.018919753086419754
49,"Bucks Seek Home Win vs. McCollum, Lillard And Tough Blazers",2018-19,http://global.nba.com/news/bucks-seek-home-win-vs-mccollum-lillard-and-tough-blazers/,NBA News,Default,Default,Default,0.0513398692810457,0.051339869281045745
50,Hawks Hope To Get Win vs. Toronto At Crucial Time,2018-19,http://global.nba.com/news/hawks-hope-to-get-win-vs-toronto-at-crucial-time/,NBA News,Default,Default,Default,0.0863612966554142,0.08636129665541428
51,76ers Look To Add To 3 Game Win Streak vs. Pelicans,2018-19,http://global.nba.com/news/76ers-look-to-add-to-3-game-win-streak-vs-pelicans/,NBA News,Default,Default,Default,0.1376425984916551,0.1376425984916551
52,Kevin Love On Return: ‘Sometime After The New Year’,2018-19,http://global.nba.com/news/kevin-love-on-return-sometime-after-the-new-year/,NBA News,Default,Default,Default,0.1131313131313131,0.11313131313131312
53,"Blogtable: Your Thoughts On Blazers, Clippers And Grizzlies?",2018-19,http://global.nba.com/news/blogtable-your-thoughts-on-blazers-clippers-and-grizzlies/,NBA News,Default,Default,Default,0.1923094984937089,0.19230949849370899
54,Durant Says Incident With Green Won’t Impact His Free-Agency Decision,2018-19,http://global.nba.com/news/durant-says-incident-with-green-wont-impact-his-free-agency-decision/,NBA News,Default,Default,Default,0.0036991098788851,0.0036991098788851555
55,Blogtable: What Do You Make Of Fultz’s Latest Troubles?,2018-19,http://global.nba.com/news/blogtable-what-do-you-make-of-fultzs-latest-troubles/,NBA News,Default,Default,Default,0.0435401404151404,0.04354014041514041
56,Blogtable: How Should Cavs fans Receive LeBron Return To Cleveland?,2018-19,http://global.nba.com/news/blogtable-how-should-cavs-fans-receive-lebron-return-to-cleveland/,NBA News,Default,Default,Default,0.0991071428571428,0.09910714285714288
57,"Lillard, McCollum Pace Trail Blazers To Road Win Over Knicks",2018-19,http://global.nba.com/news/lillard-mccollum-pace-trail-blazers-to-road-win-over-knicks/,NBA News,Default,Default,Default,0.0957575757575757,0.09575757575757576
58,"Russell, Nets Effective In Win Against Miami",2018-19,http://global.nba.com/news/russell-nets-effective-in-road-win-over-miami/,NBA News,Default,Default,Default,0.0246323529411764,0.024632352941176466
59,"Wall, Beal Help Wizards Rally Past Clippers",2018-19,http://global.nba.com/news/wall-beal-help-wizards-rally-past-clippers/,NBA News,Default,Default,Default,-0.0059178743961352,-0.005917874396135264
60,Green Scores In Last Second To Lift Raptors Over Magic 93-91,2018-19,http://global.nba.com/news/green-scores-in-last-second-to-lift-raptors-over-magic-93-91/,NBA News,Default,Default,Default,0.0969945355191256,0.09699453551912568
61,Warriors’ Kevin Durant Fined For Inappropriate Language,2018-19,http://global.nba.com/news/warriors-kevin-durant-fined-for-inappropriate-language/,NBA News,Default,Default,Default,0.1172727272727272,0.11727272727272726
62,J.R. Smith Parting Ways With Cleveland Cavaliers,2018-19,http://global.nba.com/news/j-r-smith-parting-ways-with-cleveland-cavaliers/,NBA News,Default,Default,Default,0.1556818181818181,0.15568181818181817
63,Dwyane Wade Returns To Miami Heat After Birth Of Child,2018-19,http://global.nba.com/news/dwyane-wade-returns-to-miami-heat-after-birth-of-child/,NBA News,Default,Default,Default,0.1266931443818236,0.12669314438182364
64,"Damian Lillard, Leads Trail Blazers As They Head To New York",2018-19,http://global.nba.com/news/damian-lillard-leads-trail-blazers-as-they-head-to-new-york/,NBA News,Default,Default,Default,0.1259217171717172,0.1259217171717172
65,Clippers Seek Road Win vs. Wizards,2018-19,http://global.nba.com/news/clippers-seek-road-win-vs-wizards/,NBA News,Default,Default,Default,0.0335753000387146,0.03357530003871468
66,Magic Look To Continue Momentum vs. Raptors,2018-19,http://global.nba.com/news/magic-look-to-continue-momentum-vs-raptors/,NBA News,Default,Default,Default,0.1802708475734792,0.1802708475734792
67,Reports: Markelle Fultz To Visit Shoulder Specialist,2018-19,http://global.nba.com/news/reports-markelle-fultz-to-visit-shoulder-specialist/,NBA News,Default,Default,Default,0.1483137829912023,0.14831378299120238
68,LeBron’s Return To Cleveland Highlights New Trend,2018-19,http://global.nba.com/news/lebrons-return-to-cleveland-highlights-new-era-of-former-player-tributes/,NBA News,Default,Default,Default,0.1241103341103341,0.12411033411033413
69,About Last Night: Kemba Walker’s Encore,2018-19,http://global.nba.com/news/about-last-night-kemba-walkers-encore/,NBA News,Default,Default,Default,0.037916366041366,0.03791636604136605
70,Kemba Rallies Hornets Past Celtics,2018-19,http://global.nba.com/news/kemba-rallies-hornets-past-celtics/,NBA News,Default,Default,Default,0.1337568141734808,0.13375681417348084
71,"Hield, Kings Hold Off Thunder",2018-19,http://global.nba.com/news/hield-kings-hold-off-thunder/,NBA News,Default,Default,Default,0.0353696741854636,0.03536967418546366
72,Giannis Leads Bucks’ Second Half Comeback,2018-19,http://global.nba.com/news/giannis-leads-bucks-second-half-comeback/,NBA News,Default,Default,Default,0.0465770609318996,0.04657706093189966
73,"Conley, Gasol Lead Grizzlies To 4th Straight Win",2018-19,http://global.nba.com/news/conley-gasol-lead-grizzlies-to-4th-straight-win/,NBA News,Default,Default,Default,0.012016129032258,0.012016129032258058
74,"Embiid Has 33 Points, 17 Rebounds As 76ers Beat Suns",2018-19,http://global.nba.com/news/embiid-has-33-points-17-rebounds-as-76ers-beat-suns/,NBA News,Default,Default,Default,0.0579637343788287,0.057963734378828714
75,"Sabonis, Bogdanovic Power Pacers Past Jazz",2018-19,http://global.nba.com/news/sabonis-bogdanovic-power-pacers-past-jazz/,NBA News,Default,Default,Default,0.0480678164428164,0.04806781644281645
76,"Harrell, Tobias Rally Surging Clippers Past Hawks, 127-119",2018-19,http://global.nba.com/news/harrell-tobias-rally-surging-clippers-past-hawks-127-119/,NBA News,Default,Default,Default,0.0,0.0
77,"Drummond, Pistons Cruise Past Cavaliers, 113-102",2018-19,http://global.nba.com/news/drummond-pistons-cruise-past-cavaliers-113-102/,NBA News,Default,Default,Default,0.0521456256921373,0.05214562569213733
78,Thunder Go For Fourth Straight Win vs. Kings,2018-19,http://global.nba.com/news/thunder-go-for-fourth-straight-win-vs-kings/,NBA News,Default,Default,Default,0.1507705795496493,0.15077057954964931
79,Spurs Travel To New Orleans To Meet On-Fire Pelicans,2018-19,http://global.nba.com/news/spurs-travel-to-new-orleans-to-meet-on-fire-pelicans/,NBA News,Default,Default,Default,0.1015026970384113,0.1015026970384113
80,Bucks’ Maker Hopes To Make Most Of Chance vs. Nuggets,2018-19,http://global.nba.com/news/bucks-maker-hopes-to-make-most-of-chance-vs-nuggets/,NBA News,Default,Default,Default,0.0858349451966473,0.0858349451966473
81,"Surging Mavericks, Grizzlies Meet With Top Rookies",2018-19,http://global.nba.com/news/surging-mavericks-grizzlies-meet-with-top-rookies/,NBA News,Default,Default,Default,0.23125,0.23125000000000004
82,"Hawks Host Clippers, Try To End Seven-Game Skid",2018-19,http://global.nba.com/news/hawks-host-clippers-try-to-end-seven-game-skid/,NBA News,Default,Default,Default,0.1894897959183673,0.18948979591836732
83,Upstart Sixers With Butler Set To Host Suns,2018-19,http://global.nba.com/news/upstart-sixers-with-butler-set-to-host-suns/,NBA News,Default,Default,Default,0.2625064750064749,0.26250647500647495
84,Pacers G Oladipo Could Miss Game Against Jazz,2018-19,http://global.nba.com/news/pacers-g-oladipo-could-miss-game-against-jazz/,NBA News,Default,Default,Default,0.1732599807599807,0.17325998075998078
85,"After Five Days Off, Cavaliers, Pistons Set To Play",2018-19,http://global.nba.com/news/after-five-days-off-cavaliers-pistons-set-to-play/,NBA News,Default,Default,Default,0.1580717414769138,0.15807174147691386
86,Celtics Look To Bounce Back Against Hornets,2018-19,http://global.nba.com/news/celtics-look-to-bounce-back-against-hornets/,NBA News,Default,Default,Default,0.106939935064935,0.10693993506493507
87,Miami Heat Guard Josh Richardson Fined For Throwing Shoe,2018-19,http://global.nba.com/news/miami-heat-guard-josh-richardson-fined-for-throwing-shoe/,NBA News,Default,Default,Default,-0.0659090909090909,-0.06590909090909092
88,"Valentine Requires Ankle Surgery, Expected To Miss 4-6 Months",2018-19,http://global.nba.com/news/valentine-requires-ankle-surgery-expected-to-miss-4-6-months/,NBA News,Default,Default,Default,0.0499999999999999,0.04999999999999998
89,"Week 5: Nikola Vucevic, Anthony Davis Named Players Of The Week",2018-19,http://global.nba.com/news/week-5-orlandos-vucevic-new-orleans-davis-named-players-of-the-week/,NBA News,Default,Default,Default,0.0357954545454545,0.03579545454545455
90,"Pelicans’ Payton Has Surgery On Finger, Out Six Weeks",2018-19,http://global.nba.com/news/pelicans-payton-to-have-surgery-on-finger-out-six-weeks/,NBA News,Default,Default,Default,0.0941558441558441,0.09415584415584415
91,Q&A: McCutchen Grows More Confident Making Calls In New Role,2018-19,http://global.nba.com/news/qa-mccutchen-grows-more-confident-making-calls-in-new-role/,NBA News,Default,Default,Default,0.1684072249589491,0.16840722495894916
92,"Power Rankings, Week 6: Quality Wins Help Clippers Land No. 1 Spot",2018-19,http://global.nba.com/news/power-rankings-week-6-quality-wins-help-clippers-take-over-top-spot/,NBA News,Default,Default,Default,0.0844080679981463,0.08440806799814635
93,Recapping Week 5 In The NBA: Epic Performances Abound,2018-19,http://global.nba.com/news/recapping-week-5-in-the-nba-epic-performances-abound/,NBA News,Default,Default,Default,0.2019943019943021,0.20199430199430216
94,"Curry, Kerr Speak On Warriors’ Issues As Green Sits Again",2018-19,http://global.nba.com/news/curry-kerr-speak-on-warriors-issues-as-green-sits-again/,NBA News,Default,Default,Default,0.0128134018759018,0.01281340187590188
95,Washington Wizards’ Dwight Howard Aggravates Glute Injury,2018-19,http://global.nba.com/news/washington-wizards-dwight-howard-aggravates-glute-injury/,NBA News,Default,Default,Default,0.1,0.1
96,"Aldridge, DeRozan Help Spurs Extend Warriors’ Skid, 104-92",2018-19,http://global.nba.com/news/aldridge-derozan-help-spurs-extend-warriors-skid-104-92/,NBA News,Default,Default,Default,0.0262951722190852,0.02629517221908526
97,"Lillard Scores 40, Leads Trail Blazers Past Wizards 119-109",2018-19,http://global.nba.com/news/lillard-scores-40-leads-trail-blazers-past-wizards-119-109/,NBA News,Default,Default,Default,0.0115696649029982,0.011569664902998225
98,"Gordon, Vucevic Lead Magic As Knicks Lose 5th Straight",2018-19,http://global.nba.com/news/gordon-vucevic-lead-magic-as-knicks-lose-5th-straight/,NBA News,Default,Default,Default,0.125055685055685,0.12505568505568507
99,"LeBron James Scores 51 Points, Lakers Roll Past Heat 113-97",2018-19,http://global.nba.com/news/lebron-james-scores-51-points-lakers-roll-past-heat-113-97/,NBA News,Default,Default,Default,0.0718553841991341,0.07185538419913419
100,"Gasol, Conley Lead Grizzlies Past Timberwolves, 100-87",2018-19,http://global.nba.com/news/gasol-conley-lead-grizzlies-past-timberwolves-100-87/,NBA News,Default,Default,Default,-0.0458333333333333,-0.045833333333333344
101,Brad Stevens Says Celtics Need ‘Tougher’ Mindset,2018-19,http://global.nba.com/news/brad-stevens-says-celtics-need-tougher-mindset/,NBA News,Default,Default,Default,0.0206969881969882,0.0206969881969882
102,Injury-riddled Warriors Continue Road Trip vs. Spurs,2018-19,http://global.nba.com/news/injury-riddled-warriors-continue-road-trip-vs-spurs/,NBA News,Default,Default,Default,-0.0010289774824658,-0.0010289774824658612
103,Trail Blazers Continue Six-Game Trip Against Wizards,2018-19,http://global.nba.com/news/trail-blazers-continue-six-game-trip-against-wizards/,NBA News,Default,Default,Default,0.179537037037037,0.17953703703703705
104,"Magic, Knicks Go Opposite Directions Since Last Meeting",2018-19,http://global.nba.com/news/magic-knicks-go-opposite-directions-since-last-meeting/,NBA News,Default,Default,Default,0.1778353151770873,0.17783531517708737
105,LeBron James Returns To Play Heat For First Time With Lakers,2018-19,http://global.nba.com/news/james-returns-to-play-heat-for-first-time-with-lakers/,NBA News,Default,Default,Default,0.1090958098505268,0.10909580985052685
106,Timberwolves Hope To Stay Unbeaten Since Trade vs. Grizzlies,2018-19,http://global.nba.com/news/timberwolves-hope-to-stay-unbeaten-since-trade-vs-grizzlies/,NBA News,Default,Default,Default,0.1253534798534798,0.12535347985347983
107,Stephen Curry Speaks Out On Warriors Situation,2018-19,http://global.nba.com/news/stephen-curry-speaks-out-on-warriors-situation/,NBA News,Default,Default,Default,-0.019093761535622,-0.019093761535622
108,"About Last Night: Butler’s Moment, Kemba’s Night",2018-19,http://global.nba.com/news/about-last-night-butlers-moment-kembas-night/,NBA News,Default,Default,Default,0.1656816156816157,0.1656816156816157
109,"George, Adams Lead Thunder Past Phoenix 110-100",2018-19,http://global.nba.com/news/george-adams-lead-thunder-past-phoenix-110-100/,NBA News,Default,Default,Default,0.0884589947089947,0.08845899470899472
110,Doncic Leads Mavericks Over Short-Handed Warriors 112-109,2018-19,http://global.nba.com/news/doncic-leads-mavericks-over-short-handed-warriors-112-109/,NBA News,Default,Default,Default,0.0418622038187255,0.04186220381872556
111,"Bojan Bogdanovic Scores 22 Points, Pacers Hold Off Hawks 97-89",2018-19,http://global.nba.com/news/bogdanovic-scores-22-points-pacers-hold-off-hawks-97-89/,NBA News,Default,Default,Default,0.0944170771756978,0.09441707717569786
112,"VanVleet, Green, Ibaka Lead Raptors To 122-83 Rout Of Bulls",2018-19,http://global.nba.com/news/vanvleet-green-ibaka-lead-raptors-to-122-83-rout-of-bulls/,NBA News,Default,Default,Default,0.1213250517598343,0.12132505175983437
113,"Harden Nets 34, Rockets Win 4th Straight 132-112 Over Kings",2018-19,http://global.nba.com/news/harden-nets-34-rockets-win-4th-straight-132-112-over-kings/,NBA News,Default,Default,Default,0.0684523809523809,0.06845238095238095
114,Walker’s 60 Points Not Enough; 76ers Top Hornets 122-119,2018-19,http://global.nba.com/news/walkers-60-points-not-enough-76ers-top-hornets-122-119/,NBA News,Default,Default,Default,0.0493602693602693,0.049360269360269354
115,"Davis Scores 40, Leads The Pelicans Past The Nuggets 125-115",2018-19,http://global.nba.com/news/davis-scores-40-leads-the-pelicans-past-the-nuggets-125-115/,NBA News,Default,Default,Default,0.0406561975439526,0.040656197543952645
116,Clippers Rally Past Nets 127-118 For 4th Straight Win,2018-19,http://global.nba.com/news/clippers-rally-past-nets-127-118-for-4th-straight-win/,NBA News,Default,Default,Default,0.100920581476137,0.10092058147613701
117,Victor Oladipo Exits Game With Sore Right Knee,2018-19,http://global.nba.com/news/victor-oladipo-exits-game-with-sore-right-knee/,NBA News,Default,Default,Default,-0.0861904761904761,-0.08619047619047619
118,"Raptors’ Leonard, Bulls’ LaVine To Sit Out In Saturday’s Matchup",2018-19,http://global.nba.com/news/raptors-leonard-bulls-lavine-to-sit-out-in-saturdays-matchup/,NBA News,Default,Default,Default,0.1327380952380952,0.13273809523809524
119,Old School Power Rankings 2018-19: Weeks 3-4,2018-19,http://global.nba.com/news/old-school-power-rankings-2018-19-weeks-3-4/,NBA News,Default,Default,Default,0.0905416065416064,0.09054160654160649
120,Suns Seek Win Over Nemesis Thunder,2018-19,http://global.nba.com/news/suns-seek-win-over-nemesis-thunder/,NBA News,Default,Default,Default,0.1102534414439176,0.11025344144391763
121,Warriors Visit Mavericks On Rare Losing Streak,2018-19,http://global.nba.com/news/warriors-visit-mavericks-on-rare-losing-streak/,NBA News,Default,Default,Default,0.0491073188329286,0.0491073188329286
122,Rockets Hope To Continue Upswing vs. Kings,2018-19,http://global.nba.com/news/rockets-hope-to-continue-upswing-vs-kings/,NBA News,Default,Default,Default,0.1107568027210884,0.11075680272108843
123,Raptors Look To End Three-Game Skid Against Bulls,2018-19,http://global.nba.com/news/raptors-look-to-end-three-game-skid-against-bulls/,NBA News,Default,Default,Default,-0.0007738095238095,-0.0007738095238095155
124,Celtics Host Jazz As Kyrie Looks To Continue Hot Hand,2018-19,http://global.nba.com/news/after-beating-raptors-celtics-host-jazz/,NBA News,Default,Default,Default,0.0220238095238095,0.02202380952380955
125,Streaky Nuggets Visit Uneven Pelicans,2018-19,http://global.nba.com/news/streaky-nuggets-visit-uneven-pelicans/,NBA News,Default,Default,Default,0.0809058631427052,0.08090586314270526
126,Lakers Go Forward Without Rondo To Face Magic,2018-19,http://global.nba.com/news/lakers-go-forward-without-rondo-to-face-magic/,NBA News,Default,Default,Default,0.1595124716553287,0.15951247165532878
127,Pacers Look To Fly Past Hawks,2018-19,http://global.nba.com/news/pacers-look-to-fly-past-hawks/,NBA News,Default,Default,Default,0.0399598665223665,0.03995986652236651
128,Hornets To Face 76ers For Third Time This Season,2018-19,http://global.nba.com/news/hornets-to-face-76ers-for-third-time-this-season/,NBA News,Default,Default,Default,0.0771469271469271,0.07714692714692714
129,Clippers Start Road Swing Against Nets,2018-19,http://global.nba.com/news/clippers-start-road-swing-against-nets/,NBA News,Default,Default,Default,0.1791103677467313,0.17911036774673134
130,Elfrid Payton Fractures Finger In Return To Pelicans’ Lineup,2018-19,http://global.nba.com/news/elfrid-payton-fractures-finger-in-return-to-pelicans-lineup/,NBA News,Default,Default,Default,0.0854016354016354,0.0854016354016354
131,About Last Night: Lean On Me,2018-19,http://global.nba.com/news/about-last-night-kyrie-cooks-raptors/,NBA News,Default,Default,Default,0.126284358212069,0.12628435821206904
132,"Kyrie Irving Scores 43, Celtics Beat Raptors 123-116 In OT",2018-19,http://global.nba.com/news/kyrie-irving-scores-43-celtics-beat-raptors-123-116-in-ot-2/,NBA News,Default,Default,Default,0.1109325396825396,0.11093253968253969
