,time,most_frequent_name,url,textblob_Sentiment,nltk_Sentiment,relevance_score,bert_relevance,credit_article,credit_followers,credit_tweets,frequency
0,2018,Aaron Gordon,"['http://global.nba.com/news/bulls-beat-magic-to-end-7-game-losing-streak/', 'http://global.nba.com/news/nets-pull-away-in-fourth-to-beat-magic/', 'http://global.nba.com/news/rozier-celtics-hold-off-magic-92-83/', 'http://global.nba.com/news/gordon-magic-stop-7-game-skid-beat-pistons-115-106-in-ot/', 'http://global.nba.com/news/embiid-leads-sixers-7th-straight-win-116-105-magic/', 'http://global.nba.com/news/lavine-steal-dunk-leads-bulls-105-101-win-magic/', 'http://global.nba.com/news/magic-say-aaron-gordon-withdrawn-2018-slam-dunk-contest/', 'http://global.nba.com/news/temple-scores-34-lead-kings-past-magic-105-99/', 'http://global.nba.com/news/allen-crabbe-help-nets-beat-magic-98-95/', 'http://global.nba.com/news/nets-look-success-home-vs-magic/', 'http://global.nba.com/news/johnson-dragic-lead-heat-comeback-win-magic/', 'http://global.nba.com/news/pistons-must-adjust-without-pg-jackson/', 'http://global.nba.com/news/nikola-vucevic-fractures-bone-left-hand/', 'http://global.nba.com/news/sharp-shooting-pistons-hold-vs-magic/', 'http://global.nba.com/news/magic-will-without-injured-fournier-hawks/', 'http://global.nba.com/news/fournier-miss-magics-meeting-nuggets/', 'http://global.nba.com/news/porzingis-status-air-knicks-host-magic/', 'http://global.nba.com/news/thompson-27-points-warriors-rout-magic-133-112/', 'http://global.nba.com/news/magic-try-end-skid-pacers/', 'http://global.nba.com/news/aaron-gordon-22-points-magic-beat-suns-128-112/', 'http://global.nba.com/news/magic-end-two-game-losing-streak-win-knicks/', 'http://global.nba.com/news/blogtable-believe-orlando-magic-detroit-pistons/', 'http://global.nba.com/news/gordon-fournier-rally-magic-125-121-win-nets/']",0.14660973794056242,0.14660973794056242,0.13017620745036432,0.6754554510116577,21996.0,84859.0,93866.0,23
1,2018,Al Horford,"['http://global.nba.com/news/team-first-al-horford-relishes-ultimate-vet-role-on-boston-celtics/', 'http://global.nba.com/news/irvings-32-helps-celtics-hold-off-giannis-bucks-111-100/', 'http://global.nba.com/news/al-horford-sets-tone-boston-celtics-pick-12th-straight-win/', 'http://global.nba.com/news/boston-celtics-not-rushing-marcus-morris-big-role-just-yet/']",0.09284543653645105,0.09284543653645105,0.27613228110479826,0.6804816722869873,21996.0,84859.0,93866.0,4
2,2018,Andre Drummond,"['http://global.nba.com/news/detroit-pistons-weigh-shutting-down-blake-griffin-for-rest-of-season/', 'http://global.nba.com/news/jackson-johnson-lead-pistons-to-108-96-win-over-nets/', 'http://global.nba.com/news/drummond-has-another-big-performance-pistons-beat-knicks-115-109/', 'http://global.nba.com/news/pistons-sharp-from-outside-in-117-95-win-over-chicago/', 'http://global.nba.com/news/griffins-big-third-quarter-helps-pistons-top-kings-106-90/', 'http://global.nba.com/news/griffin-leads-pistons-to-99-83-win-over-bulls/', 'http://global.nba.com/news/struggling-pistons-return-home-to-face-raptors/', 'http://global.nba.com/news/thompson-sidelined-as-cavs-aim-for-much-needed-win-over-pistons/', 'http://global.nba.com/news/balanced-heat-help-playoff-cause-by-topping-pistons-105-96/', 'http://global.nba.com/news/griffin-helps-pistons-beat-hawks-end-three-game-skid/', 'http://global.nba.com/news/dedmon-powers-hawks-past-griffin-pistons/', 'http://global.nba.com/news/drummond-grabs-nba-season-high-27-boards-win-nets/', 'http://global.nba.com/news/pistons-win-drummond-dominates-111-107-heat/', 'http://global.nba.com/news/blake-griffin-exudes-enthusiasm-pistons-journey-gets-set-launch/', 'http://global.nba.com/news/dinwiddie-basket-last-second-nets-beat-pistons-101-100/', 'http://global.nba.com/news/pistons-carry-four-game-losing-skid-matchup-nets/', 'http://global.nba.com/news/short-handed-pistons-shut-spurs-win/', 'http://global.nba.com/news/magic-beat-pistons-snap-nine-game-losing-streak/', 'http://global.nba.com/news/pistons-look-continue-surge-magic/', 'http://global.nba.com/news/kia-mvp-ladder-lebron-continues-defy-father-time/', 'http://global.nba.com/news/pistons-try-avoid-looking-past-suns/', 'http://global.nba.com/news/blogtable-biggest-win-loss-record-surprise-far-2017-18/', 'http://global.nba.com/news/rookie-kennard-sparks-pistons-win-heat/', 'http://global.nba.com/news/pistons-seek-wrap-perfect-homestand-vs-heat/', 'http://global.nba.com/news/drummond-jackson-lead-pistons-past-atlanta-111-104/', 'http://global.nba.com/news/drummond-powers-pistons-past-kings-108-99/', 'http://global.nba.com/news/andre-drummonds-improved-free-throw-shooting-difference-maker-surging-detroit-pistons/', 'http://global.nba.com/news/quick-starting-pistons-take-struggling-kings/', 'http://global.nba.com/news/andre-drummond-embracing-new-role-pistons-offense/', 'http://global.nba.com/news/clippers-lose-pistons-first-defeat-season/', 'http://global.nba.com/news/clippers-aim-5-0-start-host-pistons/']",0.07172711939859829,0.07172711939859829,0.11554313325562551,0.6778777241706848,21996.0,84859.0,93866.0,31
3,2018,Andrew Wiggins,"['http://global.nba.com/news/canadian-report-monthly-destination-canadian-basketball-news/', 'http://global.nba.com/news/timberwolves-visit-magic-search-6th-straight-win/', 'http://global.nba.com/news/canadian-report-november-edition/', 'http://global.nba.com/news/le-rapport-canadien/', 'http://global.nba.com/news/booker-warren-score-35-apiece-suns-beat-timberwolves/', 'http://global.nba.com/news/minnesota-timberwolves-fuel-andrew-wiggins-rise-stardom/', 'http://global.nba.com/news/canadian_report_october/']",0.15583274515855514,0.15583274515855514,0.10678639635239494,0.664682149887085,21996.0,84859.0,93866.0,7
4,2018,Anthony Davis,"['http://global.nba.com/news/davis-rondo-power-pelicans-past-spurs-122-98/', 'http://global.nba.com/news/spurs-pelicans-jockeying-for-playoff-positioning/', 'http://global.nba.com/news/pelicans-beat-clippers-113-100-to-clinch-playoff-berth/', 'http://global.nba.com/news/pelicans-must-win-vs-clippers-who-are-out-of-playoffs/', 'http://global.nba.com/news/pelicans-fighting-for-playoff-life-against-warriors/', 'http://global.nba.com/news/pelicans-battling-for-playoff-spot-as-they-face-suns/', 'http://global.nba.com/news/moore-davis-prove-to-be-dynamic-duo-for-pels-against-grizzlies/', 'http://global.nba.com/news/westbrook-gets-triple-double-thunder-beat-pelicans-109-104/', 'http://global.nba.com/news/thunder-and-pelicans-get-together-for-pivotal-meeting/', 'http://global.nba.com/news/lillards-41-points-lifts-blazers-past-pelicans-107-103/', 'http://global.nba.com/news/davis-rondo-push-pelicans-past-lakers-128-125/', 'http://global.nba.com/news/pelicans-try-for-tripleheader-sweep-vs-lakers/', 'http://global.nba.com/news/ads-28-points-help-pelicans-top-pacers/', 'http://global.nba.com/news/pelicans-face-pacers-in-middle-game-of-tripleheader/', 'http://global.nba.com/news/davis-37-points-leads-pelicans-past-mavs-115-105/', 'http://global.nba.com/news/westbrook-thunder-come-to-boston-with-six-game-win-streak/', 'http://global.nba.com/news/aldridges-39-points-leads-spurs-past-wolves-117-101/', 'http://global.nba.com/news/aldridge-murray-help-spurs-overcome-pelicans/', 'http://global.nba.com/news/pelicans-spurs-playing-for-playoff-spots/', 'http://global.nba.com/news/another-strong-performance-from-davis-leads-pelicans-past-hornets/', 'http://global.nba.com/news/rubio-jazz-spoil-davis-triple-double-116-99/', 'http://global.nba.com/news/without-davis-pelicans-win-streak-ends-at-10-vs-wizards/', 'http://global.nba.com/news/with-davis-doubtful-pelicans-win-streak-could-be-in-danger-vs-wizards/', 'http://global.nba.com/news/pro%e2%80%a2line-where-to-watch-april-9/', 'http://global.nba.com/news/anthony-davis-sprains-left-ankle-in-new-orleans-pelicans-10th-straight-win/', 'http://global.nba.com/news/davis-turns-ankle-but-pelicans-roll-to-10th-straight-win/', 'http://global.nba.com/news/pelicans-clippers-in-heated-playoff-race/', 'http://global.nba.com/news/tony-parker-propels-spurs-past-grizzlies-100-98/', 'http://global.nba.com/news/holiday-scores-30-as-pelicans-beat-mavericks-126-109/', 'http://global.nba.com/news/davis-pelicans-visit-dallas-aiming-to-win-8th-straight-game/', 'http://global.nba.com/news/pro%e2%80%a2line-where-to-watch-april-4/', 'http://global.nba.com/news/spurs-brace-red-hot-davis-pelicans/', 'http://global.nba.com/news/dominating-run-continues-anthony-davis/', 'http://global.nba.com/news/davis-scores-53-pelicans-beat-suns-6th-straight-win/', 'http://global.nba.com/news/holiday-helps-pelicans-edge-bucks-123-121-ot/', 'http://global.nba.com/news/prolific-davis-lifts-pelicans-past-heat-ot-124-123/', 'http://global.nba.com/news/anthony-davis-taking-year-year-remains-loyal-new-orleans/', 'http://global.nba.com/news/pro%e2%80%a2line-where-to-watch-march-22/', 'http://global.nba.com/news/hornets-part-ways-general-manager-rich-cho/', 'http://global.nba.com/news/anthony-davis-pays-tribute-injured-demarcus-cousins-star-game/', 'http://global.nba.com/news/demarcus-cousins-words-help-anthony-davis-find-zone-new-orleans-pelicans/', 'http://global.nba.com/news/davis-leads-pelicans-rout-lakers/', 'http://global.nba.com/news/pro%e2%80%a2line-watch-february-14/', 'http://global.nba.com/news/anthony-davis-led-pelicans-beat-pistons-118-103/', 'http://global.nba.com/news/pro%e2%80%a2line-watch-february-12/', 'http://global.nba.com/news/pelicans-outlast-nets-double-ot-behind-monster-davis-performance/', 'http://global.nba.com/news/pelicans-still-adjusting-life-without-cousins/', 'http://global.nba.com/news/pro%e2%80%a2line-watch-february-10/', 'http://global.nba.com/news/embiid-saric-lead-sixers-win-pelicans/', 'http://global.nba.com/news/pelicans-try-find-urgency-vs-pacers/', 'http://global.nba.com/news/hood-scores-30-jazz-win-6th-straight-133-109-pelicans/', 'http://global.nba.com/news/pelicans-host-jazz-mirotic-trying-fill-cousins-void/', 'http://global.nba.com/news/aldridges-top-15-rankings-houston-rockets-boston-celtics-soaring/', 'http://global.nba.com/news/pro%e2%80%a2line-watch-february-5/', 'http://global.nba.com/news/butler-scores-30-lead-wolves-past-pelicans-118-107/', 'http://global.nba.com/news/twolves-host-pelicans-hoping-continue-home-dominance/', 'http://global.nba.com/news/davis-scores-43-becomes-pelicans-time-leading-scorer-win-okc/', 'http://global.nba.com/news/pro%e2%80%a2line-watch-february-2/', 'http://global.nba.com/news/power-rankings-season-ending-injuries-shake-western-conference/', 'http://global.nba.com/news/griffin-leads-clippers-past-cousins-less-pelicans-112-103/', 'http://global.nba.com/news/report-demarcus-cousins-season-torn-achilles/', 'http://global.nba.com/news/kia-mvp-ladder-russell-westbrook-recapturing-mvp-mojo-season-ago/', 'http://global.nba.com/news/anthony-davis-kyrie-irving-kawhi-leonard-headlines-7th-nba-chinese-new-year-celebration/', 'http://global.nba.com/news/demarcus-cousins-joins-elite-company-historic-triple-double/', 'http://global.nba.com/news/holiday-cousins-davis-lead-pelicans-past-memphis-111-104/', 'http://global.nba.com/news/can-new-orleans-pelicans-keep-modern-twin-towers-together-small-ball-era/', 'http://global.nba.com/news/76ers-limp-meeting-celtics/', 'http://global.nba.com/news/bazemore-hits-winning-shot-hawks-beat-pelicans-94-93/', 'http://global.nba.com/news/davis-scores-45-pelicans-beat-celtics-116-113-ot/', 'http://global.nba.com/news/celtics-look-8th-straight-victory-host-pelicans/', 'http://global.nba.com/news/pro%e2%80%a2line-watch-january-16/', 'http://global.nba.com/news/davis-48-points-17-rebounds-pelicans-beat-knicks-ot/', 'http://global.nba.com/news/davis-may-miss-blazers-meeting-pelicans/', 'http://global.nba.com/news/davis-injury-cousins-lifts-pelicans-past-pistons/', 'http://global.nba.com/news/towns-butler-score-21-t-wolves-roll-pelicans/', 'http://global.nba.com/news/kawhi-scores-season-high-25-points-lead-spurs-past-knicks/', 'http://global.nba.com/news/knicks-escape-pelicans-tight-game/', 'http://global.nba.com/news/dennis-smith-jr-triple-double-mavs-beat-pelicans/', 'http://global.nba.com/news/rondos-record-25-assists-powers-pelicans-past-nets/', 'http://global.nba.com/news/pelicans-hand-magic-seventh-straight-loss-111-97/', 'http://global.nba.com/news/bradley-beal-scores-26-wizards-beat-pelicans/', 'http://global.nba.com/news/cousins-davis-lead-pelicans-past-bucks/', 'http://global.nba.com/news/holiday-saves-pelicans-131-124-win-76ers/', 'http://global.nba.com/news/pelicans-look-end-homestand-win-76ers/', 'http://global.nba.com/news/randolph-leads-kings-past-pelicans-ot/', 'http://global.nba.com/news/pelicans-hope-exact-revenge-nuggets/', 'http://global.nba.com/news/without-davis-pelicans-hands-full-vs-warriors/', 'http://global.nba.com/news/blazers-improved-defense-tested-pelicans-guards/', 'http://global.nba.com/news/mitchell-scores-career-high-41-jazz-beat-pelicans-114-108/', 'http://global.nba.com/news/jazz-aim-fifth-straight-win/', 'http://global.nba.com/news/pelicans-look-exact-revenge-timberwolves/', 'http://global.nba.com/news/curry-shakes-off-rugged-start-lead-warriors-past-pelicans/', 'http://global.nba.com/news/warriors-try-make-9-straight-wins-vs-pelicans/', 'http://global.nba.com/news/davis-cousins-power-pelicans-107-90-rout-spurs/', 'http://global.nba.com/news/davis-needs-help-pelicans-host-spurs/', 'http://global.nba.com/news/pelicans-rally-behind-strong-game-davis-defeat-thunder/', 'http://global.nba.com/news/davis-probable-return-pelicans-face-thunder/', 'http://global.nba.com/news/nuggets-hope-showcase-depth-vs-pelicans/', 'http://global.nba.com/news/pelicans-rondo-increase-minutes-versus-raptors/', 'http://global.nba.com/news/millers-late-3s-rescue-pelicans-106-105-win-hawks/', 'http://global.nba.com/news/hawks-will-hands-full-pelicans-davis-cousins/', 'http://global.nba.com/news/cousins-davis-help-pelicans-beat-clippers-111-103/', 'http://global.nba.com/news/derozan-scores-33-raptors-beat-pelicans/', 'http://global.nba.com/news/raptors-hope-handle-pelicans-big-duo/', 'http://global.nba.com/news/davis-powers-pelicans-past-pacers/', 'http://global.nba.com/news/pelicans-face-off-pacers-indianapolis/', 'http://global.nba.com/news/towns-leads-timberwolves-past-mavericks-112-99/', 'http://global.nba.com/news/davis-cousins-help-pelicans-stifle-last-place-mavs-99-94/', 'http://global.nba.com/news/butlers-late-points-lift-timberwolves-past-pelicans/', 'http://global.nba.com/news/pelicans-look-rebound-clutch-timberwolves/', 'http://global.nba.com/news/speights-3-point-outburst-leads-magic-past-pelicans/', 'http://global.nba.com/news/500-pelicans-want-keep-winning-vs-magic/', 'http://global.nba.com/news/pelicans-sensing-special-season-win-cavaliers/', 'http://global.nba.com/news/demarcus-cousins-enjoys-warm-welcome-dominant-return-sacramento/', 'http://global.nba.com/news/cousins-41-23-sacramento-return-pelicans-rally/', 'http://global.nba.com/news/old-story-cousins-pelicans-face-kings/', 'http://global.nba.com/news/reports-veteran-forward-josh-smith-sign-pelicans/', 'http://global.nba.com/news/anthony-davis-mri-comes-back-negative/', 'http://global.nba.com/news/blazers-beat-pelicans-103-93-extend-home-opener-streak/', 'http://global.nba.com/news/goldenstatewarriors-win/', 'http://global.nba.com/news/defending-champs-seek-warrior-mentality-versus-pelicans/', 'http://global.nba.com/news/blogtable-western-conference-teams-will-make-playoffs-2017-18/', 'http://global.nba.com/news/morning-shootaround-oct-18-demarcus-cousins-thinks-new-orleans-pelicans-set-new-trend-nba/']",0.06633424967142859,0.06633424967142859,0.14150341749791706,0.68752521276474,21996.0,84859.0,93866.0,123
5,2018,Austin Rivers,"['http://global.nba.com/news/lou-williams-nets-15-in-4th-quarter-to-give-clippers-big-win-over-spurs/', 'http://global.nba.com/news/clippers-aim-to-gain-ground-on-wolves-in-playoff-race/', 'http://global.nba.com/news/brewer-scores-22-to-help-thunder-beat-clippers-121-113/', 'http://global.nba.com/news/rockets-clippers-showdown-includes-harden-time/', 'http://global.nba.com/news/clippers-bulls-meet-rosters-transition/', 'http://global.nba.com/news/westbrooks-triple-double-leads-thunder-past-clippers/', 'http://global.nba.com/news/clippers-grizzlies-upswing/', 'http://global.nba.com/news/griffin-returns-lead-clippers-past-lakers-121-106/', 'http://global.nba.com/news/l-clippers-austin-rivers-suffers-concussion-versus-orlando-magic/', 'http://global.nba.com/news/aldridge-blake-griffin-sprained-mcl-left-knee/', 'http://global.nba.com/news/walker-hornets-defeat-clippers-102-87-snap-6-game-skid/', 'http://global.nba.com/news/redick-returns-76ers-visit-clippers/', 'http://global.nba.com/news/griffin-beverley-lead-clippers-past-jazz-102-84/']",0.039477501660830895,0.039477501660830895,0.16396033045633532,0.6865987777709961,21996.0,84859.0,93866.0,13
6,2018,Avery Bradley,"['http://global.nba.com/news/clippers-avery-bradley-out-for-season-following-surgery/', 'http://global.nba.com/news/report-pistons-make-avery-bradley-available-trades/']",0.23453282828282826,0.23453282828282826,0.4910246022928959,0.6894692182540894,21996.0,84859.0,93866.0,2
7,2018,Ben Simmons,"['http://global.nba.com/news/76ers-set-team-record-with-15th-straight-win/', 'http://global.nba.com/news/redick-wants-stay-with-philadelphia-76ers-to-be-long-term/', 'http://global.nba.com/news/embiid-redick-help-76ers-beat-knicks-end-5-game-skid/', 'http://global.nba.com/news/ben-simmons-ankle-questionable-vs-wizards/', 'http://global.nba.com/news/lonzo-ball-working-get-game-back-track/', 'http://global.nba.com/news/young-guns-clash-lakers-host-76ers/', 'http://global.nba.com/news/saric-scores-25-76ers-beat-jazz-5th-straight/']",0.0329727668596423,0.0329727668596423,0.15002887408812096,0.6802466511726379,21996.0,84859.0,93866.0,7
8,2018,Blake Griffin,"['http://global.nba.com/news/blake-griffin-ankle-to-miss-at-least-one-week/', 'http://global.nba.com/news/report-derrick-rose-getting-interest-form-10-day-contracts/', 'http://global.nba.com/news/post-star-break-nba-com-power-rankings/', 'http://global.nba.com/news/blake-griffin-says-wont-buddy-buddy-vs-old-la-clippers-teammates/', 'http://global.nba.com/news/week-17-power-rankings-cleveland-cavaliers-desperate-shake-trade-deadline/', 'http://global.nba.com/news/griffin-this-is-where-i-want-to-be/', 'http://global.nba.com/news/blogtable-will-blake-griffin-trade-propel-detroit-pistons-playoffs/', 'http://global.nba.com/news/andre-drummond-excited-join-forces-blake-griffin-detroit/', 'http://global.nba.com/news/acquiring-griffin-blockbuster-pistons-host-cavs/', 'http://global.nba.com/news/pistons-owner-tom-gores-griffin-trade-serious-winning/', 'http://global.nba.com/news/official-clippers-agree-send-superstar-blake-griffin-pistons/', 'http://global.nba.com/news/blake-griffin-suffers-concussion-golden-state/', 'http://global.nba.com/news/reports-la-clippers-forward-blake-griffin-may-return-end-december/', 'http://global.nba.com/news/mavericks-hope-rebound-clippers/', 'http://global.nba.com/news/december-breakdown-raptors-can-move-easy-month-ahead/', 'http://global.nba.com/news/millsap-lifts-nuggets-heat-late-clutch-free-throws/', 'http://global.nba.com/news/deep-trail-blazers-host-overplayed-clippers/']",0.12356576320956712,0.12356576320956712,0.27095108654764277,0.6765612363815308,21996.0,84859.0,93866.0,17
9,2018,Bradley Beal,"['http://global.nba.com/news/wizards-play-for-playoff-positioning-against-magic/', 'http://global.nba.com/news/prince-scores-23-hawks-hand-wizards-fourth-straight-loss/', 'http://global.nba.com/news/after-loss-in-san-antonio-rockets-look-to-reclaim-form-vs-wizards/', 'http://global.nba.com/news/markkanen-hot-shooting-bulls-top-playoff-bound-wizards/', 'http://global.nba.com/news/all-star-john-wall-returns-as-wizards-beat-hornets/', 'http://global.nba.com/news/drummonds-20-20-game-leads-pistons-past-wizards/', 'http://global.nba.com/news/wizards-seek-season-sweep-of-pistons/', 'http://global.nba.com/news/spurs-wizards-meet-after-losses-end-extend-streaks/', 'http://global.nba.com/news/jokic-murray-help-nuggets-stay-in-race-by-beating-wizards/', 'http://global.nba.com/news/spurs-extend-winning-streak-to-5-with-victory-over-wizards/', 'http://global.nba.com/news/spurs-on-4-game-win-streak-as-they-welcome-wizards/', 'http://global.nba.com/news/beal-gortat-help-wizards-knock-off-pacers-109-102/', 'http://global.nba.com/news/pacers-wizards-jockey-for-playoff-position/', 'http://global.nba.com/news/beal-scores-34-wizards-beat-celtics-125-124-in-2ot/', 'http://global.nba.com/news/injury-riddled-celtics-battle-wizards-in-boston/', 'http://global.nba.com/news/kat-scores-season-high-37-to-lead-wolves-past-wizards/', 'http://global.nba.com/news/wizards-wall-nears-return-but-not-against-timberwolves/', 'http://global.nba.com/news/balanced-heat-roll-past-wizards-129-102/', 'http://global.nba.com/news/heat-look-to-bench-as-they-face-wizards/', 'http://global.nba.com/news/beal-scores-30-wizards-edge-heat-117-113-in-overtime/', 'http://global.nba.com/news/oladipo-bogdanovic-help-pacers-pass-wizards-after-98-95-win/', 'http://global.nba.com/news/derozan-miles-lead-surging-raptors-past-wizards-102-95/', 'http://global.nba.com/news/wizards-face-another-tough-test-against-raptors/', 'http://global.nba.com/news/washington-wizards-hope-to-build-on-all-around-gains-once-john-wall-returns/', 'http://global.nba.com/news/pro%e2%80%a2line-where-to-watch-march-31/', 'http://global.nba.com/news/durant-curry-warriors-beat-wiz-109-101-d-c/', 'http://global.nba.com/news/76ers-heat-seek-win-stay-playoff-cutoff-line/', 'http://global.nba.com/news/porter-beal-help-wizards-roll-past-76ers-109-94/', 'http://global.nba.com/news/beal-wizards-rally-27-points-beat-knicks/', 'http://global.nba.com/news/pro%e2%80%a2line-watch-march-2/', 'http://global.nba.com/news/wizards-seek-season-sweep-celtics/', 'http://global.nba.com/news/76ers-pull-away-wizards-embiid-scores-27/', 'http://global.nba.com/news/wizards-try-keep-winning-without-wall-sixers/', 'http://global.nba.com/news/wizards-beat-pacers-111-102-win-5th-straight-without-wall/', 'http://global.nba.com/news/porter-wizards-ease-115-98-victory-magic/', 'http://global.nba.com/news/beal-scores-27-4th-quarter-wizards-beat-raptors/', 'http://global.nba.com/news/wall-held-wizards-overwhelm-hawks-129-104/', 'http://global.nba.com/news/wizards-set-finish-road-trip-atlanta-hawks/', 'http://global.nba.com/news/wizards-score-45-3rd-quarter-beat-pistons-122-112/', 'http://global.nba.com/news/wizards-pistons-look-better-starts/', 'http://global.nba.com/news/hornets-beat-wizards-133-109-behind-record-setting-1st-half/', 'http://global.nba.com/news/hornets-coach-clifford-back-bench-versus-wizards/', 'http://global.nba.com/news/wall-pushes-wizards-line-119-113-ot-win-vs-nets/', 'http://global.nba.com/news/beal-wall-score-30-apiece-wizards-magic/', 'http://global.nba.com/news/rubio-jazz-drop-turnover-plagued-wizards-107-104/', 'http://global.nba.com/news/giannis-bledsoe-help-bucks-rally-past-wizards-110-103/', 'http://global.nba.com/news/beal-wall-lead-wizards-102-100-win-grizzlies/', 'http://global.nba.com/news/kia-mvp-ladder-durant-seizes-throne/', 'http://global.nba.com/news/bradley-beals-two-way-skills-helping-washington-wizards-find-footing/', 'http://global.nba.com/news/beals-27-walls-25-lead-wizards-knicks-121-103/', 'http://global.nba.com/news/wizards-knicks-meet-first-time-season/', 'http://global.nba.com/news/beals-39-points-lead-wizards-win-bulls/', 'http://global.nba.com/news/beals-25-points-carries-wizards-celtics/', 'http://global.nba.com/news/nets-rout-wizards-119-84-end-four-game-losing-streak/', 'http://global.nba.com/news/shorthanded-clippers-look-defeat-wizards/', 'http://global.nba.com/news/beal-wall-lead-wizards-past-grizzlies/', 'http://global.nba.com/news/aldridge-john-wall-likely-back-lineup-wednesday-vs-memphis-grizzlies/', 'http://global.nba.com/news/williams-3-propels-clippers-wizards/', 'http://global.nba.com/news/bradley-beal-scores-34-points-wizards-beat-suns-109-99/', 'http://global.nba.com/news/suns-host-wizards-without-booker/', 'http://global.nba.com/news/jazz-aim-sixth-straight-win-meeting-vs-wizards/', 'http://global.nba.com/news/morris-satoransky-lead-wizards-109-91-rout-pistons/', 'http://global.nba.com/news/pistons-wizards-different-trajectory-2nd-meeting/', 'http://global.nba.com/news/simmons-31-points-18-rebs-76ers-beat-wizards/', 'http://global.nba.com/news/porter-helps-wizards-edge-timberwolves-92-89/', 'http://global.nba.com/news/wizards-t-wolves-lean-backup-point-guards/', 'http://global.nba.com/news/derozan-scores-33-raptors-beat-wizards/', 'http://global.nba.com/news/wall-questionable-wizards-take-raptors/', 'http://global.nba.com/news/heat-hold-defeat-wizards/', 'http://global.nba.com/news/heat-mission-stop-wall-beal-rematch-vs-wizards/', 'http://global.nba.com/news/john-wall-bradley-beal-help-wizards-top-heat-102-93/', 'http://global.nba.com/news/wall-scores-21-gortat-adds-18-wizards-beat-kings/', 'http://global.nba.com/news/wizards-focused-defense-entering-matchup-vs-kings/', 'http://global.nba.com/news/beal-defense-lead-wizards-113-94-win-hawks/', 'http://global.nba.com/news/wizards-look-get-groove-back-tonight-vs-lakers/', 'http://global.nba.com/news/beal-scores-38-wizards-beat-raptors-without-wall/', 'http://global.nba.com/news/cavaliers-wizards-meet-aiming-shake-early-season-woes/', 'http://global.nba.com/news/warren-career-high-40-suns-rally-beat-wiz/', 'http://global.nba.com/news/warriors-cruise-past-clippers-141-113-led-currys-31-points/', 'http://global.nba.com/news/warriors-clippers-bring-similar-resumes-matchup/', 'http://global.nba.com/news/warriors-handed-second-loss-home-fall-pistons/', 'http://global.nba.com/news/wall-wizards-lead-early-roll-past-kings-110-83/', 'http://global.nba.com/news/pistons-travel-take-warriors/', 'http://global.nba.com/news/warriors-brace-challenge-wizards-beal/']",0.06922632248242769,0.06922632248242769,0.106841962935565,0.671540379524231,21996.0,84859.0,93866.0,84
