,name,age,assist_percentage,block_percentage,box_plus_minus,defensive_box_plus_minus,defensive_rebound_percentage,defensive_win_shares,free_throw_attempt_rate,games_played,is_combined_totals,minutes_played,offensive_box_plus_minus,offensive_rebound_percentage,offensive_win_shares,player_efficiency_rating,positions,slug,steal_percentage,team,three_point_attempt_rate,total_rebound_percentage,true_shooting_percentage,turnover_percentage,usage_percentage,value_over_replacement_player,win_shares,win_shares_per_48_minutes
372,Dirk Nowitzki,32,14.2,1.4,5.1,0.8,20.8,3.3,0.376,73,False,2504,4.3,2.4,7.8,23.4,['POWER FORWARD'],nowitdi01,0.8,DALLAS MAVERICKS,0.142,12.0,0.612,9.1,28.2,4.5,11.1,0.213
196,Pau Gasol,30,15.1,3.3,4.8,0.9,20.5,4.7,0.384,82,False,3037,3.9,10.3,10.0,23.3,['CENTER'],gasolpa01,0.8,LOS ANGELES LAKERS,0.003,15.6,0.589,9.8,21.8,5.2,14.7,0.232
19,Carmelo Anthony,26,15.3,1.1,2.9,-1.7,16.5,0.6,0.351,27,False,977,4.6,4.8,2.6,22.8,['SMALL FORWARD'],anthoca01,1.3,NEW YORK KNICKS,0.233,10.6,0.575,9.4,31.0,1.2,3.2,0.157
458,Amar'e Stoudemire,28,13.2,3.8,1.4,-0.6,17.6,2.6,0.403,78,False,2870,2.0,7.8,5.4,22.7,['CENTER'],stoudam01,1.2,NEW YORK KNICKS,0.016,12.7,0.565,12.5,30.9,2.4,8.0,0.134
413,Zach Randolph,29,10.2,0.7,2.6,-1.2,26.0,3.7,0.333,75,False,2724,3.8,14.2,6.8,22.6,['POWER FORWARD'],randoza01,1.2,MEMPHIS GRIZZLIES,0.036,20.1,0.552,10.0,25.0,3.2,10.5,0.185
518,Deron Williams,26,43.6,0.5,3.7,-1.2,10.5,0.8,0.439,53,False,2009,5.0,1.9,5.9,22.1,['POINT GUARD'],willide01,1.7,UTAH JAZZ,0.32,6.2,0.587,16.3,26.2,2.9,6.7,0.159
221,Blake Griffin,21,18.7,1.1,2.6,-0.3,26.9,3.4,0.505,82,False,3112,3.0,10.2,6.5,21.9,['POWER FORWARD'],griffbl01,1.0,LOS ANGELES CLIPPERS,0.017,18.6,0.549,11.7,27.3,3.6,9.8,0.152
153,Tim Duncan,34,15.7,4.8,4.4,2.2,26.8,4.0,0.307,76,False,2156,2.2,9.3,3.7,21.9,['CENTER'],duncati01,1.2,SAN ANTONIO SPURS,0.005,18.3,0.537,11.4,22.9,3.5,7.7,0.171
204,Manu Ginóbili,33,26.4,0.8,5.4,1.3,11.8,3.2,0.403,80,False,2426,4.1,2.1,6.6,21.7,['SHOOTING GUARD'],ginobma01,2.6,SAN ANTONIO SPURS,0.433,7.1,0.581,12.7,26.0,4.5,9.9,0.195
7,LaMarcus Aldridge,25,10.1,2.4,2.1,-0.5,17.2,3.5,0.314,81,False,3211,2.6,10.1,7.6,21.5,['POWER FORWARD'],aldrila01,1.4,PORTLAND TRAIL BLAZERS,0.016,13.5,0.549,8.7,25.7,3.4,11.1,0.166
330,Kevin Martin,27,13.0,0.4,3.4,-1.0,10.0,1.5,0.528,80,False,2603,4.3,1.2,8.0,21.4,['SHOOTING GUARD'],martike02,1.6,HOUSTON ROCKETS,0.362,5.6,0.601,10.5,29.6,3.5,9.5,0.175
18,Carmelo Anthony,26,14.3,1.3,1.4,-1.0,19.3,1.9,0.431,50,False,1774,2.4,5.2,2.8,21.2,['SMALL FORWARD'],anthoca01,1.2,DENVER NUGGETS,0.13,12.4,0.547,11.0,32.5,1.5,4.7,0.127
89,Andrew Bynum,23,7.7,5.4,3.2,1.4,24.7,2.8,0.506,54,False,1500,1.8,13.3,3.8,21.1,['CENTER'],bynuman01,0.7,LOS ANGELES LAKERS,0.0,19.2,0.606,12.8,17.6,2.0,6.6,0.21
365,Steve Nash,36,53.1,0.1,3.2,-1.5,10.2,0.7,0.307,75,False,2497,4.7,1.8,7.3,20.8,['POINT GUARD'],nashst01,1.0,PHOENIX SUNS,0.253,6.0,0.601,22.4,21.4,3.3,7.9,0.153
252,Al Horford,24,17.5,2.3,3.6,1.1,23.7,3.7,0.204,77,False,2704,2.5,8.2,6.4,20.7,['CENTER'],horfoal01,1.2,ATLANTA HAWKS,0.004,16.0,0.587,10.6,19.7,3.9,10.1,0.179
194,Kevin Garnett,34,13.5,2.0,4.7,2.9,28.7,5.6,0.264,71,False,2220,1.8,4.9,3.4,20.6,['POWER FORWARD'],garneke01,2.3,BOSTON CELTICS,0.006,17.5,0.575,11.1,22.3,3.8,9.0,0.194
244,Nenê,28,10.4,2.4,3.6,1.5,20.8,3.1,0.615,75,False,2291,2.1,7.5,6.4,20.4,['CENTER'],hilarne01,1.8,DENVER NUGGETS,0.008,14.4,0.657,13.9,18.8,3.2,9.6,0.201
96,Rodney Carney,26,0.0,0.0,1.2,1.9,0.0,0.0,0.0,2,False,5,-0.6,23.7,0.0,20.4,['SMALL FORWARD'],carnero01,10.4,MEMPHIS GRIZZLIES,0.333,12.0,0.333,0.0,27.1,0.0,0.0,0.071
509,David West,30,12.7,2.1,2.8,0.6,18.7,3.4,0.314,70,False,2451,2.2,7.6,4.4,20.4,['POWER FORWARD'],westda01,1.5,NEW ORLEANS HORNETS,0.009,13.1,0.558,10.7,25.8,3.0,7.8,0.152
384,Tony Parker,28,35.2,0.1,1.8,-0.4,9.3,2.4,0.283,78,False,2528,2.3,1.4,5.8,20.4,['POINT GUARD'],parketo01,1.9,SAN ANTONIO SPURS,0.065,5.5,0.569,14.3,25.5,2.4,8.2,0.156
303,Kosta Koufos,21,0.0,3.9,-4.1,-2.8,20.6,0.1,0.452,11,False,98,-1.3,18.2,0.1,20.3,['CENTER'],koufoko01,1.0,DENVER NUGGETS,0.0,19.4,0.536,10.6,25.6,-0.1,0.3,0.133
274,Al Jefferson,26,9.2,4.2,0.6,-1.0,23.2,2.7,0.219,82,False,2940,1.6,9.6,5.1,20.1,['CENTER'],jeffeal01,0.8,UTAH JAZZ,0.0,16.3,0.528,6.8,24.2,1.9,7.8,0.128
350,Paul Millsap,25,12.6,2.2,1.9,0.3,19.4,2.5,0.342,76,False,2605,1.6,7.5,5.2,19.8,['POWER FORWARD'],millspa01,2.1,UTAH JAZZ,0.023,13.4,0.578,11.3,22.6,2.5,7.7,0.143
351,Yao Ming,30,7.3,6.1,1.2,1.1,24.9,0.1,0.432,5,False,91,0.1,8.7,0.2,19.8,['CENTER'],mingya01,0.0,HOUSTON ROCKETS,0.0,16.8,0.579,13.7,24.8,0.1,0.3,0.147
395,Paul Pierce,33,16.1,1.4,4.6,1.6,16.6,5.1,0.44,80,False,2774,3.0,1.6,6.5,19.7,['SMALL FORWARD'],piercpa01,1.5,BOSTON CELTICS,0.291,9.5,0.62,12.3,24.0,4.6,11.6,0.201
222,Hamed Haddadi,25,4.8,6.3,-1.1,0.0,31.6,0.3,0.397,31,False,168,-1.1,16.9,0.3,19.7,['CENTER'],haddaha01,0.6,MEMPHIS GRIZZLIES,0.017,24.2,0.55,13.9,21.2,0.0,0.6,0.164
370,Steve Novak,27,0.0,0.0,5.8,0.7,31.3,0.0,0.0,7,False,18,5.1,0.0,0.1,19.6,['SMALL FORWARD'],novakst01,0.0,DALLAS MAVERICKS,0.5,16.2,0.688,0.0,20.8,0.0,0.1,0.205
69,Chris Bosh,26,8.9,1.4,1.3,-0.2,20.0,4.3,0.446,77,False,2795,1.4,6.4,6.1,19.4,['POWER FORWARD'],boshch01,1.1,MIAMI HEAT,0.024,13.6,0.569,9.8,23.5,2.3,10.3,0.177
157,Devin Ebanks,21,2.8,3.2,-2.0,-2.1,11.1,0.2,0.451,20,False,118,0.1,14.9,0.2,19.4,['SHOOTING GUARD'],ebankde01,1.8,LOS ANGELES LAKERS,0.098,13.0,0.507,8.9,25.9,0.0,0.4,0.144
128,Stephen Curry,22,28.1,0.6,2.3,-0.7,10.9,1.3,0.216,74,False,2489,3.0,2.3,5.4,19.4,['POINT GUARD'],curryst01,2.2,GOLDEN STATE WARRIORS,0.325,6.5,0.595,16.4,24.4,2.7,6.6,0.128
376,Lamar Odom,31,15.5,1.8,3.5,0.8,22.2,4.0,0.275,82,False,2639,2.8,7.8,6.1,19.4,['POWER FORWARD'],odomla01,0.9,LOS ANGELES LAKERS,0.199,15.2,0.589,12.2,19.7,3.7,10.1,0.184
318,Brook Lopez,22,8.8,3.2,0.6,-0.9,12.3,1.9,0.374,82,False,2889,1.4,7.8,4.4,19.3,['CENTER'],lopezbr01,0.9,NEW JERSEY NETS,0.001,10.0,0.549,10.4,27.3,1.9,6.3,0.105
134,Baron Davis,31,45.4,1.2,3.9,-0.9,9.3,0.2,0.152,15,False,380,4.8,1.8,0.5,19.3,['POINT GUARD'],davisba01,2.2,CLEVELAND CAVALIERS,0.489,5.4,0.548,17.0,27.3,0.6,0.7,0.086
448,Josh Smith,25,17.1,3.5,2.8,1.7,23.7,4.5,0.304,77,False,2645,1.0,6.2,1.9,19.2,['POWER FORWARD'],smithjo03,2.0,ATLANTA HAWKS,0.148,15.0,0.54,14.3,24.7,3.2,6.4,0.116
59,Chauncey Billups,34,27.4,0.2,1.6,-1.8,9.0,0.2,0.512,21,False,664,3.4,2.2,1.9,19.1,['POINT GUARD'],billuch01,1.4,NEW YORK KNICKS,0.484,5.6,0.582,13.2,24.3,0.6,2.1,0.155
418,Jason Richardson,30,7.9,0.3,1.7,-1.4,11.3,0.4,0.185,25,False,796,3.2,4.8,1.5,19.1,['SHOOTING GUARD'],richaja01,1.7,PHOENIX SUNS,0.38,8.0,0.574,6.7,25.5,0.7,1.9,0.117
17,Ryan Anderson,22,6.2,2.1,4.6,0.4,18.1,2.5,0.223,64,False,1424,4.2,10.8,4.0,19.0,['POWER FORWARD'],anderry01,1.1,ORLANDO MAGIC,0.65,14.5,0.591,7.8,20.4,2.4,6.4,0.216
13,Chris Andersen,32,4.0,6.0,3.0,1.8,22.1,1.2,0.985,45,False,732,1.2,12.2,1.9,19.0,['CENTER'],anderch01,1.6,DENVER NUGGETS,0.007,17.3,0.636,11.3,13.5,0.9,3.2,0.207
436,Ramon Sessions,24,35.0,0.3,0.3,-1.4,11.6,0.6,0.545,81,False,2133,1.8,2.4,3.8,19.0,['POINT GUARD'],sessira01,1.5,CLEVELAND CAVALIERS,0.019,6.9,0.559,15.6,24.2,1.3,4.4,0.099
500,Gerald Wallace,28,11.9,1.5,3.9,2.1,21.2,1.3,0.335,23,False,821,1.9,5.6,1.3,18.9,['POWER FORWARD'],wallage01,3.1,PORTLAND TRAIL BLAZERS,0.297,13.0,0.59,14.4,20.5,1.2,2.6,0.153
523,Lou Williams,24,24.1,0.7,2.3,-0.7,7.7,1.6,0.448,75,False,1747,3.0,2.1,3.5,18.9,['SHOOTING GUARD'],willilo02,1.4,PHILADELPHIA 76ERS,0.318,4.9,0.54,9.7,27.8,1.9,5.1,0.141
164,Jeremy Evans,23,8.5,3.0,2.1,0.6,16.1,0.4,0.322,49,False,463,1.5,9.3,1.2,18.8,['SMALL FORWARD'],evansje01,1.9,UTAH JAZZ,0.009,12.6,0.678,12.6,14.9,0.5,1.6,0.167
68,Carlos Boozer,29,14.3,0.7,1.0,0.8,26.3,3.9,0.289,59,False,1882,0.2,8.3,1.9,18.8,['CENTER'],boozeca01,1.3,CHICAGO BULLS,0.0,17.6,0.542,13.5,26.9,1.4,5.8,0.149
210,Marcin Gortat,26,5.2,3.2,1.0,0.3,28.5,1.9,0.335,55,False,1636,0.7,7.8,3.2,18.8,['CENTER'],gortama01,0.9,PHOENIX SUNS,0.008,18.1,0.598,9.7,18.3,1.2,5.1,0.151
368,Joakim Noah,25,10.7,3.5,2.9,2.1,22.8,3.6,0.468,48,False,1576,0.8,13.9,3.1,18.8,['CENTER'],noahjo01,1.6,CHICAGO BULLS,0.002,18.5,0.579,15.7,16.8,1.9,6.7,0.205
159,Monta Ellis,25,23.4,0.5,0.8,-0.9,8.5,1.7,0.268,80,False,3227,1.7,1.5,4.3,18.6,['SHOOTING GUARD'],ellismo01,2.6,GOLDEN STATE WARRIORS,0.235,4.9,0.536,12.3,28.1,2.3,6.0,0.089
58,Chauncey Billups,34,25.1,0.6,2.9,-0.9,7.7,1.1,0.535,51,False,1646,3.8,0.9,4.7,18.6,['POINT GUARD'],billuch01,1.6,DENVER NUGGETS,0.444,4.4,0.634,16.3,21.4,2.1,5.8,0.171
73,Elton Brand,31,7.1,2.9,1.3,0.6,18.0,4.4,0.278,81,False,2809,0.7,9.7,5.1,18.5,['POWER FORWARD'],brandel01,1.7,PHILADELPHIA 76ERS,0.001,13.9,0.553,8.4,19.7,2.4,9.4,0.161
208,Eric Gordon,22,20.7,0.7,2.0,-1.0,6.6,1.1,0.367,56,False,2112,3.0,2.5,4.2,18.5,['SHOOTING GUARD'],gordoer01,1.7,LOS ANGELES CLIPPERS,0.307,4.5,0.566,12.0,26.5,2.2,5.3,0.12
412,Anthony Randolph,21,10.3,2.6,-1.0,-0.3,21.7,0.5,0.338,23,False,463,-0.7,7.5,0.2,18.5,['CENTER'],randoan01,1.9,MINNESOTA TIMBERWOLVES,0.0,14.4,0.537,14.6,27.1,0.1,0.7,0.069
459,Rodney Stuckey,24,27.5,0.4,0.2,-1.4,8.6,0.6,0.461,70,False,2183,1.5,3.7,4.4,18.4,['POINT GUARD'],stuckro01,1.9,DETROIT PISTONS,0.109,6.0,0.544,13.5,24.5,1.2,5.0,0.111
10,Tony Allen,29,10.9,2.4,3.6,3.5,9.9,2.7,0.37,72,False,1494,0.1,5.5,2.0,18.4,['SHOOTING GUARD'],allento01,4.5,MEMPHIS GRIZZLIES,0.047,7.7,0.562,13.1,19.9,2.1,4.7,0.152
433,Luis Scola,30,13.7,1.3,-0.4,-0.8,21.6,2.2,0.257,74,False,2412,0.4,6.9,3.3,18.4,['POWER FORWARD'],scolalu01,1.0,HOUSTON ROCKETS,0.003,14.2,0.538,10.5,25.7,1.0,5.5,0.11
541,Thaddeus Young,22,6.7,0.9,1.0,0.3,15.2,3.0,0.205,82,False,2135,0.8,8.3,3.2,18.4,['POWER FORWARD'],youngth01,2.2,PHILADELPHIA 76ERS,0.026,11.7,0.566,9.7,22.1,1.6,6.2,0.139
106,Tyson Chandler,28,2.4,3.0,1.5,1.0,26.6,3.5,0.725,74,False,2059,0.6,12.2,5.8,18.4,['CENTER'],chandty01,0.9,DALLAS MAVERICKS,0.0,19.7,0.697,14.1,14.2,1.8,9.4,0.218
479,Marcus Thornton,23,15.3,0.4,1.9,-0.4,10.3,0.8,0.249,27,False,1030,2.3,3.9,1.9,18.2,['SHOOTING GUARD'],thornma01,2.2,SACRAMENTO KINGS,0.311,7.0,0.547,9.6,24.4,1.0,2.6,0.123
474,Tyrus Thomas,24,6.2,6.2,-0.6,1.2,22.5,1.5,0.411,41,False,861,-1.8,9.1,0.4,18.2,['CENTER'],thomaty01,1.9,CHARLOTTE BOBCATS,0.009,15.8,0.536,14.3,24.9,0.3,1.8,0.103
354,Greg Monroe,20,7.5,1.6,0.4,-0.5,20.4,1.9,0.424,80,False,2222,0.9,13.0,4.7,18.0,['CENTER'],monrogr01,2.3,DETROIT PISTONS,0.002,16.5,0.575,11.0,15.4,1.4,6.6,0.143
516,Chris Wilcox,28,7.4,1.4,-1.4,-1.1,22.7,0.8,0.276,57,False,995,-0.3,11.2,2.0,18.0,['POWER FORWARD'],wilcoch01,1.6,DETROIT PISTONS,0.003,16.7,0.587,10.6,18.9,0.2,2.8,0.133
232,Mike Harris,27,10.2,4.3,-2.4,-0.2,21.3,0.0,0.667,4,False,16,-2.3,14.1,0.0,17.9,['POWER FORWARD'],harrimi01,0.0,HOUSTON ROCKETS,0.0,17.7,0.515,11.4,24.2,0.0,0.0,0.102
311,Ty Lawson,23,28.3,0.1,2.1,-0.3,7.6,1.6,0.327,80,False,2103,2.4,3.8,5.1,17.9,['POINT GUARD'],lawsoty01,1.9,DENVER NUGGETS,0.249,5.7,0.593,14.8,19.6,2.2,6.7,0.153
197,Rudy Gay,24,11.6,2.2,2.8,0.8,14.2,2.9,0.277,54,False,2152,1.9,4.5,2.7,17.8,['SMALL FORWARD'],gayru01,2.2,MEMPHIS GRIZZLIES,0.166,9.3,0.548,12.2,23.3,2.6,5.5,0.123
213,Danny Granger,27,13.0,1.6,2.1,-0.1,13.5,3.2,0.37,79,False,2763,2.2,3.5,3.7,17.8,['SMALL FORWARD'],grangda01,1.6,INDIANA PACERS,0.323,8.5,0.554,12.3,26.7,2.9,6.9,0.12
313,David Lee,27,14.0,0.9,-0.4,-0.9,21.9,2.0,0.273,73,False,2634,0.5,9.1,4.1,17.8,['POWER FORWARD'],leeda02,1.4,GOLDEN STATE WARRIORS,0.003,15.4,0.549,13.4,21.2,1.1,6.0,0.11
258,Kris Humphries,25,7.0,3.0,0.4,-0.1,32.2,2.7,0.328,74,False,2061,0.5,12.5,2.7,17.8,['POWER FORWARD'],humphkr01,0.9,NEW JERSEY NETS,0.002,22.1,0.555,13.4,17.3,1.3,5.4,0.125
402,Leon Powe,27,6.0,0.6,-3.5,-1.9,14.5,0.1,0.767,16,False,141,-1.7,6.7,0.3,17.8,['CENTER'],powele01,1.1,MEMPHIS GRIZZLIES,0.033,10.6,0.548,8.0,27.9,-0.1,0.4,0.142
346,Andre Miller,34,35.7,0.4,1.6,0.1,9.9,2.4,0.346,81,False,2650,1.5,4.3,4.6,17.8,['POINT GUARD'],millean02,2.3,PORTLAND TRAIL BLAZERS,0.044,7.0,0.529,16.8,20.6,2.4,7.0,0.127
150,Goran Dragić,24,22.7,0.7,3.7,1.2,13.2,0.3,0.288,22,False,378,2.5,3.6,0.9,17.7,['POINT GUARD'],dragigo01,1.9,HOUSTON ROCKETS,0.432,8.4,0.604,13.0,18.9,0.5,1.2,0.157
259,Serge Ibaka,21,1.6,6.5,0.5,0.7,20.8,3.2,0.298,82,False,2216,-0.2,11.7,4.3,17.7,['POWER FORWARD'],ibakase01,0.7,OKLAHOMA CITY THUNDER,0.002,16.4,0.579,9.2,15.7,1.4,7.6,0.164
371,Steve Novak,27,2.4,1.8,4.7,-0.5,10.9,0.2,0.136,23,False,197,5.1,2.4,0.6,17.7,['SMALL FORWARD'],novakst01,0.3,SAN ANTONIO SPURS,0.712,6.8,0.744,6.0,15.5,0.3,0.8,0.195
514,D.J. White,24,5.8,2.1,0.1,-0.9,19.6,0.4,0.351,24,False,466,1.0,8.0,1.1,17.7,['CENTER'],whitedj01,0.7,CHARLOTTE BOBCATS,0.013,13.8,0.571,3.8,18.6,0.2,1.6,0.161
281,Amir Johnson,23,6.8,3.6,0.3,0.0,17.8,1.2,0.323,72,False,1853,0.3,11.8,4.4,17.6,['POWER FORWARD'],johnsam01,1.5,TORONTO RAPTORS,0.002,14.7,0.608,10.9,15.3,1.1,5.6,0.146
75,Corey Brewer,24,13.3,1.0,1.8,2.6,8.4,0.3,0.412,13,False,148,-0.8,9.9,0.3,17.6,['SHOOTING GUARD'],breweco01,3.9,DALLAS MAVERICKS,0.255,9.1,0.573,14.2,22.2,0.1,0.5,0.163
229,Devin Harris,27,41.2,0.2,1.2,-0.8,8.3,0.9,0.502,54,False,1724,2.0,0.7,2.6,17.6,['POINT GUARD'],harride01,1.8,NEW JERSEY NETS,0.18,4.4,0.543,17.5,24.4,1.4,3.4,0.096
70,Earl Boykins,34,30.9,0.3,2.4,0.4,5.5,1.1,0.233,57,False,862,2.1,2.0,1.1,17.6,['POINT GUARD'],boykiea01,2.4,MILWAUKEE BUCKS,0.202,3.7,0.526,11.8,23.9,1.0,2.3,0.125
374,Shaquille O'Neal,38,5.9,4.4,0.3,2.0,20.1,1.6,0.652,37,False,752,-1.7,8.3,1.1,17.4,['CENTER'],onealsh01,1.1,BOSTON CELTICS,0.0,14.6,0.659,17.8,20.1,0.4,2.7,0.174
338,JaVale McGee,23,2.8,6.7,-0.4,0.4,22.2,2.5,0.381,79,False,2193,-0.7,11.2,2.7,17.4,['CENTER'],mcgeeja01,1.0,WASHINGTON WIZARDS,0.005,16.5,0.566,12.6,16.3,0.9,5.3,0.115
40,Earl Barron,29,9.2,1.9,0.0,-0.6,14.1,0.1,0.054,7,False,85,0.6,16.0,0.1,17.3,['CENTER'],barroea01,1.3,MILWAUKEE BUCKS,0.0,15.1,0.475,5.0,22.0,0.0,0.2,0.13
174,Raymond Felton,26,37.3,0.4,0.4,-1.5,8.6,1.2,0.226,54,False,2074,1.9,2.2,2.9,17.3,['POINT GUARD'],feltora01,2.3,NEW YORK KNICKS,0.335,5.3,0.524,16.7,22.6,1.3,4.0,0.093
260,Andre Iguodala,27,26.4,1.2,3.2,1.6,15.2,3.5,0.395,67,False,2469,1.7,2.8,3.3,17.2,['SMALL FORWARD'],iguodan01,2.1,PHILADELPHIA 76ERS,0.238,9.0,0.53,13.4,19.2,3.2,6.7,0.13
60,DeJuan Blair,21,7.1,1.7,-0.5,0.7,22.9,3.2,0.235,81,False,1734,-1.2,14.8,1.5,17.1,['POWER FORWARD'],blairde01,2.8,SAN ANTONIO SPURS,0.003,18.9,0.524,14.9,20.1,0.7,4.8,0.132
424,Rajon Rondo,24,47.1,0.3,3.1,1.4,9.7,4.8,0.197,68,False,2527,1.6,4.5,1.8,17.1,['POINT GUARD'],rondora01,3.2,BOSTON CELTICS,0.064,7.2,0.495,24.3,18.3,3.2,6.6,0.126
326,Shawn Marion,32,8.3,1.7,0.3,0.4,19.2,3.4,0.197,80,False,2253,-0.1,9.1,2.3,17.0,['SMALL FORWARD'],mariosh01,1.6,DALLAS MAVERICKS,0.04,14.3,0.551,12.5,21.5,1.3,5.6,0.12
519,Deron Williams,26,55.9,0.5,-0.1,-1.5,12.5,0.3,0.343,12,False,456,1.4,2.0,0.3,17.0,['POINT GUARD'],willide01,1.8,NEW JERSEY NETS,0.349,7.1,0.463,18.1,24.2,0.2,0.6,0.066
62,Andray Blatche,24,11.7,1.8,-0.9,-0.5,18.7,2.1,0.296,64,False,2172,-0.3,9.3,0.3,16.9,['POWER FORWARD'],blatcan01,2.3,WASHINGTON WIZARDS,0.019,13.8,0.497,13.7,25.5,0.6,2.4,0.053
173,Derrick Favors,19,6.7,4.9,-1.6,-0.4,19.2,0.4,0.407,22,False,444,-1.2,12.1,0.6,16.8,['POWER FORWARD'],favorde01,1.3,UTAH JAZZ,0.0,15.6,0.545,11.3,19.2,0.0,1.0,0.11
195,Marc Gasol,26,11.6,4.3,2.3,2.0,19.4,3.9,0.425,81,False,2586,0.3,7.1,4.0,16.8,['CENTER'],gasolma01,1.5,MEMPHIS GRIZZLIES,0.01,13.1,0.58,15.1,16.9,2.8,7.9,0.146
271,Antawn Jamison,34,9.6,1.2,-0.1,-1.5,18.5,1.1,0.267,56,False,1842,1.3,5.2,1.5,16.8,['POWER FORWARD'],jamisan01,1.4,CLEVELAND CAVALIERS,0.3,11.7,0.516,7.3,26.0,0.9,2.6,0.067
455,Peja Stojaković,33,11.5,0.0,3.8,-1.0,8.3,0.1,0.212,6,False,89,4.8,0.0,0.2,16.7,['SMALL FORWARD'],stojape01,1.2,NEW ORLEANS HORNETS,0.758,4.1,0.624,10.0,21.5,0.1,0.3,0.144
385,Patrick Patterson,21,7.6,3.0,0.3,-0.1,14.9,0.7,0.157,52,False,868,0.4,11.2,1.7,16.7,['POWER FORWARD'],pattepa01,1.0,HOUSTON ROCKETS,0.007,13.1,0.574,9.8,16.1,0.5,2.4,0.134
65,Andrew Bogut,26,10.4,5.8,1.3,2.4,27.1,5.1,0.292,65,False,2297,-1.0,9.8,0.3,16.7,['CENTER'],bogutan01,1.1,MILWAUKEE BUCKS,0.005,18.3,0.496,13.0,19.6,1.9,5.4,0.112
299,Andrei Kirilenko,29,14.9,3.0,2.2,0.5,13.8,1.7,0.498,64,False,1999,1.7,6.0,2.9,16.6,['SMALL FORWARD'],kirilan01,2.1,UTAH JAZZ,0.181,9.9,0.567,15.0,17.8,2.1,4.5,0.109
503,Hakim Warrick,28,7.6,0.5,-1.0,-1.0,17.0,0.8,0.659,80,False,1416,0.1,7.2,2.6,16.5,['POWER FORWARD'],warriha01,1.1,PHOENIX SUNS,0.025,12.1,0.581,12.1,20.9,0.3,3.4,0.116
321,Kyle Lowry,24,29.4,0.6,2.0,0.0,9.7,1.8,0.31,75,False,2563,2.0,3.9,5.1,16.5,['POINT GUARD'],lowryky01,2.0,HOUSTON ROCKETS,0.424,6.8,0.55,14.7,18.6,2.6,7.0,0.13
