player,date,url,textblob_Sentiment,key_words_score,sentiment_bert_average_score,sentiment_roberta_average_score,sentiment_xlnet_average_score,sentiment_distilbert_average_score,bert_relevance,nltk_Sentiment,number_of_articles
Aaron Gordon,2018-19,"['https://www.bbc.co.uk/sport/football/47125763', 'https://www.bbc.co.uk/sport/american-football/46016794', 'https://www.bbc.co.uk/sport/american-football/46593542']",0.14970674871865344,0.8000000000000002,0.6083824381081745,0.5293330452056847,0.5799688758573147,0.5317910416258705,0.6029676795005798,0.9951,3
Aaron Jackson,2018-19,['https://www.bbc.co.uk/sport/football/45846695'],0.1428571428571428,0.8,0.5696181754271189,0.5318500896294912,0.5671929121017456,0.5325716932614645,0.5866698622703552,0.9927,1
Andre Ingram,2018-19,['https://www.bbc.co.uk/sport/basketball/45975260'],0.0819285714285714,1.0,0.5912673771381378,0.5152822732925415,0.6118492484092712,0.52608922123909,0.5539852976799011,-0.1531,1
Andrew Wiggins,2018-19,"['https://www.bbc.co.uk/sport/american-football/46344437', 'https://www.bbc.co.uk/sport/american-football/46721597', 'https://www.bbc.co.uk/sport/american-football/46260220']",0.12203926000003656,0.6666666666666666,0.6026199539502461,0.5379860387908088,0.5917822410662968,0.525360510415501,0.5994374752044678,0.9974333333333334,3
Austin Rivers,2018-19,"['https://www.bbc.co.uk/sport/american-football/46344437', 'https://www.bbc.co.uk/sport/american-football/46721597', 'https://www.bbc.co.uk/sport/american-football/45941939', 'https://www.bbc.co.uk/sport/american-football/46428520']",0.09688448885843053,0.75,0.5971584611759954,0.537733177666044,0.5773028715462475,0.5290282419695086,0.5518064498901367,0.9963,4
Avery Bradley,2018-19,['https://www.bbc.co.uk/sport/american-football/46508677'],0.2509171241130006,0.6000000000000001,0.5615049417202289,0.5367696927143977,0.5907368109776423,0.5272158476022574,0.5704394578933716,0.9993,1
Ben Simmons,2018-19,"['https://www.bbc.co.uk/sport/american-football/46593542', 'https://www.bbc.co.uk/sport/rugby-union/47296081', 'https://www.bbc.co.uk/sport/american-football/46344437']",0.07206951129626397,0.8000000000000002,0.5943881809453427,0.5337944872279532,0.6069584170289198,0.5244055407215851,0.5812296271324158,0.5593,3
Blake Griffin,2018-19,"['https://www.bbc.co.uk/sport/basketball/45975260', 'https://www.bbc.co.uk/sport/rugby-league/47694698', 'https://www.bbc.co.uk/sport/rugby-league/47856276', 'https://www.bbc.co.uk/sport/rugby-league/47707792', 'https://www.bbc.co.uk/sport/american-football/45941939', 'https://www.bbc.co.uk/sport/basketball/45975260', 'https://www.bbc.co.uk/sport/rugby-league/47694698', 'https://www.bbc.co.uk/sport/rugby-league/47856276', 'https://www.bbc.co.uk/sport/rugby-league/47707792', 'https://www.bbc.co.uk/sport/american-football/45941939']",0.07251412757606361,0.9600000000000002,0.5896310592581938,0.5324350424756787,0.5796270213502667,0.5323938906920553,0.5934033393859863,0.6805199999999998,10
Bojan Bogdanović,2018-19,['https://www.bbc.co.uk/sport/basketball/47141238'],0.0959891118982028,0.6000000000000001,0.5421801010767618,0.5260463356971741,0.6191396315892538,0.5327260295550028,0.6247488856315613,-0.0196,1
Bradley Beal,2018-19,['https://www.bbc.co.uk/sport/american-football/46508677'],0.2509171241130006,0.6000000000000001,0.5918525090584388,0.5315843774722173,0.5840112933745751,0.5216260598256037,0.5913378000259399,0.9993,1
