,season,slug,name,team,age,%games_played,minutes_played,points,assists,attempted_field_goals,attempted_free_throws,attempted_three_point_field_goals,blocks,defensive_rebounds,games_started,made_field_goals,made_free_throws,made_three_point_field_goals,offensive_rebounds,personal_fouls,steals,turnovers,field_goal%,free_throw%,3pt,assist_percentage,block_percentage,box_plus_minus,defensive_box_plus_minus,defensive_rebound_percentage,free_throw_attempt_rate,is_combined_totals,offensive_box_plus_minus,offensive_rebound_percentage,player_efficiency_rating,steal_percentage,three_point_attempt_rate,total_rebound_percentage,true_shooting_percentage,turnover_percentage,usage_percentage,value_over_replacement_player,win_shares_per_48_minutes,is_mvp
20,2010,bynuman01,Andrew Bynum,LOS ANGELES LAKERS,22,0.7926829268292683,30.415384615384614,15.03076923076923,1.0461538461538462,10.584615384615384,4.015384615384615,0.015384615384615385,1.4461538461538461,5.6,1.0,6.030769230769231,2.9692307692307693,0.0,2.723076923076923,2.9692307692307693,0.5384615384615384,1.7692307692307692,0.5697674418604651,0.7394636015325671,0.0,5.8,3.6,1.5,0.4,20.4,0.379,False,1.1,10.1,20.2,0.9,0.001,15.3,0.608,12.5,20.8,1.8,0.188,0
21,2010,cartevi01,Vince Carter,ORLANDO MAGIC,33,0.9146341463414634,30.8,16.586666666666666,3.1466666666666665,13.533333333333333,4.08,4.32,0.24,3.466666666666667,0.9866666666666667,5.786666666666667,3.4266666666666667,1.5866666666666667,0.44,2.52,0.7066666666666667,1.4133333333333333,0.42758620689655175,0.8398692810457516,0.3672839506172839,17.8,0.6,2.0,0.4,12.6,0.301,False,1.6,1.7,17.1,1.2,0.319,7.3,0.541,8.4,25.2,2.3,0.154,0
22,2010,chandwi01,Wilson Chandler,NEW YORK KNICKS,22,0.7926829268292683,35.69230769230769,15.276923076923078,2.123076923076923,13.23076923076923,2.4615384615384617,2.3076923076923075,0.7538461538461538,3.923076923076923,0.9846153846153847,6.338461538461538,1.9846153846153847,0.6153846153846154,1.4307692307692308,2.830769230769231,0.7076923076923077,1.6615384615384616,0.4790697674418605,0.80625,0.2666666666666667,9.8,1.6,-2.1,-1.1,12.7,0.186,False,-1.0,4.5,13.7,1.0,0.174,8.5,0.534,10.4,20.2,0.0,0.057,0
23,2010,conlemi01,Mike Conley,MEMPHIS GRIZZLIES,22,0.975609756097561,32.1125,11.9875,5.3125,10.375,2.3375,2.65,0.15,2.0125,1.0,4.6125,1.7375,1.025,0.375,2.225,1.3625,2.125,0.44457831325301206,0.7433155080213905,0.38679245283018865,24.8,0.4,-0.6,-0.6,7.3,0.225,False,0.0,1.4,13.9,2.2,0.255,4.3,0.526,15.7,18.4,0.9,0.074,0
24,2010,crawfja01,Jamal Crawford,ATLANTA HAWKS,29,0.9634146341463414,31.139240506329113,18.037974683544302,3.0126582278481013,13.987341772151899,3.9873417721518987,5.405063291139241,0.1518987341772152,2.1139240506329116,0.0,6.2784810126582276,3.4177215189873418,2.0632911392405062,0.43037974683544306,1.6708860759493671,0.7721518987341772,1.7341772151898733,0.44886877828054295,0.8571428571428572,0.38173302107728335,16.1,0.4,2.4,-1.1,8.0,0.285,False,3.5,1.6,18.4,1.3,0.386,4.8,0.573,9.9,25.8,2.7,0.143,0
25,2010,curryst01,Stephen Curry,GOLDEN STATE WARRIORS,21,0.975609756097561,36.2,17.4875,5.9,14.2875,2.5,4.75,0.2375,3.85,0.9625,6.6,2.2125,2.075,0.6,3.15,1.9,3.0375,0.46194225721784776,0.885,0.4368421052631579,24.6,0.5,0.7,-0.5,12.0,0.175,False,1.1,1.8,16.3,2.5,0.332,6.8,0.568,16.5,21.8,2.0,0.077,0
26,2010,davisba01,Baron Davis,LOS ANGELES CLIPPERS,30,0.9146341463414634,33.64,15.266666666666667,7.973333333333334,13.533333333333333,3.88,3.9466666666666668,0.5733333333333334,2.8533333333333335,0.9733333333333334,5.493333333333333,3.1866666666666665,1.0933333333333333,0.6933333333333334,2.8,1.68,2.8133333333333335,0.40591133004926105,0.8213058419243986,0.27702702702702703,39.6,1.3,1.5,0.0,9.9,0.287,False,1.5,2.4,17.4,2.6,0.292,6.1,0.501,15.6,24.3,2.2,0.086,0
27,2010,delfica01,Carlos Delfino,MILWAUKEE BUCKS,27,0.9146341463414634,30.386666666666667,11.0,2.6933333333333334,9.76,1.5866666666666667,4.866666666666666,0.28,4.573333333333333,0.88,3.986666666666667,1.24,1.7866666666666666,0.68,1.84,1.0666666666666667,1.5866666666666667,0.40846994535519127,0.7815126050420168,0.3671232876712329,14.0,0.7,1.5,1.5,18.0,0.163,False,-0.1,2.4,12.9,1.8,0.499,9.8,0.526,13.2,18.0,2.0,0.101,0
28,2010,denglu01,Luol Deng,CHICAGO BULLS,24,0.8536585365853658,37.871428571428574,17.571428571428573,2.0428571428571427,14.485714285714286,4.714285714285714,1.1857142857142857,0.8714285714285714,5.442857142857143,0.9857142857142858,6.757142857142857,3.6,0.45714285714285713,1.8714285714285714,1.8428571428571427,0.9428571428571428,1.9142857142857144,0.46646942800788954,0.7636363636363637,0.38554216867469876,9.1,1.8,1.0,0.3,15.8,0.325,False,0.7,5.6,16.1,1.3,0.082,10.7,0.531,10.4,21.9,2.0,0.106,0
29,2010,diawbo01,Boris Diaw,CHARLOTTE BOBCATS,27,1.0,35.4390243902439,11.28048780487805,3.9634146341463414,9.426829268292684,1.7926829268292683,2.5121951219512195,0.6951219512195121,3.573170731707317,1.0,4.548780487804878,1.3780487804878048,0.8048780487804879,1.5975609756097562,2.6707317073170733,0.7317073170731707,2.1707317073170733,0.48253557567917205,0.7687074829931972,0.32038834951456313,18.9,1.6,0.8,0.9,11.9,0.19,False,-0.1,5.5,12.8,1.1,0.266,8.8,0.552,17.5,16.2,2.0,0.103,0
30,2010,duhonch01,Chris Duhon,NEW YORK KNICKS,27,0.8170731707317073,30.925373134328357,7.373134328358209,5.641791044776119,6.731343283582089,1.4179104477611941,3.8507462686567164,0.04477611940298507,2.2388059701492535,0.8805970149253731,2.5074626865671643,1.0149253731343284,1.3432835820895523,0.417910447761194,1.2388059701492538,0.8805970149253731,1.6417910447761195,0.3725055432372506,0.7157894736842105,0.3488372093023256,25.9,0.1,-2.5,-1.3,8.4,0.211,False,-1.2,1.5,10.7,1.5,0.572,4.9,0.501,18.2,13.1,-0.3,0.045,0
31,2010,duncati01,Tim Duncan,SAN ANTONIO SPURS,33,0.9512195121951219,31.256410256410255,17.884615384615383,3.1538461538461537,13.871794871794872,4.794871794871795,0.14102564102564102,1.5,7.269230769230769,0.9871794871794872,7.1923076923076925,3.4743589743589745,0.02564102564102564,2.8333333333333335,1.9487179487179487,0.5769230769230769,1.794871794871795,0.5184842883548983,0.7245989304812834,0.18181818181818182,17.8,3.5,6.1,1.8,26.8,0.346,False,4.4,10.8,24.7,1.0,0.01,18.9,0.56,10.1,26.0,5.0,0.215,0
32,2010,duranke01,Kevin Durant,OKLAHOMA CITY THUNDER,21,1.0,39.5,30.146341463414632,2.817073170731707,20.341463414634145,10.24390243902439,4.280487804878049,1.024390243902439,6.317073170731708,1.0,9.682926829268293,9.21951219512195,1.5609756097560976,1.2804878048780488,2.0853658536585367,1.3658536585365855,3.3048780487804876,0.4760191846522782,0.8999999999999999,0.3646723646723647,13.5,1.9,7.1,0.8,17.9,0.504,False,6.3,3.8,26.2,1.8,0.21,11.0,0.607,11.7,32.0,7.5,0.238,0
33,2010,ellismo01,Monta Ellis,GOLDEN STATE WARRIORS,24,0.7804878048780488,41.359375,25.484375,5.3125,21.96875,6.0625,3.5625,0.390625,3.28125,1.0,9.859375,4.5625,1.203125,0.734375,2.953125,2.234375,3.8125,0.4487908961593172,0.7525773195876289,0.33771929824561403,21.2,0.7,-1.4,-1.5,9.0,0.276,False,0.1,1.9,16.7,2.6,0.162,5.4,0.517,13.4,29.5,0.4,0.023,0
34,2010,evansty01,Tyreke Evans,SACRAMENTO KINGS,20,0.8780487804878049,37.18055555555556,20.13888888888889,5.75,16.180555555555557,6.458333333333333,1.9583333333333333,0.3611111111111111,4.361111111111111,1.0,7.402777777777778,4.833333333333333,0.5,0.9166666666666666,2.8333333333333335,1.5138888888888888,3.0,0.45751072961373385,0.7483870967741936,0.25531914893617025,26.1,0.7,1.3,0.0,13.6,0.399,False,1.3,2.8,18.2,2.1,0.121,8.1,0.529,13.6,26.2,2.2,0.097,0
35,2010,feltora01,Raymond Felton,CHARLOTTE BOBCATS,25,0.975609756097561,33.0375,12.1,5.575,10.575,2.1625,1.95,0.275,2.9375,1.0,4.85,1.65,0.75,0.6625,2.15,1.5375,2.1,0.458628841607565,0.7630057803468208,0.38461538461538464,29.5,0.7,1.6,1.5,10.5,0.204,False,0.1,2.5,15.2,2.5,0.184,6.6,0.525,15.4,19.2,2.3,0.118,0
36,2010,gallida01,Danilo Gallinari,NEW YORK KNICKS,21,0.9878048780487805,33.91358024691358,15.074074074074074,1.6666666666666667,11.444444444444445,3.7901234567901234,6.0246913580246915,0.7160493827160493,4.111111111111111,0.9135802469135802,4.839506172839506,3.0987654320987654,2.2962962962962963,0.8024691358024691,2.3580246913580245,0.9259259259259259,1.3580246913580247,0.4228694714131607,0.8175895765472313,0.38114754098360654,7.6,1.6,0.5,-0.7,14.0,0.331,False,1.2,2.6,14.8,1.4,0.526,8.2,0.575,9.4,19.3,1.7,0.098,0
37,2010,gasolma01,Marc Gasol,MEMPHIS GRIZZLIES,25,0.8414634146341463,35.78260869565217,14.608695652173912,2.391304347826087,9.434782608695652,5.449275362318841,0.014492753623188406,1.5797101449275361,6.260869565217392,1.0,5.478260869565218,3.652173913043478,0.0,3.0144927536231885,3.681159420289855,1.0,1.9565217391304348,0.5806451612903226,0.6702127659574467,0.0,10.2,3.4,2.8,1.1,20.5,0.578,False,1.8,9.8,19.3,1.4,0.002,15.1,0.617,14.2,16.9,3.0,0.164,0
38,2010,gasolpa01,Pau Gasol,LOS ANGELES LAKERS,29,0.7926829268292683,36.96923076923077,18.307692307692307,3.353846153846154,12.984615384615385,5.569230769230769,0.07692307692307693,1.7384615384615385,7.553846153846154,1.0,6.953846153846154,4.4,0.0,3.7384615384615385,2.3384615384615386,0.5692307692307692,2.2,0.5355450236966824,0.7900552486187846,0.0,15.0,3.5,4.9,1.3,22.7,0.429,False,3.7,11.4,22.9,0.8,0.006,17.1,0.593,12.5,21.4,4.2,0.22,0
39,2010,gayru01,Rudy Gay,MEMPHIS GRIZZLIES,23,0.975609756097561,39.6875,19.5875,1.9125,16.1,5.0,2.525,0.8,4.4625,1.0,7.5,3.7625,0.825,1.4375,2.5125,1.475,2.1125,0.4658385093167701,0.7525000000000001,0.32673267326732675,7.8,1.5,0.5,-0.3,13.2,0.311,False,0.8,4.2,16.2,1.9,0.157,8.7,0.535,10.3,22.5,2.0,0.096,0
40,2010,goodedr01,Drew Gooden,LOS ANGELES CLIPPERS,28,0.2926829268292683,30.208333333333332,14.791666666666666,0.875,11.083333333333334,4.208333333333333,0.08333333333333333,0.3333333333333333,5.916666666666667,0.9166666666666666,5.458333333333333,3.875,0.0,3.5,2.7083333333333335,0.625,2.1666666666666665,0.49248120300751874,0.9207920792079208,0.0,5.0,0.8,-1.9,-1.7,22.8,0.38,False,-0.2,13.4,18.0,1.1,0.008,18.1,0.572,14.3,22.6,0.0,0.114,0
41,2010,gordoer01,Eric Gordon,LOS ANGELES CLIPPERS,21,0.7560975609756098,35.95161290322581,16.85483870967742,3.0,12.64516129032258,4.82258064516129,5.17741935483871,0.22580645161290322,2.1774193548387095,0.967741935483871,5.67741935483871,3.5806451612903225,1.9193548387096775,0.4032258064516129,1.5483870967741935,1.1129032258064515,2.3225806451612905,0.44897959183673475,0.7424749163879599,0.3707165109034268,13.8,0.5,-0.9,-1.0,7.1,0.381,False,0.1,1.3,14.1,1.6,0.409,4.2,0.571,13.6,21.5,0.6,0.069,0
42,2010,grangda01,Danny Granger,INDIANA PACERS,26,0.7560975609756098,36.74193548387097,24.14516129032258,2.7580645161290325,18.370967741935484,6.903225806451613,7.064516129032258,0.8225806451612904,4.435483870967742,1.0,7.870967741935484,5.854838709677419,2.5483870967741935,1.0806451612903225,2.9516129032258065,1.5161290322580645,2.532258064516129,0.42844600526777876,0.8481308411214953,0.3607305936073059,13.6,1.6,3.1,0.0,13.3,0.376,False,3.1,3.2,19.8,2.0,0.385,8.2,0.564,10.6,28.7,2.9,0.131,0
43,2010,greenje02,Jeff Green,OKLAHOMA CITY THUNDER,23,1.0,37.109756097560975,15.109756097560975,1.6341463414634145,13.048780487804878,2.7195121951219514,3.8048780487804876,0.8780487804878049,4.609756097560975,1.0,5.914634146341464,2.0121951219512195,1.2682926829268293,1.3658536585365855,2.6951219512195124,1.2682926829268293,1.646341463414634,0.45327102803738323,0.7399103139013452,0.33333333333333337,7.2,1.8,0.2,0.6,13.9,0.208,False,-0.4,4.3,13.8,1.8,0.292,9.2,0.53,10.4,19.2,1.7,0.105,0
44,2010,hamilri01,Richard Hamilton,DETROIT PISTONS,31,0.5609756097560976,33.73913043478261,18.065217391304348,4.391304347826087,15.58695652173913,5.239130434782608,3.0,0.06521739130434782,2.0,1.0,6.369565217391305,4.434782608695652,0.8913043478260869,0.6521739130434783,2.5,0.6521739130434783,2.5,0.4086471408647141,0.8464730290456433,0.2971014492753623,23.5,0.2,-2.1,-2.7,7.7,0.336,False,0.6,2.2,14.9,1.0,0.192,4.8,0.505,12.3,27.9,0.0,0.043,0
45,2010,harrial01,Al Harrington,NEW YORK KNICKS,29,0.8780487804878049,30.48611111111111,17.72222222222222,1.5277777777777777,14.305555555555555,4.402777777777778,5.680555555555555,0.3611111111111111,4.402777777777778,0.20833333333333334,6.222222222222222,3.3333333333333335,1.9444444444444444,1.2222222222222223,2.9027777777777777,0.8611111111111112,1.8333333333333333,0.4349514563106796,0.7570977917981073,0.3422982885085575,8.6,0.9,-0.8,-1.6,16.7,0.308,False,0.8,4.5,16.8,1.4,0.397,10.5,0.546,10.1,26.8,0.6,0.077,0
46,2010,harride01,Devin Harris,NEW JERSEY NETS,26,0.7804878048780488,34.703125,16.875,6.609375,13.8125,6.03125,3.390625,0.28125,2.796875,0.953125,5.5625,4.8125,0.9375,0.375,2.78125,1.234375,2.828125,0.40271493212669685,0.7979274611398963,0.2764976958525346,34.6,0.6,-0.8,-1.5,9.7,0.437,False,0.7,1.2,16.2,1.9,0.245,5.3,0.512,14.7,25.5,0.7,0.057,0
47,2010,haywobr01,Brendan Haywood,WASHINGTON WIZARDS,30,0.5975609756097561,32.93877551020408,9.755102040816327,0.3673469387755102,6.836734693877551,3.2244897959183674,0.0,2.061224489795918,6.26530612244898,0.9795918367346939,3.836734693877551,2.0816326530612246,0.0,4.081632653061225,2.9591836734693877,0.3673469387755102,1.3673469387755102,0.5611940298507463,0.6455696202531646,,1.7,4.8,-0.4,-0.2,22.2,0.472,False,-0.2,14.1,16.2,0.6,0.0,18.1,0.591,14.2,13.2,0.7,0.133,0
48,2010,hilarne01,Nenê,DENVER NUGGETS,27,1.0,33.59756097560975,13.841463414634147,2.475609756097561,8.74390243902439,5.073170731707317,0.024390243902439025,1.0,5.621951219512195,1.0,5.134146341463414,3.573170731707317,0.0,2.024390243902439,3.426829268292683,1.4024390243902438,1.524390243902439,0.5871687587168758,0.7043269230769231,0.0,11.6,2.2,3.2,1.6,19.1,0.58,False,1.6,7.0,18.9,2.1,0.003,13.1,0.631,12.2,16.5,3.6,0.188,0
49,2010,hillgr01,Grant Hill,PHOENIX SUNS,37,0.9878048780487805,30.0,11.25925925925926,2.382716049382716,8.679012345679013,3.0987654320987654,0.9876543209876543,0.4444444444444444,4.580246913580247,1.0,4.148148148148148,2.5308641975308643,0.43209876543209874,0.9135802469135802,2.037037037037037,0.7407407407407407,1.3333333333333333,0.4779516358463726,0.8167330677290837,0.4375,11.2,1.0,0.6,0.3,16.3,0.357,False,0.3,3.6,14.0,1.2,0.114,10.3,0.561,11.7,16.8,1.6,0.109,0
50,2010,hinriki01,Kirk Hinrich,CHICAGO BULLS,29,0.9024390243902439,33.527027027027025,10.878378378378379,4.45945945945946,10.175675675675675,1.527027027027027,3.7837837837837838,0.32432432432432434,3.189189189189189,0.7162162162162162,4.162162162162162,1.1486486486486487,1.4054054054054055,0.32432432432432434,2.7567567567567566,1.1486486486486487,1.527027027027027,0.40903054448871184,0.752212389380531,0.37142857142857144,20.5,0.7,-0.5,1.0,10.4,0.15,False,-1.6,1.1,11.6,1.8,0.372,5.8,0.501,12.3,16.6,0.9,0.077,0
