Unnamed: 0,title,time,url,author,credit_article,credit_followers,credit_tweets,textblob_Sentiment,nltk_Sentiment,most_frequent_name
1129,NBA Suspends Season Until Further Notice,2019-20,http://global.nba.com/news/nba-to-suspend-season-following-tonights-games/,OFFICIAL RELEASE,None,None,None,-0.0929292929292929,-0.0929292929292929,James Harden
1130,Giannis Antetokounmpo Feared His Knee Injury Was More Serious,2019-20,http://global.nba.com/news/giannis-antetokounmpo-feared-his-knee-injury-was-more-serious/,Steve Megargee | Associated Press,124794,1906,34099,0.1621510673234811,0.1621510673234811,Giannis Antetokounmpo
1131,Warriors Statement On Chase Center Events,2019-20,http://global.nba.com/news/warriors-statement-on-chase-center-events/,Official Release,Default,Default,Default,0.0068181818181818,0.0068181818181818,James Harden
1132,4 NBA Things To Know For March 11,2019-20,http://global.nba.com/news/4-nba-things-to-know-for-march-11/,Jeff Case,122,91,42,0.0719912540034491,0.0719912540034491,Donovan Mitchell
1133,"Lakers Miss Late Opportunity, Nets Take 104-102 Victory",2019-20,http://global.nba.com/news/lakers-miss-late-opportunity-nets-take-104-102-victory/,NBA News,Default,Default,Default,0.1320155038759689,0.1320155038759689,LeBron James
1134,"Clippers Bounce Back From Loss To Lakers, Top Warriors",2019-20,http://global.nba.com/news/clippers-bounce-back-from-loss-to-lakers-top-warriors/,NBA News,Default,Default,Default,0.0781851851851851,0.0781851851851851,Paul George
1135,Blazers Snap 2-Game Skid With 121-105 Win Over The Suns,2019-20,http://global.nba.com/news/blazers-snap-2-game-skid-with-121-105-win-over-the-suns/,NBA News,Default,Default,Default,0.0712323232323232,0.0712323232323232,Damian Lillard
1136,Aldridge’s Return Helps Spurs Rally Past Mavericks,2019-20,http://global.nba.com/news/aldridges-return-sparks-spurs-to-topple-mavericks/,NBA News,Default,Default,Default,-0.0208480305702527,-0.0208480305702527,LaMarcus Aldridge
1137,"Ross Scores 24, Magic Rally to Stifle Grizzlies",2019-20,http://global.nba.com/news/terrence-ross-shines-in-4q-magic-rally-to-stifle-grizzlies/,NBA News,Default,Default,Default,0.0469022312679029,0.0469022312679029,Aaron Gordon
1138,Harden With 37; Rockets End Skid In Win Over ‘Wolves,2019-20,http://global.nba.com/news/harden-westbrook-shine-to-end-rockets-losing-skid/,NBA News,Default,Default,Default,0.0616815476190476,0.0616815476190476,James Harden
1139,Coby White Tops Bulls Scorers In Win Over Cavs,2019-20,http://global.nba.com/news/coby-white-tops-bulls-scorers-in-win-over-cavs/,NBA News,Default,Default,Default,0.0895187704711514,0.0895187704711514,Zach LaVine
1140,"Bradley Beal scores 40, leads Wizards past Knicks 122-115",2019-20,http://global.nba.com/news/beals-40-pt-scoring-outburst-leads-wizards-past-knicks/,NBA News,Default,Default,Default,0.0593300189393939,0.0593300189393939,Bradley Beal
1141,Celtics Clinch Playoff Spot With 114-111 Win Over Pacers,2019-20,http://global.nba.com/news/celtics-clinch-playoff-spot-hold-on-late-against-pacers/,NBA News,Default,Default,Default,0.1259611245628195,0.1259611245628195,Jayson Tatum
1142,"Cavs, J.B. Bickerstaff Agree To Multi-Year Contract",2019-20,http://global.nba.com/news/report-cavs-j-b-bickerstaff-agree-to-multi-year-contract/,Official Release,Default,Default,Default,0.1439171639171639,0.1439171639171639,James Harden
1143,"Joel Embiid, Josh Richardson Return To Sixers’ Practice",2019-20,http://global.nba.com/news/joel-embiid-josh-richardson-return-to-sixers-practice/,NBA Twitter and Media Reports,Default,Default,Default,-0.1038461538461538,-0.1038461538461538,Joel Embiid
1144,MVP Ladder Mailbag: This Award Chase Is Far From Over,2019-20,http://global.nba.com/news/mvp-ladder-mailbag-this-award-chase-is-far-from-over/,Sekou Smith,None,None,None,0.1769730880230882,0.1769730880230882,Anthony Davis
1145,5 NBA Things To Know For March 10,2019-20,http://global.nba.com/news/5-nba-things-to-know-for-march-10/,Jeff Case,122,91,42,0.0608431251288394,0.0608431251288394,James Harden
1146,Siakam & Ibaka Each Record 27 PTS & 10+ REB In Win,2019-20,http://global.nba.com/news/siakam-ibaka-each-record-27-pts-10-reb-in-win/,NBA News,Default,Default,Default,0.0198611111111111,0.0198611111111111,Donovan Mitchell
1147,All Denver Starters Post Double Figure PTS vs. Giannis-Less Bucks,2019-20,http://global.nba.com/news/all-denver-starters-post-double-figure-pts-vs-giannis-less-bucks/,NBA News,Default,Default,Default,0.0189874939874939,0.0189874939874939,Giannis Antetokounmpo
1148,Hawks Outlast Hornets In Intense Double OT Thriller,2019-20,http://global.nba.com/news/hawks-outlast-hornets-in-intense-double-ot-thriller/,NBA News,Default,Default,Default,0.123025467440361,0.123025467440361,Trae Young
1149,Raptors Guard Norman Powell Leaves Game With Sprained Left Ankle,2019-20,http://global.nba.com/news/raptors-guard-norman-powell-leaves-game-with-sprained-left-ankle/,NBA News,Default,Default,Default,0.1231060606060606,0.1231060606060606,James Harden
1150,"Professional Sports Leagues Temporarily Limit Locker Room Access To Players, Essential Staff",2019-20,http://global.nba.com/news/professional-sports-leagues-temporarily-limit-locker-room-access-to-players-essential-staff/,Official Release,Default,Default,Default,0.0972402597402597,0.0972402597402597,James Harden
1151,"Grizzlies Expecting Jaren Jackson Jr., Justise Winslow Back By Next Week",2019-20,http://global.nba.com/news/grizzlies-expecting-jaren-jackson-jr-justise-winslow-back-by-next-week/,NBA Media Reports,Default,Default,Default,0.0618762816131237,0.0618762816131237,James Harden
1152,"LeBron James, Norman Powell Named Week 20 Players Of The Week",2019-20,http://global.nba.com/news/lebron-james-norman-powell-named-week-20-players-of-the-week/,Official Release,Default,Default,Default,-0.05,-0.05,Bradley Beal
1153,"Power Rankings, Week 20: Lakers End Bucks’ 14-Week Run At Top",2019-20,http://global.nba.com/news/power-rankings-week-20-lakers-end-bucks-14-week-run-at-top/,John Schuhmann,890,84859,48341,0.0900474167576972,0.0900474167576972,Giannis Antetokounmpo
1154,5 Can’t-Miss Matchups: James Harden vs. LeBron James,2019-20,http://global.nba.com/news/5-cant-miss-matchups-james-harden-vs-lebron-james/,Michael C. Wright,None,None,None,0.0039973716759431,0.0039973716759431,James Harden
1155,4 NBA Things To Know For 9 March,2019-20,http://global.nba.com/news/4-nba-things-to-know-for-9-march/,Jeff Case,122,91,42,0.1711043360433604,0.1711043360433604,Giannis Antetokounmpo
1156,Crowning LeBron: Will Lakers Take The Throne?,2019-20,http://global.nba.com/news/crowning-lebron-will-lakers-take-the-throne/,Shaun Powell | NBA.com,651,None,None,0.0925947444368496,0.0925947444368496,Kyle Kuzma
1157,Raptors Top Kings Behind Starters’ 111 Total PTS,2019-20,http://global.nba.com/news/raptors-top-kings-behind-starters-111-total-pts/,NBA News,Default,Default,Default,0.0231970871505755,0.0231970871505755,CJ McCollum
1158,"Cavaliers Hang On To Outlast Spurs In Overtime, 132-129",2019-20,http://global.nba.com/news/cavaliers-hang-on-to-outlast-spurs-in-overtime-132-129/,Tom Withers | AP Sports Writer,None,None,None,0.1117936507936507,0.1117936507936507,LaMarcus Aldridge
1159,"Knicks Pull Away In 4th Quarter, Beat Pistons 96-84",2019-20,http://global.nba.com/news/knicks-pull-away-in-4th-quarter-beat-pistons-96-84/,Brian Mahoney | AP Basketball Writer,52,None,None,0.1296750301852343,0.1296750301852343,Julius Randle
1160,"Robinson, Adebayo Lift Heat Over Wizards After Butler Leaves",2019-20,http://global.nba.com/news/robinson-adebayo-lifts-heat-over-wizards-after-butler-leaves/,Howard Fendrich | AP Sports Writer,5,None,None,0.0878822003822003,0.0878822003822003,Bradley Beal
1161,Magic Use Six Double-Digit Scorers To Top Rockets,2019-20,http://global.nba.com/news/magic-use-six-double-digit-scorers-to-top-rockets/,Kristie Rieken | AP Sports Writer,None,None,None,0.0222585034013605,0.0222585034013605,James Harden
1162,"Sabonis, Oladipo Lead Pacers Past Mavericks, 112-109",2019-20,http://global.nba.com/news/sabonis-oladipo-lead-pacers-past-mavericks-112-109/,Dave Jackson | Associated Press,None,None,None,0.0058824923004027,0.0058824923004027,Tim Hardaway Jr.
1163,"Blazers Guard CJ McCollum, Kings Center Alex Len Fined",2019-20,http://global.nba.com/news/blazers-guard-cj-mccollum-kings-center-alex-len-fined/,Official Release,Default,Default,Default,0.1672727272727273,0.1672727272727273,CJ McCollum
1164,"Schroder’s Late Layup Lifts Thunder Over Celtics, 105-104",2019-20,http://global.nba.com/news/schroders-late-layup-lifts-thunder-over-celtics-105-104/,Kyle Hightower | AP Sports Writer,None,None,None,0.0721295778295778,0.0721295778295778,Kemba Walker
1165,"Booker, Rubio Help Suns Race Past Giannis-Less Bucks",2019-20,http://global.nba.com/news/booker-rubio-help-suns-race-past-giannis-less-bucks/,Theresa Smith | Associated Press,None,None,None,0.110813492063492,0.110813492063492,Giannis Antetokounmpo
1166,"LeBron, Lakers Snap Clippers’ Streak At 6 With 112-103 Victory",2019-20,http://global.nba.com/news/lebron-lakers-snap-clippers-streak-at-6-with-112-103-victory/,BETH HARRIS | AP,2648,None,None,0.1367311507936507,0.1367311507936507,Paul George
1167,Starters Lead The Way As Pelicans Top Timberwolves,2019-20,http://global.nba.com/news/pelicans-starters-lead-the-way-as-pelicans-top-timberwolves/,NBA News,Default,Default,Default,0.1121605439313772,0.1121605439313772,Karl-Anthony Towns
1168,Clutch Free Throw Shooting Helps Nets Beat Bulls 110-107,2019-20,http://global.nba.com/news/clutch-free-throw-shooting-helps-nets-beat-bulls-110-107/,NBA News,Default,Default,Default,0.0800100761307658,0.0800100761307658,Zach LaVine
1169,Three Different Players Hit 5+ Triples To Help Kings Top Trail Blazers,2019-20,http://global.nba.com/news/three-different-players-hit-5-triples-to-help-kings-top-trail-blazers/,Erik Garcia Gundersen | Associated Press,None,None,None,-0.0476219512195121,-0.0476219512195121,Damian Lillard
1170,"Warriors Rally To Beat 76ers, 118-114",2019-20,http://global.nba.com/news/warriors-rally-to-beat-76ers-118-114/,MICHAEL WAGAMAN | Associated Press,59973,1718,9751,0.1078949052739375,0.1078949052739375,Stephen Curry
1171,"Valanciunas, Morant Lead Grizzlies Past Hawks, 118-101",2019-20,http://global.nba.com/news/atl-mem/,CLAY BAILEY | Associated Press,None,None,None,0.0979845446950709,0.0979845446950709,Trae Young
1172,Love Scores 27 Points As Cavaliers Top Nuggets,2019-20,http://global.nba.com/news/love-scores-27-points-as-cavaliers-top-nuggets/,STEVE HERRICK | Associated Press,25045,210,6112,0.022375283446712,0.022375283446712,Collin Sexton
1173,Jazz Hold Off Pistons’ Surge In 111-105 Win,2019-20,http://global.nba.com/news/jazz-pistons/,NOAH TRISTER | AP Sports Writer,None,None,None,0.0626779701779702,0.0626779701779702,Donovan Mitchell
1174,Malcolm Brogdon Out Indefinitely With Torn Hip Muscle,2019-20,http://global.nba.com/news/malcolm-brogdon-out-indefinitely-with-torn-hip-muscle/,NBA News,Default,Default,Default,-0.0207792207792207,-0.0207792207792207,Victor Oladipo
1175,"Hornets Never Trail In Wire-To-Wire Win Over Rockets, 108-99",2019-20,http://global.nba.com/news/hornets-never-trail-in-wire-to-wire-win-over-rockets-108-99/,Richard Walker | Associated Press,3,18357,10182,0.0792956349206349,0.0792956349206349,James Harden
1176,Bucks’ Giannis Antetokounmpo To Miss At Least 2 Games With Knee Injury,2019-20,http://global.nba.com/news/report-giannis-antetokounmpo-undergoing-mri-on-left-knee/,OFFICIAL RELEASE,None,None,None,-0.1136363636363636,-0.1136363636363636,Giannis Antetokounmpo
1177,"Brooklyn Nets, Coach Kenny Atkinson Mutually Agree To Part Ways",2019-20,http://global.nba.com/news/brooklyn-nets-coach-kenny-atkinson-mutually-agree-to-part-ways/,OFFICIAL RELEASE,None,None,None,0.1189393939393939,0.1189393939393939,James Harden
1178,James Leads Lakers Over Bucks In Battle Of Top Seeds,2019-20,http://global.nba.com/news/james-leads-lakers-over-bucks-in-battle-of-top-seeds/,NBA News,Default,Default,Default,0.1179012345679012,0.1179012345679012,Giannis Antetokounmpo
1179,Magic Coach Steve Clifford (Illness) Exits Game vs. Timberwolves,2019-20,http://global.nba.com/news/magic-coach-steve-clifford-illness-exits-game-vs-timberwolves/,NBA.com Staff,Default,Default,Default,0.0841540404040404,0.0841540404040404,Aaron Gordon
1180,Clippers Sign Two-Time All-Star Joakim Noah,2019-20,http://global.nba.com/news/report-clippers-sign-joakim-noah-to-10-day-contract/,NBA Twitter and Media Reports,Default,Default,Default,0.1194805194805194,0.1194805194805194,James Harden
1181,"Baynes Has Career Night To Lift Suns Over Trail Blazers, 127-117",2019-20,http://global.nba.com/news/baynes-has-career-night-to-lift-suns-over-trail-blazers-127-117/,David Brandt | AP Sports Writer,4,None,None,0.1322289766970618,0.1322289766970618,Damian Lillard
1182,Pelicans Survive Late Heat Rally For 110-104 Home Win,2019-20,http://global.nba.com/news/pelicans-survive-late-heat-rally-for-110-104-home-win/,NBA News,Default,Default,Default,0.0589133522727272,0.0589133522727272,Jrue Holiday
1183,"Porzingis, Doncic Lead Mavericks Past Grizzlies, 121-96",2019-20,http://global.nba.com/news/porzingis-doncic-lead-mavericks-past-grizzlies-121-96/,NBA News,Default,Default,Default,0.0353485249318582,0.0353485249318582,Tim Hardaway Jr.
1184,"Vucevic, Fultz Combine To Lead Magic Past Timberwolves, 132-118",2019-20,http://global.nba.com/news/vucevic-fultz-combine-to-lead-magic-past-timberwolves-132-118/,Andres Ybarra | Associated Press,4159,None,None,0.1108869976177668,0.1108869976177668,Karl-Anthony Towns
1185,"Conley, Jazz Ride Big Second Quarter To 99-94 Win Over Celtics",2019-20,http://global.nba.com/news/conley-jazz-ride-big-second-quarter-to-99-94-win-over-celtics/,NBA News,Default,Default,Default,0.1321320760975933,0.1321320760975933,Kemba Walker
