Unnamed: 0,title,time,url,author,credit_article,credit_followers,credit_tweets,textblob_Sentiment,nltk_Sentiment,most_frequent_name
1577,"Prince scores 33, Hawks beat resting Celtics, win 112-106",2017-18,http://global.nba.com/news/prince-scores-33-hawks-beat-resting-celtics-win-112-106/,NBA News,Default,Default,Default,0.119833488951136,0.119833488951136,Kyrie Irving
1578,"Sabonis scores career-high 30, Pacers beat Hornets 123-117",2017-18,http://global.nba.com/news/sabonis-scores-career-high-30-pacers-beat-hornets-123-117/,NBA News,Default,Default,Default,0.16506734006734,0.16506734006734,Kemba Walker
1579,"76ers rout Mavericks 109-97, win 14th in row to tie team record",2017-18,http://global.nba.com/news/76ers-rout-mavericks-109-97-win-14th-in-row-to-tie-team-mark/,NBA News,Default,Default,Default,0.0960864805692392,0.0960864805692392,Harrison Barnes
1580,Slumping Warriors look to turn things around vs. Suns,2017-18,http://global.nba.com/news/slumping-warriors-look-to-turn-things-around-vs-suns/,NBA News,Default,Default,Default,0.0386773345701917,0.0386773345701917,Stephen Curry
1581,Surging Jazz face Lakers uncertain of fate in wild west,2017-18,http://global.nba.com/news/surging-jazz-face-lakers-uncertain-of-fate-in-wild-west/,NBA News,Default,Default,Default,0.1034896825396825,0.1034896825396825,Russell Westbrook
1582,Mavs try to halt Sixers’ 13-game winning streak,2017-18,http://global.nba.com/news/mavs-try-to-halt-sixers-13-game-winning-streak/,NBA News,Default,Default,Default,0.0932717418083271,0.0932717418083271,LeBron James
1583,Pacers shoot for win over Hornets to stay in division title hunt,2017-18,http://global.nba.com/news/pacers-shoot-for-win-over-hornets-to-stay-in-division-title-hunt/,NBA News,Default,Default,Default,0.1198462401795735,0.1198462401795735,Russell Westbrook
1584,LA Clippers miss playoffs for first time since 2011,2017-18,http://global.nba.com/news/la-clippers-miss-playoffs-for-first-time-since-2011/,NBA News,Default,Default,Default,0.1868279569892473,0.1868279569892473,Tobias Harris
1585,Spurs top Trail Blazers for 10th straight home win,2017-18,http://global.nba.com/news/spurs-top-trail-blazers-for-10th-straight-home-win/,NBA News,Default,Default,Default,0.0372727272727272,0.0372727272727272,Damian Lillard
1586,AD’s 34 points leads Pelicans past Warriors,2017-18,http://global.nba.com/news/ads-34-points-leads-pelicans-past-warriors/,NBA News,Default,Default,Default,0.0608099131908655,0.0608099131908655,Stephen Curry
1587,"Russ, PG propel Thunder over Rockets to maintain Playoff position",2017-18,http://global.nba.com/news/russ-pg-propel-thunder-over-rockets-to-maintain-playoff-position/,NBA News,Default,Default,Default,0.1233660130718954,0.1233660130718954,Russell Westbrook
1588,"Nets drain 24 triples, 1 shy of NBA record, to defeat Bulls",2017-18,http://global.nba.com/news/nets-drain-24-triples-1-shy-of-nba-record-to-defeat-bulls/,NBA News,Default,Default,Default,0.0509612869769119,0.0509612869769119,Kyrie Irving
1589,Bucks use balanced scoring to topple Knicks,2017-18,http://global.nba.com/news/bucks-use-balanced-scoring-to-topple-knicks/,NBA News,Default,Default,Default,0.0599705849705849,0.0599705849705849,Giannis Antetokounmpo
1590,Nuggets eliminate Clippers with 134-115 victory,2017-18,http://global.nba.com/news/nuggets-eliminate-clippers-with-134-115-victory/,NBA News,Default,Default,Default,0.0799278499278499,0.0799278499278499,Tobias Harris
1591,Spurs face must-win vs. Blazers,2017-18,http://global.nba.com/news/spurs-face-must-win-vs-blazers/,NBA News,Default,Default,Default,0.0335159632034632,0.0335159632034632,Damian Lillard
1592,Pelicans fighting for playoff life against Warriors,2017-18,http://global.nba.com/news/pelicans-fighting-for-playoff-life-against-warriors/,NBA News,Default,Default,Default,0.1216824327935439,0.1216824327935439,Anthony Davis
1593,Rockets hope to close out Thunder,2017-18,http://global.nba.com/news/rockets-hope-to-close-out-thunder/,NBA News,Default,Default,Default,0.0770204081632652,0.0770204081632652,Paul George
1594,"With Kyrie Irving out, Boston Celtics’ Brad Stevens believes in his roster for the playoffs",2017-18,http://global.nba.com/news/with-kyrie-irving-out-boston-celtics-brad-stevens-believes-in-his-roster-for-the-playoffs/,NBA News,Default,Default,Default,0.0697584541062801,0.0697584541062801,Gordon Hayward
1595,"Nuggets, Clippers Meet In Critical Game For Postseason Hopes",2017-18,http://global.nba.com/news/nuggets-clippers-meet-in-critical-game-for-postseason-hopes/,NBA News,Default,Default,Default,-0.0386754850088183,-0.0386754850088183,Blake Griffin
1596,"LeBron James, Ben Simmons stage epic duel in 76ers’ win over Cavaliers",2017-18,http://global.nba.com/news/lebron-james-ben-simmons-stage-epic-duel-in-76ers-win-over-cavaliers/,NBA News,Default,Default,Default,0.0402777777777777,0.0402777777777777,LeBron James
1597,Greg Monroe’s triple-double lifts Celtics over Bulls 111-104,2017-18,http://global.nba.com/news/greg-monroes-triple-double-lifts-celtics-over-bulls-111-104/,NBA News,Default,Default,Default,0.1481779984721161,0.1481779984721161,Kyrie Irving
1598,Bogdanovic’s last-second jumper leads Kings past Grizzlies,2017-18,http://global.nba.com/news/bogdanovics-last-second-jumper-leads-kings-past-grizzlies/,NBA News,Default,Default,Default,-0.0833333333333333,-0.0833333333333333,Marc Gasol
1599,"Ibaka scores season-high 25, Raptors beat Pacers 92-73",2017-18,http://global.nba.com/news/ibaka-scores-season-high-25-raptors-beat-pacers-92-73/,NBA News,Default,Default,Default,0.1089285714285714,0.1089285714285714,DeMar DeRozan
1600,"76ers hold off LeBron, Cavs 132-130 for 13th straight win",2017-18,http://global.nba.com/news/76ers-hold-off-lebron-cavs-132-130-for-13th-straight-win/,NBA News,Default,Default,Default,0.0536189096850861,0.0536189096850861,LeBron James
1601,"Prince scores 23, Hawks hand Wizards fourth straight loss",2017-18,http://global.nba.com/news/prince-scores-23-hawks-hand-wizards-fourth-straight-loss/,NBA News,Default,Default,Default,0.0523148148148148,0.0523148148148148,John Wall
1602,Jackson scores 24 as Pistons beat Mavericks 113-106 in OT,2017-18,http://global.nba.com/news/jackson-scores-24-as-pistons-beat-mavericks-113-106-in-ot/,NBA News,Default,Default,Default,0.0003787878787878,0.0003787878787878,Harrison Barnes
1603,"Celtics move forward without Irving, host Bulls",2017-18,http://global.nba.com/news/celtics-move-forward-without-irving-host-bulls/,NBA News,Default,Default,Default,0.1666170634920635,0.1666170634920635,Kyrie Irving
1604,"LeBron James, Kevin Durant, James Harden among 35 players on 2018-20 men’s national team",2017-18,http://global.nba.com/news/lebron-james-kevin-durant-james-harden-among-35-players-on-2018-20-mens-national-team/,NBA News,Default,Default,Default,0.1658636363636363,0.1658636363636363,Russell Westbrook
1605,Timberwolves make crucial visit to Lakers,2017-18,http://global.nba.com/news/timberwolves-make-crucial-visit-to-lakers/,NBA News,Default,Default,Default,0.0713892168437623,0.0713892168437623,Jimmy Butler
1606,Pelicans battling for playoff spot as they face Suns,2017-18,http://global.nba.com/news/pelicans-battling-for-playoff-spot-as-they-face-suns/,NBA News,Default,Default,Default,0.0811609602518693,0.0811609602518693,Anthony Davis
1607,Raptors can secure top seed in East vs. Pacers,2017-18,http://global.nba.com/news/raptors-can-secure-top-seed-in-east-vs-pacers/,NBA News,Default,Default,Default,0.086425150519978,0.086425150519978,DeMar DeRozan
1608,Detroit Pistons weigh shutting down Blake Griffin for rest of season,2017-18,http://global.nba.com/news/detroit-pistons-weigh-shutting-down-blake-griffin-for-rest-of-season/,NBA News,Default,Default,Default,0.0593730158730158,0.0593730158730158,Blake Griffin
1609,"Kia MVP Ladder: Even after 15 seasons, LeBron James maintains an MVP-type pace",2017-18,http://global.nba.com/news/kia-mvp-ladder-even-after-15-seasons-lebron-james-maintains-an-mvp-type-pace/,NBA News,Default,Default,Default,0.1769832550282787,0.1769832550282787,Stephen Curry
1610,"Philadelphia 76ers, Cleveland Cavaliers set for game with playoff implications",2017-18,http://global.nba.com/news/philadelphia-76ers-cleveland-cavaliers-set-for-game-with-playoff-implications/,NBA News,Default,Default,Default,0.0130165289256198,0.0130165289256198,Russell Westbrook
1611,Kyrie Irving’s absence provides opening for Boston Celtics’ foes in Eastern Conference playoffs,2017-18,http://global.nba.com/news/kyrie-irvings-absence-provides-opening-for-boston-celtics-foes-in-eastern-conference-playoffs/,NBA News,Default,Default,Default,0.0743197278911564,0.0743197278911564,Isaiah Thomas
1612,Steve Kerr calls Golden State Warriors’ 20-point loss to Indiana Pacers ’embarrassing effort’,2017-18,http://global.nba.com/news/steve-kerr-calls-golden-state-warriors-20-point-loss-to-indiana-pacers-embarrassing-effort/,NBA News,Default,Default,Default,0.0589936247723133,0.0589936247723133,Stephen Curry
1613,"Murray, Jokic lead Nuggets to crucial 100-96 win over Wolves",2017-18,http://global.nba.com/news/murray-jokic-lead-nuggets-to-crucial-100-96-win-over-wolves/,NBA News,Default,Default,Default,-0.0183736317882659,-0.0183736317882659,Karl-Anthony Towns
1614,Jazz beat Clippers 117-95 for 4th straight victory,2017-18,http://global.nba.com/news/jazz-beat-clippers-117-95-for-4th-straight-victory/,NBA News,Default,Default,Default,-0.0165562328827634,-0.0165562328827634,Tobias Harris
1615,"LeBron scores 33 points, Cavs rallyin 4th quarter to stun Wizards",2017-18,http://global.nba.com/news/lebron-scores-33-points-cavs-rally-in-4th-quarter-to-stun-wizards/,NBA News,Default,Default,Default,0.0547474747474747,0.0547474747474747,LeBron James
1616,Chris Paul’s late shot lifts Rockets over Trail Blazers,2017-18,http://global.nba.com/news/chris-pauls-late-shot-lifts-rockets-over-trail-blazers/,NBA News,Default,Default,Default,0.0146031746031745,0.0146031746031745,James Harden
1617,Brooklyn’s 3-point barrage pushes Nets past Bucks,2017-18,http://global.nba.com/news/nothing-but-nets-brooklyns-3-point-barrage-beats-bucks/,NBA News,Default,Default,Default,-0.0157720057720057,-0.0157720057720057,Giannis Antetokounmpo
1618,Pacers sweep season series vs. Warriors with 126-106 romp,2017-18,http://global.nba.com/news/pacers-sweep-season-series-vs-warriors-with-126-106-romp/,NBA News,Default,Default,Default,0.0919191919191919,0.0919191919191919,Stephen Curry
1619,Kyrie Irving to miss remainder of season and playoffs after knee surgery,2017-18,http://global.nba.com/news/kyrie-irving-to-miss-remainder-of-season-and-playoffs-after-knee-surgery/,NBA News,Default,Default,Default,0.1071428571428571,0.1071428571428571,Kyrie Irving
1620,Timberwolves’ Butler not quite ready to return against Denver,2017-18,http://global.nba.com/news/timberwolves-butler-not-quite-ready-to-return-against-denver/,NBA News,Default,Default,Default,0.0576895326895326,0.0576895326895326,Karl-Anthony Towns
1621,Jazz host Clippers in key West contest,2017-18,http://global.nba.com/news/jazz-host-clippers-in-key-west-contest/,NBA News,Default,Default,Default,0.0961533032185206,0.0961533032185206,Tobias Harris
1622,Rockets take on suddenly-struggling Blazers,2017-18,http://global.nba.com/news/rockets-take-on-suddenly-struggling-blazers/,NBA News,Default,Default,Default,0.0461515567765567,0.0461515567765567,James Harden
1623,Lue returns as Cavaliers host Wizards,2017-18,http://global.nba.com/news/lue-returns-as-cavaliers-host-wizards/,NBA News,Default,Default,Default,0.0859649609649609,0.0859649609649609,LeBron James
1624,Cleveland Cavaliers coach Tyronn Lue to return vs. Washington Wizards tonight,2017-18,http://global.nba.com/news/cleveland-cavaliers-coach-tyronn-lue-to-return-vs-washington-wizards-tonight/,NBA News,Default,Default,Default,0.19453125,0.19453125,Russell Westbrook
1625,Dirk Nowitzki undergoes ankle surgery,2017-18,http://global.nba.com/news/dirk-nowitzki-undergoes-ankle-surgery/,NBA News,Default,Default,Default,0.0,0.0,Russell Westbrook
1626,Damian Lillard unlikely to play vs. Rockets,2017-18,http://global.nba.com/news/damian-lillard-unlikely-to-play-vs-rockets/,NBA News,Default,Default,Default,-0.1619047619047619,-0.1619047619047619,Damian Lillard
1627,"Kuzma scores 30, Lakers beat Spurs 122-112 in overtime",2017-18,http://global.nba.com/news/kuzma-scores-30-lakers-beat-spurs-122-112-in-overtime/,NBA News,Default,Default,Default,0.0587301587301587,0.0587301587301587,LaMarcus Aldridge
1628,DeRozan scores 16 as Raptors beat Celtics to increase Eastern Conference lead,2017-18,http://global.nba.com/news/derozan-scores-16-as-raptors-beat-celtics-to-increase-eastern-conference-lead/,NBA News,Default,Default,Default,0.0892857142857143,0.0892857142857143,DeMar DeRozan
1629,"Moore, Davis prove to be dynamic duo for Pels against Grizzlies",2017-18,http://global.nba.com/news/moore-davis-prove-to-be-dynamic-duo-for-pels-against-grizzlies/,NBA News,Default,Default,Default,0.0440055315055315,0.0440055315055315,Anthony Davis
1630,Olynyk’s hot shooting powers Heat past Hawks,2017-18,http://global.nba.com/news/olynyks-hot-shooting-powers-heat-past-hawks/,NBA News,Default,Default,Default,0.0180757403971689,0.0180757403971689,Josh Richardson
1631,"Jamel Artris has career-high 18, Magic hold off Mavs 105-100",2017-18,http://global.nba.com/news/jamel-artris-has-career-high-18-magic-hold-off-mavs-105-100/,NBA News,Default,Default,Default,0.1508669708669708,0.1508669708669708,Harrison Barnes
1632,"76ers win 12th straight, eliminate Pistons 115-108",2017-18,http://global.nba.com/news/76ers-win-12th-straight-eliminate-pistons-115-108/,NBA News,Default,Default,Default,0.0520833333333333,0.0520833333333333,Blake Griffin
1633,Timberwolves’ Jimmy Butler says he is closing in on return,2017-18,http://global.nba.com/news/timberwolves-jimmy-butler-says-he-is-closing-in-on-return/,NBA News,Default,Default,Default,0.1087207105064248,0.1087207105064248,Jimmy Butler
1634,Blogtable: Who are your top three candidates for Kia Sixth Man?,2017-18,http://global.nba.com/news/blogtable-who-are-your-top-three-candidates-for-kia-sixth-man/,NBA News,Default,Default,Default,0.2693752959059082,0.2693752959059082,Eric Gordon
1635,Blogtable: Which non-playoff team has brightest future next season?,2017-18,http://global.nba.com/news/blogtable-which-non-playoff-team-has-brightest-future-next-season/,NBA News,Default,Default,Default,0.2232269503546099,0.2232269503546099,Isaiah Thomas
1636,Spurs visit Lakers on second night of back-to-back,2017-18,http://global.nba.com/news/spurs-visit-lakers-on-second-night-of-back-to-back/,NBA News,Default,Default,Default,0.0319112174375332,0.0319112174375332,Kentavious Caldwell-Pope
1637,"Celtics, Raptors jockeying for top seed heading into final week",2017-18,http://global.nba.com/news/celtics-raptors-jockeying-for-top-seed-heading-into-final-week/,NBA News,Default,Default,Default,0.0520142089093701,0.0520142089093701,DeMar DeRozan
1638,"76ers, Pistons match up without injured frontcourt players",2017-18,http://global.nba.com/news/76ers-pistons-match-up-without-injured-frontcourt-players/,NBA News,Default,Default,Default,0.0760010822510822,0.0760010822510822,Blake Griffin
1639,Lou Williams nets 15 in 4th Quarter to give Clippers big win over Spurs,2017-18,http://global.nba.com/news/lou-williams-nets-15-in-4th-quarter-to-give-clippers-big-win-over-spurs/,NBA News,Default,Default,Default,0.0854825174825174,0.0854825174825174,Tobias Harris
1640,Jokic scores 30 to lead Nuggets over Pacers,2017-18,http://global.nba.com/news/jokic-scores-30-to-lead-nuggets-over-pacers/,NBA News,Default,Default,Default,0.078006253006253,0.078006253006253,Wilson Chandler
1641,Mavs top playoff-bound Trail Blazers 105-99,2017-18,http://global.nba.com/news/mavs-top-playoff-bound-trail-blazers-105-99/,NBA News,Default,Default,Default,0.0631254856254856,0.0631254856254856,Damian Lillard
1642,Warriors hold off Thunder despite Russ’ 44 points,2017-18,http://global.nba.com/news/warriors-hold-off-thunder-despite-russ-44-points/,NBA News,Default,Default,Default,0.025,0.025,Russell Westbrook
1643,"Bucks inch closer to playoff spot, beat short-handed Celtics",2017-18,http://global.nba.com/news/bucks-inch-closer-to-playoff-spot-beat-short-handed-celtics/,NBA News,Default,Default,Default,0.1550555555555555,0.1550555555555555,Giannis Antetokounmpo
1644,Heat edge Hawks to clinch playoff berth,2017-18,http://global.nba.com/news/heat-edge-hawks-to-clinch-playoff-berth/,NBA News,Default,Default,Default,0.077125850340136,0.077125850340136,Josh Richardson
1645,Harden’s near triple-double propels Rockets over Wizards,2017-18,http://global.nba.com/news/hardens-near-triple-double-propels-rockets-over-wizards/,NBA News,Default,Default,Default,-0.0563078703703703,-0.0563078703703703,James Harden
1646,LeBron scores 27 as Cavs down East-leading Raptors,2017-18,http://global.nba.com/news/lebron-scores-27-as-cavs-down-east-leading-raptors/,NBA News,Default,Default,Default,0.2008214981899193,0.2008214981899193,DeMar DeRozan
1647,Spurs look to knock Clippers further away from playoff contention,2017-18,http://global.nba.com/news/spurs-look-to-knock-clippers-further-away-from-playoff-contention/,NBA News,Default,Default,Default,0.1064173789173789,0.1064173789173789,Kawhi Leonard
1648,"Warriors, Thunder meet for final time in regular season",2017-18,http://global.nba.com/news/warriors-thunder-meet-for-final-time-in-regular-season/,NBA News,Default,Default,Default,0.044035594035594,0.044035594035594,Stephen Curry
1649,"After loss in San Antonio, Rockets look to reclaim form vs. Wizards",2017-18,http://global.nba.com/news/after-loss-in-san-antonio-rockets-look-to-reclaim-form-vs-wizards/,NBA News,Default,Default,Default,0.0558945105820105,0.0558945105820105,John Wall
1650,Cavaliers Face Another Key Test Against East-Leading Raptors,2017-18,http://global.nba.com/news/cavaliers-face-another-key-test-against-east-leading-raptors/,NBA News,Default,Default,Default,0.0785415793883535,0.0785415793883535,DeMar DeRozan
1651,Ben Simmons growing as vocal leader for Philadelphia 76ers,2017-18,http://global.nba.com/news/ben-simmons-growing-as-vocal-leader-for-philadelphia-76ers/,NBA News,Default,Default,Default,0.1498188405797101,0.1498188405797101,Russell Westbrook
