,time,most_frequent_name,textblob_Sentiment,nltk_Sentiment,relevance_score,bert_relevance,frequency
0,2020,Aaron Gordon,0.09231113075908703,0.09231113075908703,0.13148253477510052,0.5676705837249756,5
1,2020,Al Horford,0.051690043820558536,0.051690043820558536,0.11748761298816372,0.5467701554298401,3
2,2020,Andre Drummond,0.036938699175775316,0.036938699175775316,0.1587269003186394,0.5322688221931458,14
3,2020,Andrew Wiggins,0.09040186571045541,0.09040186571045541,0.09922294457264566,0.5731939673423767,7
4,2020,Anthony Davis,0.12077880943339013,0.12077880943339013,0.18906245016673662,0.5484086871147156,27
5,2020,Bam Adebayo,0.0589133522727272,0.0589133522727272,0.0640163679588472,0.5999655723571777,1
6,2020,Ben Simmons,0.05982121514715632,0.05982121514715632,0.1969276520927174,0.552685022354126,13
7,2020,Bradley Beal,0.0754870588480851,0.0754870588480851,0.10233282143999664,0.5570634007453918,50
8,2020,Brandon Ingram,0.0879199078528755,0.0879199078528755,0.09016015793352494,0.5447436571121216,27
9,2020,Buddy Hield,0.0858989315419605,0.0858989315419605,0.09415368265326293,0.5540564656257629,26
10,2020,CJ McCollum,0.07372685970462751,0.07372685970462751,0.2764221573435516,0.5579822659492493,6
11,2020,Carmelo Anthony,0.05982402061118756,0.05982402061118756,0.2579099352780375,0.5692883729934692,10
12,2020,Chris Paul,0.13053437203296075,0.13053437203296075,0.14041100591281375,0.5531731843948364,16
13,2020,Clint Capela,0.10038975456705045,0.10038975456705045,0.0694147195125798,0.5812286734580994,2
14,2020,Collin Sexton,0.09190713816898177,0.09190713816898177,0.05437194790614568,0.5556390881538391,22
15,2020,Damian Lillard,0.05642121361129152,0.05642121361129152,0.1360002095625127,0.553528904914856,73
16,2020,Darius Garland,0.09875644383796556,0.09875644383796556,0.0391379620885013,0.5496653914451599,2
17,2020,DeMar DeRozan,0.07240217716325235,0.07240217716325235,0.07341586265424342,0.569061279296875,28
18,2020,Deandre Ayton,0.05658730158730155,0.05658730158730155,0.26377256537835264,0.5792719721794128,2
19,2020,Dennis Schröder,0.0727272727272727,0.0727272727272727,0.5363342905660433,0.5417289137840271,1
20,2020,Devin Booker,0.07163787684759426,0.07163787684759426,0.10273508533650381,0.538442075252533,68
21,2020,Domantas Sabonis,0.05020284685767723,0.05020284685767723,0.21959553255384187,0.609168529510498,6
22,2020,Donovan Mitchell,0.08556673044297607,0.08556673044297607,0.08519231337851171,0.5453328490257263,41
23,2020,Evan Fournier,0.1424029950246759,0.1424029950246759,0.06540983024511594,0.5646086931228638,12
24,2020,Fred VanVleet,-0.0074895640074212,-0.0074895640074212,0.21187544002170475,0.6084298491477966,2
25,2020,Gary Harris,0.0631012461526152,0.0631012461526152,0.0819457358989784,0.5613316893577576,3
26,2020,Giannis Antetokounmpo,0.10138478961778719,0.10138478961778719,0.14978454061943677,0.6147996783256531,103
27,2020,Glenn Robinson III,0.1518975967606883,0.1518975967606883,0.0633431452564938,0.5712090134620667,2
28,2020,Gordon Hayward,0.022454525054971475,0.022454525054971475,0.36311944250423317,0.5610107779502869,4
29,2020,Ja Morant,0.06644656386034578,0.06644656386034578,0.14052610534639884,0.5690829157829285,30
30,2020,Jamal Murray,0.05247865931619161,0.05247865931619161,0.11154664893429578,0.568122148513794,9
31,2020,James Harden,0.06999765137029129,0.06999765137029129,0.06401403421720392,0.5639772415161133,380
32,2020,Jaylen Brown,0.10766546369540915,0.10766546369540915,0.04578624539410285,0.5494520664215088,2
33,2020,Jayson Tatum,0.08623216003067642,0.08623216003067642,0.09376848586628042,0.560088574886322,36
34,2020,Jimmy Butler,0.07841356075390077,0.07841356075390077,0.18734922383794228,0.5436585545539856,27
35,2020,Joe Harris,0.14970531481401045,0.14970531481401045,0.0699980522679319,0.5609008073806763,2
36,2020,John Collins,-0.031215154577223576,-0.031215154577223576,0.15513971216731753,0.553882360458374,4
37,2020,Josh Richardson,0.07084631390434963,0.07084631390434963,0.255427880910147,0.5726507902145386,4
