,time,most_frequent_name,textblob_Sentiment,nltk_Sentiment,relevance_score,bert_relevance,frequency
0,2017,Al Horford,0.11302409843068713,0.11302409843068713,0.25591370757771237,0.6239215135574341,7
1,2017,Andre Roberson,0.1623763497039359,0.1623763497039359,0.1503643485512027,0.6640003323554993,1
2,2017,Andrew Wiggins,0.05460725443108534,0.05460725443108534,0.22226246863280405,0.6696951389312744,11
3,2017,Anthony Davis,0.08131252846746612,0.08131252846746612,0.18106765635584793,0.6462407112121582,101
4,2017,Avery Bradley,0.09524322712171544,0.09524322712171544,0.2345663444935064,0.6269105672836304,2
5,2017,Blake Griffin,0.07218515976397301,0.07218515976397301,0.18478587266307325,0.6548765897750854,38
6,2017,Bradley Beal,0.1215338783541136,0.1215338783541136,0.13621227960189713,0.6540645360946655,5
7,2017,CJ McCollum,0.044059423392617,0.044059423392617,0.10909155702136428,0.6327663660049438,8
8,2017,Carmelo Anthony,0.09756140117507595,0.09756140117507595,0.17443162106387594,0.6731201410293579,50
9,2017,Chris Paul,0.07296796206088046,0.07296796206088046,0.13739829722129954,0.6476015448570251,16
10,2017,Damian Lillard,0.07908339724434069,0.07908339724434069,0.1410621181905504,0.6261842250823975,65
11,2017,Danilo Gallinari,0.04442619480331342,0.04442619480331342,0.10253120690678504,0.6829012036323547,5
12,2017,DeAndre Jordan,0.18288110760523227,0.18288110760523227,0.13361423240768228,0.6481937170028687,4
13,2017,DeMar DeRozan,0.07619492501886328,0.07619492501886328,0.15674457531675606,0.6648538708686829,59
14,2017,DeMarcus Cousins,0.09542230943422418,0.09542230943422418,0.19488459703777092,0.5958852767944336,38
15,2017,Dennis Schröder,-0.0686813186813186,-0.0686813186813186,0.2932970665929069,0.6142129302024841,1
16,2017,Derrick Rose,0.17183412272143037,0.17183412272143037,0.33034301852398895,0.6523014903068542,9
17,2017,Devin Booker,0.07145373729047852,0.07145373729047852,0.149904187688377,0.6348689794540405,29
18,2017,Dion Waiters,0.0909857206937799,0.0909857206937799,0.2254052000224247,0.647980809211731,2
19,2017,Draymond Green,0.06243887511701458,0.06243887511701458,0.20977919919313828,0.5915960073471069,5
20,2017,Eric Bledsoe,0.1070755331406786,0.1070755331406786,0.1122426978456849,0.6668763160705566,3
21,2017,Eric Gordon,0.1004367570049943,0.1004367570049943,0.17966687165134138,0.6506797075271606,7
22,2017,Evan Fournier,0.1401785562658945,0.1401785562658945,0.14245095409283262,0.6429422497749329,9
23,2017,Gary Harris,0.11051150695772785,0.11051150695772785,0.10762831622985385,0.6489797234535217,2
24,2017,George Hill,0.04738211951447245,0.04738211951447245,0.1395832005315663,0.6033719182014465,2
25,2017,Giannis Antetokounmpo,0.06992270647002438,0.06992270647002438,0.14442545641547336,0.7026242017745972,45
26,2017,Gordon Hayward,0.08751696143335985,0.08751696143335985,0.12827863394650965,0.6553440093994141,27
27,2017,Gorgui Dieng,0.0559814814814814,0.0559814814814814,0.0549568521770792,0.61920565366745,1
28,2017,Harrison Barnes,0.08970291523128159,0.08970291523128159,0.1057660949541549,0.6341853141784668,10
29,2017,Hassan Whiteside,0.0947789015543558,0.0947789015543558,0.13925246651296883,0.5660326480865479,24
30,2017,Isaiah Thomas,0.08949525255216792,0.08949525255216792,0.17356447068451275,0.6289045214653015,78
31,2017,Jabari Parker,-0.0818181818181818,-0.0818181818181818,0.595377698710624,0.6437190175056458,1
32,2017,Jae Crowder,0.08988543103589135,0.08988543103589135,0.18451181465779798,0.6323798894882202,6
33,2017,James Harden,0.09636357429487938,0.09636357429487938,0.18046105634602064,0.6690677404403687,93
34,2017,Jeff Teague,0.07213026556776556,0.07213026556776556,0.13458508726515753,0.6083893775939941,4
35,2017,Jimmy Butler,0.07352491112864411,0.07352491112864411,0.16761958844396888,0.5640534162521362,58
36,2017,John Wall,0.06759396438383575,0.06759396438383575,0.20370316515092526,0.6272101402282715,45
