,time,most_frequent_name,textblob_Sentiment,nltk_Sentiment,relevance_score,bert_relevance,frequency
0,2018,Aaron Gordon,0.14660973794056242,0.14660973794056242,0.1301762074503643,0.6754554510116577,23
1,2018,Al Horford,0.09284543653645105,0.09284543653645105,0.2761322811047983,0.6804816722869873,4
2,2018,Andre Drummond,0.07172711939859829,0.07172711939859829,0.11554313325562551,0.6778777241706848,31
3,2018,Andrew Wiggins,0.1558327451585551,0.1558327451585551,0.10678639635239494,0.664682149887085,7
4,2018,Anthony Davis,0.06633424967142859,0.06633424967142859,0.14150341749791706,0.68752521276474,123
5,2018,Austin Rivers,0.03947750166083091,0.03947750166083091,0.16396033045633532,0.6865987777709961,13
6,2018,Avery Bradley,0.23453282828282826,0.23453282828282826,0.4910246022928959,0.6894692182540894,2
7,2018,Ben Simmons,0.0329727668596423,0.0329727668596423,0.15002887408812096,0.6802466511726379,7
8,2018,Blake Griffin,0.12356576320956712,0.12356576320956712,0.2709510865476428,0.6765612363815308,17
9,2018,Bradley Beal,0.06922632248242769,0.06922632248242769,0.10684196293556497,0.671540379524231,84
10,2018,Brandon Ingram,0.0811976369041586,0.0811976369041586,0.19416666886563305,0.6837658882141113,2
11,2018,CJ McCollum,0.09789828227328219,0.09789828227328219,0.0723926323706428,0.6824327707290649,3
12,2018,Carmelo Anthony,0.05294130457528237,0.05294130457528237,0.2248884223530401,0.6782568097114563,16
13,2018,Chris Paul,0.09893279580325894,0.09893279580325894,0.17305554629666653,0.6750562191009521,27
14,2018,Courtney Lee,0.1860697724412558,0.1860697724412558,0.09326703228100824,0.6868669390678406,2
15,2018,Damian Lillard,0.06626831965009757,0.06626831965009757,0.12285118248003149,0.6709682941436768,98
16,2018,Danilo Gallinari,-0.008597883597883564,-0.008597883597883564,0.6332982709061371,0.6672201156616211,3
17,2018,DeAndre Jordan,0.09348258464481342,0.09348258464481342,0.16262472205387582,0.6778935194015503,6
18,2018,DeMar DeRozan,0.07472986298289781,0.07472986298289781,0.11513183203704219,0.674518346786499,92
19,2018,DeMarcus Cousins,0.1382444004310398,0.1382444004310398,0.1698046498217521,0.6920043230056763,9
20,2018,Dennis Schröder,-0.0666666666666666,-0.0666666666666666,0.444192319039064,0.6652483940124512,1
21,2018,Devin Booker,0.04027647012423826,0.04027647012423826,0.15572159587602377,0.6876299381256104,29
22,2018,Dion Waiters,0.032857674179685055,0.032857674179685055,0.054431459075629005,0.669729471206665,2
23,2018,Donovan Mitchell,0.08376900391082819,0.08376900391082819,0.10660420574868575,0.6903529167175293,45
24,2018,Draymond Green,0.05889643882833252,0.05889643882833252,0.1818104066269602,0.6774963140487671,5
25,2018,Dwight Howard,0.09376631235118524,0.09376631235118524,0.1050626445263528,0.676723837852478,13
26,2018,Eric Bledsoe,0.11152036568334293,0.11152036568334293,0.19495796530588597,0.6639671921730042,8
27,2018,Eric Gordon,0.12078021782751734,0.12078021782751734,0.14124007312425194,0.6767966747283936,7
28,2018,Evan Fournier,0.12328357556365913,0.12328357556365913,0.12527732123594806,0.6774663925170898,4
29,2018,Gary Harris,0.0987710588354401,0.0987710588354401,0.20823299780885063,0.6736218333244324,4
30,2018,Giannis Antetokounmpo,0.06190840540938087,0.06190840540938087,0.12200263262740539,0.6605729460716248,115
31,2018,Harrison Barnes,0.05921717196427246,0.05921717196427246,0.08215576453815575,0.6844758987426758,28
32,2018,Jamal Murray,0.04952666128639881,0.04952666128639881,0.0984428933701433,0.6794379353523254,16
33,2018,James Harden,0.07082670150882114,0.07082670150882114,0.14939294110355106,0.6798150539398193,156
34,2018,Jaylen Brown,0.0534362878134375,0.0534362878134375,0.13504519046357844,0.690929114818573,2
35,2018,Jayson Tatum,0.099243588982156,0.099243588982156,0.17206087285003882,0.6862459182739258,4
36,2018,Jeff Teague,0.1785714285714285,0.1785714285714285,0.4973523705153221,0.6843568086624146,1
37,2018,Jimmy Butler,0.07765899403009531,0.07765899403009531,0.16435945948418157,0.6835508346557617,24
38,2018,Joe Ingles,0.13300215357033535,0.13300215357033535,0.06908872922256509,0.6781472563743591,2
39,2018,Joel Embiid,0.08238997695622385,0.08238997695622385,0.1518067760816349,0.660932719707489,68
40,2018,John Wall,0.06897578863534652,0.06897578863534652,0.24238773798052263,0.6749860048294067,18
41,2018,Josh Richardson,0.09588295390004963,0.09588295390004963,0.0619351730450859,0.6789323687553406,10
42,2018,Jrue Holiday,0.12575890579678456,0.12575890579678456,0.17280556403288266,0.6738201379776001,2
43,2018,Justin Holiday,0.0783194748411545,0.0783194748411545,0.12565014844096853,0.6827969551086426,7
