,title,date,url,player
0,NBA: James Harden 'feels like the MVP' after Brooklyn Nets beat Detroit Pistons,2020-21,https://www.bbc.co.uk/sport/basketball/56547740,James Harden
5,NBA: Brooklyn Nets beat Philadelphia 76ers in first meeting since James Harden's move,2021-22,https://www.bbc.co.uk/sport/basketball/60704111,James Harden
6,NBA: James Harden scores 27 points on Philadelphia 76ers debut against Minnesota Timberwolves,2021-22,https://www.bbc.co.uk/sport/basketball/60536647,James Harden
7,NBA: Brooklyn star James Harden joins Philadelphia 76ers as the Nets lose 10th straight game,2021-22,https://www.bbc.co.uk/sport/basketball/60337552,James Harden
8,NBA: James Harden shines as Brooklyn Nets beat Eastern Conference leaders Chicago Bulls,2021-22,https://www.bbc.co.uk/sport/basketball/59961498,James Harden
9,NBA: James Harden gets 63rd triple-double on return for Brooklyn Nets against LA Lakers,2021-22,https://www.bbc.co.uk/sport/av/basketball/59795423,James Harden
10,NBA: James Harden and Kevin Durant shine in latest Brooklyn Nets win,2021-22,https://www.bbc.co.uk/sport/basketball/59244927,James Harden
11,NBA: James Harden inspires Brooklyn Nets to win against Phoenix Suns,2020-21,https://www.bbc.co.uk/sport/basketball/56095264,James Harden
12,NBA: Luka Doncic helps Dallas Mavericks win as James Harden shines for Brooklyn Nets,2020-21,https://www.bbc.co.uk/sport/basketball/56179595,James Harden
13,NBA: James Harden shines as Brooklyn Nets win at Houston Rockets,2020-21,https://www.bbc.co.uk/sport/basketball/56276876,James Harden
14,NBA: James Harden shines as Brooklyn Nets beat San Antonio Spurs,2020-21,https://www.bbc.co.uk/sport/basketball/56250373,James Harden
15,NBA: James Harden shines on Philadelphia 76ers debut,2021-22,https://www.bbc.co.uk/sport/av/basketball/60537804,James Harden
16,James Harden: Houston Rockets star joins Brooklyn Nets in three-team deal,2020-21,https://www.bbc.co.uk/sport/basketball/55656343,James Harden
17,NBA: James Harden reported to be joining Brooklyn Nets as they beat New York Knicks,2020-21,https://www.bbc.co.uk/sport/basketball/55658704,James Harden
18,NBA: Kevin Durant and debutant James Harden star in Brooklyn Nets win,2020-21,https://www.bbc.co.uk/sport/basketball/55694101,James Harden
20,James Harden scores 47 points in Houston Rockets win over LA Clippers,2019-20,https://www.bbc.co.uk/sport/basketball/50415754,James Harden
21,James Harden dunk incorrectly ruled out in NBA,2019-20,https://www.bbc.co.uk/sport/av/basketball/50660758,James Harden
22,James Harden dunk ruled out as Houston Rockets lose to San Antonio Spurs in Texas,2019-20,https://www.bbc.co.uk/sport/basketball/50656136,James Harden
23,James Harden scores 60 points as Houston Rockets beat the Atlanta Hawks 158-111,2019-20,https://www.bbc.co.uk/sport/basketball/50619743,James Harden
24,James Harden: Houston Rockets guard sets NBA scoring record,2018-19,https://www.bbc.co.uk/sport/basketball/47635647,James Harden
