Unnamed: 0,title,time,url,author
1638,Lakers vs. Clippers Game Postponed,"January 27, 2020",http://global.nba.com/news/lakers-vs-clippers-game-postponed/,Official Release
1639,"Damian Lillard, Pascal Siakam Named Week 14 NBA Players Of The Week","January 27, 2020",http://global.nba.com/news/damian-lillard-pascal-siakam-named-week-14-nba-players-of-the-week/,Official Release
1640,"Power Rankings, Week 15: Thunder, Sixers On The Rise","January 27, 2020",http://global.nba.com/news/power-rankings-week-15-thunder-sixers-on-the-rise/,John Schuhmann
1641,Second Career Act For Kobe Bryant Ends All Too Soon,"January 27, 2020",http://global.nba.com/news/second-career-act-for-kobe-bryant-ends-all-too-soon/,Steve Aschburner
1642,Italian Basketball Federation To Mourn Kobe Bryant For Entire Week,"January 27, 2020",http://global.nba.com/news/italian-basketball-federation-to-mourn-kobe-bryant-for-entire-week/,Andrew Dampf - Associated Press
1643,"Lillard Scores 50 As Trail Blazers Beat Pacers, 139-129","January 27, 2020",http://global.nba.com/news/lillard-scores-50-as-trail-blazers-beat-pacers-139-129/,NBA News
1644,City Struggles To Process Death Of An Icon,"January 26, 2020",http://global.nba.com/news/city-struggles-to-process-death-of-an-icon/,Shaun Powell
1645,"Young Scores 45 Points, Leads Hawks Past Wizards","January 26, 2020",http://global.nba.com/news/young-scores-45-points-leads-hawks-past-wizards/,NBA News
1646,Leonard Leads Clippers To Win Over Magic,"January 26, 2020",http://global.nba.com/news/leonard-leads-clippers-to-win-over-magic/,NBA News
1647,"Morant Has Late Burst, Grizzlies Hold Off Suns, 114-109","January 26, 2020",http://global.nba.com/news/morant-has-late-burst-grizzlies-hold-off-suns-114-109/,Associated Press
1648,"Williamson Has Double-Double, Pelicans Top Celtics, 123-108","January 26, 2020",http://global.nba.com/news/williamson-has-double-double-pelicans-top-celtics-123-108/,NBA News
1649,Knicks Top Nets Behind Play Of Julius Randle,"January 26, 2020",http://global.nba.com/news/knicks-top-nets-behind-play-of-julius-randle/,NBA News
1650,"Siakam Drops 35, Raptors & Spurs Share Emotional Performances","January 26, 2020",http://global.nba.com/news/siakam-drops-35-raptors-spurs-share-emotional-performances/,NBA News
1651,Jokic Helps Nuggets Defeat Rockets Without James Harden,"January 26, 2020",http://global.nba.com/news/jokic-helps-nuggets-defeat-rockets-without-james-harden/,NBA News
1652,NBA Commissioner Adam Silver Statement Regarding The Passing Of Kobe Bryant,"January 26, 2020",http://global.nba.com/news/nba-commissioner-adam-silver-statement-regarding-the-passing-of-kobe-bryant/,NBA News
1653,LeBron James Moves Into Third In Career Points,"January 25, 2020",http://global.nba.com/news/lebron-james-passes-kobe-bryant-for-third-in-career-points/,NBA News
1654,James Passes Bryant On NBA Scoring List In Lakers’ Loss,"January 25, 2020",http://global.nba.com/news/james-passes-bryant-on-nba-scoring-list-in-lakers-loss/,Associated Press
1655,"Schroder Scores 26, Paul 25 As Thunder Top T-Wolves, 113-104","January 25, 2020",http://global.nba.com/news/schroder-scores-26-paul-25-as-thunder-top-t-wolves-113-104/,Associated Press
1656,"Kyrie Irving Scores 45 Points, Nets Beat Pistons In OT","January 25, 2020",http://global.nba.com/news/kyrie-irving-scores-45-points-nets-beat-pistons-in-ot/,Associated Press
1657,"Jazz Rally Past Mavericks 112-107, Have Won 14 Of 15","January 25, 2020",http://global.nba.com/news/jazz-rally-past-mavericks-112-107-have-won-14-of-15/,Associated Press
1658,Tune-In Tidbits: Los Angeles Lakers vs. Philadelphia 76ers,"January 25, 2020",http://global.nba.com/news/tune-in-tidbits-los-angeles-lakers-vs-philadelphia-76ers/,NBA News
1659,Warren Scores 33 To Help Pacers Hold Off Warriors 129-118,"January 25, 2020",http://global.nba.com/news/warren-scores-33-to-help-pacers-hold-off-warriors-129-118/,NBA News
1660,Suns Topple Spurs 103-99 In San Antonio,"January 25, 2020",http://global.nba.com/news/suns-snap-11-game-skid-in-san-antonio-topple-spurs-103-99/,By RAUL DOMINGUEZ
1661,"Gallinari Scores 25, Leads Thunder Past Hawks 140-111","January 25, 2020",http://global.nba.com/news/gallinari-scores-25-leads-thunder-past-hawks-140-111/,NBA News
1662,"Jokic, Nuggets, Control Boards In 113-106 Win Over Pelicans","January 25, 2020",http://global.nba.com/news/jokic-nuggets-control-boards-in-113-106-win-over-pelicans/,By BRETT MARTEL
1663,"Westbrook Scores Season-High 45, Rockets Beat Wolves 131-124","January 25, 2020",http://global.nba.com/news/westbrook-scores-season-high-45-rockets-beat-wolves-131-124/,NBA News
1664,"Hield Scores 21, Kings Beat Bulls 98-81 To Snap 6-Game Skid","January 24, 2020",http://global.nba.com/news/2363134/,NBA News
1665,"Celtics Erase Big 1st-Half Deficit, Rally Past Magic 109-98","January 24, 2020",http://global.nba.com/news/celtics-erase-big-1st-half-deficit-rally-past-magic-109-98/,By BILL FAY
1666,"Jackson, Morant Lift Grizzlies Past Pistons 125-112","January 24, 2020",http://global.nba.com/news/jackson-morant-lift-grizzlies-past-pistons-125-112/,NBA News
1667,Mavericks Acquire Willie Cauley-Stein From Warriors,"January 24, 2020",http://global.nba.com/news/reports-mavericks-to-acquire-willie-cauley-stein-from-warriors/,NBA News
1668,Antetokounmpo Leads Bucks In NBA’s First Regular-Season Game In Paris,"January 24, 2020",http://global.nba.com/news/antetokounmpo-leads-bucks-in-nbas-first-regular-season-game-in-paris/,NBA News
1669,Bulls’ Lauri Markkanen (Right Pelvis) Out 4-6 Weeks,"January 24, 2020",http://global.nba.com/news/bulls-lauri-markkanen-right-pelvis-out-4-6-weeks/,NBA News
1670,"In Paris, Michael Jordan Takes Questions On Many NBA Topics","January 24, 2020",http://global.nba.com/news/in-paris-michael-jordan-takes-questions-on-many-nba-topics/,NBA News
1671,"Joel Embiid Practices, Will Be Reassessed On Monday","January 24, 2020",http://global.nba.com/news/joel-embiid-practices-will-be-reassessed-on-monday/,NBA News
1672,5 NBA Things To Know For Jan. 24,"January 24, 2020",http://global.nba.com/news/5-nba-things-to-know-for-jan-24/,NBA News
1673,‘Play It Again’ … When NBA Players Hear Their Name In Rap Songs,"January 24, 2020",http://global.nba.com/news/play-it-again-when-nba-players-hear-their-name-in-rap-songs/,NBA News
1674,Kia MVP Ladder: Hot Streak Fuels Kawhi Leonard’s Rise,"January 24, 2020",http://global.nba.com/news/kia-mvp-ladder-hot-streak-fuels-kawhi-leonards-rise/,Sekou Smith
1675,Nike Unveils 2020 Jordan Brand NBA All-Star Edition Uniforms,"January 24, 2020",http://global.nba.com/news/nike-unveils-2020-jordan-brand-nba-all-star-edition-uniforms/,NBA News
1676,"Mavericks Make 22 3-Pointers, Beat Trail Blazers 133-125","January 24, 2020",http://global.nba.com/news/mavericks-make-22-3-pointers-beat-trail-blazers-133-125/,ERIK GARCIA GUNDERSEN | Associated Press
1677,Lakers’ Vogel To Coach Team LeBron In 2020 All-Star Game,"January 23, 2020",http://global.nba.com/news/lakers-vogel-to-coach-team-lebron-in-2020-all-star-game/,Official release
1678,Lakers Pull Away In 4th Quarter To Beat Nets,"January 23, 2020",http://global.nba.com/news/lakers-pull-away-in-4th-quarter-to-beat-nets/,NBA News
1679,"Beal Scores 36 As Wizards Down Cavaliers, 124-112","January 23, 2020",http://global.nba.com/news/beal-scores-36-as-wizards-down-cavaliers-124-112/,NBA News
1680,"All-Star Captains, Starters Announced; Voting Results","January 23, 2020",http://global.nba.com/news/all-star-captains-starters-announced-voting-results/,NBA News
1681,Report: Sixers’ Josh Richardson Out 2-3 Weeks,"January 23, 2020",http://global.nba.com/news/report-sixers-josh-richardson-out-2-3-weeks/,NBA News
1682,Kia Rookie Ladder: An Eye-Catching Start For Zion Williamson,"January 23, 2020",http://global.nba.com/news/kia-rookie-ladder-an-eye-catching-start-for-zion-williamson/,NBA News
1683,Zion’s 4th-Quarter Eruption Delivers Debut To Meet The Moment,"January 23, 2020",http://global.nba.com/news/zions-4th-quarter-eruption-delivers-debut-to-meet-the-moment/,NBA News
1684,Rudy Gobert Does It All For Jazz In Defeat Of Warriors,"January 23, 2020",http://global.nba.com/news/rudy-gobert-does-it-all-for-jazz-in-defeat-of-warriors/,NBA News
1685,Zion’s Incredible 4th Quarter Surge Not Enough To Beat Spurs,"January 23, 2020",http://global.nba.com/news/zions-incredible-4th-quarter-surge-not-enough-to-beat-spurs/,NBA News
1686,"T.J. Warren Goes For 25 PTS In Return To Phoenix, Pacers Beat Suns","January 23, 2020",http://global.nba.com/news/t-j-warren-goes-for-25-pts-in-return-to-phoenix-pacers-beat-suns/,NBA News
1687,"Westbrook & Harden Combine For 55 PTS, Rockets Top Nuggets","January 23, 2020",http://global.nba.com/news/westbrook-harden-combine-for-55-pts-rockets-top-nuggets/,NBA News
1688,"LaVine Scores 25, Bulls Overcome Towns’ Big Performance","January 22, 2020",http://global.nba.com/news/lavine-scores-25-bulls-overcome-karl-anthony-towns-performance/,NBA News
1689,"LeBron Closes On Kobe’s PTS Record, Davis Has 28 In Lakers Win","January 22, 2020",http://global.nba.com/news/lebron-closes-on-kobes-pts-record-davis-has-28-in-lakers-win/,NBA News
1690,Heat Hold On In OT After Relinquishing Big Lead Against Wizards,"January 22, 2020",http://global.nba.com/news/heat-hold-on-in-ot-after-relinquishing-big-lead-against-wizards/,NBA News
1691,John Collins Sparks Hawks Rally From 21 Down To Beat Clippers 102-95,"January 22, 2020",http://global.nba.com/news/john-collins-sparks-hawks-rally-from-21-down-to-beat-clippers-102-95/,NBA News
1692,"Celtics Cruise To Win Over Grizzlies With Many Contributors, 119-95","January 22, 2020",http://global.nba.com/news/celtics-cruise-to-victory-over-grizzlies-119-95/,NBA News
1693,"VanVleet Helps Raptors Top Sixers, Extend To 5th Straight Win","January 22, 2020",http://global.nba.com/news/vanvleet-helps-raptors-top-sixers-extend-to-5th-straight-win/,NBA News
1694,Schroder Comes Off Bench To Drive Thunder To Victory,"January 22, 2020",http://global.nba.com/news/schroder-comes-off-bench-to-drive-thunder-to-victory/,NBA News
1695,Reggie Jackson Leads Pistons In Return To 127-106 Defeat Of Kings,"January 22, 2020",http://global.nba.com/news/reggie-jackson-leads-pistons-in-return-to-127-106-defeat-of-kings/,NBA News
1696,Sixers’ Josh Richardson Exits With Hamstring Injury,"January 22, 2020",http://global.nba.com/news/sixers-josh-richardson-exits-with-hamstring-injury/,NBA News
1697,NBA Paris Game 2020: By The Numbers,"January 22, 2020",http://global.nba.com/news/nba-paris-game-2020-by-the-numbers/,NBA News
1698,Kobe Bryant Welcomes LeBron James Passing Him On NBA All-Time Scoring List,"January 22, 2020",http://global.nba.com/news/kobe-bryant-welcomes-lebron-james-passing-him-on-nba-all-time-scoring-list/,NBA News
1699,Cavaliers’ Zizic Out Indefinitely With Vertigo-Like Symptoms,"January 22, 2020",http://global.nba.com/news/cavaliers-zizic-out-indefinitely-with-vertigo-like-symptoms/,NBA News
1700,Cardinals Star Larry Fitzgerald Joins Suns’ Ownership Group,"January 22, 2020",http://global.nba.com/news/cardinals-star-larry-fitzgerald-joins-suns-ownership-group/,NBA News
1701,Nuggets’ Mason Plumlee Out With Right Foot Injury,"January 22, 2020",http://global.nba.com/news/nuggets-mason-plumlee-out-with-right-foot-injury/,NBA News
1702,Hall of Fame Coach Morgan Wooten Dies At 88,"January 22, 2020",http://global.nba.com/news/hall-of-fame-coach-morgan-wooten-dies-at-88/,NBA News
1703,Blogtable: Who’s On Your Western Conference All-Star Ballot?,"January 22, 2020",http://global.nba.com/news/blogtable-whos-on-your-western-conference-all-star-ballot/,NBA News
1704,Blogtable: Who’s On Your Eastern Conference All-Star Ballot?,"January 22, 2020",http://global.nba.com/news/blogtable-whos-on-your-eastern-conference-all-star-ballot/,NBA News
1705,5 NBA Things To Know For Jan. 22,"January 22, 2020",http://global.nba.com/news/2361024/,"Jeff Case, NBA.com"
1706,"Louis Vuitton, NBA Announce Global Partnership","January 22, 2020",http://global.nba.com/news/louis-vuitton-and-nba-announce-global-partnership/,NBA News
1707,Leonard Scores 36 To Lead Clippers Past Mavericks 110-107,"January 21, 2020",http://global.nba.com/news/leonard-scores-36-to-lead-clippers-past-mavericks-110-107/,NBA News
1708,Dwight Powell Suffers Ruptured Right Achilles Tendon,"January 21, 2020",http://global.nba.com/news/dwight-powell-suffers-right-achilles-injury-against-clippers/,NBA News
1709,Kia MVP Ladder Mailbag: What Does Trae Young Need To Be In MVP Race?,"January 21, 2020",http://global.nba.com/news/kia-mvp-ladder-mailbag-what-does-trae-young-need-to-be-in-mvp-race/,Sekou Smith
1710,5 Things To Know For Clippers vs. Mavericks,"January 21, 2020",http://global.nba.com/news/5-things-to-know-for-clippers-vs-mavericks/,NBA News
1711,"David Stern’s Life, Career To Be Celebrated At Memorial Service","January 21, 2020",http://global.nba.com/news/david-sterns-life-career-to-be-celebrated-at-memorial-service/,NBA News
1712,"Damian Lillard Scores 61, Sets Multiple Records In MLK Day Win","January 21, 2020",http://global.nba.com/news/damian-lillard-scores-61-sets-multiple-records-in-mlk-day-win/,NBA News
1713,Lillard Scores 61 And Blazers Beat Warriors 129-124 In OT,"January 21, 2020",http://global.nba.com/news/lillard-scores-61-and-blazers-beat-warriors-129-124-in-ot/,NBA News
1714,"Kemba Beats LeBron For 1st Time, Celtics Top LA 139-107","January 20, 2020",http://global.nba.com/news/kemba-beats-lebron-for-1st-time-celtics-top-la-139-107/,NBA News
1715,Antetokounmpo Has Triple-Double As Bucks Down Bulls 111-98,"January 20, 2020",http://global.nba.com/news/antetokounmpo-has-triple-double-as-bucks-down-bulls-111-98/,NBA News
1716,"Heat Rally Late, Top Kings 118-113 In Overtime","January 20, 2020",http://global.nba.com/news/heat-rally-late-top-kings-118-113-in-overtime/,NBA News
1717,"Holiday Has 36, Pelicans Snap Grizzlies’ Win Streak 126-116","January 20, 2020",http://global.nba.com/news/holiday-has-36-pelicans-snap-grizzlies-win-streak-126-116/,NBA News
1718,"Morris, Randle Lead Knicks Past Cavs","January 20, 2020",http://global.nba.com/news/morris-randle-lead-knicks-past-cavs/,By STEVE HERRICK | Associated Press
1719,"Simmons Scores 34 In Triple-Double, Carries 76ers Past Nets","January 20, 2020",http://global.nba.com/news/simmons-scores-34-in-triple-double-carries-76ers-past-nets/,Associated Press
1720,"Powell’s Big 4th Quarter Leads Raptors Past Hawks, 122-117","January 20, 2020",http://global.nba.com/news/powells-big-4th-quarter-leads-raptors-past-hawks-122-117/,Associated Press
1721,"Bradley Beal’s 29 Points Lead Wizards Over Pistons, 106-100","January 20, 2020",http://global.nba.com/news/bradley-beals-29-points-lead-wizards-over-pistons-106-100/,Associated Press
1722,"Week 13: 76ers’ Simmons, Clippers’ Leonard Named NBA Players Of The Week","January 20, 2020",http://global.nba.com/news/week-13-76ers-simmons-clippers-leonard-named-nba-players-of-the-week/,NBA News
1723,Nets’ Kyrie Irving (Right Hamstring) Out vs. 76ers,"January 20, 2020",http://global.nba.com/news/nets-kyrie-irving-right-hamstring-out-vs-76ers/,NBA News
1724,5 Can’t-Miss Matchups: Zion Williamson vs. LaMarcus Aldridge,"January 20, 2020",http://global.nba.com/news/5-cant-miss-matchups-zion-williamson-vs-lamarcus-aldridge/,NBA News
1725,Lakers’ Anthony Davis Available To Play vs. Celtics,"January 20, 2020",http://global.nba.com/news/lakers-anthony-davis-available-to-play-vs-celtics/,NBA News
1726,"Power Rankings, Week 14: Clippers, Nuggets Move Into Top 5","January 20, 2020",http://global.nba.com/news/power-rankings-week-14-clippers-nuggets-move-into-top-5/,NBA News
1727,Kristaps Porzingis Feeling Confident He Will Play Against Clippers,"January 20, 2020",http://global.nba.com/news/kristaps-porzingis-feeling-confident-he-will-play-against-clippers/,NBA News
1728,7 NBA Things To Know For MLK Day’s 14 Game Slate,"January 20, 2020",http://global.nba.com/news/7-nba-things-to-know-for-20-jan/,NBA News
1729,Sabonis’ Triple-Double Leads Pacers Past Nuggets 115-107,"January 19, 2020",http://global.nba.com/news/sabonis-triple-double-leads-pacers-past-nuggets-115-107/,DENNIS GEORGATOS | Associated Press
1730,"Aldridge, DeRozan Help Spurs Escape To Beat Heat 107-102","January 19, 2020",http://global.nba.com/news/aldridge-derozan-help-spurs-escape-to-beat-heat-107-102/,NBA News
1731,Paul’s 30 Leads Thunder Past Short-Handed Portland 119-106,"January 18, 2020",http://global.nba.com/news/pauls-30-leads-thunder-past-short-handed-portland-119-106/,NBA News
1732,"Jazz Race To Early Lead, Beat Kings 123-101","January 18, 2020",http://global.nba.com/news/jazz-race-to-early-lead-beat-kings-123-101/,NBA News
1733,Balanced Lakers Take Down Rockets In Houston,"January 18, 2020",http://global.nba.com/news/balanced-lakers-take-down-rockets-in-houston/,NBA News
1734,"D’Angelo Russell Shines, Warriors End 10-Game Losing Streak","January 18, 2020",http://global.nba.com/news/dangelo-russell-shines-warriors-end-10-game-losing-streak/,NBA News
1735,"LaVine Scores 42, Chicago Rallies Late To Beat Cavs 118-116","January 18, 2020",http://global.nba.com/news/lavine-scores-42-chicago-rallies-late-to-beat-cavs-118-116/,NBA News
1736,VanVleet Scores 29 In Return As Raptors Beat Wolves 122-112,"January 18, 2020",http://global.nba.com/news/vanvleet-scores-29-in-return-as-raptors-beat-wolves-122-112/,NBA News
1737,Tobias Harris’ Late 3 Seals Sixers’ Win Over Knicks,"January 18, 2020",http://global.nba.com/news/tobias-harris-late-3-seals-sixers-win-over-knicks/,NBA News
1738,"Bucks Win Again, Beat Nets 117-97 For 6th Straight","January 18, 2020",http://global.nba.com/news/bucks-win-again-beat-nets-117-97-for-6th-straight/,NBA News
1739,"Leonard, Clippers Rally To Beat Pelicans 133-130","January 18, 2020",http://global.nba.com/news/leonard-clippers-rally-to-beat-pelicans-133-130/,NBA News
1740,"Kings Trade Ariza, Gabriel, Swanigan To Blazers For Bazemore, Tolliver, Draft Picks","January 18, 2020",http://global.nba.com/news/report-trail-blazers-trade-kent-bazemore-anthony-tolliver-to-kings-for-trevor-ariza-others/,NBA News
1741,"Doncic, Hardaway Lead Mavericks Over Trail Blazers, 120-112","January 18, 2020",http://global.nba.com/news/doncic-hardaway-lead-mavericks-over-trail-blazers-120-112/,NBA News
1742,"Heat Get Big Games From Nunn, Adebayo To Win vs. Thunder","January 17, 2020",http://global.nba.com/news/heat-get-big-games-from-nunn-adebayo-to-win-vs-thunder/,NBA News
1743,Grizzlies Shoot Above 50% From The Field In Win Over Cavaliers,"January 17, 2020",http://global.nba.com/news/grizzlies-shoot-above-50-from-the-field-in-win-over-cavaliers/,NBA News
1744,Hawks Complete Late Rally To Stun Spurs 121-120,"January 17, 2020",http://global.nba.com/news/hawks-complete-late-rally-to-stun-spurs-121-120/,NBA News
1745,CJ McCollum (Left Ankle Sprain) Exits Early vs. Mavericks,"January 17, 2020",http://global.nba.com/news/cj-mccollum-left-ankle-sprain-exits-early-vs-mavericks/,NBA News
1746,"Carmelo Anthony Becomes 18th NBA Player To Score 26,000 Career Points","January 17, 2020",http://global.nba.com/news/carmelo-anthony-becomes-18th-nba-player-to-score-26000-career-points/,NBA News
1747,"Gasol Makes Six 3-Pointers, Raptors Beat Wizards","January 17, 2020",http://global.nba.com/news/gasol-makes-six-3-pointers-raptors-beat-wizards/,By IAN HARRISON | Associated Press
1748,"Korkmaz Gets Hot, Scores 24 To Lift 76ers Over Bulls 100-89","January 17, 2020",http://global.nba.com/news/korkmaz-gets-hot-scores-24-to-lift-76ers-over-bulls-100-89/,By KEVIN COONEY | Associated Press
1749,Brogdon’s Tiebreaking Basket Sends Pacers Past Timberwolves,"January 17, 2020",http://global.nba.com/news/brogdons-tiebreaking-basket-sends-pacers-past-timberwolves/,NBA News
1750,Karl-Anthony Towns Returns To Timberwolves Lineup After 15 Games Out,"January 17, 2020",http://global.nba.com/news/karl-anthony-towns-returns-to-timberwolves-lineup-after-15-games-out/,NBA News
1751,NBA Pushes Back Plans For April Vote On Schedule Changes,"January 17, 2020",http://global.nba.com/news/nba-pushes-back-plans-for-april-vote-on-schedule-changes/,NBA News
1752,Giannis’ Aggressive Style Of Play Finds Him On The Deck — A Lot,"January 17, 2020",http://global.nba.com/news/giannis-aggressive-style-of-play-finds-him-on-the-deck-a-lot/,Steve Aschburner | NBA.com
1753,"Lebron James, Los Angeles Lakers Remain Atop NBA’s Most Popular Jersey And Team Merchandise Lists","January 17, 2020",http://global.nba.com/news/lebron-james-los-angeles-lakers-remain-atop-nbas-most-popular-jersey-and-team-merchandise-lists/,Official release
1754,Knicks’ RJ Barrett (Ankle) Will Miss At Least 1 Week,"January 17, 2020",http://global.nba.com/news/knicks-rj-barrett-ankle-will-miss-at-least-1-week/,NBA Twitter and media reports
1755,Kyle Kuzma Seeks Consistency In Third Season With Lakers,"January 17, 2020",http://global.nba.com/news/kyle-kuzma-seeks-consistency-in-third-season-with-lakers/,Shaun Powell
1756,Friday’s Notebook: Jazz Are On Offensive Tear And Still Missing Key Piece,"January 17, 2020",http://global.nba.com/news/fridays-notebook-jazz-are-on-offensive-tear-and-still-missing-key-piece/,John Schuhmann | NBA.com
1757,Kia MVP Ladder: Defensive Dexterity Drives Rudy Gobert Into The Mix,"January 17, 2020",http://global.nba.com/news/kia-mvp-ladder-defensive-dexterity-drives-rudy-gobert-into-the-mix/,Sekou Smith | NBA.com
1758,5 NBA Things To Know For 17 January,"January 17, 2020",http://global.nba.com/news/5-nba-things-to-know-for-17-january/,Jeff Case | NBA.com
1759,Nuggets Hold Off Warriors In Overtime 134-131,"January 17, 2020",http://global.nba.com/news/nuggets-hold-off-warriors-in-overtime-134-131/,NBA News
1760,Clippers Ride Big Fourth Quarter To Defeat Magic,"January 17, 2020",http://global.nba.com/news/clippers-ride-big-fourth-quarter-to-defeat-magic/,NBA News
1761,"Ingram, Pelicans End Jazz’s 10-Game Winning Streak","January 16, 2020",http://global.nba.com/news/ingram-pelicans-end-jazzs-10-game-winning-streak/,NBA News
1762,"Antetokounmpo, Bucks Hold Off Celtics, 128-123","January 16, 2020",http://global.nba.com/news/antetokounmpo-bucks-hold-off-celtics-128-123/,NBA News
1763,"Ayton, Rubio & Booker Each Score 25+ In Win Over Knicks","January 16, 2020",http://global.nba.com/news/ayton-rubio-booker-each-score-25-in-win-over-knicks/,NBA News
1764,D.J. Augustin (Left Knee) Out 3-4 Weeks With Bone Irritation,"January 16, 2020",http://global.nba.com/news/d-j-augustin-left-knee-out-3-4-weeks-with-bone-irritation/,NBA News
1765,LeBron Leads Luka With 4 Days Left Of NBA All-Star Voting,"January 16, 2020",http://global.nba.com/news/lebron-leads-luka-with-4-days-left-of-nba-all-star-voting/,NBA News
1766,Timberwolves Trade Jeff Teague To Hawks,"January 16, 2020",http://global.nba.com/news/report-wolves-trade-jeff-teague-to-hawks/,NBA News
1767,Kia Rookie Ladder: Ja Morant May Be Putting Chase Out Of Reach,"January 16, 2020",http://global.nba.com/news/kia-rookie-ladder-ja-morant-may-be-putting-chase-out-of-reach/,NBA News
1768,4 NBA Things To Know For Jan. 16,"January 16, 2020",http://global.nba.com/news/4-nba-things-to-know-for-jan-16/,NBA News
1769,Doncic Gets Another Triple-Double As Mavericks Edge Kings 127-123,"January 16, 2020",http://global.nba.com/news/doncic-gets-another-triple-double-as-mavericks-edge-kings-127-123/,NBA News
1770,Magic Snap Lakers’ 9-Game Winning Streak In 119-118 Thriller,"January 16, 2020",http://global.nba.com/news/magic-snap-lakers-9-game-winning-streak-in-119-118-thriller/,NBA News
1771,Lillard Leads Trail Blazers To 117-107 Win Over Rockets,"January 16, 2020",http://global.nba.com/news/lillard-leads-trail-blazers-to-117-107-win-over-rockets/,By KRISTIE RIEKEN
1772,Nuggets Ride Balanced Offense In Win Over Hornets,"January 16, 2020",http://global.nba.com/news/nuggets-ride-balanced-offense-in-win-over-hornets/,NBA News
1773,Powell’s 23 Help Raptors Hold Off Thunder 130-121,"January 16, 2020",http://global.nba.com/news/powells-23-help-raptors-hold-off-thunder-130-121/,NBA News
1774,"Pacers Get Big Games From Sabonis, Brogdon In Win Over Wolves","January 16, 2020",http://global.nba.com/news/pacers-get-big-games-from-sabonis-brogdon-in-win-over-wolves/,NBA News
1775,Bulls C Gafford Leaves Game With Dislocated Right Thumb,"January 15, 2020",http://global.nba.com/news/bulls-c-gafford-leaves-game-with-dislocated-right-thumb/,NBA News
1776,LaVine Powers Bulls Past Wizards 115-106,"January 15, 2020",http://global.nba.com/news/lavine-powers-bulls-past-wizards-115-106/,By JAY COHEN
1777,Jamal Murray Exits Game In 1st Half After Rolling Left Ankle,"January 15, 2020",http://global.nba.com/news/jamal-murray-exits-game-in-1st-half-after-rolling-left-ankle/,NBA News
1778,Nunn Scores Game-High As Heat Move To 18-1 At Home,"January 15, 2020",http://global.nba.com/news/nunn-scores-game-high-as-heat-move-to-18-1-at-home/,NBA News
1779,Harris Plays Role Of Closer As Sixers Take Down Nets,"January 15, 2020",http://global.nba.com/news/harris-plays-role-of-closer-as-sixers-take-down-nets/,NBA News
1780,Pistons Shoot 60.3% From The Field En Route To Win,"January 15, 2020",http://global.nba.com/news/pistons-shoot-60-3-from-the-field-en-route-to-win/,NBA News
1781,Attorneys Says Hawks’ Parsons Has Career-Threatening Injuries,"January 15, 2020",http://global.nba.com/news/chandler-parsons-sustains-concussion-in-wreck-after-practice/,NBA News
1782,"Warriors Sign Lee To Multiyear Contract, Bring Back Chriss","January 15, 2020",http://global.nba.com/news/warriors-sign-lee-to-multiyear-contract-bring-back-chriss/,NBA News
1783,Report: Kristaps Porzingis Plans To Return Against Kings,"January 15, 2020",http://global.nba.com/news/report-kristaps-porzingis-plans-to-return-against-kings/,NBA News
1784,Standouts On Sub-.500 Teams Still Deserve All-Star Reserve Spots,"January 15, 2020",http://global.nba.com/news/standouts-on-sub-500-teams-still-deserve-all-star-reserve-spots/,Steve Aschburner
1785,Zion Williamson Sets The Stage For His NBA Debut,"January 15, 2020",http://global.nba.com/news/zion-set-for-22-january-nba-season-debut/,Michael C. Wright
1786,Klay Thompson Unsure When He’ll Return To Court,"January 15, 2020",http://global.nba.com/news/klay-thompson-unsure-when-hell-return-to-court/,NBA Media Reports
1787,Lakers’ Anthony Davis ‘Getting Closer’ To Return,"January 15, 2020",http://global.nba.com/news/lakers-anthony-davis-getting-closer-to-return/,NBA Media Reports
1788,5 NBA Things To Know For 15 January,"January 15, 2020",http://global.nba.com/news/5-nba-things-to-know-for-15-january/,Jeff Case
1789,"Powell, Doncic Lead Mavericks Past Warriors, 124-97","January 15, 2020",http://global.nba.com/news/powell-doncic-lead-mavericks-past-warriors-124-97/,Associated Press
1790,Leonard Scores 43 In 3 Quarters As Clippers Top Cavaliers,"January 15, 2020",http://global.nba.com/news/leonard-scores-43-in-3-quarters-as-clippers-top-cavaliers/,Associated Press
1791,Bucks Cruise Past Knicks Behind Antetokounmpo’s 37 Points,"January 14, 2020",http://global.nba.com/news/bucks-cruise-past-knicks-behind-antetokounmpos-37-points/,Associated Press
1792,"Morant, Brooks Lead Grizzlies To 121-110 Win Over Rockets","January 14, 2020",http://global.nba.com/news/morant-brooks-lead-grizzlies-to-121-110-win-over-rockets/,Associated Press
1793,"Young, Huerter Power Hawks To 123-110 Win Over Booker, Suns","January 14, 2020",http://global.nba.com/news/young-huerter-power-hawks-to-123-110-win-over-booker-suns/,Associated Press
1794,Jazz Run Winning Streak To 10 With 118-107 Victory Over Nets,"January 14, 2020",http://global.nba.com/news/jazz-run-winning-streak-to-10-with-118-107-victory-over-nets/,Associated Press
1795,"Joel Embiid, Paul George And Donovan Mitchell Headline Ninth NBA Chinese New Year Celebration","January 14, 2020",http://global.nba.com/news/joel-embiid-paul-george-and-donovan-mitchell-headline-ninth-nba-chinese-new-year-celebration/,Official release
1796,Raptors’ Marc Gasol Planning To Return vs. Thunder,"January 14, 2020",http://global.nba.com/news/raptors-marc-gasol-planning-to-return-vs-thunder/,NBA News
