player,date,url,textblob_Sentiment,key_words_score,sentiment_bert_average_score,sentiment_roberta_average_score,sentiment_xlnet_average_score,sentiment_distilbert_average_score,bert_relevance,nltk_Sentiment,number_of_articles
Anderson Varejão,2012-13,['https://www.bbc.co.uk/sport/basketball/20973834'],0.1471153846153846,0.8,0.5970714489618937,0.5240044295787811,0.592110812664032,0.5270359714825948,0.5046027302742004,0.9948,1
Andrew Bogut,2012-13,['https://www.bbc.co.uk/sport/basketball/20973834'],0.1471153846153846,0.8,0.6069989800453186,0.5405581394831339,0.5727371176083883,0.5259644587834676,0.5470603704452515,0.9948,1
Andrew Bynum,2012-13,['https://www.bbc.co.uk/sport/basketball/20973834'],0.1471153846153846,0.8,0.5768626828988394,0.5423238376776377,0.5541164875030518,0.526087353626887,0.5146821737289429,0.9948,1
Blake Griffin,2012-13,"['https://www.bbc.co.uk/sport/rugby-league/21957133', 'https://www.bbc.co.uk/sport/rugby-league/21164401']",0.12825894723770534,0.9,0.588993714596346,0.5328534638564848,0.5852799360142198,0.5259102335403925,0.5138536095619202,0.9936499999999999,2
Carmelo Anthony,2012-13,"['https://www.bbc.co.uk/sport/basketball/21069222', 'https://www.bbc.co.uk/sport/basketball/20973834']",0.0810071872571872,1.0,0.558018999795119,0.534806730846564,0.5637802829345067,0.5398819024364154,0.5101965665817261,0.98865,2
Chris Bosh,2012-13,['http://www.bbc.co.uk/sport/0/basketball/21964896'],0.1760416666666666,1.0,0.6026021242141724,0.5136247277259827,0.6114636957645416,0.5281558930873871,0.5120514035224915,-0.6953,1
Chris Paul,2012-13,"['https://www.bbc.co.uk/sport/football/21185208', 'https://www.bbc.co.uk/sport/football/22177843', 'https://www.bbc.co.uk/sport/football/22109498', 'https://www.bbc.co.uk/sport/football/21550118', 'https://www.bbc.co.uk/sport/football/20808052', 'https://www.bbc.co.uk/sport/football/20149198']",0.14492849264400984,0.7999999999999999,0.6169617469112079,0.5361354682180616,0.5694092699223096,0.5215060505602095,0.5197853446006775,0.8052833333333332,6
Courtney Lee,2012-13,"['https://www.bbc.co.uk/sport/rugby-union/20344758', 'https://www.bbc.co.uk/sport/wales/22056035', 'https://www.bbc.co.uk/sport/rugby-union/21595808', 'https://www.bbc.co.uk/sport/rugby-union/20488881', 'https://www.bbc.co.uk/sport/rugby-union/20317612']",0.11021782751562159,0.72,0.6155143083561035,0.5299545221385502,0.606621069567544,0.5303402753103348,0.5313427448272705,0.72812,5
David Lee,2012-13,"['https://www.bbc.co.uk/sport/football/21004180', 'https://www.bbc.co.uk/sport/football/20561058', 'https://www.bbc.co.uk/sport/football/20281242']",0.08885074057487842,0.8000000000000002,0.5963425719075732,0.5309863471322589,0.5682931459612317,0.532300098074807,0.5079014897346497,0.2996,3
Dirk Nowitzki,2012-13,['https://www.bbc.co.uk/sport/tennis/21166123'],0.1392622841076449,1.2,0.6071893356063149,0.52683809670535,0.607765875079415,0.5216357491233132,0.5630936026573181,0.9983,1
