Unnamed: 0,title,date,url,player,textblob_Sentiment
124,LeBron James impresses but LA Lakers lose 128-119 at Portland Trail Blazers,2018-19,https://www.bbc.co.uk/sport/basketball/45911389,LeBron James,0.1622222222222222
126,NBA: LeBron James claims first Los Angeles Lakers victory,2018-19,https://www.bbc.co.uk/sport/basketball/45975260,LeBron James,0.08192857142857142
128,LeBron James landmark as Los Angeles Lakers thrashed by Indiana Pacers,2018-19,https://www.bbc.co.uk/sport/basketball/47141238,LeBron James,0.0959891118982028
129,LeBron James and the Los Angeles Lakers out of play-off race - what has gone wrong?,2018-19,https://www.bbc.co.uk/sport/basketball/47589985,LeBron James,0.10282173587729147
130,NBA: LeBron James overtakes Michael Jordan in all-time points scoring,2018-19,https://www.bbc.co.uk/sport/basketball/47454448,LeBron James,0.09015721120984278
131,LeBron James passes Wilt Chamberlain on NBA all-time scoring list in Lakers win,2018-19,https://www.bbc.co.uk/sport/basketball/46218586,LeBron James,0.09583333333333333
135,LeBron James is first player in the NBA's top 10 all-time scoring and assists lists,2018-19,https://www.bbc.co.uk/sport/basketball/47368038,LeBron James,0.06000000000000001
138,LeBron James inspires LA Lakers in late comeback on return to Cleveland Cavaliers,2018-19,https://www.bbc.co.uk/sport/basketball/46300219,LeBron James,0.2111842105263158
140,LeBron James hits a triple-double in first home Los Angeles Lakers win,2018-19,https://www.bbc.co.uk/sport/basketball/45988828,LeBron James,0.16569264069264072
141,Cleveland Cavaliers: How LeBron James' exit preceded their NBA slump,2018-19,https://www.bbc.co.uk/sport/basketball/46258909,LeBron James,0.11936412112193362
149,NBA: Lebron James' LA Lakers home debut is marred by a fight and ends in defeat,2018-19,https://www.bbc.co.uk/sport/basketball/45932208,LeBron James,0.035773317591499404
235,"NBA: Toronto Raptors coach on LeBron James, BBL and broken-down buses",2018-19,https://www.bbc.co.uk/sport/basketball/45899236,LeBron James,0.14839581222559942
238,"LeBron James, Drake, Kim Kardashian, Lionel Messi: Who's more popular on social media?",2018-19,https://www.bbc.co.uk/sport/46129198,LeBron James,0.23703703703703705
311,James Harden: Houston Rockets guard sets NBA scoring record,2018-19,https://www.bbc.co.uk/sport/basketball/47635647,James Harden,0.023872180451127815
314,James Harden: Houston Rockets' guard ties Wilt Chamberlain record,2018-19,https://www.bbc.co.uk/sport/basketball/47236160,James Harden,0.0390625
315,James Harden adds to NBA record as Houston beat Golden State in overtime,2018-19,https://www.bbc.co.uk/sport/basketball/46756360,James Harden,0.0992857142857143
316,James Harden: How the Houston Rockets' guard is dominating the NBA,2018-19,https://www.bbc.co.uk/sport/basketball/47189093,James Harden,0.15050054112554112
320,Houston Rockets: James Harden sets new NBA scoring record,2018-19,https://www.bbc.co.uk/sport/basketball/46874219,James Harden,0.20982142857142858
353,NBA All-Star: Giannis scores game-high 38 points in defeat to Team LeBron,2018-19,https://www.bbc.co.uk/sport/basketball/47276052,James Harden,0.13415404040404041
396,LeBron James impresses but LA Lakers lose 128-119 at Portland Trail Blazers,2018-19,https://www.bbc.co.uk/sport/basketball/45911389,James Harden,0.1622222222222222
402,LeBron James is first player in the NBA's top 10 all-time scoring and assists lists,2018-19,https://www.bbc.co.uk/sport/basketball/47368038,James Harden,0.06000000000000001
458,LeBron James passes Wilt Chamberlain on NBA all-time scoring list in Lakers win,2018-19,https://www.bbc.co.uk/sport/basketball/46218586,James Harden,0.09583333333333333
463,NBA: Lebron James' LA Lakers home debut is marred by a fight and ends in defeat,2018-19,https://www.bbc.co.uk/sport/basketball/45932208,James Harden,0.035773317591499404
464,"NBA: Brandon Ingram, Rajon Rondo & Chris Paul banned after punch-up",2018-19,https://www.bbc.co.uk/sport/basketball/45937730,James Harden,-0.1
467,NBA: LeBron James claims first Los Angeles Lakers victory,2018-19,https://www.bbc.co.uk/sport/basketball/45975260,James Harden,0.08192857142857142
485,Russell Westbrook ties Wilt Chamberlain's triple-double record,2018-19,https://www.bbc.co.uk/sport/basketball/47188932,James Harden,0.11083333333333333
884,NBA: Oklahoma's Russell Westbrook scores 20-20-20 triple-double,2018-19,https://www.bbc.co.uk/sport/basketball/47798928,Russell Westbrook,0.15
885,NBA: Russell Westbrook sets new triple-double record,2018-19,https://www.bbc.co.uk/sport/basketball/47208866,Russell Westbrook,0.21666666666666667
886,Russell Westbrook: NBA issue lifetime ban to fan after abuse claims,2018-19,https://www.bbc.co.uk/sport/basketball/47544005,Russell Westbrook,0.05066107503607503
887,Russell Westbrook ties Wilt Chamberlain's triple-double record,2018-19,https://www.bbc.co.uk/sport/basketball/47188932,Russell Westbrook,0.11083333333333333
1000,NFL week eight review: LA Rams continue perfect start as Saints get revenge over Vikings,2018-19,https://www.bbc.co.uk/sport/american-football/46016794,Russell Westbrook,0.13946921596921596
1011,NFL week 17 review: Eagles scrape into play-offs as Vikings and Steelers miss out,2018-19,https://www.bbc.co.uk/sport/american-football/46721597,Russell Westbrook,0.0738878685848383
1080,NBA All-Star: Giannis scores game-high 38 points in defeat to Team LeBron,2018-19,https://www.bbc.co.uk/sport/basketball/47276052,Giannis Antetokounmpo,0.13415404040404041
1081,Milwaukee Bucks top Eastern Conference after beating Philadelphia 76ers,2018-19,https://www.bbc.co.uk/sport/basketball/47824153,Giannis Antetokounmpo,0.35229591836734697
1263,LeBron James impresses but LA Lakers lose 128-119 at Portland Trail Blazers,2018-19,https://www.bbc.co.uk/sport/basketball/45911389,Damian Lillard,0.1622222222222222
1378,NFL week 14 review: Chicago Bears channel 1985 defence to smother LA Rams,2018-19,https://www.bbc.co.uk/sport/american-football/46508677,Bradley Beal,0.2509171241130006
1487,NBA: Golden State Warriors trio fined for criticising officials,2018-19,https://www.bbc.co.uk/sport/basketball/47795575,Kevin Durant,-0.04
1495,NBA All-Star: Giannis scores game-high 38 points in defeat to Team LeBron,2018-19,https://www.bbc.co.uk/sport/basketball/47276052,Kevin Durant,0.13415404040404041
1575,Golden State Warriors beat Los Angeles Clippers in final regular-season game,2018-19,https://www.bbc.co.uk/sport/basketball/47850335,Kevin Durant,0.024918831168831163
1637,Kristaps Porzingis: New York Knicks man joins Dallas Mavericks in deadline-day shock,2018-19,https://www.bbc.co.uk/sport/basketball/47086242,Kevin Durant,0.05176218708827404
1681,Zion Williamson injured as Nike shoe falls apart after 33 seconds,2018-19,https://www.bbc.co.uk/sport/basketball/47315530,Kevin Durant,0.04908104715797023
1688,James Harden adds to NBA record as Houston beat Golden State in overtime,2018-19,https://www.bbc.co.uk/sport/basketball/46756360,Kevin Durant,0.0992857142857143
1966,BBL Trophy final: London City Royals beat London Lions in overtime 90-82,2018-19,https://www.bbc.co.uk/sport/basketball/47517634,Lou Williams,0.12043650793650792
