player,date,url,textblob_Sentiment,key_words_score,sentiment_bert_average_score,sentiment_roberta_average_score,sentiment_xlnet_average_score,sentiment_distilbert_average_score,bert_relevance,nltk_Sentiment,number_of_articles
Al Horford,2017-18,['https://www.bbc.co.uk/sport/baseball/41712323'],0.075494071146245,0.6000000000000001,0.6455589532852173,0.5421343445777893,0.6811255017916361,0.5059857567151388,0.6796988248825073,0.9939,1
Andrew Wiggins,2017-18,"['https://www.bbc.co.uk/sport/rowing/42023305', 'https://www.bbc.co.uk/sport/cycling/43280081', 'https://www.bbc.co.uk/sport/basketball/41626662', 'https://www.bbc.co.uk/sport/cricket/43525641']",0.0857130025716956,0.8999999999999999,0.6061824285151327,0.5272906805005144,0.5793907766723457,0.5387969408732127,0.6724611520767212,0.49119999999999997,4
Anthony Davis,2017-18,"['https://www.bbc.co.uk/sport/basketball/42342993', 'https://www.bbc.co.uk/sport/basketball/41626662', 'https://www.bbc.co.uk/sport/football/42587592', 'https://www.bbc.co.uk/sport/football/42642168']",0.1653347401816864,0.85,0.5977472315231959,0.5217888501162331,0.5864959961424271,0.5191017482429743,0.6675730347633362,0.7162499999999999,4
Bradley Beal,2017-18,['https://www.bbc.co.uk/sport/rugby-league/41818007'],0.0766233766233766,0.8,0.5735399425029755,0.5163761377334595,0.6290326565504074,0.5197634100914001,0.6628374457359314,-0.1779,1
CJ McCollum,2017-18,['https://www.bbc.co.uk/sport/basketball/42852526'],0.0784325396825396,0.6000000000000001,0.5808378117425101,0.5272069914000375,0.5701480082103184,0.5294992412839618,0.6725339889526367,0.9952,1
Carmelo Anthony,2017-18,"['https://www.bbc.co.uk/sport/basketball/41626662', 'https://www.bbc.co.uk/sport/football/42130297']",0.1170095249732346,1.1,0.6282559069139617,0.5314327055322272,0.582530730803098,0.528418401788388,0.6771711707115173,0.9801,2
Chris Paul,2017-18,['https://www.bbc.co.uk/sport/football/42053101'],0.0726086956521739,0.8,0.5455485184987386,0.5415696700414022,0.6338712374369303,0.5187264680862427,0.6570135951042175,-0.3222,1
Courtney Lee,2017-18,['https://www.bbc.co.uk/sport/football/42955445'],0.1577380952380952,0.6000000000000001,0.5701515773932139,0.5274155537287394,0.5713576177755991,0.515730063120524,0.6550750732421875,0.9969,1
DeAndre Jordan,2017-18,"['https://www.bbc.co.uk/sport/basketball/41626662', 'https://www.bbc.co.uk/sport/football/42587970']",0.13430052849585578,0.8,0.5917030828339713,0.5354422413344895,0.6003425935549396,0.5182033686765602,0.650997519493103,0.99925,2
Derrick Rose,2017-18,['https://www.bbc.co.uk/sport/basketball/41626662'],0.1387674265698459,1.2,0.6170452386140823,0.5338036231696606,0.5938785076141357,0.5291000306606293,0.6641929745674133,0.9992,1
Draymond Green,2017-18,['https://www.bbc.co.uk/sport/basketball/41626662'],0.1387674265698459,1.2,0.606915608048439,0.5281634144484997,0.6014440320432186,0.5249365605413914,0.6472898125648499,0.9992,1
Eric Gordon,2017-18,['https://www.bbc.co.uk/sport/basketball/41626662'],0.1387674265698459,0.8,0.5920733921229839,0.5226172991096973,0.5544121898710728,0.5297339409589767,0.6679581999778748,0.9992,1
Evan Fournier,2017-18,"['https://www.bbc.co.uk/sport/ice-hockey/42128915', 'https://www.bbc.co.uk/sport/baseball/41712323', 'https://www.bbc.co.uk/sport/ice-hockey/42132711', 'https://www.bbc.co.uk/sport/ice-hockey/41800470']",0.03755701483778627,0.7,0.6175507898841586,0.5422735504451253,0.5709754752970877,0.5286817301596914,0.664298951625824,-0.21587499999999998,4
Gary Harris,2017-18,"['https://www.bbc.co.uk/sport/basketball/42852526', 'https://www.bbc.co.uk/sport/football/41893269']",0.06588293650793645,0.6000000000000001,0.5840845391863868,0.5194142843995775,0.5546410367602393,0.5264261606193724,0.6612512469291687,0.7035,2
George Hill,2017-18,['https://www.bbc.co.uk/sport/rugby-union/42947035'],0.2462321628988295,1.0,0.5780823945999145,0.5185948371887207,0.5973715305328369,0.529016637802124,0.665450394153595,0.9776,1
Giannis Antetokounmpo,2017-18,"['https://www.bbc.co.uk/sport/basketball/42633991', 'https://www.bbc.co.uk/sport/tennis/43218692', 'http://www.bbc.co.uk/sport/athletics/42703527']",0.2188092806001152,1.0666666666666667,0.5872159757547908,0.5353351508577665,0.6279851479662789,0.5279582598143153,0.655108630657196,0.9606333333333333,3
Gordon Hayward,2017-18,"['https://www.bbc.co.uk/sport/basketball/41662878', 'https://www.bbc.co.uk/sport/basketball/41676757', 'https://www.bbc.co.uk/sport/basketball/41626662']",0.0776928902936967,1.0666666666666667,0.5668953437772063,0.5441781460411019,0.5674473370114962,0.5238980580535201,0.6676833629608154,0.7677999999999999,3
Harrison Barnes,2017-18,"['https://www.bbc.co.uk/sport/rugby-union/43061384', 'https://www.bbc.co.uk/sport/rugby-union/41739916', 'https://www.bbc.co.uk/sport/42769197', 'https://www.bbc.co.uk/sport/42514389']",0.03606449164261666,0.9,0.5885105827691579,0.5367116755758874,0.5875708371142805,0.5267754161802979,0.6707895994186401,0.97385,4
Isaiah Thomas,2017-18,"['https://www.bbc.co.uk/sport/basketball/41626662', 'https://www.bbc.co.uk/sport/basketball/42852526', 'https://www.bbc.co.uk/sport/rugby-union/42729858']",0.10853122868638289,0.8666666666666667,0.5633925107460489,0.5373605304254742,0.5807732018844161,0.5236846099376048,0.6677175760269165,0.4713,3
Jabari Parker,2017-18,['https://www.bbc.co.uk/sport/basketball/42633991'],0.1826530612244898,0.8,0.5747926831245422,0.5328749716281891,0.5923342704772949,0.5453261137008667,0.6590476036071777,0.8907,1
James Harden,2017-18,"['https://www.bbc.co.uk/sport/basketball/41626662', 'https://www.bbc.co.uk/sport/basketball/41662878', 'https://www.bbc.co.uk/sport/basketball/42852526']",0.09669421304501942,0.9333333333333335,0.6064273005440122,0.5448594257117264,0.6039015439058106,0.5245683753182964,0.6725189089775085,0.9162333333333333,3
