title,date,url,player,textblob_sentiment
James Harden: Houston Rockets guard sets NBA scoring record,2019,https://www.bbc.co.uk/sport/basketball/47635647,James Harden,0.023872180451127815
James Harden: Houston Rockets guard scores 57 points against Grizzlies,2019,https://www.bbc.co.uk/sport/av/basketball/47658321,James Harden,0.0
James Harden: Houston Rockets' guard ties Wilt Chamberlain record,2019,https://www.bbc.co.uk/sport/basketball/47236160,James Harden,0.0390625
James Harden adds to NBA record as Houston beat Golden State in overtime,2019,https://www.bbc.co.uk/sport/basketball/46756360,James Harden,0.0992857142857143
James Harden: How the Houston Rockets' guard is dominating the NBA,2019,https://www.bbc.co.uk/sport/basketball/47189093,James Harden,0.15050054112554112
NBA: James Harden scores 61 points as Houston Rockets beat New York Knicks,2019,https://www.bbc.co.uk/sport/av/tennis/46989363,James Harden,0.13636363636363635
NBA: James Harden takes basketball to the face from Giannis Antetokounmpo,2019,https://www.bbc.co.uk/sport/av/basketball/46825249,James Harden,0.0
NBA: Giannis Antetokounmpo & James Harden dominate in top 10 plays,2019,https://www.bbc.co.uk/sport/av/basketball/46808624,James Harden,0.5
Houston Rockets: James Harden sets new NBA scoring record,2019,https://www.bbc.co.uk/sport/basketball/46874219,James Harden,0.20982142857142858
NBA: Houston Rockets' James Harden scores 54 points in loss to Washington Wizards,2019,https://www.bbc.co.uk/sport/av/basketball/46360539,James Harden,0.0
NBA: Watch the top 10 plays of the week,2019,https://www.bbc.co.uk/sport/av/basketball/46686762,James Harden,0.5
NBA All-Star: Giannis scores game-high 38 points in defeat to Team LeBron,2019,https://www.bbc.co.uk/sport/basketball/47276052,James Harden,0.13415404040404041
LeBron James impresses but LA Lakers lose 128-119 at Portland Trail Blazers,2019,https://www.bbc.co.uk/sport/basketball/45911389,James Harden,0.1622222222222222
LeBron James is first player in the NBA's top 10 all-time scoring and assists lists,2019,https://www.bbc.co.uk/sport/basketball/47368038,James Harden,0.06000000000000001
NBA: Donovan Mitchell dunks over 7ft JaVale McGee in top 10 plays,2019,https://www.bbc.co.uk/sport/av/basketball/46892436,James Harden,0.5
LeBron James passes Wilt Chamberlain on NBA all-time scoring list in Lakers win,2019,https://www.bbc.co.uk/sport/basketball/46218586,James Harden,0.09583333333333333
NBA: Lebron James' LA Lakers home debut is marred by a fight and ends in defeat,2019,https://www.bbc.co.uk/sport/basketball/45932208,James Harden,0.035773317591499404
"NBA: Brandon Ingram, Rajon Rondo & Chris Paul banned after punch-up",2019,https://www.bbc.co.uk/sport/basketball/45937730,James Harden,-0.1
NBA: LeBron James claims first Los Angeles Lakers victory,2019,https://www.bbc.co.uk/sport/basketball/45975260,James Harden,0.08192857142857142
Russell Westbrook ties Wilt Chamberlain's triple-double record,2019,https://www.bbc.co.uk/sport/basketball/47188932,James Harden,0.11083333333333333
King George VI Chase: Clan Des Obeaux gives Paul Nicholls a 10th race win,2019,https://www.bbc.co.uk/sport/horse-racing/46686508,Paul George,0.1964887152777778
NBA All-Star: Giannis scores game-high 38 points in defeat to Team LeBron,2019,https://www.bbc.co.uk/sport/basketball/47276052,Kemba Walker,0.13415404040404041
"Oscars, Baftas, Golden Globes: Who stands to win this year?",2019,https://www.bbc.co.uk/news/newsbeat-46047244,Bradley Beal,0.55
Oscars 2019: Winners in full,2019,https://www.bbc.co.uk/news/entertainment-arts-46917940,Bradley Beal,0.35
Golden Globes 2019: Red carpet in pictures,2019,https://www.bbc.co.uk/news/entertainment-arts-46777956,Bradley Beal,0.15
Oscars 2019 pictures: The best of the ceremony,2019,https://www.bbc.co.uk/news/in-pictures-47306696,Bradley Beal,1.0
NFL week 14 review: Chicago Bears channel 1985 defence to smother LA Rams,2019,https://www.bbc.co.uk/sport/american-football/46508677,Bradley Beal,0.2509171241130006
Oscars 2019: The Favourite and Roma lead nominations,2019,https://www.bbc.co.uk/news/entertainment-arts-46960562,Bradley Beal,0.0
Golden Globes: Lady Gaga up for best actress award,2019,https://www.bbc.co.uk/news/entertainment-arts-46466416,Bradley Beal,0.65
LeBron James impresses but LA Lakers lose 128-119 at Portland Trail Blazers,2019,https://www.bbc.co.uk/sport/basketball/45911389,Damian Lillard,0.1622222222222222
NBA: Golden State Warriors trio fined for criticising officials,2019,https://www.bbc.co.uk/sport/basketball/47795575,Kevin Durant,-0.04
NBA All-Star: Giannis scores game-high 38 points in defeat to Team LeBron,2019,https://www.bbc.co.uk/sport/basketball/47276052,Kevin Durant,0.13415404040404041
Favourite player's injured? Get a refund,2019,https://www.bbc.co.uk/news/technology-47222143,Kevin Durant,0.0
Golden State Warriors beat Los Angeles Clippers in final regular-season game,2019,https://www.bbc.co.uk/sport/basketball/47850335,Kevin Durant,0.024918831168831163
Kristaps Porzingis: New York Knicks man joins Dallas Mavericks in deadline-day shock,2019,https://www.bbc.co.uk/sport/basketball/47086242,Kevin Durant,0.05176218708827404
Week in pictures: 16 - 22 February 2019,2019,https://www.bbc.co.uk/news/in-pictures-47330955,Kevin Durant,0.0
Zion Williamson injured as Nike shoe falls apart after 33 seconds,2019,https://www.bbc.co.uk/sport/basketball/47315530,Kevin Durant,0.04908104715797023
James Harden adds to NBA record as Houston beat Golden State in overtime,2019,https://www.bbc.co.uk/sport/basketball/46756360,Kevin Durant,0.0992857142857143
NBA: James Harden takes basketball to the face from Giannis Antetokounmpo,2019,https://www.bbc.co.uk/sport/av/basketball/46825249,Giannis Antetokounmpo,0.0
NBA: Giannis Antetokounmpo & James Harden dominate in top 10 plays,2019,https://www.bbc.co.uk/sport/av/basketball/46808624,Giannis Antetokounmpo,0.5
NBA: 'Oh no he didn't' - Giannis Antetokounmpo stars in this week's best plays,2019,https://www.bbc.co.uk/sport/av/basketball/46185713,Giannis Antetokounmpo,1.0
NBA All-Star: Giannis scores game-high 38 points in defeat to Team LeBron,2019,https://www.bbc.co.uk/sport/basketball/47276052,Giannis Antetokounmpo,0.13415404040404041
Milwaukee Bucks top Eastern Conference after beating Philadelphia 76ers,2019,https://www.bbc.co.uk/sport/basketball/47824153,Giannis Antetokounmpo,0.35229591836734697
Stephen Curry makes an amazing buzzer-beater for Golden State against San Antonio,2019,https://www.bbc.co.uk/sport/av/mixed-martial-arts/47630050,Stephen Curry,0.45000000000000007
Stephen Curry makes an amazing buzzer-beater for Golden State against San Antonio,2019,https://www.bbc.co.uk/sport/av/basketball/47654220,Stephen Curry,0.45000000000000007
NBA: Golden State Warriors superstar Stephen Curry's worst five seconds of basketball,2019,https://www.bbc.co.uk/sport/av/basketball/46961282,Stephen Curry,-0.35
NBA: Golden State Warriors trio fined for criticising officials,2019,https://www.bbc.co.uk/sport/basketball/47795575,Stephen Curry,-0.04
NBA All-Star: Giannis scores game-high 38 points in defeat to Team LeBron,2019,https://www.bbc.co.uk/sport/basketball/47276052,Stephen Curry,0.13415404040404041
NBA: LeBron James claims first Los Angeles Lakers victory,2019,https://www.bbc.co.uk/sport/basketball/45975260,Stephen Curry,0.08192857142857142
Golden State Warriors beat Los Angeles Clippers in final regular-season game,2019,https://www.bbc.co.uk/sport/basketball/47850335,Stephen Curry,0.024918831168831163
Steph Curry: Golden State Warriors star helps young girl wear his trainers,2019,https://www.bbc.co.uk/sport/basketball/46396930,Stephen Curry,0.07708333333333334
Institute's cup hopes ended by Warrenpoint Town,2019,https://www.bbc.co.uk/sport/av/northern-ireland/46770165,Stephen Curry,0.0
