title,date,url,player,textblob_sentiment,relevance_score
GB to face US in Olympic warm-up,2011,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/9432322.stm,Kevin Durant,0.2232828282828282,0.022013488299652034
LeBron James becomes minority stakeholder in Liverpool,2011,https://www.bbc.co.uk/sport/football/12994144,LeBron James,0.225,0.1346363069449349
Deng stars with career-high score,2011,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/9151774.stm,Derrick Rose,0.1789848484848484,0.0368821315736855
Paula White: Kevin Keegan and Martin Lee,2011,https://www.bbc.co.uk/programmes/p00dygxt,Kevin Martin,0.0,0.8156007813882805
G'ford Heat 66-84 Mersey Tigers,2011,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/9415736.stm,Kevin Martin,0.0884615384615384,0.02028139460162692
Man jailed for fatal punch attack in Wellingborough,2011,https://www.bbc.co.uk/news/uk-england-northamptonshire-12395261,Kevin Martin,0.0,0.0
Eamon Hughes murder accused admits having knife,2011,https://www.bbc.co.uk/news/uk-northern-ireland-12138880,Kevin Martin,0.0,0.0
Son pleaded with murdered dad not to die,2011,https://www.bbc.co.uk/news/uk-northern-ireland-11985818,Kevin Martin,0.0,0.0
Taxi 'driven over' family helping Dungannon stab victim,2011,http://www.bbc.co.uk/news/uk-northern-ireland-11846086,Kevin Martin,-0.075,0.0
"Woman 'thought her father, Eamon Hughes, had been shot'",2011,https://www.bbc.co.uk/news/uk-northern-ireland-12002591,Kevin Martin,0.0,0.0
Five Down players in GPA line-up,2011,http://news.bbc.co.uk/sport1/hi/northern_ireland/gaelic_games/9160157.stm,Kevin Martin,-0.0656862745098039,0.07756545945610435
Eamonn Hughes murder accused says he 'did no wrong',2011,https://www.bbc.co.uk/news/uk-northern-ireland-12386140,Kevin Martin,0.25,0.0
Man convicted of Eamonn Hughes birthday party murder,2011,http://www.bbc.co.uk/news/uk-northern-ireland-13060449,Kevin Martin,0.0,0.0
Judgement reserved in Eamonn Hughes case,2011,http://www.bbc.co.uk/news/uk-northern-ireland-12607970,Kevin Martin,0.0,0.0
Martin summoned back to Ipswich,2011,http://news.bbc.co.uk/sport1/hi/football/teams/i/ipswich_town/9365774.stm,Kevin Martin,0.1839393939393939,0.07200910548314222
No plan to harm says man accused of Hughes murder,2011,https://www.bbc.co.uk/news/uk-northern-ireland-12276374,Kevin Martin,0.0,0.0
Nets win first NBA game in London,2011,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/9415553.stm,Brook Lopez,0.0605990460157126,0.031241096816249574
Nets edge out Raptors in overtime,2011,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/9416125.stm,Brook Lopez,0.1334195997239476,0.021120011289822785
Results from 2010,2011,http://news.bbc.co.uk/sport1/hi/boxing/statistics/8432830.stm,Brook Lopez,0.0140472521828453,0.006643596375061495
Wolves want new deal for Gilbert,2011,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/9433310.stm,Danny Granger,0.0335175346538983,0.05650239486140342
St J'stone v Rangers as it happened,2011,http://news.bbc.co.uk/sport1/hi/football/scot_prem/9448021.stm,Danny Granger,0.0,0.0
Obama's foreign policy headache after mid-term losses,2011,https://www.bbc.co.uk/news/world-us-canada-11706486,Danny Granger,-0.125,0.0
Money and health at Davos,2011,http://www.bbc.co.uk/blogs/thereporters/robertpeston/2011/01/money_and_health_at_davos.html,Al Jefferson,0.0,0.0
'Flashing' Belfast bouncer Paul McCamley loses appeal,2011,https://www.bbc.co.uk/news/uk-northern-ireland-politics-12926013,Paul Pierce,-0.3,0.295272774156973
Wolves want new deal for Gilbert,2011,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/9433310.stm,Paul Pierce,0.0335175346538983,0.024113748412331003
Berwick 0-1 Montrose,2011,http://news.bbc.co.uk/sport1/hi/football/scot_div_1/9450669.stm,Paul Pierce,0.1158333333333333,0.04060681218252565
SuggestiON-AIR: Songs About being Dumped....,2011,http://www.bbc.co.uk/blogs/acrosstheline/2011/01/suggestion-air_songs_about_bei.html,Paul Pierce,0.0,0.0
Man beaten by 'anti-social' Piccadilly gang,2011,https://www.bbc.co.uk/news/uk-england-manchester-12322621,Paul Pierce,0.0,0.0
In pictures: Lunar eclipse over Leicester,2011,http://news.bbc.co.uk/local/leicester/hi/people_and_places/nature/newsid_9308000/9308355.stm,Paul Pierce,0.0,0.0
Kevin Whately speaks about his mother's dementia,2011,https://www.bbc.co.uk/news/health-12271603,Kevin Love,0.0,0.42061385788605804
Racing returns to Donington Park with World Superbikes,2011,https://www.bbc.co.uk/news/uk-england-12861934,Kevin Love,0.0,0.0
Corrie star reveals show's lure,2011,http://www.bbc.co.uk/news/uk-england-lancashire-11949570,Kevin Love,0.0,0.0
Ask not what your technology can do for you...,2011,http://www.bbc.co.uk/blogs/outriders/2010/11/ask_not_what_your_technology_c.shtml,Kevin Love,0.0,0.0
Prototyping Weeknotes #39 (05/11/10),2011,http://www.bbc.co.uk/blogs/researchanddevelopment/2010/11/prototyping-weeknotes-39-05111.shtml,Chris Bosh,0.0,0.0
Deng delighted at Olympic go-ahead,2011,http://news.bbc.co.uk/sport1/hi/olympic_games/london_2012/9423868.stm,Luol Deng,0.7,0.5339407943030509
Deng stars with career-high score,2011,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/9151774.stm,Luol Deng,0.1789848484848484,0.06477747731820223
British duo set for festive clash,2011,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/9314185.stm,Luol Deng,0.2257980235252962,0.08668669118472624
Dreams - Primary Assembly Kit,2011,http://news.bbc.co.uk/sport1/hi/olympic_games/world_olympic_dreams/9411444.stm,Luol Deng,0.1986363636363636,0.1194666694854158
Dreams - Secondary Assembly Kit,2011,http://news.bbc.co.uk/sport1/hi/olympic_games/world_olympic_dreams/9410045.stm,Luol Deng,0.0580248917748917,0.08909246059754862
School Reporters with Olympic Dreams,2011,http://news.bbc.co.uk/1/hi/school_report/student_reports/9309995.stm,Luol Deng,0.2123244348244348,0.0449388428720826
Scottish schools in Olympic twinning dream,2011,https://www.bbc.co.uk/news/uk-scotland-11943082,Luol Deng,0.0,0.0
Gordon 'excited' about GB debut,2011,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/9350137.stm,Luol Deng,0.2863190730837791,0.035836237021781264
World Class 2012 Assemblies,2011,http://news.bbc.co.uk/sport1/hi/olympic_games/world_olympic_dreams/9405838.stm,Luol Deng,0.1363636363636363,0.0
London 2012 Olympics qualifying: Basketball,2011,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/8855587.stm,Luol Deng,0.1317708333333333,0.0
Cross-country returns to London Youth Games,2011,http://news.bbc.co.uk/1/hi/school_report/student_reports/9241654.stm,Luol Deng,0.3299479166666667,0.0282759952594787
GB to face US in Olympic warm-up,2011,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/9432322.stm,Luol Deng,0.2232828282828282,0.022013488299652034
Basketball boss upbeat on GB bid,2011,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/9415159.stm,Luol Deng,0.0970760233918129,0.012170435750538963
GB men get tough EuroBasket draw,2011,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/9381681.stm,Luol Deng,0.1724474474474475,0.02318673258714882
Nets edge out Raptors in overtime,2011,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/9416125.stm,Andrea Bargnani,0.1334195997239476,0.03172371810735483
London set for NBA double-header,2011,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/9413793.stm,Andrea Bargnani,0.1466783216783216,0.05712792750497175
Nets win first NBA game in London,2011,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/9415553.stm,Andrea Bargnani,0.0605990460157126,0.009585600012019711
Nets edge out Raptors in overtime,2011,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/9416125.stm,DeMar DeRozan,0.1334195997239476,0.026418210383730562
Nets win first NBA game in London,2011,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/9415553.stm,DeMar DeRozan,0.0605990460157126,0.01438739533232659
Solent football round-up,2011,http://news.bbc.co.uk/sport1/hi/football/eng_conf/9409309.stm,Michael Beasley,0.1111111111111111,0.034985848270861486
Famous fans make Super Bowl picks,2011,http://news.bbc.co.uk/sport1/hi/other_sports/american_football/9387771.stm,Michael Beasley,0.1269415482795763,0.006296959608385391
Partick Thistle 6-1 Stirling,2011,http://news.bbc.co.uk/sport1/hi/football/scot_div_1/9361139.stm,Stephen Curry,0.0157407407407407,0.015277947829034938
Traveller families win damages row with Essex council,2011,http://www.bbc.co.uk/news/uk-england-essex-11720566,Tony Parker,0.8,0.0
Grant keen to strengthen Hammers,2011,http://news.bbc.co.uk/sport1/hi/football/eng_prem/9325164.stm,Tony Parker,0.2462703962703962,0.021726706355153797
Purbeck school system overhaul agreed,2011,https://www.bbc.co.uk/news/uk-england-dorset-11870023,Tony Parker,0.0,0.0
Rugby League coverage on BBC Radio Merseyside,2011,http://www.bbc.co.uk/news/uk-england-merseyside-12368779,Ray Allen,0.0,0.0
Northampton's Big Christmas sing,2011,http://news.bbc.co.uk/local/northampton/hi/things_to_do/newsid_9221000/9221466.stm,Ray Allen,0.1517241379310345,0.05198064335275414
Notts County appoint Martin Allen as manager,2011,https://www.bbc.co.uk/sport/football/13036140,Ray Allen,0.0840628507295173,0.0341748832070461
New members elected to States of Alderney,2011,https://www.bbc.co.uk/news/world-europe-guernsey-11854924,Ray Allen,0.1363636363636363,0.0
Armistice Day poppy-burning demo 'sickened' observer,2011,https://www.bbc.co.uk/news/uk-england-london-12551338,Ray Allen,0.0,0.0
Protests over UK Guantanamo Bay prisoner Shaker Aamer,2011,https://www.bbc.co.uk/news/uk-england-london-11976169,Ray Allen,0.0,0.0
Wolves want new deal for Gilbert,2011,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/9433310.stm,Paul Millsap,0.0335175346538983,0.024113748412331003
Johnson critical of Aussie fans,2011,http://news.bbc.co.uk/sport1/hi/cricket/9249891.stm,Joe Johnson,0.0,0.5339407943030509
Hodgson & Deacon in England squad,2011,http://news.bbc.co.uk/sport1/hi/rugby_union/9358903.stm,Joe Johnson,0.126014408477095,0.04746351086264514
Rushden & D'mds 2-2 Southport,2011,http://news.bbc.co.uk/sport1/hi/football/eng_conf/9422409.stm,Joe Johnson,0.1,0.09326729510830183
Rockets excited for Magic opener,2011,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/9158018.stm,Joe Johnson,0.1021739130434782,0.0828774846022994
Rushden & D'mnds 2-0 Eastbourne,2011,http://news.bbc.co.uk/sport1/hi/football/eng_conf/9401885.stm,Joe Johnson,0.1163265306122448,0.07770172324580345
"Golf, Gordon Gecko and Welsh affairs",2011,http://www.bbc.co.uk/blogs/davidcornock/2011/03/golf_gordon_gecko_and_welsh_af.html,Wesley Matthews,0.0,0.0
Glentoran 1-2 Portadown,2011,http://news.bbc.co.uk/sport1/hi/football/irish/9384855.stm,Wesley Matthews,0.0158536585365853,0.01439041428737398
Sir Terry Matthews: Wales needs to keep top graduates,2011,https://www.bbc.co.uk/news/uk-wales-12747826,Wesley Matthews,0.5,0.2569828877798966
Internet TV could boost Ebbw Vale,2011,http://news.bbc.co.uk/local/southeastwales/hi/tv_and_radio/newsid_9149000/9149963.stm,Wesley Matthews,0.0707981880662293,0.013281319109253216
Spain dominate Ballon d'Or awards,2011,http://news.bbc.co.uk/sport1/hi/football/europe/9126721.stm,Wesley Matthews,0.1333333333333333,0.015312418755895046
Tuesday's gossip column,2011,http://news.bbc.co.uk/sport1/hi/football/gossip_and_transfers/9126035.stm,Wesley Matthews,0.1846987522281639,0.003337859597070077
Weighing up the future of the kilogram,2011,http://www.bbc.co.uk/news/science-environment-12276936,Jason Terry,0.0,0.0
Darlington 3-1 Barrow,2011,http://news.bbc.co.uk/sport1/hi/football/eng_conf/9313946.stm,Josh Smith,0.0564102564102564,0.11461655324614123
In Pictures: Dr Who in Charlestown 2,2011,http://news.bbc.co.uk/local/cornwall/hi/people_and_places/newsid_9387000/9387234.stm,Josh Smith,0.0,0.0
Darlington 1-0 Tamworth,2011,http://news.bbc.co.uk/sport1/hi/football/eng_conf/9156188.stm,Josh Smith,0.2431372549019608,0.09867734972682034
Tamworth 1-1 Darlington,2011,http://news.bbc.co.uk/sport1/hi/football/eng_conf/9367819.stm,Josh Smith,-0.006060606060606,0.09406067079625553
Crawley Town 5-0 Histon,2011,http://news.bbc.co.uk/sport1/hi/football/eng_conf/9407718.stm,Josh Smith,-0.2263888888888889,0.08771820453616334
Rushden & D'mnds 2-1 Cambridge,2011,http://news.bbc.co.uk/sport1/hi/football/eng_conf/9377877.stm,Josh Smith,0.02,0.08357453461788823
Paula White: Tony Christie,2011,https://www.bbc.co.uk/programmes/p00dzxg6,Chris Paul,0.0,0.0
Paula White: Advice line launched for perfect Christmas turkey,2011,https://www.bbc.co.uk/programmes/p00cl34s,Chris Paul,0.5,0.0
Paula White: Paula chats to a real life Christmas Fairey,2011,https://www.bbc.co.uk/programmes/p00cb912,Chris Paul,0.1,0.0
Paula White: The Hairy Bikers and Christmas cocktails,2011,https://www.bbc.co.uk/programmes/p00c88nq,Chris Paul,0.0,0.0
Paula White: Christmas is coming and Paula wants your toy-related tales,2011,https://www.bbc.co.uk/programmes/p00c5msq,Chris Paul,0.1,0.0
Paula White: Myleene Klass on making dreams come true at Christmas,2011,https://www.bbc.co.uk/programmes/p00c47zp,Chris Paul,0.175,0.0
Paula White: Sue Perkins on writing witty Christmas cards,2011,https://www.bbc.co.uk/programmes/p00bz7tv,Chris Paul,0.25,0.0
Agent pays tribute to Paul the octopus,2011,http://news.bbc.co.uk/sport1/hi/football/9128053.stm,Chris Paul,0.0,0.42061385788605804
Ulster prepare for Treviso clash,2011,http://news.bbc.co.uk/sport1/hi/rugby_union/9230329.stm,Chris Paul,0.0,0.0
Collingwood hails Woakes performance,2011,http://news.bbc.co.uk/sport1/hi/cricket/9359606.stm,Chris Paul,0.0,0.0
Lambert stunned by triple injury blow,2011,http://news.bbc.co.uk/sport1/hi/football/teams/n/norwich/9403576.stm,Chris Paul,0.0,0.0
Grayson delight at Ashton showing,2011,http://news.bbc.co.uk/sport1/hi/rugby_union/my_club/northampton/9191642.stm,Chris Paul,0.0,0.0
Feeling the pain with Saints,2011,http://news.bbc.co.uk/sport1/hi/rugby_union/my_club/northampton/9269314.stm,Chris Paul,0.0,0.0
Want to see a pic of Dom's new glasses?,2011,http://www.bbc.co.uk/blogs/chrismoyles/2011/02/want_to_see_a_pic_of_doms_new.html,Chris Paul,0.1363636363636363,0.0
