title,date,url,player,textblob_sentiment,sentiment_bert_average_score,sentiment_xlnet_average_score,bert_relevance,relevance_score
James Harden: Houston Rockets guard sets NBA scoring record,2019,https://www.bbc.co.uk/sport/basketball/47635647,James Harden,0.0238721804511278,0.5600040555000305,0.5750763714313507,0.5737280249595642,0.0710959585810466
James Harden: Houston Rockets guard scores 57 points against Grizzlies,2019,https://www.bbc.co.uk/sport/av/basketball/47658321,James Harden,0.0,0.597321629524231,0.5240356922149658,0.5737280249595642,0.4063884338256757
James Harden: Houston Rockets' guard ties Wilt Chamberlain record,2019,https://www.bbc.co.uk/sport/basketball/47236160,James Harden,0.0390625,0.5209144949913025,0.5721367299556732,0.5737280249595642,0.0507692573151443
James Harden adds to NBA record as Houston beat Golden State in overtime,2019,https://www.bbc.co.uk/sport/basketball/46756360,James Harden,0.0992857142857143,0.5516571998596191,0.598065197467804,0.5737280249595642,0.0354999936475528
James Harden: How the Houston Rockets' guard is dominating the NBA,2019,https://www.bbc.co.uk/sport/basketball/47189093,James Harden,0.1505005411255411,0.6161961197853089,0.5864651203155518,0.5737280249595642,0.0539712026112887
NBA: James Harden scores 61 points as Houston Rockets beat New York Knicks,2019,https://www.bbc.co.uk/sport/av/tennis/46989363,James Harden,0.1363636363636363,0.5871179699897766,0.654388964176178,0.5737280249595642,0.2996595934673034
NBA: James Harden takes basketball to the face from Giannis Antetokounmpo,2019,https://www.bbc.co.uk/sport/av/basketball/46825249,James Harden,0.0,0.550945520401001,0.7716051936149597,0.5737280249595642,0.4611355080569291
NBA: Giannis Antetokounmpo & James Harden dominate in top 10 plays,2019,https://www.bbc.co.uk/sport/av/basketball/46808624,James Harden,0.5,0.7890648245811462,0.7967111468315125,0.5737280249595642,0.4063884338256759
Houston Rockets: James Harden sets new NBA scoring record,2019,https://www.bbc.co.uk/sport/basketball/46874219,James Harden,0.2098214285714285,0.5309091806411743,0.5662533342838287,0.5737280249595642,0.030720910101148
NBA: Houston Rockets' James Harden scores 54 points in loss to Washington Wizards,2019,https://www.bbc.co.uk/sport/av/basketball/46360539,James Harden,0.0,0.7774438858032227,0.5692649483680725,0.5737280249595642,0.3284093891013529
NBA: Watch the top 10 plays of the week,2019,https://www.bbc.co.uk/sport/av/basketball/46686762,James Harden,0.5,0.509362518787384,0.7689647078514099,0.5737280249595642,0.0
NBA All-Star: Giannis scores game-high 38 points in defeat to Team LeBron,2019,https://www.bbc.co.uk/sport/basketball/47276052,James Harden,0.1341540404040404,0.5363466739654541,0.627337247133255,0.5737280249595642,0.0399536804337782
LeBron James impresses but LA Lakers lose 128-119 at Portland Trail Blazers,2019,https://www.bbc.co.uk/sport/basketball/45911389,James Harden,0.1622222222222222,0.5968387126922607,0.5787135660648346,0.5737280249595642,0.0174854730104119
LeBron James is first player in the NBA's top 10 all-time scoring and assists lists,2019,https://www.bbc.co.uk/sport/basketball/47368038,James Harden,0.06,0.5331807136535645,0.6038145422935486,0.5737280249595642,0.0874617380607487
NBA: Donovan Mitchell dunks over 7ft JaVale McGee in top 10 plays,2019,https://www.bbc.co.uk/sport/av/basketball/46892436,James Harden,0.5,0.5356556177139282,0.6934809684753418,0.5737280249595642,0.0
LeBron James passes Wilt Chamberlain on NBA all-time scoring list in Lakers win,2019,https://www.bbc.co.uk/sport/basketball/46218586,James Harden,0.0958333333333333,0.5577118198076884,0.6149372657140096,0.5737280249595642,0.0278846387796961
NBA: Lebron James' LA Lakers home debut is marred by a fight and ends in defeat,2019,https://www.bbc.co.uk/sport/basketball/45932208,James Harden,0.0357733175914994,0.579499363899231,0.5058423280715942,0.5737280249595642,0.0416984978057497
"NBA: Brandon Ingram, Rajon Rondo & Chris Paul banned after punch-up",2019,https://www.bbc.co.uk/sport/basketball/45937730,James Harden,-0.1,0.6144639849662781,0.5227058231830597,0.5737280249595642,0.0623238979230583
NBA: LeBron James claims first Los Angeles Lakers victory,2019,https://www.bbc.co.uk/sport/basketball/45975260,James Harden,0.0819285714285714,0.5731433629989624,0.5530389944712321,0.5737280249595642,0.0280369019251849
Russell Westbrook ties Wilt Chamberlain's triple-double record,2019,https://www.bbc.co.uk/sport/basketball/47188932,James Harden,0.1108333333333333,0.5331058303515116,0.5943194627761841,0.5737280249595642,0.0096027971115131
King George VI Chase: Clan Des Obeaux gives Paul Nicholls a 10th race win,2019,https://www.bbc.co.uk/sport/horse-racing/46686508,Paul George,0.1964887152777778,0.6129583239555358,0.584819233417511,0.5710606575012207,0.0238001994131665
NBA All-Star: Giannis scores game-high 38 points in defeat to Team LeBron,2019,https://www.bbc.co.uk/sport/basketball/47276052,Kemba Walker,0.1341540404040404,0.6045942604541779,0.5379571914672852,0.565798819065094,0.0207762339738765
"Oscars, Baftas, Golden Globes: Who stands to win this year?",2019,https://www.bbc.co.uk/news/newsbeat-46047244,Bradley Beal,0.55,0.523822009563446,0.7047156691551208,0.5686163902282715,0.0
Oscars 2019: Winners in full,2019,https://www.bbc.co.uk/news/entertainment-arts-46917940,Bradley Beal,0.35,0.5156692862510681,0.521317720413208,0.5686163902282715,0.0
Golden Globes 2019: Red carpet in pictures,2019,https://www.bbc.co.uk/news/entertainment-arts-46777956,Bradley Beal,0.15,0.514530599117279,0.5922048091888428,0.5686163902282715,0.0
Oscars 2019 pictures: The best of the ceremony,2019,https://www.bbc.co.uk/news/in-pictures-47306696,Bradley Beal,1.0,0.5460070967674255,0.659980058670044,0.5686163902282715,0.0
NFL week 14 review: Chicago Bears channel 1985 defence to smother LA Rams,2019,https://www.bbc.co.uk/sport/american-football/46508677,Bradley Beal,0.2509171241130006,0.5660361117786832,0.55907318327162,0.5686163902282715,0.0024909022966922
Oscars 2019: The Favourite and Roma lead nominations,2019,https://www.bbc.co.uk/news/entertainment-arts-46960562,Bradley Beal,0.0,0.5606812834739685,0.5740329623222351,0.5686163902282715,0.0
Golden Globes: Lady Gaga up for best actress award,2019,https://www.bbc.co.uk/news/entertainment-arts-46466416,Bradley Beal,0.65,0.5674107670783997,0.5173344016075134,0.5686163902282715,0.0
LeBron James impresses but LA Lakers lose 128-119 at Portland Trail Blazers,2019,https://www.bbc.co.uk/sport/basketball/45911389,Damian Lillard,0.1622222222222222,0.6121454834938049,0.5094563066959381,0.5665938854217529,0.0174854730104119
NBA: Golden State Warriors trio fined for criticising officials,2019,https://www.bbc.co.uk/sport/basketball/47795575,Kevin Durant,-0.04,0.5422784686088562,0.6048746705055237,0.5823974609375,0.0721804880177971
NBA All-Star: Giannis scores game-high 38 points in defeat to Team LeBron,2019,https://www.bbc.co.uk/sport/basketball/47276052,Kevin Durant,0.1341540404040404,0.5430317968130112,0.6232924312353134,0.5823974609375,0.048000580985061
Favourite player's injured? Get a refund,2019,https://www.bbc.co.uk/news/technology-47222143,Kevin Durant,0.0,0.5594919323921204,0.5686434507369995,0.5823974609375,0.0
Golden State Warriors beat Los Angeles Clippers in final regular-season game,2019,https://www.bbc.co.uk/sport/basketball/47850335,Kevin Durant,0.0249188311688311,0.5334973633289337,0.6278846561908722,0.5823974609375,0.0415298616666772
Kristaps Porzingis: New York Knicks man joins Dallas Mavericks in deadline-day shock,2019,https://www.bbc.co.uk/sport/basketball/47086242,Kevin Durant,0.051762187088274,0.6481647253036499,0.5814324736595153,0.5823974609375,0.0182912325157926
Week in pictures: 16 - 22 February 2019,2019,https://www.bbc.co.uk/news/in-pictures-47330955,Kevin Durant,0.0,0.5108440518379211,0.6358965039253235,0.5823974609375,0.0
Zion Williamson injured as Nike shoe falls apart after 33 seconds,2019,https://www.bbc.co.uk/sport/basketball/47315530,Kevin Durant,0.0490810471579702,0.6283569733301798,0.5507499575614929,0.5823974609375,0.0171646008208834
James Harden adds to NBA record as Houston beat Golden State in overtime,2019,https://www.bbc.co.uk/sport/basketball/46756360,Kevin Durant,0.0992857142857143,0.5513517061869303,0.5885777870814005,0.5823974609375,0.0176970483382659
NBA: James Harden takes basketball to the face from Giannis Antetokounmpo,2019,https://www.bbc.co.uk/sport/av/basketball/46825249,Giannis Antetokounmpo,0.0,0.6215697526931763,0.5026914477348328,0.5749064087867737,0.4611355080569291
NBA: Giannis Antetokounmpo & James Harden dominate in top 10 plays,2019,https://www.bbc.co.uk/sport/av/basketball/46808624,Giannis Antetokounmpo,0.5,0.8051058650016785,0.5102329254150391,0.5749064087867737,0.4063884338256757
NBA: 'Oh no he didn't' - Giannis Antetokounmpo stars in this week's best plays,2019,https://www.bbc.co.uk/sport/av/basketball/46185713,Giannis Antetokounmpo,1.0,0.6361151337623596,0.5461322665214539,0.5749064087867737,0.4063884338256759
NBA All-Star: Giannis scores game-high 38 points in defeat to Team LeBron,2019,https://www.bbc.co.uk/sport/basketball/47276052,Giannis Antetokounmpo,0.1341540404040404,0.5581382811069489,0.6247641742229462,0.5749064087867737,0.048000580985061
Milwaukee Bucks top Eastern Conference after beating Philadelphia 76ers,2019,https://www.bbc.co.uk/sport/basketball/47824153,Giannis Antetokounmpo,0.3522959183673469,0.5875117182731628,0.5918987989425659,0.5749064087867737,0.0335295043240064
Stephen Curry makes an amazing buzzer-beater for Golden State against San Antonio,2019,https://www.bbc.co.uk/sport/av/mixed-martial-arts/47630050,Stephen Curry,0.45,0.5594930052757263,0.5237188935279846,0.5599515438079834,0.4063884338256757
Stephen Curry makes an amazing buzzer-beater for Golden State against San Antonio,2019,https://www.bbc.co.uk/sport/av/basketball/47654220,Stephen Curry,0.45,0.569513738155365,0.6066493988037109,0.5599515438079834,0.4063884338256757
NBA: Golden State Warriors superstar Stephen Curry's worst five seconds of basketball,2019,https://www.bbc.co.uk/sport/av/basketball/46961282,Stephen Curry,-0.35,0.6344471573829651,0.8350421786308289,0.5599515438079834,0.1431803230840429
NBA: Golden State Warriors trio fined for criticising officials,2019,https://www.bbc.co.uk/sport/basketball/47795575,Stephen Curry,-0.04,0.6766727566719055,0.53528892993927,0.5599515438079834,0.1089334143100557
NBA All-Star: Giannis scores game-high 38 points in defeat to Team LeBron,2019,https://www.bbc.co.uk/sport/basketball/47276052,Stephen Curry,0.1341540404040404,0.6085332334041595,0.6105904430150986,0.5599515438079834,0.0277340205261659
NBA: LeBron James claims first Los Angeles Lakers victory,2019,https://www.bbc.co.uk/sport/basketball/45975260,Stephen Curry,0.0819285714285714,0.5741224686304728,0.5997458100318909,0.5599515438079834,0.0431002239435358
Golden State Warriors beat Los Angeles Clippers in final regular-season game,2019,https://www.bbc.co.uk/sport/basketball/47850335,Stephen Curry,0.0249188311688311,0.5587398409843445,0.5768945515155792,0.5599515438079834,0.0185424887379269
Steph Curry: Golden State Warriors star helps young girl wear his trainers,2019,https://www.bbc.co.uk/sport/basketball/46396930,Stephen Curry,0.0770833333333333,0.523316502571106,0.550991952419281,0.5599515438079834,0.0753586339721463
Institute's cup hopes ended by Warrenpoint Town,2019,https://www.bbc.co.uk/sport/av/northern-ireland/46770165,Stephen Curry,0.0,0.528478741645813,0.5872759222984314,0.5599515438079834,0.0
WBBL Cup final: Sheffield Hatters win WBBL Cup in dying seconds,2019,https://www.bbc.co.uk/sport/av/basketball/47020906,Stephen Curry,0.4,0.5602128505706787,0.5717259049415588,0.5599515438079834,0.0
Glenavon and Institute play out six-goal thriller,2019,https://www.bbc.co.uk/sport/av/football/46710019,Stephen Curry,0.0,0.606562077999115,0.7781509160995483,0.5599515438079834,0.0
Glenavon and Institute play out six-goal thriller,2019,https://www.bbc.co.uk/sport/av/football/46710019,Stephen Curry,0.0,0.6379777789115906,0.7134198546409607,0.5599515438079834,0.0
Ballymena edge out Stute to keep up pursuit of Linfield,2019,https://www.bbc.co.uk/sport/av/football/47183650,Stephen Curry,0.0,0.560239851474762,0.5965974926948547,0.5599515438079834,0.0
Golden State Warriors suffer heaviest defeat of season against Dallas Mavericks,2019,https://www.bbc.co.uk/sport/basketball/47684182,Stephen Curry,-0.105050505050505,0.5810672342777252,0.5268964767456055,0.5599515438079834,0.0344288133039913
Stephen Hepburn: Sex harassment claims investigated by Labour,2019,https://www.bbc.co.uk/news/uk-england-tyne-47641273,Stephen Curry,0.0,0.5058630108833313,0.61077880859375,0.5599515438079834,0.2285145389095995
Tiny Palm smartphone baffles gadget fans,2019,https://www.bbc.co.uk/news/technology-45876934,Stephen Curry,0.0,0.6029788255691528,0.5381614565849304,0.5599515438079834,0.0
NBA plays of the week featuring Timberwolves' Karl-Anthony Towns & Golden State Warriors DeMarcus Cousins,2019,https://www.bbc.co.uk/sport/av/basketball/47117599,Karl-Anthony Towns,0.3,0.5683201551437378,0.6310936808586121,0.5762391090393066,0.2996595934673033
