time,most_frequent_name,url,textblob_sentiment,sentiment_bert_average_score,sentiment_xlnet_average_score,bert_relevance,relevance_score,frequency
2015,Al Jefferson,"['https://www.bbc.co.uk/programmes/p02dk0sr', 'http://www.bbc.co.uk/news/magazine-31741615', 'https://www.bbc.co.uk/news/science-environment-31630933']",-0.016666666666666666,0.5860225160916647,0.6607421040534973,0.5263979434967041,0.0,3
2015,Andrew Wiggins,"['https://www.bbc.co.uk/news/newsbeat-30454025', 'https://www.bbc.co.uk/sport/cycling/31896196', 'http://www.bbc.co.uk/sport/0/sports-personality/30473670']",0.20849251516324685,0.5617767898809342,0.5765889038642248,0.540337860584259,0.0110746818441073,3
2015,Anthony Davis,"['https://www.bbc.co.uk/sport/av/snooker/30686064', 'https://www.bbc.co.uk/sport/wales/31479598', 'https://www.bbc.co.uk/sport/disability-sport/31579294', 'https://www.bbc.co.uk/sport/football/30196434', 'https://www.bbc.co.uk/sport/wales/30771645']",0.10639263887373132,0.5889028549194336,0.5506066739559173,0.5399381518363953,0.046136401904931054,5
2015,Blake Griffin,['https://www.bbc.co.uk/news/uk-scotland-highlands-islands-31714736'],0.1375,0.5652050375938416,0.5031806826591492,0.5443395376205444,0.0,1
2015,Chris Bosh,['https://www.bbc.co.uk/sport/av/basketball/31488517'],0.0,0.6459931135177612,0.6394787430763245,0.5412159562110901,0.0,1
2015,Chris Paul,"['https://www.bbc.co.uk/sport/football/32204159', 'https://www.bbc.co.uk/sport/football/29873833', 'https://www.bbc.co.uk/sport/av/scotland/31790235', 'https://www.bbc.co.uk/sport/football/32248021']",0.09382675875871438,0.5864139993985494,0.5820557102560997,0.5396897196769714,0.2210962876170226,4
2015,Courtney Lee,"['https://www.bbc.co.uk/sport/av/disability-sport/32074335', 'https://www.bbc.co.uk/sport/rugby-union/30177705', 'https://www.bbc.co.uk/sport/football/30608990', 'https://www.bbc.co.uk/sport/rugby-union/29874336', 'https://www.bbc.co.uk/sport/football/31651692', 'https://www.bbc.co.uk/sport/football/30674002', 'http://www.bbc.co.uk/sport/rugby-union/30176692', 'https://www.bbc.co.uk/sport/football/32108689', 'https://www.bbc.co.uk/sport/rugby-union/30141182', 'https://www.bbc.co.uk/sport/rugby-union/29902415']",0.12597115789620011,0.5890103905399642,0.6062127157052358,0.5372185111045837,0.03231082209827536,10
2015,Damian Lillard,['https://www.bbc.co.uk/sport/basketball/31470307'],0.1033057851239669,0.5803163647651672,0.6380044519901276,0.5339288711547852,0.1581956368178845,1
2015,DeAndre Jordan,"['https://www.bbc.co.uk/sport/basketball/30882487', 'https://www.bbc.co.uk/sport/american-football/31062512']",0.11907043924089375,0.5645316402117411,0.6010590742031734,0.5490033626556396,0.0339238077935283,2
2015,Deron Williams,['https://www.bbc.co.uk/sport/basketball/30882487'],0.1534722222222222,0.5626354813575745,0.5588799118995667,0.5492767691612244,0.0628591446342588,1
2015,Derrick Rose,"['https://www.bbc.co.uk/sport/av/basketball/30451989', 'https://www.bbc.co.uk/news/business-30585665']",0.125,0.5604781210422516,0.5813252925872803,0.5369130969047546,0.0,2
2015,Draymond Green,['https://www.bbc.co.uk/sport/american-football/31062512'],0.0846686562595653,0.5814610660076142,0.5616220355033874,0.5162885189056396,0.0049884709527978,1
2015,Dwyane Wade,['https://www.bbc.co.uk/sport/basketball/31470307'],0.1033057851239669,0.5664359927177429,0.5832129120826721,0.5414518713951111,0.0351158064597631,1
