title,date,url,player,textblob_sentiment,relevance_score
NBA: Russell Westbrook breaks 55 year-old triple-double season record,2017,https://www.bbc.co.uk/sport/av/basketball/39581387,Russell Westbrook,0.0,0.5251107470605405
Russell Westbrook sets NBA triple-double record,2017,http://www.bbc.co.uk/sport/basketball/39551418,Russell Westbrook,0.1362499999999999,0.04493884287208245
Russell Westbrook makes NBA history with triple-double high score,2017,https://www.bbc.co.uk/sport/basketball/39441465,Russell Westbrook,0.2224263038548752,0.06560098766959524
Chicago Cubs win World Series: 'Baseball will never be the same again',2017,https://www.bbc.co.uk/sport/baseball/37857919,Russell Westbrook,0.1085238534075743,0.0057860848992412894
Patriots stun Falcons to win Super Bowl,2017,https://www.bbc.co.uk/sport/american-football/38877420,James Harden,0.1396694214876032,0.07443271538240688
North v South: Mark Wood strikes on return while Ben Duckett makes century,2017,https://www.bbc.co.uk/sport/cricket/39281294,James Harden,0.1545454545454545,0.02334994212749555
BBL Cup Final 2017: Newcastle Eagles beat Glasgow Rocks for third success,2017,https://www.bbc.co.uk/sport/basketball/38584775,Isaiah Thomas,0.0643264143264143,0.02024977286587637
Wrexham murder suspect hunt after disabled man's death,2017,https://www.bbc.co.uk/news/uk-wales-39418374,Anthony Davis,-0.2,0.0
Africa Cup of Nations 2017: Which Premier League players are involved?,2017,https://www.bbc.co.uk/sport/football/38500696,Karl-Anthony Towns,0.1270676691729323,0.0
Stephen Curry shoots NBA three-point record in Warriors win,2017,https://www.bbc.co.uk/sport/basketball/37906636,Stephen Curry,-0.0681998556998557,0.06784057980294243
Stephen Curry scores record 13 three-pointers in single game,2017,https://www.bbc.co.uk/sport/av/basketball/37914817,Stephen Curry,-0.2357142857142857,0.5958516310426968
Father and son 'high up in organised crime gang',2017,https://www.bbc.co.uk/news/uk-northern-ireland-38162785,Stephen Curry,0.16,0.0
"Mid-Ulster crime gang 'took huge financial hit', court told",2017,https://www.bbc.co.uk/news/uk-northern-ireland-37976541,Stephen Curry,0.2,0.0
Niall Currie seals first win as Portadown manager,2017,https://www.bbc.co.uk/sport/av/northern-ireland/38352670,Stephen Curry,0.525,0.0
NBA: Everything you need to know about the 2016-17 season,2017,https://www.bbc.co.uk/sport/basketball/37717478,Stephen Curry,0.1404705369257608,0.017234564462249666
Irish Premiership: Ten-man Reds edge Ports as top four win,2017,https://www.bbc.co.uk/sport/football/38277481,Stephen Curry,0.1339814814814814,0.017899906588124
Warrenpoint Town clinch promotion to Irish Premiership,2017,https://www.bbc.co.uk/sport/football/39467258,Stephen Curry,0.1349673202614379,0.049903056914225495
County Antrim Shield: Crusaders and Linfield favourites to make final,2017,https://www.bbc.co.uk/sport/football/38133278,Stephen Curry,0.1718452380952381,0.011677025773053061
"LeBron James: First Cleveland Cavaliers player to score 20,000 points",2017,https://www.bbc.co.uk/sport/basketball/38795157,LeBron James,0.1409090909090909,0.02184646352145834
NBA: LeBron James' 'jaw-dropping' three-pointer,2017,https://www.bbc.co.uk/sport/av/basketball/38887735,LeBron James,0.0,1.0
NBA plays of the week featuring Cleveland Cavaliers star LeBron James,2017,https://www.bbc.co.uk/sport/av/basketball/39267634,LeBron James,0.0,0.5251107470605407
