title,date,url,player,textblob_sentiment,sentiment_bert_average_score,sentiment_xlnet_average_score,bert_relevance,relevance_score
GB to face US in Olympic warm-up,2011,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/9432322.stm,Kevin Durant,0.2232828282828282,0.5644039511680603,0.5812428792317709,0.6081659197807312,0.022013488299652
LeBron James becomes minority stakeholder in Liverpool,2011,https://www.bbc.co.uk/sport/football/12994144,LeBron James,0.225,0.5427212417125702,0.5536009967327118,0.6410298347473145,0.1346363069449349
Deng stars with career-high score,2011,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/9151774.stm,Derrick Rose,0.1789848484848484,0.5654138624668121,0.5623204559087753,0.6384246945381165,0.0368821315736855
Paula White: Kevin Keegan and Martin Lee,2011,https://www.bbc.co.uk/programmes/p00dygxt,Kevin Martin,0.0,0.6043698191642761,0.5812390446662903,0.6293163299560547,0.8156007813882805
G'ford Heat 66-84 Mersey Tigers,2011,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/9415736.stm,Kevin Martin,0.0884615384615384,0.5539973775545756,0.5921734770139059,0.6293163299560547,0.0202813946016269
Man jailed for fatal punch attack in Wellingborough,2011,https://www.bbc.co.uk/news/uk-england-northamptonshire-12395261,Kevin Martin,0.0,0.5769975781440735,0.543454110622406,0.6293163299560547,0.0
Eamon Hughes murder accused admits having knife,2011,https://www.bbc.co.uk/news/uk-northern-ireland-12138880,Kevin Martin,0.0,0.5063155889511108,0.5506268739700317,0.6293163299560547,0.0
Son pleaded with murdered dad not to die,2011,https://www.bbc.co.uk/news/uk-northern-ireland-11985818,Kevin Martin,0.0,0.5419955849647522,0.5720527768135071,0.6293163299560547,0.0
Taxi 'driven over' family helping Dungannon stab victim,2011,http://www.bbc.co.uk/news/uk-northern-ireland-11846086,Kevin Martin,-0.075,0.505859911441803,0.5633931159973145,0.6293163299560547,0.0
"Woman 'thought her father, Eamon Hughes, had been shot'",2011,https://www.bbc.co.uk/news/uk-northern-ireland-12002591,Kevin Martin,0.0,0.7075488567352295,0.6583460569381714,0.6293163299560547,0.0
Five Down players in GPA line-up,2011,http://news.bbc.co.uk/sport1/hi/northern_ireland/gaelic_games/9160157.stm,Kevin Martin,-0.0656862745098039,0.5951919555664062,0.6018880128860473,0.6293163299560547,0.0775654594561043
Eamonn Hughes murder accused says he 'did no wrong',2011,https://www.bbc.co.uk/news/uk-northern-ireland-12386140,Kevin Martin,0.25,0.590708315372467,0.6984900236129761,0.6293163299560547,0.0
Man convicted of Eamonn Hughes birthday party murder,2011,http://www.bbc.co.uk/news/uk-northern-ireland-13060449,Kevin Martin,0.0,0.6111692786216736,0.5627505779266357,0.6293163299560547,0.0
Judgement reserved in Eamonn Hughes case,2011,http://www.bbc.co.uk/news/uk-northern-ireland-12607970,Kevin Martin,0.0,0.6012011766433716,0.767875611782074,0.6293163299560547,0.0
Martin summoned back to Ipswich,2011,http://news.bbc.co.uk/sport1/hi/football/teams/i/ipswich_town/9365774.stm,Kevin Martin,0.1839393939393939,0.5746082266171774,0.5632880727450053,0.6293163299560547,0.0720091054831422
