,name,minutes_played,games_played,points,team,age,assists,attempted_field_goals,attempted_free_throws,attempted_three_point_field_goals,blocks,defensive_rebounds,games_started,made_field_goals,made_free_throws,made_three_point_field_goals,offensive_rebounds,personal_fouls,positions,slug,steals,turnovers
206,Gordon Hayward,2516,73,1601,UTAH JAZZ,26,252,1156,429,374,20,345,73,545,362,149,49,117,['SMALL FORWARD'],haywago01,73,140
131,Kevin Durant,2070,62,1555,GOLDEN STATE WARRIORS,28,300,1026,384,312,99,474,62,551,336,117,39,117,['POWER FORWARD'],duranke01,66,138
100,DeMarcus Cousins,1891,55,1528,SACRAMENTO KINGS,26,266,1118,549,267,74,468,55,505,423,95,115,203,['CENTER'],couside01,75,207
29,Harrison Barnes,2803,79,1518,DALLAS MAVERICKS,24,116,1280,281,222,15,301,79,599,242,78,93,128,['POWER FORWARD'],barneha02,65,102
125,Goran Dragić,2459,73,1483,MIAMI HEAT,30,423,1124,377,289,13,217,73,534,298,117,62,199,['POINT GUARD'],dragigo01,89,212
162,Marc Gasol,2531,74,1446,MEMPHIS GRIZZLIES,32,338,1160,332,268,99,404,74,532,278,104,60,171,['CENTER'],gasolma01,67,166
96,Mike Conley,2292,69,1415,MEMPHIS GRIZZLIES,29,433,1009,368,419,19,210,68,464,316,171,31,126,['POINT GUARD'],conlemi01,92,156
438,Dennis Schröder,2485,79,1414,ATLANTA HAWKS,23,499,1214,255,294,16,206,78,548,218,100,42,149,['POINT GUARD'],schrode01,74,258
51,Eric Bledsoe,2176,66,1390,PHOENIX SUNS,27,418,1034,458,310,31,268,66,449,388,104,52,164,['POINT GUARD'],bledser01,91,224
304,Kyle Lowry,2244,60,1344,TORONTO RAPTORS,30,417,918,365,468,19,238,60,426,299,193,48,170,['POINT GUARD'],lowryky01,88,173
200,Tobias Harris,2567,82,1321,DETROIT PISTONS,24,142,1063,226,314,39,353,48,511,190,109,63,133,['POWER FORWARD'],harrito02,60,96
188,Blake Griffin,2076,61,1316,LOS ANGELES CLIPPERS,27,300,971,421,113,22,385,61,479,320,38,112,157,['POWER FORWARD'],griffbl01,57,142
512,Hassan Whiteside,2513,77,1309,MIAMI HEAT,27,57,973,358,0,161,795,77,542,225,0,293,226,['CENTER'],whiteha01,57,154
468,Jeff Teague,2657,82,1254,INDIANA PACERS,28,639,909,415,252,32,297,82,402,360,90,33,165,['POINT GUARD'],teaguje01,100,216
339,Paul Millsap,2343,69,1246,ATLANTA HAWKS,31,252,972,405,241,62,422,67,430,311,75,111,186,['POWER FORWARD'],millspa01,90,158
7,LaMarcus Aldridge,2335,72,1243,SAN ANTONIO SPURS,31,139,1049,271,56,88,351,72,500,220,23,172,158,['POWER FORWARD'],aldrila01,46,98
177,Eric Gordon,2323,75,1217,HOUSTON ROCKETS,28,188,1016,175,661,41,172,15,412,147,246,29,150,['SHOOTING GUARD'],gordoer01,48,121
404,Kristaps Porziņģis,2164,66,1196,NEW YORK KNICKS,21,97,985,252,314,129,364,65,443,198,112,111,244,['POWER FORWARD'],porzikr01,47,118
487,Myles Turner,2541,81,1173,INDIANA PACERS,20,106,869,303,115,172,450,81,444,245,40,139,262,['CENTER'],turnemy01,74,105
153,Evan Fournier,2234,68,1167,ORLANDO MAGIC,24,202,930,277,360,4,165,66,408,223,128,44,180,['SHOOTING GUARD'],fournev01,66,141
34,Nicolas Batum,2617,77,1164,CHARLOTTE HORNETS,28,456,975,284,405,29,435,77,393,243,135,46,109,['SHOOTING GUARD'],batumni01,86,194
426,Derrick Rose,2082,64,1154,NEW YORK KNICKS,28,283,977,253,60,17,180,64,460,221,13,66,84,['POINT GUARD'],rosede01,44,147
158,Danilo Gallinari,2134,63,1145,DENVER NUGGETS,28,135,750,387,324,15,286,63,335,349,126,39,93,['SMALL FORWARD'],gallida01,40,82
303,Kevin Love,1885,60,1142,CLEVELAND CAVALIERS,28,116,867,295,389,21,518,60,370,257,145,148,125,['POWER FORWARD'],loveke01,53,122
173,Rudy Gobert,2744,81,1137,UTAH JAZZ,24,97,625,476,1,214,721,81,413,311,0,314,246,['CENTER'],goberru01,49,147
87,Wilson Chandler,2197,71,1117,DENVER NUGGETS,29,141,939,194,326,30,357,33,433,141,110,103,172,['SMALL FORWARD'],chandwi01,51,114
343,Marcus Morris,2565,79,1105,DETROIT PISTONS,27,160,1007,185,357,25,289,79,421,145,118,77,168,['SMALL FORWARD'],morrima03,52,87
389,Chris Paul,1921,61,1104,LOS ANGELES CLIPPERS,31,563,785,260,302,8,264,61,374,232,124,40,146,['POINT GUARD'],paulch01,119,147
402,Otto Porter Jr.,2605,80,1075,WASHINGTON WIZARDS,23,121,803,119,341,42,396,80,414,99,148,118,193,['SMALL FORWARD'],porteot01,116,44
377,Victor Oladipo,2222,67,1067,OKLAHOMA CITY THUNDER,24,176,932,154,352,21,252,67,412,116,127,39,155,['SHOOTING GUARD'],oladivi01,78,119
344,Markieff Morris,2374,76,1063,WASHINGTON WIZARDS,27,126,889,215,196,42,386,76,406,180,71,107,254,['POWER FORWARD'],morrima02,82,129
76,Kentavious Caldwell-Pope,2529,76,1047,DETROIT PISTONS,23,193,928,185,437,12,193,75,370,154,153,55,118,['SHOOTING GUARD'],caldwke01,89,86
268,DeAndre Jordan,2570,81,1029,LOS ANGELES CLIPPERS,28,96,577,425,2,134,816,81,412,205,0,298,212,['CENTER'],jordade01,51,115
221,Jrue Holiday,2190,67,1029,NEW ORLEANS PELICANS,26,488,893,168,281,44,218,61,405,119,100,46,133,['POINT GUARD'],holidjr01,100,194
384,Jabari Parker,1728,51,1025,MILWAUKEE BUCKS,21,142,814,218,178,22,235,50,399,162,65,79,111,['POWER FORWARD'],parkeja01,50,93
106,Jae Crowder,2335,72,999,BOSTON CELTICS,26,155,720,217,394,23,367,72,333,176,157,48,161,['SMALL FORWARD'],crowdja01,73,80
314,Wesley Matthews,2495,73,986,DALLAS MAVERICKS,30,210,847,179,479,15,241,73,333,146,174,18,161,['SHOOTING GUARD'],matthwe02,77,102
226,Al Horford,2193,68,952,BOSTON CELTICS,30,337,801,135,242,86,370,68,379,108,86,95,138,['CENTER'],horfoal01,52,115
504,T.J. Warren,2048,66,951,PHOENIX SUNS,23,75,814,154,98,39,214,59,403,119,26,125,175,['SMALL FORWARD'],warretj01,76,57
20,Trevor Ariza,2773,80,936,HOUSTON ROCKETS,31,175,798,126,555,20,404,80,326,93,191,54,133,['SMALL FORWARD'],arizatr01,147,73
94,Darren Collison,2063,68,900,SACRAMENTO KINGS,29,312,714,171,175,9,129,64,340,147,73,23,119,['POINT GUARD'],collida01,67,114
59,Avery Bradley,1835,55,894,BOSTON CELTICS,26,122,775,93,277,11,269,55,359,68,108,65,141,['SHOOTING GUARD'],bradlav01,68,88
284,Zach LaVine,1749,47,889,MINNESOTA TIMBERWOLVES,21,139,710,140,310,10,141,47,326,117,120,19,104,['SHOOTING GUARD'],lavinza01,41,85
178,Marcin Gortat,2556,82,883,WASHINGTON WIZARDS,32,121,674,159,2,61,611,82,390,103,0,238,213,['CENTER'],gortama01,40,119
102,Robert Covington,2119,67,864,PHILADELPHIA 76ERS,26,102,732,174,412,69,344,67,292,143,137,92,203,['SMALL FORWARD'],covinro01,127,131
197,Gary Harris,1782,57,851,DENVER NUGGETS,22,164,637,134,255,8,130,56,320,104,107,48,92,['SHOOTING GUARD'],harriga01,71,76
522,Marvin Williams,2295,76,849,CHARLOTTE HORNETS,30,106,704,150,354,53,411,76,297,131,124,89,134,['POWER FORWARD'],willima02,58,60
233,Serge Ibaka,1710,56,846,ORLANDO MAGIC,27,60,703,91,214,91,282,56,343,77,83,100,139,['POWER FORWARD'],ibakase01,34,66
430,Ricky Rubio,2469,75,836,MINNESOTA TIMBERWOLVES,26,682,650,285,196,10,237,75,261,254,60,68,202,['POINT GUARD'],rubiori01,128,195
287,Courtney Lee,2459,77,835,NEW YORK KNICKS,31,179,704,98,269,24,206,74,321,85,108,53,141,['SHOOTING GUARD'],leeco01,81,69
450,Marcus Smart,2399,79,835,BOSTON CELTICS,22,364,749,250,332,34,227,24,269,203,94,78,192,['SHOOTING GUARD'],smartma01,125,159
217,George Hill,1544,49,829,UTAH JAZZ,30,204,606,196,233,11,144,49,289,157,94,23,114,['POINT GUARD'],hillge01,50,85
122,Gorgui Dieng,2653,82,816,MINNESOTA TIMBERWOLVES,27,158,661,167,43,95,459,82,332,136,16,188,254,['POWER FORWARD'],dienggo01,88,107
536,Thaddeus Young,2237,74,814,INDIANA PACERS,28,122,687,86,118,29,317,74,362,45,45,131,135,['POWER FORWARD'],youngth01,113,95
184,Draymond Green,2471,76,776,GOLDEN STATE WARRIORS,26,533,650,213,263,106,501,76,272,151,81,98,217,['POWER FORWARD'],greendr01,154,184
501,Dion Waiters,1384,46,729,MIAMI HEAT,25,200,663,127,215,20,135,43,281,82,85,18,95,['SHOOTING GUARD'],waitedi01,42,103
47,Patrick Beverley,2058,67,639,HOUSTON ROCKETS,28,281,543,95,288,25,298,67,228,73,110,95,222,['SHOOTING GUARD'],beverpa01,99,100
164,Rudy Gay,1013,30,562,SACRAMENTO KINGS,30,83,442,138,113,26,155,30,201,118,42,35,79,['SMALL FORWARD'],gayru01,44,74
417,Josh Richardson,1614,53,539,MIAMI HEAT,23,140,513,77,227,39,133,34,202,60,75,35,132,['SHOOTING GUARD'],richajo01,60,65
420,Andre Roberson,2376,79,522,OKLAHOMA CITY THUNDER,25,79,463,111,184,79,305,79,215,47,45,98,204,['SMALL FORWARD'],roberan03,94,51
334,Khris Middleton,889,29,426,MILWAUKEE BUCKS,25,99,333,92,104,7,112,23,150,81,45,11,79,['SMALL FORWARD'],middlkh01,41,65
101,DeMarcus Cousins,574,17,414,NEW ORLEANS PELICANS,26,66,314,121,96,19,174,17,142,94,36,37,75,['CENTER'],couside01,25,62
234,Serge Ibaka,712,23,327,TORONTO RAPTORS,27,15,279,34,103,33,127,23,128,30,41,29,76,['POWER FORWARD'],ibakase01,7,39
428,Terrence Ross,748,24,299,ORLANDO MAGIC,25,43,267,27,135,13,64,24,115,23,46,4,61,['SMALL FORWARD'],rosste01,34,35
527,Justise Winslow,625,18,196,MIAMI HEAT,20,66,225,47,35,6,71,15,80,29,7,23,52,['SMALL FORWARD'],winslju01,26,33
