,name,minutes_played,games_played,points,team,age,assists,attempted_field_goals,attempted_free_throws,attempted_three_point_field_goals,blocks,defensive_rebounds,games_started,made_field_goals,made_free_throws,made_three_point_field_goals,offensive_rebounds,personal_fouls,positions,slug,steals,turnovers
209,James Harden,1958,53,1133,PHILADELPHIA 76ERS,33,575,776,346,388,28,300,53,342,300,149,36,102,['POINT GUARD'],hardeja01,64,179
204,Tyrese Haliburton,1822,54,1121,INDIANA PACERS,22,563,815,192,392,24,166,54,398,167,158,32,66,['POINT GUARD'],halibty01,89,135
18,Deandre Ayton,1857,61,1117,PHOENIX SUNS,24,111,827,181,24,47,458,61,487,136,7,161,173,['CENTER'],aytonde01,34,111
524,Gary Trent Jr.,2054,63,1116,TORONTO RAPTORS,24,100,907,198,437,14,138,43,394,166,162,29,100,['SHOOTING GUARD'],trentga02,103,53
252,Kyrie Irving,1478,40,1084,BROOKLYN NETS,30,211,819,179,348,33,166,40,398,158,130,38,109,['POINT GUARD'],irvinky01,41,91
327,Brook Lopez,2118,69,1078,MILWAUKEE BUCKS,34,91,795,159,339,172,326,69,414,122,128,136,175,['CENTER'],lopezbr01,35,97
30,Scottie Barnes,2409,69,1069,TORONTO RAPTORS,21,326,916,230,205,56,308,68,415,178,61,165,154,['POWER FORWARD'],barnesc01,68,140
179,Josh Giddey,2035,66,1067,OKLAHOMA CITY THUNDER,20,405,950,114,190,27,384,66,460,85,62,133,131,['SHOOTING GUARD'],giddejo01,51,192
29,Harrison Barnes,2330,71,1064,SACRAMENTO KINGS,30,113,686,355,314,10,263,71,323,301,117,69,95,['POWER FORWARD'],barneha02,48,77
349,Tyrese Maxey,1724,52,1041,PHILADELPHIA 76ERS,22,182,794,189,312,7,122,33,376,159,130,22,114,['SHOOTING GUARD'],maxeyty01,40,70
26,Desmond Bane,1534,49,1033,MEMPHIS GRIZZLIES,24,207,791,174,341,19,215,49,371,154,137,35,122,['SHOOTING GUARD'],banede01,46,108
547,P.J. Washington,2235,68,1026,CHARLOTTE HORNETS,24,159,884,160,389,77,263,68,388,115,135,67,182,['POWER FORWARD'],washipj01,61,101
318,Kawhi Leonard,1447,43,1023,LOS ANGELES CLIPPERS,31,165,719,232,200,23,222,41,368,204,83,50,68,['SMALL FORWARD'],leonaka01,62,69
184,Aaron Gordon,1807,60,998,DENVER NUGGETS,27,176,662,287,152,44,253,60,383,178,54,144,113,['POWER FORWARD'],gordoaa01,46,89
255,Jaden Ivey,1946,64,981,DETROIT PISTONS,20,313,803,311,278,17,184,63,331,226,93,64,202,['SHOOTING GUARD'],iveyja01,54,191
216,Tobias Harris,2183,66,978,PHILADELPHIA 76ERS,30,161,771,109,296,38,321,66,384,95,115,63,134,['POWER FORWARD'],harrito02,65,81
14,OG Anunoby,2072,58,973,TORONTO RAPTORS,25,110,760,159,305,42,212,58,361,133,118,82,176,['SMALL FORWARD'],anunoog01,114,125
468,D'Angelo Russell,1778,54,967,MINNESOTA TIMBERWOLVES,26,334,727,167,379,21,137,54,338,143,148,28,117,['POINT GUARD'],russeda01,60,147
66,Mikal Bridges,2040,56,965,PHOENIX SUNS,26,201,764,174,261,45,187,56,354,156,101,56,115,['SMALL FORWARD'],bridgmi01,65,78
416,Kelly Oubre Jr.,1535,47,964,CHARLOTTE HORNETS,27,52,809,207,336,18,181,39,349,158,108,65,140,['SMALL FORWARD'],oubreke01,66,63
245,De'Andre Hunter,1950,61,949,ATLANTA HAWKS,25,87,747,200,261,17,216,61,346,164,93,40,180,['SMALL FORWARD'],huntede01,31,77
134,Spencer Dinwiddie,1808,53,940,DALLAS MAVERICKS,29,279,694,207,341,16,144,53,316,170,138,19,124,['POINT GUARD'],dinwisp01,39,90
428,Kevin Porter Jr.,1703,50,934,HOUSTON ROCKETS,22,290,744,227,319,16,207,50,323,177,111,67,131,['POINT GUARD'],porteke02,66,167
70,Dillon Brooks,1981,65,925,MEMPHIS GRIZZLIES,27,167,888,135,383,13,173,65,347,107,124,41,212,['SMALL FORWARD'],brookdi01,57,92
381,Trey Murphy III,2042,68,911,NEW ORLEANS PELICANS,22,94,657,139,405,36,197,54,312,126,161,55,133,['SMALL FORWARD'],murphtr02,70,54
208,Tim Hardaway Jr.,1960,65,909,DALLAS MAVERICKS,30,113,775,148,505,10,210,40,303,113,190,21,105,['SHOOTING GUARD'],hardati02,48,55
139,Luguentz Dort,1943,64,898,OKLAHOMA CITY THUNDER,23,141,755,220,354,20,181,63,302,172,122,97,206,['SHOOTING GUARD'],dortlu01,65,83
8,Jarrett Allen,2048,62,890,CLEVELAND CAVALIERS,24,104,572,202,9,75,415,62,371,147,1,193,139,['CENTER'],allenja01,51,87
496,Jabari Smith Jr.,2119,69,860,HOUSTON ROCKETS,19,86,760,181,352,64,392,69,306,140,108,100,198,['POWER FORWARD'],smithja05,36,95
182,Rudy Gobert,1869,61,846,MINNESOTA TIMBERWOLVES,30,66,488,300,3,86,502,61,326,194,0,197,182,['CENTER'],goberru01,50,105
353,Jaden McDaniels,2157,70,845,MINNESOTA TIMBERWOLVES,22,137,631,128,240,68,189,70,327,96,95,86,243,['SMALL FORWARD'],mcdanja02,64,100
22,LaMelo Ball,1268,36,838,CHARLOTTE HORNETS,21,304,721,122,383,11,189,36,296,102,144,42,118,['POINT GUARD'],ballla01,46,129
320,Caris LeVert,2013,67,799,CLEVELAND CAVALIERS,28,266,680,162,287,20,211,28,287,117,108,51,149,['SHOOTING GUARD'],leverca01,64,107
251,Brandon Ingram,1129,34,790,NEW ORLEANS PELICANS,25,170,612,184,135,14,152,34,289,159,53,14,90,['SMALL FORWARD'],ingrabr01,23,110
106,John Collins,1837,61,784,ATLANTA HAWKS,25,72,607,143,199,67,336,61,307,118,52,65,194,['POWER FORWARD'],collijo01,38,71
94,Wendell Carter Jr.,1472,49,764,ORLANDO MAGIC,23,118,541,174,188,28,324,46,285,129,65,111,142,['CENTER'],cartewe01,23,102
88,Kentavious Caldwell-Pope,2188,69,763,DENVER NUGGETS,29,171,576,110,293,31,156,69,272,92,127,31,135,['SHOOTING GUARD'],caldwke01,101,78
573,Zion Williamson,956,29,754,NEW ORLEANS PELICANS,22,133,469,248,19,16,144,29,285,177,7,58,65,['POWER FORWARD'],willizi01,32,99
478,Dennis Schröder,1770,58,739,LOS ANGELES LAKERS,29,267,582,215,203,7,131,47,242,187,68,14,128,['POINT GUARD'],schrode01,43,101
170,Markelle Fultz,1533,51,716,ORLANDO MAGIC,24,289,577,133,70,20,143,51,294,106,22,66,115,['POINT GUARD'],fultzma01,78,122
532,Devin Vassell,1122,36,678,SAN ANTONIO SPURS,22,128,567,95,252,16,131,30,252,75,99,8,52,['SHOOTING GUARD'],vassede01,41,53
417,Chris Paul,1604,50,677,PHOENIX SUNS,37,458,558,144,213,19,194,50,241,118,77,19,108,['POINT GUARD'],paulch01,81,100
224,Gordon Hayward,1482,47,674,CHARLOTTE HORNETS,32,187,540,146,152,12,171,47,254,117,49,32,68,['SMALL FORWARD'],haywago01,41,93
561,Andrew Wiggins,1190,37,633,GOLDEN STATE WARRIORS,27,85,529,72,225,28,125,37,250,44,89,61,107,['SMALL FORWARD'],wiggian01,45,48
185,Eric Gordon,1418,47,615,HOUSTON ROCKETS,34,136,478,135,245,17,85,47,210,110,85,12,45,['SHOOTING GUARD'],gordoer01,30,83
491,Marcus Smart,1754,54,612,BOSTON CELTICS,28,347,525,106,293,21,135,54,217,80,98,40,153,['POINT GUARD'],smartma01,82,133
405,Royce O'Neale,2152,67,593,BROOKLYN NETS,29,249,521,61,365,42,285,52,202,45,144,50,211,['SMALL FORWARD'],onealro01,59,98
331,Kyle Lowry,1565,48,564,MIAMI HEAT,36,250,447,121,285,18,165,44,181,103,99,38,132,['POINT GUARD'],lowryky01,51,94
238,Al Horford,1734,56,552,BOSTON CELTICS,36,166,422,21,278,52,280,56,205,15,127,66,108,['CENTER'],horfoal01,27,31
193,Draymond Green,2015,64,535,GOLDEN STATE WARRIORS,32,432,407,98,110,49,414,64,215,69,36,55,196,['POWER FORWARD'],greendr01,61,166
81,Reggie Bullock,2108,69,500,DALLAS MAVERICKS,31,98,417,37,351,13,219,46,170,26,134,32,152,['SMALL FORWARD'],bullore01,52,32
217,Josh Hart,1704,51,487,PORTLAND TRAIL BLAZERS,27,200,363,119,112,9,322,51,183,87,34,95,133,['SMALL FORWARD'],hartjo01,54,79
523,Karl-Anthony Towns,709,21,436,MINNESOTA TIMBERWOLVES,27,111,303,104,117,14,137,21,153,92,38,35,82,['POWER FORWARD'],townska01,16,65
67,Mikal Bridges,550,16,414,BROOKLYN NETS,26,41,282,102,98,12,58,16,140,91,43,14,29,['SMALL FORWARD'],bridgmi01,15,28
253,Kyrie Irving,488,13,369,DALLAS MAVERICKS,30,79,258,65,105,6,52,13,132,62,43,14,41,['POINT GUARD'],irvinky01,14,28
161,Dorian Finney-Smith,1288,40,365,DALLAS MAVERICKS,29,59,310,40,217,20,121,40,129,30,77,67,80,['POWER FORWARD'],finnedo01,38,36
135,Spencer Dinwiddie,559,16,280,BROOKLYN NETS,29,128,226,81,98,6,57,16,93,65,29,6,42,['POINT GUARD'],dinwisp01,20,39
268,Cameron Johnson,465,15,248,BROOKLYN NETS,26,26,189,60,107,5,67,15,82,48,36,8,32,['POWER FORWARD'],johnsca02,22,13
116,Cade Cunningham,400,12,239,DETROIT PISTONS,21,72,224,43,61,7,62,12,93,36,17,12,34,['POINT GUARD'],cunnica01,10,39
109,Mike Conley,473,15,198,MINNESOTA TIMBERWOLVES,35,79,144,36,85,3,37,15,65,33,35,11,21,['POINT GUARD'],conlemi01,20,19
469,D'Angelo Russell,301,10,179,LOS ANGELES LAKERS,26,64,140,31,70,5,28,10,63,26,27,5,15,['POINT GUARD'],russeda01,6,20
218,Josh Hart,486,16,178,NEW YORK KNICKS,27,63,104,41,36,6,80,0,63,32,20,32,43,['SHOOTING GUARD'],hartjo01,22,25
555,Russell Westbrook,334,11,144,LOS ANGELES CLIPPERS,34,86,127,30,33,3,43,11,57,21,9,14,26,['POINT GUARD'],westbru01,14,42
150,Kevin Durant,98,3,80,PHOENIX SUNS,34,11,42,17,13,4,21,3,29,15,7,1,5,['SMALL FORWARD'],duranke01,1,6
