,title,date,url,player
1,NBA: Kevin Durant traded to Phoenix Suns as Russell Westbrook joins Utah Jazz,2022-23,https://www.bbc.co.uk/sport/basketball/64593463,Russell Westbrook
2,NBA: Russell Westbrook will 'address' name 'shaming',2021-22,https://www.bbc.co.uk/sport/basketball/60658790,Russell Westbrook
3,NBA: Russell Westbrook ejected as LA Lakers blow big lead in defeat by Oklahoma City Thunder,2021-22,https://www.bbc.co.uk/sport/basketball/59074428,Russell Westbrook
6,NBA: Russell Westbrook's game-saving block for Washington Wizards leads plays of the week,2020-21,https://www.bbc.co.uk/sport/av/basketball/57055234,Russell Westbrook
7,Russell Westbrook: Washington Wizards point guard breaks triple-doubles NBA record,2020-21,https://www.bbc.co.uk/sport/basketball/57068002,Russell Westbrook
9,NBA: Russell Westbrook ties league record for triple-doubles as Washington Wizards win,2020-21,https://www.bbc.co.uk/sport/basketball/57045891,Russell Westbrook
10,NBA: Russell Westbrook's triple-double helps Washington Wizards beat Detroit Pistons,2020-21,https://www.bbc.co.uk/sport/basketball/56555357,Russell Westbrook
11,NBA: Russell Westbrook makes historic triple-double for Washington Wizards,2020-21,https://www.bbc.co.uk/sport/basketball/56574070,Russell Westbrook
12,"Russell Westbrook, Jayson Tatum and LeBron James star in the NBA best plays of the week",2019-20,https://www.bbc.co.uk/sport/av/basketball/51633817,Russell Westbrook
14,NBA: Oklahoma's Russell Westbrook scores 20-20-20 triple-double,2018-19,https://www.bbc.co.uk/sport/basketball/47798928,Russell Westbrook
15,NBA: Russell Westbrook sets new triple-double record,2018-19,https://www.bbc.co.uk/sport/basketball/47208866,Russell Westbrook
16,Russell Westbrook: NBA issue lifetime ban to fan after abuse claims,2018-19,https://www.bbc.co.uk/sport/basketball/47544005,Russell Westbrook
17,Russell Westbrook ties Wilt Chamberlain's triple-double record,2018-19,https://www.bbc.co.uk/sport/basketball/47188932,Russell Westbrook
18,NBA: Oklahoma City Thunder's Russell Westbrook's brilliant 'hammer dunk' & other great plays,2017-18,https://www.bbc.co.uk/sport/av/basketball/42411354,Russell Westbrook
19,NBA: Russell Westbrook breaks 55 year-old triple-double season record,2016-17,https://www.bbc.co.uk/sport/av/basketball/39581387,Russell Westbrook
20,Russell Westbrook sets NBA triple-double record,2016-17,http://www.bbc.co.uk/sport/basketball/39551418,Russell Westbrook
21,Russell Westbrook makes NBA history with triple-double high score,2016-17,https://www.bbc.co.uk/sport/basketball/39441465,Russell Westbrook
24,NBA: Los Angeles Lakers end lengthy away losing steak with victory over Toronto Raptors,2021-22,https://www.bbc.co.uk/sport/basketball/60804955,Russell Westbrook
25,NBA: Spencer Dinwiddie's buzzer-beating game-winner leads plays of the week,2021-22,https://www.bbc.co.uk/sport/av/basketball/60833558,Russell Westbrook
26,"NBA: Carmelo Anthony makes history, New York Knicks continue impressive run",2020-21,https://www.bbc.co.uk/sport/basketball/56978313,Russell Westbrook
