title,date,url,player,textblob_sentiment,relevance_score
Nike profits up 20% in November quarter,2016,https://www.bbc.co.uk/news/business-35158366,James Harden,0.0,0.0
LeBron James signs lifetime deal with Nike,2016,https://www.bbc.co.uk/news/business-35035743,James Harden,0.0,0.42541724548026727
NBA: Watch Stephen Curry's record 128 three-pointers,2016,https://www.bbc.co.uk/sport/av/basketball/35668044,Stephen Curry,0.0,0.36203100940434657
Stephen Curry: NBA three-point record broken by Golden State Warrior,2016,https://www.bbc.co.uk/sport/basketball/35681271,Stephen Curry,0.325,0.024126081953334277
Golden State Warriors: Stephen Curry's side need four wins for NBA history,2016,https://www.bbc.co.uk/sport/basketball/35976488,Stephen Curry,0.3,0.056241929268035666
NBA Plays of the Week: Stephen Curry continues to break NBA records,2016,https://www.bbc.co.uk/sport/av/basketball/35722985,Stephen Curry,0.0,0.6438330602954053
Stephen Curry's Golden State Warriors set new NBA record,2016,http://www.bbc.co.uk/sport/basketball/35640891,Stephen Curry,0.34,0.09229668776544485
NBA: Watch Curry's insane 'buzzer beater' in our plays of the week,2016,https://www.bbc.co.uk/sport/av/basketball/35841477,Stephen Curry,-1.0,0.0
Steph Curry: Warriors star sets NBA three-point record,2016,https://www.bbc.co.uk/sport/basketball/35666842,Stephen Curry,0.325,0.05804797015790811
Golden State Warriors close in on NBA wins record,2016,https://www.bbc.co.uk/sport/basketball/35994800,Stephen Curry,0.2454545454545454,0.040021639586000725
Golden State Warriors suffer rare defeat in NBA record wins chase,2016,https://www.bbc.co.uk/sport/basketball/35855809,Stephen Curry,0.2636363636363636,0.07487973763590712
Golden State Warriors extend unbeaten run to set NBA record,2016,https://www.bbc.co.uk/sport/basketball/34918642,Stephen Curry,0.2259259259259259,0.08164363439454336
Why Steph Curry is 'the best player in the NBA',2016,https://www.bbc.co.uk/news/newsbeat-34920880,Stephen Curry,1.0,0.5157104645855135
Eurobasket: Great Britain win over Montenegro delights Collins,2016,https://www.bbc.co.uk/sport/av/basketball/35657397,Stephen Curry,0.8,0.0
Golden State Warriors' 54-match NBA winning home record ends,2016,https://www.bbc.co.uk/sport/basketball/35949980,Stephen Curry,0.20625,0.019800702772499505
Steph Curry: Is NBA star really the new Michael Jordan?,2016,https://www.bbc.co.uk/sport/basketball/35666661,Stephen Curry,0.2223523375222405,0.05601848085966114
LeBron James signs lifetime deal with Nike,2016,https://www.bbc.co.uk/news/business-35035743,LeBron James,0.0,1.0
NBA: LeBron James stars in plays of the week,2016,https://www.bbc.co.uk/sport/av/basketball/35611744,LeBron James,0.0,0.9999999999999996
Jason Day's wife absolves LeBron James of blame after collision,2016,https://www.bbc.co.uk/sport/basketball/35132008,LeBron James,0.1585516418105703,0.07902620361254546
The biggest gaps between titles in sports history,2016,https://www.bbc.co.uk/newsround/34964029,Klay Thompson,0.0,0.0
Chris Brown appears to criticise Kehlani after suicide attempt,2016,https://www.bbc.co.uk/news/newsbeat-35924323,Kyrie Irving,0.0,0.0
Midweek: Maureen Lipman; Paul Whitehouse; Chris Bull; Desmond MacCarthy.,2016,https://www.bbc.co.uk/programmes/b076htns,Chris Paul,0.0,0.6438330602954051
Paul Cook: Christmas run-in will define League Two season,2016,https://www.bbc.co.uk/sport/football/34869127,Chris Paul,0.1470238095238095,0.02298495350119613
NIFL 'must move' on Carrick pitch crisis say BBC Sport NI pundits,2016,https://www.bbc.co.uk/sport/av/football/35233437,Chris Paul,0.0,0.0
Pro12: Glasgow Warriors 13-6 Benetton Treviso,2016,https://www.bbc.co.uk/sport/rugby-union/34933521,Gordon Hayward,0.0076486013986013,0.03917712971765734
Sir Terry Wogan: Your memories and pictures,2016,https://www.bbc.co.uk/news/entertainment-arts-35453971,Gordon Hayward,0.0,0.0
Kobe Bryant's NBA career in records as LA Lakers star announces his retirement,2016,https://www.bbc.co.uk/news/newsbeat-34963363,Pau Gasol,0.0,0.0
Mohamed Kamara reunites with Finnish club HJK Helsinki,2016,http://www.bbc.co.uk/sport/0/football/35737587,Rudy Gay,0.1647849462365591,0.014751696025182231
What are 'New York values'?,2016,https://www.bbc.co.uk/news/election-us-2016-35328924,Rudy Gay,0.1363636363636363,0.0
Orlando Magic must 'make a stand' against Toronto in London NBA tie,2016,https://www.bbc.co.uk/sport/basketball/35312390,Nikola Vučević,-0.0209876543209876,0.033882624436626776
Super Bowl 50: Denver Broncos beat Carolina Panthers,2016,https://www.bbc.co.uk/sport/american-football/35519220,DeMarcus Cousins,0.1363253749617386,0.006680498269444801
Guernsey surfer Johnny Wallbridge claims British surf title,2016,https://www.bbc.co.uk/sport/34649949,John Wall,0.1980902777777778,0.0
Lavenham pub's WW2 servicemen signatures attract descendants,2016,https://www.bbc.co.uk/news/uk-england-suffolk-35042881,John Wall,0.0,0.0
Michael Crawford to reprise Frank Spencer for Sport Relief,2016,https://www.bbc.co.uk/news/entertainment-arts-35595714,Andrew Wiggins,0.0,0.0
Drugs arrest after Cream nightclub deaths in Liverpool,2016,https://www.bbc.co.uk/news/uk-england-merseyside-35203982,Andrew Wiggins,-0.05,0.0
Syria strikes: Find out how your MP voted,2016,https://www.bbc.co.uk/news/uk-politics-34987921,Andrew Wiggins,0.0,0.0
Super Bowl 50: Denver Broncos beat Carolina Panthers,2016,https://www.bbc.co.uk/sport/american-football/35519220,Dwyane Wade,0.1363253749617386,0.006680498269444801
Billy Joe Saunders beats Andy Lee for WBO middleweight title,2016,https://www.bbc.co.uk/sport/boxing/35125589,Jimmy Butler,0.0789926739926739,0.02310061677451456
