title,date,url,player,textblob_sentiment,relevance_score
James Harden: Houston Rockets guard sets NBA scoring record,2019,https://www.bbc.co.uk/sport/basketball/47635647,James Harden,0.0238721804511278,0.07109595858104667
James Harden: Houston Rockets guard scores 57 points against Grizzlies,2019,https://www.bbc.co.uk/sport/av/basketball/47658321,James Harden,0.0,0.40638843382567574
James Harden: Houston Rockets' guard ties Wilt Chamberlain record,2019,https://www.bbc.co.uk/sport/basketball/47236160,James Harden,0.0390625,0.05076925731514436
James Harden adds to NBA record as Houston beat Golden State in overtime,2019,https://www.bbc.co.uk/sport/basketball/46756360,James Harden,0.0992857142857143,0.03549999364755289
James Harden: How the Houston Rockets' guard is dominating the NBA,2019,https://www.bbc.co.uk/sport/basketball/47189093,James Harden,0.1505005411255411,0.0539712026112887
NBA: James Harden scores 61 points as Houston Rockets beat New York Knicks,2019,https://www.bbc.co.uk/sport/av/tennis/46989363,James Harden,0.1363636363636363,0.2996595934673034
NBA: James Harden takes basketball to the face from Giannis Antetokounmpo,2019,https://www.bbc.co.uk/sport/av/basketball/46825249,James Harden,0.0,0.46113550805692916
NBA: Giannis Antetokounmpo & James Harden dominate in top 10 plays,2019,https://www.bbc.co.uk/sport/av/basketball/46808624,James Harden,0.5,0.40638843382567597
Houston Rockets: James Harden sets new NBA scoring record,2019,https://www.bbc.co.uk/sport/basketball/46874219,James Harden,0.2098214285714285,0.030720910101148035
NBA: Houston Rockets' James Harden scores 54 points in loss to Washington Wizards,2019,https://www.bbc.co.uk/sport/av/basketball/46360539,James Harden,0.0,0.3284093891013529
NBA: Watch the top 10 plays of the week,2019,https://www.bbc.co.uk/sport/av/basketball/46686762,James Harden,0.5,0.0
NBA All-Star: Giannis scores game-high 38 points in defeat to Team LeBron,2019,https://www.bbc.co.uk/sport/basketball/47276052,James Harden,0.1341540404040404,0.039953680433778206
LeBron James impresses but LA Lakers lose 128-119 at Portland Trail Blazers,2019,https://www.bbc.co.uk/sport/basketball/45911389,James Harden,0.1622222222222222,0.01748547301041198
LeBron James is first player in the NBA's top 10 all-time scoring and assists lists,2019,https://www.bbc.co.uk/sport/basketball/47368038,James Harden,0.06,0.08746173806074872
NBA: Donovan Mitchell dunks over 7ft JaVale McGee in top 10 plays,2019,https://www.bbc.co.uk/sport/av/basketball/46892436,James Harden,0.5,0.0
LeBron James passes Wilt Chamberlain on NBA all-time scoring list in Lakers win,2019,https://www.bbc.co.uk/sport/basketball/46218586,James Harden,0.0958333333333333,0.02788463877969613
NBA: Lebron James' LA Lakers home debut is marred by a fight and ends in defeat,2019,https://www.bbc.co.uk/sport/basketball/45932208,James Harden,0.0357733175914994,0.0416984978057497
"NBA: Brandon Ingram, Rajon Rondo & Chris Paul banned after punch-up",2019,https://www.bbc.co.uk/sport/basketball/45937730,James Harden,-0.1,0.06232389792305835
NBA: LeBron James claims first Los Angeles Lakers victory,2019,https://www.bbc.co.uk/sport/basketball/45975260,James Harden,0.0819285714285714,0.02803690192518491
Russell Westbrook ties Wilt Chamberlain's triple-double record,2019,https://www.bbc.co.uk/sport/basketball/47188932,James Harden,0.1108333333333333,0.009602797111513104
King George VI Chase: Clan Des Obeaux gives Paul Nicholls a 10th race win,2019,https://www.bbc.co.uk/sport/horse-racing/46686508,Paul George,0.1964887152777778,0.023800199413166537
NBA All-Star: Giannis scores game-high 38 points in defeat to Team LeBron,2019,https://www.bbc.co.uk/sport/basketball/47276052,Kemba Walker,0.1341540404040404,0.020776233973876502
"Oscars, Baftas, Golden Globes: Who stands to win this year?",2019,https://www.bbc.co.uk/news/newsbeat-46047244,Bradley Beal,0.55,0.0
Oscars 2019: Winners in full,2019,https://www.bbc.co.uk/news/entertainment-arts-46917940,Bradley Beal,0.35,0.0
Golden Globes 2019: Red carpet in pictures,2019,https://www.bbc.co.uk/news/entertainment-arts-46777956,Bradley Beal,0.15,0.0
Oscars 2019 pictures: The best of the ceremony,2019,https://www.bbc.co.uk/news/in-pictures-47306696,Bradley Beal,1.0,0.0
NFL week 14 review: Chicago Bears channel 1985 defence to smother LA Rams,2019,https://www.bbc.co.uk/sport/american-football/46508677,Bradley Beal,0.2509171241130006,0.0024909022966922868
Oscars 2019: The Favourite and Roma lead nominations,2019,https://www.bbc.co.uk/news/entertainment-arts-46960562,Bradley Beal,0.0,0.0
Golden Globes: Lady Gaga up for best actress award,2019,https://www.bbc.co.uk/news/entertainment-arts-46466416,Bradley Beal,0.65,0.0
LeBron James impresses but LA Lakers lose 128-119 at Portland Trail Blazers,2019,https://www.bbc.co.uk/sport/basketball/45911389,Damian Lillard,0.1622222222222222,0.01748547301041198
NBA: Golden State Warriors trio fined for criticising officials,2019,https://www.bbc.co.uk/sport/basketball/47795575,Kevin Durant,-0.04,0.07218048801779717
NBA All-Star: Giannis scores game-high 38 points in defeat to Team LeBron,2019,https://www.bbc.co.uk/sport/basketball/47276052,Kevin Durant,0.1341540404040404,0.048000580985061034
Favourite player's injured? Get a refund,2019,https://www.bbc.co.uk/news/technology-47222143,Kevin Durant,0.0,0.0
Golden State Warriors beat Los Angeles Clippers in final regular-season game,2019,https://www.bbc.co.uk/sport/basketball/47850335,Kevin Durant,0.0249188311688311,0.04152986166667726
Kristaps Porzingis: New York Knicks man joins Dallas Mavericks in deadline-day shock,2019,https://www.bbc.co.uk/sport/basketball/47086242,Kevin Durant,0.051762187088274,0.018291232515792618
Week in pictures: 16 - 22 February 2019,2019,https://www.bbc.co.uk/news/in-pictures-47330955,Kevin Durant,0.0,0.0
Zion Williamson injured as Nike shoe falls apart after 33 seconds,2019,https://www.bbc.co.uk/sport/basketball/47315530,Kevin Durant,0.0490810471579702,0.0171646008208834
James Harden adds to NBA record as Houston beat Golden State in overtime,2019,https://www.bbc.co.uk/sport/basketball/46756360,Kevin Durant,0.0992857142857143,0.017697048338265988
NBA: James Harden takes basketball to the face from Giannis Antetokounmpo,2019,https://www.bbc.co.uk/sport/av/basketball/46825249,Giannis Antetokounmpo,0.0,0.46113550805692916
NBA: Giannis Antetokounmpo & James Harden dominate in top 10 plays,2019,https://www.bbc.co.uk/sport/av/basketball/46808624,Giannis Antetokounmpo,0.5,0.40638843382567574
NBA: 'Oh no he didn't' - Giannis Antetokounmpo stars in this week's best plays,2019,https://www.bbc.co.uk/sport/av/basketball/46185713,Giannis Antetokounmpo,1.0,0.40638843382567597
NBA All-Star: Giannis scores game-high 38 points in defeat to Team LeBron,2019,https://www.bbc.co.uk/sport/basketball/47276052,Giannis Antetokounmpo,0.1341540404040404,0.048000580985061034
Milwaukee Bucks top Eastern Conference after beating Philadelphia 76ers,2019,https://www.bbc.co.uk/sport/basketball/47824153,Giannis Antetokounmpo,0.3522959183673469,0.033529504324006434
Stephen Curry makes an amazing buzzer-beater for Golden State against San Antonio,2019,https://www.bbc.co.uk/sport/av/mixed-martial-arts/47630050,Stephen Curry,0.45,0.40638843382567574
Stephen Curry makes an amazing buzzer-beater for Golden State against San Antonio,2019,https://www.bbc.co.uk/sport/av/basketball/47654220,Stephen Curry,0.45,0.40638843382567574
NBA: Golden State Warriors superstar Stephen Curry's worst five seconds of basketball,2019,https://www.bbc.co.uk/sport/av/basketball/46961282,Stephen Curry,-0.35,0.1431803230840429
NBA: Golden State Warriors trio fined for criticising officials,2019,https://www.bbc.co.uk/sport/basketball/47795575,Stephen Curry,-0.04,0.10893341431005577
NBA All-Star: Giannis scores game-high 38 points in defeat to Team LeBron,2019,https://www.bbc.co.uk/sport/basketball/47276052,Stephen Curry,0.1341540404040404,0.027734020526165994
NBA: LeBron James claims first Los Angeles Lakers victory,2019,https://www.bbc.co.uk/sport/basketball/45975260,Stephen Curry,0.0819285714285714,0.04310022394353588
Golden State Warriors beat Los Angeles Clippers in final regular-season game,2019,https://www.bbc.co.uk/sport/basketball/47850335,Stephen Curry,0.0249188311688311,0.018542488737926917
Steph Curry: Golden State Warriors star helps young girl wear his trainers,2019,https://www.bbc.co.uk/sport/basketball/46396930,Stephen Curry,0.0770833333333333,0.07535863397214639
Institute's cup hopes ended by Warrenpoint Town,2019,https://www.bbc.co.uk/sport/av/northern-ireland/46770165,Stephen Curry,0.0,0.0
WBBL Cup final: Sheffield Hatters win WBBL Cup in dying seconds,2019,https://www.bbc.co.uk/sport/av/basketball/47020906,Stephen Curry,0.4,0.0
Glenavon and Institute play out six-goal thriller,2019,https://www.bbc.co.uk/sport/av/football/46710019,Stephen Curry,0.0,0.0
Glenavon and Institute play out six-goal thriller,2019,https://www.bbc.co.uk/sport/av/football/46710019,Stephen Curry,0.0,0.0
Ballymena edge out Stute to keep up pursuit of Linfield,2019,https://www.bbc.co.uk/sport/av/football/47183650,Stephen Curry,0.0,0.0
Golden State Warriors suffer heaviest defeat of season against Dallas Mavericks,2019,https://www.bbc.co.uk/sport/basketball/47684182,Stephen Curry,-0.105050505050505,0.034428813303991335
Stephen Hepburn: Sex harassment claims investigated by Labour,2019,https://www.bbc.co.uk/news/uk-england-tyne-47641273,Stephen Curry,0.0,0.22851453890959955
Tiny Palm smartphone baffles gadget fans,2019,https://www.bbc.co.uk/news/technology-45876934,Stephen Curry,0.0,0.0
NBA plays of the week featuring Timberwolves' Karl-Anthony Towns & Golden State Warriors DeMarcus Cousins,2019,https://www.bbc.co.uk/sport/av/basketball/47117599,Karl-Anthony Towns,0.3,0.29965959346730336
Kristaps Porzingis: New York Knicks man joins Dallas Mavericks in deadline-day shock,2019,https://www.bbc.co.uk/sport/basketball/47086242,Karl-Anthony Towns,0.051762187088274,0.004737790195727421
Composer of the Week: Heinrich Ignaz Franz von Biber (1644-1704): Career Move,2019,https://www.bbc.co.uk/programmes/m0003rq5,Karl-Anthony Towns,0.0,0.0
Manager ins and outs - October 2018,2019,https://www.bbc.co.uk/sport/football/45712083,Karl-Anthony Towns,0.1166666666666666,0.0
Remembering the entertainment and arts figures we lost in 2018,2019,https://www.bbc.co.uk/news/entertainment-arts-46311192,Karl-Anthony Towns,0.0,0.0
NBA: LeBron James claims first Los Angeles Lakers victory,2019,https://www.bbc.co.uk/sport/basketball/45975260,Blake Griffin,0.0819285714285714,0.018661869911841208
Steve Prescott Man of Steel: Jonny Lomax stars for leaders St Helens,2019,https://www.bbc.co.uk/sport/rugby-league/47694698,Blake Griffin,0.1365198863636363,0.011134548452235224
Steve Prescott Man of Steel: Week nine's point scoring in Super League,2019,https://www.bbc.co.uk/sport/rugby-league/47856276,Blake Griffin,0.0895440251572327,0.012969753521298196
Super League: Hull FC 12-63 Warrington Wolves,2019,https://www.bbc.co.uk/sport/rugby-league/47707792,Blake Griffin,-0.0448130341880341,0.008463464737387546
NFL week seven review: Saints quarterback Brees hits two landmarks,2019,https://www.bbc.co.uk/sport/american-football/45941939,Blake Griffin,0.0993911891189118,0.005328290525827391
Remembering the entertainment and arts figures we lost in 2018,2019,https://www.bbc.co.uk/news/entertainment-arts-46311192,Blake Griffin,0.0,0.0
NBA: Donovan Mitchell dunks over 7ft JaVale McGee in top 10 plays,2019,https://www.bbc.co.uk/sport/av/basketball/46892436,Donovan Mitchell,0.5,0.3632612213218265
"Loose Ends: David Mitchell, Donovan, Maureen Lipman, Gillian Burke, Tankus The Henge, Arthur Smith, Clive Anderson",2019,https://www.bbc.co.uk/programmes/m0001pjx,Donovan Mitchell,-0.0769230769230769,0.2373301367872794
Russell Westbrook: NBA issue lifetime ban to fan after abuse claims,2019,https://www.bbc.co.uk/sport/basketball/47544005,Donovan Mitchell,0.050661075036075,0.012994371251546198
Scotland v Kazakhstan: Rematch brings back painful memories,2019,https://www.bbc.co.uk/sport/football/47657749,Donovan Mitchell,0.0636574074074074,0.008381056733307605
Transfers - January 2019,2019,https://www.bbc.co.uk/sport/46728559,Donovan Mitchell,0.1314285714285714,0.0013889727734901793
Joel Embiid: Philadelphia 76ers centre jumps over actress Regina King,2019,https://www.bbc.co.uk/sport/basketball/47237260,Joel Embiid,0.0539256198347107,0.0557285634740746
NBAâs African stars on what the continent means to them,2019,https://www.bbc.co.uk/sport/av/africa/45864929,Joel Embiid,0.0,0.0
NBA All-Star: Giannis scores game-high 38 points in defeat to Team LeBron,2019,https://www.bbc.co.uk/sport/basketball/47276052,Joel Embiid,0.1341540404040404,0.031925588890735
Kristaps Porzingis: New York Knicks man joins Dallas Mavericks in deadline-day shock,2019,https://www.bbc.co.uk/sport/basketball/47086242,Joel Embiid,0.051762187088274,0.004737790195727421
Week in pictures: 9 - 15 February 2019,2019,https://www.bbc.co.uk/news/in-pictures-47252244,Joel Embiid,0.0,0.0
Premier League predictions: Lawro v NBA star Mario Hezonja,2019,https://www.bbc.co.uk/sport/football/46897661,Joel Embiid,0.1244199134199134,0.011026941594546999
NFL week eight review: LA Rams continue perfect start as Saints get revenge over Vikings,2019,https://www.bbc.co.uk/sport/american-football/46016794,D'Angelo Russell,0.1394692159692159,0.009150256279512135
LeBron James and the Los Angeles Lakers out of play-off race - what has gone wrong?,2019,https://www.bbc.co.uk/sport/basketball/47589985,D'Angelo Russell,0.1028217358772914,0.00719993848350496
NFL week 17 review: Eagles scrape into play-offs as Vikings and Steelers miss out,2019,https://www.bbc.co.uk/sport/american-football/46721597,D'Angelo Russell,0.0738878685848383,0.004838712329876284
NBA: LeBron James claims first Los Angeles Lakers victory,2019,https://www.bbc.co.uk/sport/basketball/45975260,Devin Booker,0.0819285714285714,0.018661869911841208
NFL week eight review: LA Rams continue perfect start as Saints get revenge over Vikings,2019,https://www.bbc.co.uk/sport/american-football/46016794,Devin Booker,0.1394692159692159,0.0027303645865851436
NBA: DeAndre' Bembry makes 'sweet' reverse dunk in NBA's top 10 plays,2019,https://www.bbc.co.uk/sport/av/basketball/46948485,Buddy Hield,0.425,0.0
Klay Thompson: Golden State Warriors shooting guard breaks Steph Curry's three-pointer record,2019,https://www.bbc.co.uk/sport/basketball/46028902,Klay Thompson,0.0462734487734487,0.03976105321144372
NBA: Klay Thompson breaks Steph Curry's three-point record with 14 against Chicago Bulls,2019,https://www.bbc.co.uk/sport/av/basketball/46030186,Klay Thompson,0.0,0.3284093891013529
Golden State Warriors: NBA champions launch $100 monthly pass - but there's no seat,2019,https://www.bbc.co.uk/sport/basketball/46191543,Klay Thompson,0.0385493827160493,0.009881030732600805
NBA: Oklahoma's Russell Westbrook scores 20-20-20 triple-double,2019,https://www.bbc.co.uk/sport/basketball/47798928,Russell Westbrook,0.15,0.05127626783387413
NBA: Russell Westbrook sets new triple-double record,2019,https://www.bbc.co.uk/sport/basketball/47208866,Russell Westbrook,0.2166666666666666,0.0466204827410839
Russell Westbrook: NBA issue lifetime ban to fan after abuse claims,2019,https://www.bbc.co.uk/sport/basketball/47544005,Russell Westbrook,0.050661075036075,0.03915463696370314
Russell Westbrook ties Wilt Chamberlain's triple-double record,2019,https://www.bbc.co.uk/sport/basketball/47188932,Russell Westbrook,0.1108333333333333,0.03226530960376752
Nipsey Hussle death: Girlfriend Lauren London 'completely lost',2019,https://www.bbc.co.uk/news/newsbeat-47797428,Russell Westbrook,0.1,0.0
Personal Best: Perfection,2019,https://www.bbc.co.uk/programmes/m0001d14,Russell Westbrook,0.5,0.0
NFL week eight review: LA Rams continue perfect start as Saints get revenge over Vikings,2019,https://www.bbc.co.uk/sport/american-football/46016794,Russell Westbrook,0.1394692159692159,0.009150256279512135
NFL week 17 review: Eagles scrape into play-offs as Vikings and Steelers miss out,2019,https://www.bbc.co.uk/sport/american-football/46721597,Russell Westbrook,0.0738878685848383,0.004838712329876284
"NBA's top plays: Jimmy Butler, LeBron James & DeMar DeRozan star",2019,https://www.bbc.co.uk/sport/av/basketball/46262000,DeMar DeRozan,0.5,0.3632612213218265
LeBron James hits a triple-double in first home Los Angeles Lakers win,2019,https://www.bbc.co.uk/sport/basketball/45988828,Nikola Jokić,0.1656926406926407,0.012498234534075843
NBA: Detroit Pistons beat Toronto Raptors in thrilling final six-second finish,2019,https://www.bbc.co.uk/sport/av/basketball/46222366,Kawhi Leonard,0.125,0.0
NBA All-Star: Giannis scores game-high 38 points in defeat to Team LeBron,2019,https://www.bbc.co.uk/sport/basketball/47276052,Kawhi Leonard,0.1341540404040404,0.031925588890735
NFL week 17 review: Eagles scrape into play-offs as Vikings and Steelers miss out,2019,https://www.bbc.co.uk/sport/american-football/46721597,Kawhi Leonard,0.0738878685848383,0.007261029590488962
NFL week 12 review: Pittsburgh Steelers' winning streak ends at Denver Broncos,2019,https://www.bbc.co.uk/sport/american-football/46344437,Kawhi Leonard,0.1015097849808593,0.00216709378343687
NBA All-Star: Giannis scores game-high 38 points in defeat to Team LeBron,2019,https://www.bbc.co.uk/sport/basketball/47276052,Kyrie Irving,0.1341540404040404,0.031925588890735
Kristaps Porzingis: New York Knicks man joins Dallas Mavericks in deadline-day shock,2019,https://www.bbc.co.uk/sport/basketball/47086242,Kyrie Irving,0.051762187088274,0.010583713273035672
LeBron James and the Los Angeles Lakers out of play-off race - what has gone wrong?,2019,https://www.bbc.co.uk/sport/basketball/47589985,Kyrie Irving,0.1028217358772914,0.007199938483504961
LeBron James and the Los Angeles Lakers out of play-off race - what has gone wrong?,2019,https://www.bbc.co.uk/sport/basketball/47589985,Julius Randle,0.1028217358772914,0.00719993848350496
Chicago Bulls beat Atlanta Hawks in third-highest scoring game in NBA history,2019,https://www.bbc.co.uk/sport/basketball/47426628,Trae Young,0.0404761904761904,0.030999121212224378
Kristaps Porzingis: New York Knicks man joins Dallas Mavericks in deadline-day shock,2019,https://www.bbc.co.uk/sport/basketball/47086242,Trae Young,0.051762187088274,0.010583713273035672
Super Bowl 53: New England Patriots beat Los Angeles Rams 13-3 for record sixth win,2019,https://www.bbc.co.uk/sport/american-football/47112047,Trae Young,0.1088351311711967,0.002353306931952406
NFL week 11 review: Philadelphia Eagles suffer record defeat as New Orleans Saints win again,2019,https://www.bbc.co.uk/sport/american-football/46260220,Trae Young,0.1907201264344121,0.00270627504060889
NFL week 13 review: Third time lucky as Chargers comeback stuns Steelers,2019,https://www.bbc.co.uk/sport/american-football/46428520,Trae Young,0.1127491127491127,0.0021732353689378724
"NBA plays of the week, featuring Doncic's brilliant buzzer-beater",2019,https://www.bbc.co.uk/sport/av/basketball/46731843,Luka Dončić,0.9,0.0
NBA: Donovan Mitchell dunks over 7ft JaVale McGee in top 10 plays,2019,https://www.bbc.co.uk/sport/av/basketball/46892436,Luka Dončić,0.5,0.0
Golden State Warriors suffer heaviest defeat of season against Dallas Mavericks,2019,https://www.bbc.co.uk/sport/basketball/47684182,Luka Dončić,-0.105050505050505,0.0
Dirk Nowitzki: Dallas Mavericks forward goes sixth on NBA all-time scoring list,2019,https://www.bbc.co.uk/sport/basketball/47623456,Luka Dončić,0.2335664335664335,0.0
Kristaps Porzingis: New York Knicks man joins Dallas Mavericks in deadline-day shock,2019,https://www.bbc.co.uk/sport/basketball/47086242,Luka Dončić,0.051762187088274,0.010583713273035672
LeBron James impresses but LA Lakers lose 128-119 at Portland Trail Blazers,2019,https://www.bbc.co.uk/sport/basketball/45911389,LeBron James,0.1622222222222222,0.01748547301041198
LeBron James passes Michael Jordan's NBA points tally,2019,https://www.bbc.co.uk/sport/av/basketball/47484317,LeBron James,0.0,0.46113550805692916
NBA: LeBron James claims first Los Angeles Lakers victory,2019,https://www.bbc.co.uk/sport/basketball/45975260,LeBron James,0.0819285714285714,0.02803690192518491
LeBron James landmark as Los Angeles Lakers thrashed by Indiana Pacers,2019,https://www.bbc.co.uk/sport/basketball/47141238,LeBron James,0.0959891118982028,0.021843672760987712
LeBron James and the Los Angeles Lakers out of play-off race - what has gone wrong?,2019,https://www.bbc.co.uk/sport/basketball/47589985,LeBron James,0.1028217358772914,0.04221878309918965
NBA: LeBron James overtakes Michael Jordan in all-time points scoring,2019,https://www.bbc.co.uk/sport/basketball/47454448,LeBron James,0.0901572112098427,0.02597478745304379
LeBron James passes Wilt Chamberlain on NBA all-time scoring list in Lakers win,2019,https://www.bbc.co.uk/sport/basketball/46218586,LeBron James,0.0958333333333333,0.02788463877969613
NBA: LeBron James features in NBA 10 best plays,2019,https://www.bbc.co.uk/sport/av/basketball/45978212,LeBron James,1.0,0.46113550805692916
NBA: LeBron James misses twice as LA Lakers lose again,2019,https://www.bbc.co.uk/sport/av/basketball/45952627,LeBron James,0.0,0.46113550805692916
LeBron James is first player in the NBA's top 10 all-time scoring and assists lists,2019,https://www.bbc.co.uk/sport/basketball/47368038,LeBron James,0.06,0.055746751388627336
LeBron James: LA Lakers star dominates on return to Cleveland Cavaliers,2019,https://www.bbc.co.uk/sport/av/basketball/46305801,LeBron James,0.0,0.40638843382567574
"NBA's top plays: Jimmy Butler, LeBron James & DeMar DeRozan star",2019,https://www.bbc.co.uk/sport/av/basketball/46262000,LeBron James,0.5,0.3632612213218265
LeBron James inspires LA Lakers in late comeback on return to Cleveland Cavaliers,2019,https://www.bbc.co.uk/sport/basketball/46300219,LeBron James,0.2111842105263158,0.02039152313167759
NBA: LeBron James scores first points for LA Lakers,2019,https://www.bbc.co.uk/sport/av/basketball/45917850,LeBron James,0.25,0.46113550805692916
LeBron James hits a triple-double in first home Los Angeles Lakers win,2019,https://www.bbc.co.uk/sport/basketball/45988828,LeBron James,0.1656926406926407,0.03767183473208868
Cleveland Cavaliers: How LeBron James' exit preceded their NBA slump,2019,https://www.bbc.co.uk/sport/basketball/46258909,LeBron James,0.1193641211219336,0.018962806861166755
NBA: Lebron James' LA Lakers home debut is marred by a fight and ends in defeat,2019,https://www.bbc.co.uk/sport/basketball/45932208,LeBron James,0.0357733175914994,0.0416984978057497
LeBron James apologises for 'Jewish money' Instagram post,2019,https://www.bbc.co.uk/news/world-us-canada-46671819,LeBron James,0.0,0.532929735901394
"NBA: Toronto Raptors coach on LeBron James, BBL and broken-down buses",2019,https://www.bbc.co.uk/sport/basketball/45899236,LeBron James,0.1483958122255994,0.003965946648344327
"LeBron James, Drake, Kim Kardashian, Lionel Messi: Who's more popular on social media?",2019,https://www.bbc.co.uk/sport/46129198,LeBron James,0.237037037037037,0.0
Space Jam 2 finally gets a release date,2019,https://www.bbc.co.uk/news/newsbeat-47330824,LeBron James,0.0,0.0
Chicago Bulls beat Atlanta Hawks in third-highest scoring game in NBA history,2019,https://www.bbc.co.uk/sport/basketball/47426628,Zach LaVine,0.0404761904761904,0.04662048274108387
NBA All-Star: Giannis scores game-high 38 points in defeat to Team LeBron,2019,https://www.bbc.co.uk/sport/basketball/47276052,Mike Conley,0.1341540404040404,0.020776233973876502
Milwaukee Bucks top Eastern Conference after beating Philadelphia 76ers,2019,https://www.bbc.co.uk/sport/basketball/47824153,Mike Conley,0.3522959183673469,0.02231097100650345
NFL week 13 review: Third time lucky as Chargers comeback stuns Steelers,2019,https://www.bbc.co.uk/sport/american-football/46428520,Mike Conley,0.1127491127491127,0.0021732353689378724
NFL week seven review: Saints quarterback Brees hits two landmarks,2019,https://www.bbc.co.uk/sport/american-football/45941939,Mike Conley,0.0993911891189118,0.005328290525827391
LeBron James landmark as Los Angeles Lakers thrashed by Indiana Pacers,2019,https://www.bbc.co.uk/sport/basketball/47141238,Bojan Bogdanović,0.0959891118982028,0.0
Derbyshire man denies murder after woman's body found,2019,https://www.bbc.co.uk/news/uk-england-derbyshire-47526362,Anthony Davis,0.0,0.0
NBA: LeBron James features in NBA 10 best plays,2019,https://www.bbc.co.uk/sport/av/basketball/45978212,Anthony Davis,1.0,0.0
Derbyshire man charged with murder after woman's body found,2019,https://www.bbc.co.uk/news/uk-england-derbyshire-46580606,Anthony Davis,0.0,0.0
Northampton Town owners' appeal bid denied,2019,https://www.bbc.co.uk/news/uk-england-northamptonshire-47861494,Anthony Davis,0.0,0.0
Replay: Arthur Ashe: In the Psychiatristâs Chair,2019,https://www.bbc.co.uk/programmes/p06v8yl9,Anthony Davis,0.0,0.0
NBA: LeBron James claims first Los Angeles Lakers victory,2019,https://www.bbc.co.uk/sport/basketball/45975260,Jamal Murray,0.0819285714285714,0.018661869911841208
NBAâs African stars on what the continent means to them,2019,https://www.bbc.co.uk/sport/av/africa/45864929,Pascal Siakam,0.0,0.0
Oxford anti-Semitism row councillor to rejoin Labour group,2019,https://www.bbc.co.uk/news/uk-england-oxfordshire-46183640,Ben Simmons,0.0,0.0
