title,date,url,player,textblob_sentiment
London 2012: LeBron James and Kobe Bryant in US Olympic squad,2012,https://www.bbc.co.uk/sport/basketball/16586122,Kevin Durant,0.23872053872053875
<<<<<<< Updated upstream
LeBron James says Great Britain's Luol Deng is a 'great player',2012,https://www.bbc.co.uk/sport/av/basketball/17164521,LeBron James,0.8
=======
>>>>>>> Stashed changes
London 2012: LeBron James and Kobe Bryant in US Olympic squad,2012,https://www.bbc.co.uk/sport/basketball/16586122,LeBron James,0.23872053872053875
NBA stars set for USA-Great Britain clash in Manchester,2012,https://www.bbc.co.uk/sport/basketball/17158534,LeBron James,0.2791666666666667
London 2012: LeBron James and Kobe Bryant in US Olympic squad,2012,https://www.bbc.co.uk/sport/basketball/16586122,Kobe Bryant,0.23872053872053875
NBA stars set for USA-Great Britain clash in Manchester,2012,https://www.bbc.co.uk/sport/basketball/17158534,Kobe Bryant,0.2791666666666667
London 2012: LeBron James and Kobe Bryant in US Olympic squad,2012,https://www.bbc.co.uk/sport/basketball/16586122,Russell Westbrook,0.23872053872053875
<<<<<<< Updated upstream
Whitney,2012,https://www.bbc.co.uk/programmes/b01cvkgg,Kevin Love,0.0
Australia's Foreign Minister Kevin Rudd resigns,2012,https://www.bbc.co.uk/news/world-asia-pacific-17123813,Kevin Love,-0.125
London 2012: LeBron James and Kobe Bryant in US Olympic squad,2012,https://www.bbc.co.uk/sport/basketball/16586122,Blake Griffin,0.23872053872053875
Leeds 34-16 Hull KR,2012,https://www.bbc.co.uk/sport/rugby-league/16834123,Blake Griffin,0.1077901104063895
NFL highlights - Brandon Marshall stars in Pro Bowl,2012,https://www.bbc.co.uk/sport/av/american-football/16785493,Brandon Jennings,0.0
London 2012: LeBron James and Kobe Bryant in US Olympic squad,2012,https://www.bbc.co.uk/sport/basketball/16586122,Carmelo Anthony,0.23872053872053875
London 2012: Olympic sport this week,2012,https://www.bbc.co.uk/sport/olympics/16678808,Carmelo Anthony,0.2167136034255599
Sportsday Live - Monday 16 January,2012,http://news.bbc.co.uk/sport1/hi/front_page/9678373.stm,Carmelo Anthony,0.13636363636363635
Paul Wellens praises St Helens youngsters,2012,https://www.bbc.co.uk/sport/av/rugby-league/17740177,Josh Smith,0.0
=======
London 2012: LeBron James and Kobe Bryant in US Olympic squad,2012,https://www.bbc.co.uk/sport/basketball/16586122,Blake Griffin,0.23872053872053875
Leeds 34-16 Hull KR,2012,https://www.bbc.co.uk/sport/rugby-league/16834123,Blake Griffin,0.1077901104063895
London 2012: LeBron James and Kobe Bryant in US Olympic squad,2012,https://www.bbc.co.uk/sport/basketball/16586122,Carmelo Anthony,0.23872053872053875
London 2012: Olympic sport this week,2012,https://www.bbc.co.uk/sport/olympics/16678808,Carmelo Anthony,0.2167136034255599
Sportsday Live - Monday 16 January,2012,http://news.bbc.co.uk/sport1/hi/front_page/9678373.stm,Carmelo Anthony,0.13636363636363635
>>>>>>> Stashed changes
Leicestershire quartet agree extended contracts,2012,https://www.bbc.co.uk/sport/cricket/16554007,Josh Smith,0.1340909090909091
