Unnamed: 0,title,date,url,player,textblob_Sentiment,key_words_score,sentiment_bert_average_score,sentiment_roberta_average_score,sentiment_xlnet_average_score,sentiment_distilbert_average_score,bert_relevance
4464,Swansea City 1-2 Everton,2013-14,https://www.bbc.co.uk/sport/football/25387089,Dwight Howard,0.1597976190476191,1.0,0.5788180069489912,0.5254470380869779,0.5874896428801797,0.537931268865412,0.5774654746055603
4897,Luol Deng joins Cleveland Cavaliers from Chicago Bulls,2013-14,https://www.bbc.co.uk/sport/basketball/25634383,Luol Deng,-0.0513888888888888,0.8,0.6446027159690857,0.5184450745582581,0.5451391637325287,0.5175736248493195,0.5774378776550293
4904,Luol Deng plans return for Great Britain qualifiers,2013-14,https://www.bbc.co.uk/sport/basketball/25753052,Luol Deng,0.3472222222222222,1.0,0.6499176224072775,0.5233934124310812,0.5733564893404642,0.5310283104578654,0.5774378776550293
5333,Scotland v Australia: Duncan Weir replaces Ruaridh Jackson,2013-14,https://www.bbc.co.uk/sport/rugby-union/25014552,Tim Duncan,-0.0001436781609195,0.8,0.657915748655796,0.535994753241539,0.5940174460411072,0.5275644212961197,0.5340408682823181
5420,Six Nations 2014: Stuart Hogg back for Scotland against Ireland,2013-14,http://www.bbc.co.uk/sport/0/rugby-union/25941235,Tim Duncan,0.1337527056277056,0.8,0.5769615343638829,0.5352655223437718,0.5928043637956891,0.5268949355397906,0.5340408682823181
5455,Scotland v Japan: Tim Swinson & Tommy Seymour to start,2013-14,https://www.bbc.co.uk/sport/rugby-union/24820124,Tim Duncan,0.1345627029220779,0.8,0.6068680286407471,0.5323606530825297,0.5525671243667603,0.5331980884075165,0.5340408682823181
5466,Six Nations: Low replaces Dickinson on Scots bench,2013-14,https://www.bbc.co.uk/sport/rugby-union/26481016,Tim Duncan,-0.0714285714285714,0.6000000000000001,0.5800977547963461,0.5328336755434672,0.5733931064605713,0.5595254500706991,0.5340408682823181
5468,Six Nations 2014: Kelly Brown targets Scotland win in Dublin,2013-14,http://www.bbc.co.uk/sport/0/rugby-union/25958590,Tim Duncan,0.0832125603864734,0.8,0.6383894562721253,0.5314191102981567,0.6029056549072266,0.5328176617622375,0.5340408682823181
5498,Tim Visser: Scotland and Edinburgh wing out until 2014,2013-14,https://www.bbc.co.uk/sport/rugby-union/24726771,Tim Duncan,-0.0784090909090909,0.8,0.5570809443791708,0.527663012345632,0.5707997481028239,0.5239421923955282,0.5340408682823181
5543,"Transfer Deadline Day: Hibs land Watmore, Boateng & Haynes",2013-14,https://www.bbc.co.uk/sport/football/25976729,Tim Duncan,0.24,0.8,0.5779379457235336,0.5153708159923553,0.5969122797250748,0.5136571526527405,0.5340408682823181
5547,Scotland: Seven called up as Matt Scott pulls out of squad,2013-14,https://www.bbc.co.uk/sport/rugby-union/24914634,Tim Duncan,0.0846153846153846,0.8,0.6431111395359039,0.5445190668106079,0.6057161688804626,0.5419807434082031,0.5340408682823181
5567,Six Nations: Scotland's Euan Murray returns from injury,2013-14,https://www.bbc.co.uk/sport/rugby-union/26423405,Tim Duncan,-0.0629629629629629,0.8,0.5984959155321121,0.5164990127086639,0.6075669229030609,0.5311462134122849,0.5340408682823181
5580,Six Nations 2014: Scotland call up Dougie Fife and Chris Fusaro,2013-14,https://www.bbc.co.uk/sport/rugby-union/25744819,Tim Duncan,0.0746376811594202,0.8,0.5922472647258213,0.5294420378548759,0.5693973217691694,0.5125666431018284,0.5340408682823181
5585,Pro 12: Ospreys 11-25 Munster,2013-14,https://www.bbc.co.uk/sport/rugby-union/26262487,Tim Duncan,0.081506734006734,1.0,0.5806048342159816,0.5370609164237976,0.5907321402004787,0.5333616307803563,0.5340408682823181
6057,Glasgow 2014: The Jamaican university that changed athletics,2013-14,https://www.bbc.co.uk/sport/commonwealth-games/26986280,Joe Johnson,0.1588937145105976,1.0,0.5917458017667134,0.5386201937993368,0.5839629530906677,0.525267231464386,0.5247489213943481
6112,Transfer window: Yeovil Town extend Joe Ralls loan from Cardiff,2013-14,https://www.bbc.co.uk/sport/football/25697194,Joe Johnson,0.3556926406926406,0.8,0.6273707548777262,0.5194763342539469,0.5625645120938619,0.5154421726862589,0.5247489213943481
6536,BBL Cup final: Leicester overcome Newcastle in tense finish,2013-14,https://www.bbc.co.uk/sport/basketball/25706951,Paul Millsap,0.1090130568356375,0.8,0.5925830432346889,0.5404887965747288,0.5698654311043876,0.5294361114501953,0.5314225554466248
6545,Jamaica faces serious questions in the fight against doping,2013-14,https://www.bbc.co.uk/sport/athletics/24906369,Paul Millsap,0.047257313393677,0.8,0.6014420390129089,0.5366025187752463,0.5883066600019281,0.52359262379733,0.5314225554466248
6678,Rob Paternostro: British basketball riding wave of momentum,2013-14,https://www.bbc.co.uk/sport/basketball/25827898,Thaddeus Young,0.147335594035594,0.8,0.5477278172969818,0.5359754621982574,0.567034387588501,0.5186488628387451,0.5630145072937012
6929,Premiership: Harlequins 23-9 London Irish,2013-14,https://www.bbc.co.uk/sport/rugby-union/26731104,Evan Turner,0.1225252525252525,0.8,0.5927728191018105,0.5479685366153717,0.5900651514530182,0.5337187126278877,0.5209941267967224
7032,Wales Women announce squad for World Cup qualifiers,2013-14,https://www.bbc.co.uk/sport/football/26721212,Evan Turner,-0.16,0.6000000000000001,0.6078207890192667,0.5352211594581604,0.5627636512120565,0.52337513367335,0.5209941267967224
7124,Barbarians confirm squad to face Combined Services,2013-14,https://www.bbc.co.uk/sport/rugby-union/24873421,Evan Turner,-0.08,0.8,0.6021848320960999,0.5415313641230265,0.5429180065790812,0.5263034105300903,0.5209941267967224
8891,World Twenty20 qualifiers: Scotland suffer defeat by Kenya,2013-14,https://www.bbc.co.uk/sport/cricket/24999016,Eric Gordon,0.1800734618916437,0.6000000000000001,0.5866653174161911,0.5409374535083771,0.6382016539573669,0.5262382477521896,0.5343828797340393
9868,"Gossip column: Moyes, Mourinho, Williams, Mascherano, Wenger",2013-14,https://www.bbc.co.uk/sport/26795986,Mo Williams,0.057002457002457,0.8,0.6408625766634941,0.5209261998534203,0.5631726160645485,0.5280454158782959,0.5203962922096252
9870,Morecambe: Ryan Williams and Andy Wright sign contracts,2013-14,https://www.bbc.co.uk/sport/football/26240111,Mo Williams,0.0936363636363636,1.0,0.5920386612415314,0.5157994329929352,0.5792836248874664,0.5282935798168182,0.5203962922096252
9872,Swansea captain Ashley Williams will give everything for Garry Monk,2013-14,https://www.bbc.co.uk/sport/football/26105485,Mo Williams,0.1281385281385281,1.0,0.5638215243816376,0.5153021117051443,0.5980313718318939,0.5274962584177653,0.5203962922096252
9875,Owain Fon Williams to recover from Wolves error - Ronnie Moore,2013-14,https://www.bbc.co.uk/sport/football/25122027,Mo Williams,0.1,1.0,0.5619833866755167,0.528981884320577,0.5486359198888143,0.5094465613365173,0.5203962922096252
9876,Owain Fon Williams's Wales debut overdue - Ronnie Moore,2013-14,https://www.bbc.co.uk/sport/football/24955560,Mo Williams,0.062579365079365,1.0,0.6235226631164551,0.5321970582008362,0.5716111183166503,0.5186289429664612,0.5203962922096252
9878,WSL: Rachel Williams signals England hopes after Chelsea move,2013-14,https://www.bbc.co.uk/sport/football/24900180,Mo Williams,0.1135497835497835,0.8,0.5810403525829315,0.5470882803201675,0.5987931191921234,0.5155439376831055,0.5203962922096252
9938,Andy Murray set for live webcast Q&A broadcast from Stirling,2013-14,http://www.bbc.co.uk/sport/0/get-inspired/26716659,Gerald Wallace,0.1703757575757575,0.8,0.6222123503684998,0.5319530814886093,0.6288664788007736,0.5154395252466202,0.51750248670578
9959,Welsh rugby: President's Caps given to 25 players for non-Tests,2013-14,https://www.bbc.co.uk/sport/rugby-union/25059124,Gerald Wallace,0.1318088290310512,1.0,0.5575791427067348,0.5520926288196019,0.5898924129349845,0.5370137861796788,0.51750248670578
10074,Glasgow 2014: The Jamaican university that changed athletics,2013-14,https://www.bbc.co.uk/sport/commonwealth-games/26986280,Glen Davis,0.1588937145105976,1.0,0.6001021146774292,0.5298696756362915,0.5658583442370096,0.5315127968788147,0.5453647971153259
10422,Pro12: Connacht 38-6 Treviso,2013-14,https://www.bbc.co.uk/sport/rugby-union/26389304,Tobias Harris,0.1710285285285285,0.8,0.6463605364163717,0.5338562329610189,0.5775813062985738,0.5282971262931824,0.5703384280204773
10442,Sochi 2014: Winter Olympics sports this week,2013-14,https://www.bbc.co.uk/sport/winter-olympics/25374020,Tobias Harris,0.1349953735831599,0.8,0.5849400609731674,0.5369485706090927,0.5807746410369873,0.5320836246013642,0.5703384280204773
10878,Glasgow 2014: The Jamaican university that changed athletics,2013-14,https://www.bbc.co.uk/sport/commonwealth-games/26986280,José Calderón,0.1588937145105976,0.8,0.618418828646342,0.5474963823954264,0.5569562117258707,0.5246840159098307,0.52912837266922
10887,Cristiano Ronaldo scores twice as Real Madrid reach cup final,2013-14,https://www.bbc.co.uk/sport/football/26143037,José Calderón,0.0772145417306707,0.4,0.5786425471305847,0.5280729681253433,0.5668540447950363,0.5283118635416031,0.52912837266922
10894,Champions League: Chelsea drawn against Atletico Madrid,2013-14,https://www.bbc.co.uk/sport/football/26966141,José Calderón,0.1436868686868686,0.4,0.569084916796003,0.5369087202208382,0.5748528582709176,0.5138513190405709,0.52912837266922
10918,Atletico Madrid v Real Madrid: La Liga rivals set for 'do or die' derby,2013-14,https://www.bbc.co.uk/sport/football/26357670,José Calderón,0.161743919064361,0.4,0.5953499334199088,0.5326218605041504,0.5838550584656852,0.5248999425343105,0.52912837266922
10920,"Champions League draw: Man Utd v Bayern Munich, PSG v Chelsea",2013-14,https://www.bbc.co.uk/sport/football/26682665,José Calderón,0.0999007936507936,0.4,0.5959784454769559,0.5336513453059726,0.5893776814142863,0.5208201143476698,0.52912837266922
10945,Atletico Madrid: Diego Simeone's side are stern test for Chelsea,2013-14,https://www.bbc.co.uk/sport/football/26966304,José Calderón,0.1006089809661238,0.4,0.6027368307113647,0.5280751202787671,0.5706731719630105,0.527072902236666,0.52912837266922
10955,World Cup 2014: Belgium legends rule out glory in Brazil,2013-14,https://www.bbc.co.uk/sport/football/25210495,José Calderón,0.2126138433515483,0.4,0.581322968006134,0.5257000393337674,0.5885425607363383,0.5281570156415304,0.52912837266922
10995,"Gossip column: Kroos, Rodriguez, Casillas, Azmoun, Hazard",2013-14,https://www.bbc.co.uk/sport/26965549,José Calderón,0.1195704295704295,0.4,0.6135775034244244,0.5269112449425918,0.5957555266527029,0.5328918557900649,0.52912837266922
11011,Champions League draw: Bayern Munich & PSG face English sides,2013-14,https://www.bbc.co.uk/sport/football/26664718,José Calderón,0.1502134024978852,0.6000000000000001,0.6162855625152588,0.5261136417587599,0.5815185035268465,0.5220162520805994,0.52912837266922
