Unnamed: 0,title,date,url,player,textblob_Sentiment,key_words_score
366,Stephen Curry: NBA three-point record broken by Golden State Warrior,2015-16,https://www.bbc.co.uk/sport/basketball/35681271,Stephen Curry,0.325,0.8
370,Golden State Warriors: Stephen Curry's side need four wins for NBA history,2015-16,https://www.bbc.co.uk/sport/basketball/35976488,Stephen Curry,0.3,1.0
373,Stephen Curry's Golden State Warriors set new NBA record,2015-16,http://www.bbc.co.uk/sport/basketball/35640891,Stephen Curry,0.34,1.0
388,Steph Curry: Warriors star sets NBA three-point record,2015-16,https://www.bbc.co.uk/sport/basketball/35666842,Stephen Curry,0.325,1.2
399,Golden State Warriors close in on NBA wins record,2015-16,https://www.bbc.co.uk/sport/basketball/35994800,Stephen Curry,0.2454545454545454,0.6000000000000001
430,Golden State Warriors suffer rare defeat in NBA record wins chase,2015-16,https://www.bbc.co.uk/sport/basketball/35855809,Stephen Curry,0.2636363636363636,0.8
432,Golden State Warriors extend unbeaten run to set NBA record,2015-16,https://www.bbc.co.uk/sport/basketball/34918642,Stephen Curry,0.2259259259259259,1.0
539,Golden State Warriors' 54-match NBA winning home record ends,2015-16,https://www.bbc.co.uk/sport/basketball/35949980,Stephen Curry,0.20625,1.0
560,Steph Curry: Is NBA star really the new Michael Jordan?,2015-16,https://www.bbc.co.uk/sport/basketball/35666661,Stephen Curry,0.2223523375222405,1.0
930,Jason Day's wife absolves LeBron James of blame after collision,2015-16,https://www.bbc.co.uk/sport/basketball/35132008,LeBron James,0.1585516418105703,1.0
1735,Paul Cook: Christmas run-in will define League Two season,2015-16,https://www.bbc.co.uk/sport/football/34869127,Chris Paul,0.1470238095238095,0.6000000000000001
2055,Pro12: Glasgow Warriors 13-6 Benetton Treviso,2015-16,https://www.bbc.co.uk/sport/rugby-union/34933521,Gordon Hayward,0.0076486013986013,0.8
2267,Mohamed Kamara reunites with Finnish club HJK Helsinki,2015-16,http://www.bbc.co.uk/sport/0/football/35737587,Rudy Gay,0.1647849462365591,0.6000000000000001
2314,Orlando Magic must 'make a stand' against Toronto in London NBA tie,2015-16,https://www.bbc.co.uk/sport/basketball/35312390,Nikola Vučević,-0.0209876543209876,0.6000000000000001
2368,Super Bowl 50: Denver Broncos beat Carolina Panthers,2015-16,https://www.bbc.co.uk/sport/american-football/35519220,DeMarcus Cousins,0.1363253749617386,0.6000000000000001
2449,Guernsey surfer Johnny Wallbridge claims British surf title,2015-16,https://www.bbc.co.uk/sport/34649949,John Wall,0.1980902777777778,0.8
3275,Billy Joe Saunders beats Andy Lee for WBO middleweight title,2015-16,https://www.bbc.co.uk/sport/boxing/35125589,Jimmy Butler,0.0789926739926739,0.8
3310,South Africa v England: James Anderson set to replace Chris Woakes,2015-16,https://www.bbc.co.uk/sport/cricket/35209080,Jimmy Butler,0.1423681570165945,0.8
3402,NBA: Toronto Raptors beat Orlando Magic in London,2015-16,https://www.bbc.co.uk/sport/basketball/35319985,Victor Oladipo,0.2285714285714286,1.0
3413,Nigeria under-17 star Osimhen in no rush to decide future,2015-16,https://www.bbc.co.uk/sport/football/35175445,Victor Oladipo,0.1938655462184874,0.8
3457,Steph Curry: Warriors star sets NBA three-point record,2015-16,https://www.bbc.co.uk/sport/basketball/35666842,Kyle Lowry,0.325,0.8
3487,NBA: Toronto Raptors beat Orlando Magic in London,2015-16,https://www.bbc.co.uk/sport/basketball/35319985,Kyle Lowry,0.2285714285714286,1.0
3588,Transfer deals - January 2016,2015-16,https://www.bbc.co.uk/sport/35210714,Kyle Lowry,0.0334848484848484,1.0
3779,Mohamed Kamara reunites with Finnish club HJK Helsinki,2015-16,http://www.bbc.co.uk/sport/0/football/35737587,Kevin Love,0.1647849462365591,0.8
4001,NBA: Toronto Raptors beat Orlando Magic in London,2015-16,https://www.bbc.co.uk/sport/basketball/35319985,DeMar DeRozan,0.2285714285714286,1.0
