Unnamed: 0,title,date,url,player,textblob_Sentiment,key_words_score,nltk_Sentiment
655,LeBron James' Cleveland Cavaliers NBA return ends in loss,2014-15,https://www.bbc.co.uk/sport/basketball/29846598,LeBron James,0.1551948051948052,1.0,0.9322
755,Kevin Pietersen: Eoin Morgan wants me in England side,2014-15,https://www.bbc.co.uk/sport/cricket/30794807,Kevin Love,0.0808999081726354,0.6000000000000001,0.8671
1259,Irish Premiership: Institute 1-1 Warrenpoint Town,2014-15,https://www.bbc.co.uk/sport/football/30606362,Stephen Curry,0.1692307692307692,0.8,0.9403
1301,Irish Premiership: Ballinamallard Utd 3-1 Warrenpoint Town,2014-15,https://www.bbc.co.uk/sport/football/30255666,Stephen Curry,0.0810213940648723,0.6000000000000001,0.9343
1308,Irish Premiership: Portadown 2-1 Institute,2014-15,https://www.bbc.co.uk/sport/football/30673066,Stephen Curry,0.1220178372352285,0.8,0.9382
1395,Irish Premiership: Ballinamallard Utd 2-1 Coleraine,2014-15,https://www.bbc.co.uk/sport/football/31473142,Stephen Curry,0.0341269841269841,0.6000000000000001,-0.7584
1396,Irish Premiership: Ballinamallard Utd 1-1 Crusaders,2014-15,https://www.bbc.co.uk/sport/football/29968735,Stephen Curry,-0.0359567901234567,0.6000000000000001,0.9246
2237,NBA All-Star Damian Lillard praises Englishman Joel Freeland,2014-15,https://www.bbc.co.uk/sport/basketball/31470307,Damian Lillard,0.1033057851239669,0.6000000000000001,0.9694
3164,BBL Trophy final: Newcastle Eagles 96-90 Leicester Riders,2014-15,http://www.bbc.co.uk/sport/basketball/32011667,Thaddeus Young,0.0832569444444444,0.8,0.9598
3405,Cliftonville still team to beat - Glenavon boss Gary Hamilton,2014-15,https://www.bbc.co.uk/sport/football/30142956,Kyle Lowry,0.1220238095238095,0.8,0.995
3648,Athletics: Aled Sion Davies beats his own world indoor record,2014-15,https://www.bbc.co.uk/sport/wales/31479598,Anthony Davis,0.1486742424242424,0.6000000000000001,0.8807
3680,Aled Davies: Welshman adds shot world record to new discus mark,2014-15,https://www.bbc.co.uk/sport/disability-sport/31579294,Anthony Davis,0.27,0.6000000000000001,0.99
3706,Anthony Stewart: Crewe sign Wycombe defender on loan,2014-15,https://www.bbc.co.uk/sport/football/30196434,Anthony Davis,-0.0111317254174397,0.8,-0.0644
3734,Aled Sion Davies sets new F42 shot put indoor personal best,2014-15,https://www.bbc.co.uk/sport/wales/30771645,Anthony Davis,0.1244206773618538,0.6000000000000001,0.9393
3750,BDO World Darts: Jeff Smith beats Robbie Green to reach semis,2014-15,https://www.bbc.co.uk/sport/darts/30756796,Jeff Green,0.1155980861244019,0.8,0.969
3857,"PDC Qualifying School: Green, Norris & Wilson earn tour cards",2014-15,https://www.bbc.co.uk/sport/darts/30879219,Jeff Green,-0.0214285714285714,0.8,0.1027
3903,BDO World Darts Championships 2015: Full results,2014-15,https://www.bbc.co.uk/sport/darts/30352566,Jeff Green,0.0399999999999999,0.8,0.25
3961,BDO World Championships: Can Jeff Smith emulate hero John Part?,2014-15,https://www.bbc.co.uk/sport/darts/30735592,Jeff Green,0.2057359307359307,0.8,0.997
3998,BDO World Championships: Wesley Harms loses to Jeff Smith,2014-15,http://www.bbc.co.uk/sport/0/darts/30705454,Jeff Green,0.1804347826086956,0.8,0.9906
4285,BBL: Cheshire Phoenix maintain impressive winning run,2014-15,https://www.bbc.co.uk/sport/basketball/30328222,Paul Millsap,0.2088657407407407,0.8,0.996
4328,Super Bowl XLIX: 'NFL flourishes amid mayhem and chaos',2014-15,https://www.bbc.co.uk/sport/american-football/31062512,Paul Millsap,0.0846686562595653,0.6000000000000001,0.9147
4471,BBL Trophy final: Newcastle Eagles 96-90 Leicester Riders,2014-15,http://www.bbc.co.uk/sport/basketball/32011667,Kevin Martin,0.0832569444444444,0.8,0.9598
4875,BBL Trophy: Surrey United beat Essex Leopards in first round,2014-15,https://www.bbc.co.uk/sport/basketball/30882487,Jamal Crawford,0.1534722222222222,1.0,0.9901
5050,Australia v India: Steve Smith and Josh Hazlewood shine in Brisbane,2014-15,https://www.bbc.co.uk/sport/cricket/30528406,Josh Smith,0.1243055555555555,0.6000000000000001,0.1901
5152,Ex-Leeds United MD David Haigh was 'suicidal' in Dubai prison,2014-15,https://www.bbc.co.uk/sport/football/31888718,David Lee,-0.0023809523809523,0.8,-0.9914
5153,David Norris joins Peterborough United after Leeds exit,2014-15,https://www.bbc.co.uk/sport/football/31453660,David Lee,0.2314814814814814,0.6000000000000001,0.9477
5221,British Canoe Slalom trials: Olympians dominate,2014-15,https://www.bbc.co.uk/sport/canoeing/32190124,David Lee,0.0716666666666666,0.8,0.9673
