player,date,url,textblob_Sentiment,key_words_score,sentiment_bert_average_score,sentiment_roberta_average_score,sentiment_xlnet_average_score,sentiment_distilbert_average_score,bert_relevance,nltk_Sentiment,number_of_articles
Anthony Davis,2021-22,"['https://www.bbc.co.uk/sport/basketball/59020374', 'https://www.bbc.co.uk/sport/basketball/60965085', 'https://www.bbc.co.uk/sport/basketball/60240801', 'https://www.bbc.co.uk/sport/basketball/59197184', 'https://www.bbc.co.uk/sport/basketball/60459972', 'https://www.bbc.co.uk/sport/basketball/59209614', 'https://www.bbc.co.uk/sport/football/60092288', 'https://www.bbc.co.uk/sport/basketball/60747632', 'https://www.bbc.co.uk/sport/football/59099842', 'https://www.bbc.co.uk/sport/basketball/60256924', 'https://www.bbc.co.uk/sport/basketball/60000308', 'https://www.bbc.co.uk/sport/basketball/60166399', 'https://www.bbc.co.uk/sport/basketball/59020374', 'https://www.bbc.co.uk/sport/basketball/60965085', 'https://www.bbc.co.uk/sport/basketball/60240801', 'https://www.bbc.co.uk/sport/basketball/59197184', 'https://www.bbc.co.uk/sport/basketball/60459972', 'https://www.bbc.co.uk/sport/basketball/59209614', 'https://www.bbc.co.uk/sport/football/60092288', 'https://www.bbc.co.uk/sport/basketball/60747632', 'https://www.bbc.co.uk/sport/football/59099842', 'https://www.bbc.co.uk/sport/basketball/60256924', 'https://www.bbc.co.uk/sport/basketball/60000308', 'https://www.bbc.co.uk/sport/basketball/60166399']",0.12864355450541384,0.9333333333333335,0.5896721890553682,0.5312197056984661,0.5903185033738011,0.5289324818611746,,0.482,24
Ben Simmons,2021-22,"['https://www.bbc.co.uk/sport/basketball/60704111', 'https://www.bbc.co.uk/sport/basketball/58915171', 'https://www.bbc.co.uk/sport/rugby-union/59408719', 'https://www.bbc.co.uk/sport/basketball/60337552', 'https://www.bbc.co.uk/sport/american-football/60743512', 'https://www.bbc.co.uk/sport/basketball/59280176', 'https://www.bbc.co.uk/sport/american-football/59997401', 'https://www.bbc.co.uk/sport/rugby-union/58997071', 'https://www.bbc.co.uk/sport/rugby-union/60617330', 'https://www.bbc.co.uk/sport/rugby-union/60287123', 'https://www.bbc.co.uk/sport/american-football/60019066', 'https://www.bbc.co.uk/sport/basketball/60704111', 'https://www.bbc.co.uk/sport/basketball/58915171', 'https://www.bbc.co.uk/sport/rugby-union/59408719', 'https://www.bbc.co.uk/sport/basketball/60337552', 'https://www.bbc.co.uk/sport/american-football/60743512', 'https://www.bbc.co.uk/sport/basketball/59280176', 'https://www.bbc.co.uk/sport/american-football/59997401', 'https://www.bbc.co.uk/sport/rugby-union/58997071', 'https://www.bbc.co.uk/sport/rugby-union/60617330', 'https://www.bbc.co.uk/sport/rugby-union/60287123', 'https://www.bbc.co.uk/sport/american-football/60019066']",0.11420426578499397,0.9454545454545454,0.5992835086473843,0.5321738284382743,0.58643536845929,0.5265182609188381,0.6974320411682129,0.9783636363636365,22
Blake Griffin,2021-22,"['https://www.bbc.co.uk/sport/baseball/59144305', 'https://www.bbc.co.uk/sport/baseball/59144305']",0.1225869809203143,0.6000000000000001,0.569980936391013,0.5359372581754412,0.5573363133839199,0.521620375769479,,0.9973,2
CJ McCollum,2021-22,"['https://www.bbc.co.uk/sport/basketball/60552459', 'https://www.bbc.co.uk/sport/basketball/60536647', 'https://www.bbc.co.uk/sport/basketball/60180368', 'https://www.bbc.co.uk/sport/basketball/60200633', 'https://www.bbc.co.uk/sport/basketball/59559633', 'https://www.bbc.co.uk/sport/basketball/60552459', 'https://www.bbc.co.uk/sport/basketball/60536647', 'https://www.bbc.co.uk/sport/basketball/60180368', 'https://www.bbc.co.uk/sport/basketball/60200633', 'https://www.bbc.co.uk/sport/basketball/59559633']",0.21849599693678634,0.96,0.5875003498792648,0.5365961682796477,0.567796412706375,0.529448870420456,0.5019283294677734,0.9357200000000001,10
Caris LeVert,2021-22,"['https://www.bbc.co.uk/sport/basketball/60240801', 'https://www.bbc.co.uk/sport/basketball/59619765', 'https://www.bbc.co.uk/sport/basketball/59694810', 'https://www.bbc.co.uk/sport/basketball/60065607', 'https://www.bbc.co.uk/sport/basketball/60240801', 'https://www.bbc.co.uk/sport/basketball/59619765', 'https://www.bbc.co.uk/sport/basketball/59694810', 'https://www.bbc.co.uk/sport/basketball/60065607']",0.17449317580567578,1.0,0.605639480551084,0.5279555993775527,0.5771528380612532,0.5227239636083444,,0.94405,8
Christian Wood,2021-22,"['https://www.bbc.co.uk/sport/american-football/60224493', 'https://www.bbc.co.uk/sport/football/60209682', 'https://www.bbc.co.uk/sport/basketball/59173791', 'https://www.bbc.co.uk/sport/basketball/59146508', 'https://www.bbc.co.uk/sport/football/59019336', 'https://www.bbc.co.uk/sport/football/59271457', 'https://www.bbc.co.uk/sport/american-football/60224493', 'https://www.bbc.co.uk/sport/football/60209682', 'https://www.bbc.co.uk/sport/basketball/59173791', 'https://www.bbc.co.uk/sport/basketball/59146508', 'https://www.bbc.co.uk/sport/football/59019336', 'https://www.bbc.co.uk/sport/football/59271457']",0.10547839445136593,0.8333333333333334,0.5933323064386243,0.5292010463774205,0.5745375034822658,0.5291695947749446,0.6284840703010559,0.9698666666666665,12
Clint Capela,2021-22,"['https://www.bbc.co.uk/sport/basketball/59287472', 'https://www.bbc.co.uk/sport/basketball/59287472']",0.1273809523809523,1.0,0.6033468643824259,0.5318456093470255,0.5785237352053324,0.5256550113360087,0.5798316597938538,0.8807,2
Coby White,2021-22,"['https://www.bbc.co.uk/sport/basketball/59738962', 'https://www.bbc.co.uk/sport/basketball/59648692', 'https://www.bbc.co.uk/sport/basketball/59846066', 'https://www.bbc.co.uk/sport/basketball/59738962', 'https://www.bbc.co.uk/sport/basketball/59648692', 'https://www.bbc.co.uk/sport/basketball/59846066']",0.09926482310478517,1.0,0.6195592946476407,0.5384972045818964,0.5710525843832227,0.5133046905199686,0.5040822625160217,0.33969999999999995,6
Darius Garland,2021-22,"['https://www.bbc.co.uk/sport/basketball/59280176', 'https://www.bbc.co.uk/sport/basketball/60322237', 'https://www.bbc.co.uk/sport/basketball/60831806', 'https://www.bbc.co.uk/sport/basketball/60035898', 'https://www.bbc.co.uk/sport/basketball/59273283', 'https://www.bbc.co.uk/sport/basketball/59280176', 'https://www.bbc.co.uk/sport/basketball/60322237', 'https://www.bbc.co.uk/sport/basketball/60831806', 'https://www.bbc.co.uk/sport/basketball/60035898', 'https://www.bbc.co.uk/sport/basketball/59273283']",0.22036702340436562,0.8400000000000001,0.6035468816757202,0.536658184925715,0.5684993853171666,0.5273142621914546,0.588744580745697,0.9642200000000001,10
Deandre Ayton,2021-22,"['https://www.bbc.co.uk/sport/basketball/60858243', 'https://www.bbc.co.uk/sport/basketball/59173791', 'https://www.bbc.co.uk/sport/basketball/59877980', 'https://www.bbc.co.uk/sport/basketball/59531498', 'https://www.bbc.co.uk/sport/basketball/60673890', 'https://www.bbc.co.uk/sport/basketball/60277691', 'https://www.bbc.co.uk/sport/basketball/59302423', 'https://www.bbc.co.uk/sport/basketball/59905773', 'https://www.bbc.co.uk/sport/basketball/59753045', 'https://www.bbc.co.uk/sport/basketball/59619765', 'https://www.bbc.co.uk/sport/basketball/59487440', 'https://www.bbc.co.uk/sport/basketball/60337552', 'https://www.bbc.co.uk/sport/basketball/60858243', 'https://www.bbc.co.uk/sport/basketball/59173791', 'https://www.bbc.co.uk/sport/basketball/59877980', 'https://www.bbc.co.uk/sport/basketball/59531498', 'https://www.bbc.co.uk/sport/basketball/60673890', 'https://www.bbc.co.uk/sport/basketball/60277691', 'https://www.bbc.co.uk/sport/basketball/59302423', 'https://www.bbc.co.uk/sport/basketball/59905773', 'https://www.bbc.co.uk/sport/basketball/59753045', 'https://www.bbc.co.uk/sport/basketball/59619765', 'https://www.bbc.co.uk/sport/basketball/59487440', 'https://www.bbc.co.uk/sport/basketball/60337552']",0.17109624241400387,0.9833333333333334,0.5879027557869753,0.5323227377164933,0.574624260195664,0.522524185171203,0.5101575255393982,0.7295416666666666,24
