player,date,url,textblob_Sentiment,key_words_score,sentiment_bert_average_score,sentiment_roberta_average_score,sentiment_xlnet_average_score,sentiment_distilbert_average_score,bert_relevance,nltk_Sentiment,number_of_articles
Al Harrington,2010-11,['http://news.bbc.co.uk/sport1/hi/rugby_union/welsh/9176198.stm'],0.0696647509578544,1.0,0.5705131441354752,0.5167884081602097,0.6102034151554108,0.5244994759559631,0.5135990381240845,0.0,1
Andre Miller,2010-11,['http://news.bbc.co.uk/sport1/hi/scotland/9363238.stm'],0.2387205387205387,1.0,0.5771139204502106,0.5350940942764282,0.5667581975460052,0.5201410114765167,0.5085715651512146,0.9993,1
Andrea Bargnani,2010-11,"['http://news.bbc.co.uk/sport1/hi/other_sports/basketball/9416125.stm', 'http://news.bbc.co.uk/sport1/hi/other_sports/basketball/9413793.stm', 'http://news.bbc.co.uk/sport1/hi/other_sports/basketball/9415553.stm']",0.12906617709173623,1.2,0.5711236387404085,0.5263602156518844,0.6017611419335442,0.5214397202284017,0.5217874050140381,0.9632999999999999,3
Andrew Bogut,2010-11,['http://news.bbc.co.uk/sport1/hi/other_sports/basketball/9359362.stm'],0.2177685950413223,0.6000000000000001,0.5836417824029922,0.5613349974155426,0.5475477427244186,0.5311507731676102,0.5178074836730957,0.9802,1
Brandon Rush,2010-11,['http://news.bbc.co.uk/sport1/hi/other_sports/ice_hockey/9370892.stm'],0.1885224424698109,0.8,0.5319880743821462,0.5245407919088999,0.5670277774333954,0.5146831373373667,0.5002029538154602,,1
Carlos Boozer,2010-11,['http://news.bbc.co.uk/sport1/hi/other_sports/basketball/9415736.stm'],0.1365508365508365,0.8,0.6150981336832047,0.5403348058462143,0.5943715274333954,0.5172883719205856,0.5020580291748047,,1
Carlos Delfino,2010-11,['http://news.bbc.co.uk/sport1/hi/other_sports/basketball/9415736.stm'],0.0964555293191656,0.8,0.6057848483324051,0.5161941945552826,0.5816934406757355,0.5164554566144943,0.5183289647102356,0.9942,1
Courtney Lee,2010-11,"['http://news.bbc.co.uk/sport1/hi/football/eng_conf/9419072.stm', 'http://news.bbc.co.uk/sport1/hi/rugby_union/my_club/northampton/9403619.stm']",0.24837921337921337,0.8,0.6091795675456524,0.5350954420864582,0.5951076274116833,0.5246405017872651,0.5052891969680786,0.9959,2
Danny Granger,2010-11,"['http://news.bbc.co.uk/sport1/hi/other_sports/basketball/9433310.stm', 'http://news.bbc.co.uk/sport1/hi/football/scot_prem/9448021.stm']",0.24875555555555554,0.5,0.586005300283432,0.5359213550885518,0.6078349252541859,0.5379890501499176,0.5178067684173584,,2
Devin Harris,2010-11,['http://news.bbc.co.uk/sport1/hi/rugby_union/welsh/9342479.stm'],0.2387205387205387,0.4,0.6297655403614044,0.5069371461868286,0.5881376713514328,0.5161856412887573,0.5030807852745056,0.9995,1
Eric Gordon,2010-11,"['http://news.bbc.co.uk/sport1/hi/football/scot_cups/9207800.stm', 'http://news.bbc.co.uk/sport1/hi/football/scot_div_1/9437974.stm']",0.15739602437363626,0.8,0.5921736687421799,0.5400394558906555,0.5585437029600143,0.5332020148634911,0.5111217498779297,0.6207,2
Gilbert Arenas,2010-11,['http://news.bbc.co.uk/sport1/hi/other_sports/basketball/9415736.stm'],0.1194018037518038,0.6000000000000001,0.5439616739749908,0.5497409254312515,0.5522273033857346,0.5307105928659439,0.5074753165245056,,1
Grant Hill,2010-11,['http://news.bbc.co.uk/local/herefordandworcester/hi/people_and_places/history/newsid_9390000/9390586.stm'],0.2698510529019003,0.8,0.5734717349211375,0.5457782944043478,0.5565499564011892,0.5454814831415812,0.5435279607772827,0.4329,1
Jamal Crawford,2010-11,['http://news.bbc.co.uk/sport1/hi/other_sports/basketball/9359362.stm'],0.1064141414141414,0.6000000000000001,0.5713098496198654,0.5278302729129791,0.5775483697652817,0.533128410577774,0.5267977118492126,0.8934,1
Jason Thompson,2010-11,"['http://news.bbc.co.uk/sport1/hi/other_sports/ice_hockey/9359167.stm', 'http://news.bbc.co.uk/sport1/hi/other_sports/ice_hockey/9192738.stm', 'http://news.bbc.co.uk/sport1/hi/other_sports/ice_hockey/9171203.stm', 'http://news.bbc.co.uk/sport1/hi/football/eng_conf/9156725.stm', 'https://www.bbc.co.uk/sport/ice-hockey/13035684']",0.11473956307999252,0.68,0.6075585178534191,0.5314547248681386,0.5828388826052348,0.531373838186264,0.5255300998687744,0.17028000000000001,5
Joe Johnson,2010-11,"['http://news.bbc.co.uk/sport1/hi/football/eng_conf/9422409.stm', 'http://news.bbc.co.uk/sport1/hi/other_sports/basketball/9158018.stm', 'http://news.bbc.co.uk/sport1/hi/football/eng_conf/9401885.stm']",0.0810543377032738,0.6,0.5731172627872891,0.5379356708791522,0.5601681040392982,0.5231773820188311,0.5188912153244019,,3
John Salmons,2010-11,['http://news.bbc.co.uk/sport1/hi/football/eng_conf/9432689.stm'],0.2626121463077985,0.6000000000000001,0.6358278036117554,0.5552847504615783,0.6439550518989563,0.5268200397491455,0.5285409092903137,0.9984,1
