Unnamed: 0,title,date,url,player,textblob_Sentiment,key_words_score
102,Patriots stun Falcons to win Super Bowl,2016-17,https://www.bbc.co.uk/sport/american-football/38877420,James Harden,0.1396694214876032,0.8
276,North v South: Mark Wood strikes on return while Ben Duckett makes century,2016-17,https://www.bbc.co.uk/sport/cricket/39281294,James Harden,0.1545454545454545,0.8
363,Stephen Curry shoots NBA three-point record in Warriors win,2016-17,https://www.bbc.co.uk/sport/basketball/37906636,Stephen Curry,-0.0681998556998557,0.8
452,NBA: Everything you need to know about the 2016-17 season,2016-17,https://www.bbc.co.uk/sport/basketball/37717478,Stephen Curry,0.1404705369257608,1.2
535,Irish Premiership: Ten-man Reds edge Ports as top four win,2016-17,https://www.bbc.co.uk/sport/football/38277481,Stephen Curry,0.1339814814814814,0.6000000000000001
548,Warrenpoint Town clinch promotion to Irish Premiership,2016-17,https://www.bbc.co.uk/sport/football/39467258,Stephen Curry,0.1349673202614379,1.0
574,County Antrim Shield: Crusaders and Linfield favourites to make final,2016-17,https://www.bbc.co.uk/sport/football/38133278,Stephen Curry,0.1718452380952381,0.6000000000000001
600,Russell Westbrook sets NBA triple-double record,2016-17,http://www.bbc.co.uk/sport/basketball/39551418,Russell Westbrook,0.1362499999999999,1.0
601,Russell Westbrook makes NBA history with triple-double high score,2016-17,https://www.bbc.co.uk/sport/basketball/39441465,Russell Westbrook,0.2224263038548752,0.8
725,Chicago Cubs win World Series: 'Baseball will never be the same again',2016-17,https://www.bbc.co.uk/sport/baseball/37857919,Russell Westbrook,0.1085238534075743,1.0
912,"LeBron James: First Cleveland Cavaliers player to score 20,000 points",2016-17,https://www.bbc.co.uk/sport/basketball/38795157,LeBron James,0.1409090909090909,1.0
1146,NBA: Everything you need to know about the 2016-17 season,2016-17,https://www.bbc.co.uk/sport/basketball/37717478,Klay Thompson,0.1404705369257608,1.2
1608,NBA: Everything you need to know about the 2016-17 season,2016-17,https://www.bbc.co.uk/sport/basketball/37717478,Kyrie Irving,0.1404705369257608,1.2
1805,Paul Trollope: Brighton name former Cardiff boss as assistant manager,2016-17,https://www.bbc.co.uk/sport/football/38091462,Chris Paul,0.196969696969697,0.6000000000000001
1980,"NFL week 9: Ajayi, Oakland, Luck and the 49ers feature in our mid-season awards",2016-17,https://www.bbc.co.uk/sport/american-football/37876336,Blake Griffin,0.0562766554433221,0.6000000000000001
2291,NBA: Everything you need to know about the 2016-17 season,2016-17,https://www.bbc.co.uk/sport/basketball/37717478,Rudy Gay,0.1404705369257608,0.8
2446,"John Derrick tribute: He was Mr Welsh Cricket, says Mark Wallace",2016-17,https://www.bbc.co.uk/sport/cricket/39378304,John Wall,0.1849824778396206,0.6000000000000001
2724,Sir Bradley Wiggins edged out at Six Day London in 'final' British race,2016-17,https://www.bbc.co.uk/sport/cycling/37818188,Andrew Wiggins,0.1140624999999999,0.8
2725,British Cycling chiefs to face MPs over TUEs,2016-17,https://www.bbc.co.uk/sport/cycling/37796716,Andrew Wiggins,0.1119047619047618,0.8
2736,Sir Bradley Wiggins: Five-time Olympic gold medallist to compete in 2017,2016-17,https://www.bbc.co.uk/sport/cycling/38168363,Andrew Wiggins,0.2667753623188406,1.0
2829,Five Welsh riders named in British Cycling's elite squad,2016-17,https://www.bbc.co.uk/sport/wales/38168096,Andrew Wiggins,0.1299603174603174,1.0
2851,BBL is 'UK's best kept sporting secret' - BBC live games to start on Friday,2016-17,https://www.bbc.co.uk/sport/basketball/38146864,Andrew Wiggins,0.1741411653480619,0.8
2853,Jason Kenny: BBC Sports Personality 2016 contender,2016-17,https://www.bbc.co.uk/sport/sports-personality/38134245,Andrew Wiggins,0.3192780337941628,0.8
2865,"NFL week 9: Ajayi, Oakland, Luck and the 49ers feature in our mid-season awards",2016-17,https://www.bbc.co.uk/sport/american-football/37876336,Andrew Wiggins,0.0562766554433221,0.6000000000000001
3260,Crawley Town 0-0 Doncaster Rovers,2016-17,https://www.bbc.co.uk/sport/football/39086526,Jimmy Butler,0.0798691548691548,0.8
3443,Chicago Cubs win World Series: 'Baseball will never be the same again',2016-17,https://www.bbc.co.uk/sport/baseball/37857919,Victor Oladipo,0.1085238534075743,1.0
3521,Irish Premiership: Reds slip up as Crues and Blues march on,2016-17,https://www.bbc.co.uk/sport/football/38944884,Kyle Lowry,0.1326086956521739,0.8
3551,Irish Premiership: Cushley strike clinches Crues victory,2016-17,https://www.bbc.co.uk/sport/football/38119221,Kyle Lowry,0.05727969348659,0.8
3557,"NFL week 9: Ajayi, Oakland, Luck and the 49ers feature in our mid-season awards",2016-17,https://www.bbc.co.uk/sport/american-football/37876336,Kyle Lowry,0.0562766554433221,0.6000000000000001
3606,Kevin Love: Cleveland Cavaliers forward sets new NBA record,2016-17,https://www.bbc.co.uk/sport/basketball/38088850,Kevin Love,0.1401360544217687,1.0
3771,"LeBron James: First Cleveland Cavaliers player to score 20,000 points",2016-17,https://www.bbc.co.uk/sport/basketball/38795157,Paul Millsap,0.1409090909090909,1.0
