Unnamed: 0,title,date,url,player,textblob_Sentiment,key_words_score
1136,Plymouth Raiders: Jeremy Bell leaves Devon club,2012-13,https://www.bbc.co.uk/sport/basketball/20945466,Kevin Love,0.1655442176870748,0.8
1277,Queen of the South 4-1 Stranraer,2012-13,https://www.bbc.co.uk/sport/football/20828892,Kevin Love,0.0333333333333333,0.6000000000000001
1375,Hull KR 6-84 Wigan,2012-13,https://www.bbc.co.uk/sport/rugby-league/21957133,Blake Griffin,0.0810221928277483,0.8
1409,Super League 2013: Club-by-club season preview,2012-13,https://www.bbc.co.uk/sport/rugby-league/21164401,Blake Griffin,0.1754957016476624,1.0
1580,Sloane Stephens enters the big time with win over Serena Williams,2012-13,https://www.bbc.co.uk/sport/tennis/21166123,Dirk Nowitzki,0.1392622841076449,1.2
1643,NBA London: New York Knicks beat Detroit Pistons at O2,2012-13,https://www.bbc.co.uk/sport/basketball/21069222,Carmelo Anthony,0.0148989898989898,1.2
1733,BBL Cup Final: Leicester Riders beat Newcastle Eagles,2012-13,https://www.bbc.co.uk/sport/basketball/20973834,Carmelo Anthony,0.1471153846153846,0.8
1834,Josh Cobb one of five to sign new Leicestershire deals,2012-13,https://www.bbc.co.uk/sport/cricket/22094741,Josh Smith,0.2613636363636363,0.8
1915,BBL Cup Final: Leicester Riders beat Newcastle Eagles,2012-13,https://www.bbc.co.uk/sport/basketball/20973834,Josh Smith,0.1471153846153846,0.8
1985,Kidderminster Harriers sign defender Sam Smith,2012-13,https://www.bbc.co.uk/sport/football/20837589,Josh Smith,0.0122222222222222,0.8
2034,Raith Rovers 2-0 Airdrie United,2012-13,https://www.bbc.co.uk/sport/football/20920624,Josh Smith,0.2357142857142857,1.0
2074,Kidderminster 1-0 Nuneaton,2012-13,https://www.bbc.co.uk/sport/football/20189933,Josh Smith,0.0097416472416472,0.8
2186,FA Cup: Luton Town boss Paul Buckle faces 'friend' Chris Hughton,2012-13,https://www.bbc.co.uk/sport/football/21185208,Chris Paul,0.0696647509578544,0.8
2187,Partick Thistle's Chris Erskine and Paul Paton to join Dundee United,2012-13,https://www.bbc.co.uk/sport/football/22177843,Chris Paul,0.2236363636363636,0.8
2265,"Christian Benteke worth more than Â£25m, says Paul Lambert",2012-13,https://www.bbc.co.uk/sport/football/22109498,Chris Paul,0.2102678571428571,0.8
2266,Paul Lambert says Christian Benteke will stay at Aston Villa,2012-13,https://www.bbc.co.uk/sport/football/21550118,Chris Paul,0.1278273809523809,0.8
2268,Christian Benteke: Aston Villa boss Paul Lambert says striker will stay,2012-13,https://www.bbc.co.uk/sport/football/20808052,Chris Paul,0.0405555555555555,0.8
