player,date,url,textblob_Sentiment,key_words_score,sentiment_bert_average_score,sentiment_roberta_average_score,sentiment_xlnet_average_score,sentiment_distilbert_average_score,bert_relevance,nltk_Sentiment,number_of_articles
Al Jefferson,2011-12,['https://www.bbc.co.uk/sport/horse-racing/17371976'],0.1611691737418482,1.0,0.5960002214677872,0.536327758143025,0.6073606129615537,0.5223739281777413,0.7331802845001221,1.0,1
Andre Iguodala,2011-12,['https://www.bbc.co.uk/sport/basketball/16586122'],0.2387205387205387,1.2,0.6133269170920054,0.5433221558729807,0.5926358501116434,0.5311070879300436,0.7283440828323364,0.9959,1
Andrew Bogut,2011-12,['https://www.bbc.co.uk/sport/cricket/16414383'],0.0549999999999999,0.6000000000000001,0.5901689926783243,0.5408031145731608,0.5936921238899231,0.5110166867574056,0.7225480675697327,-0.9184,1
Blake Griffin,2011-12,"['https://www.bbc.co.uk/sport/basketball/16586122', 'https://www.bbc.co.uk/sport/rugby-league/16834123']",0.1732553245634641,1.0,0.603487138946851,0.5242971621808552,0.5724798540274303,0.5191167720726558,0.7320235967636108,0.98565,2
Carmelo Anthony,2011-12,"['https://www.bbc.co.uk/sport/basketball/16586122', 'https://www.bbc.co.uk/sport/olympics/16678808', 'https://www.bbc.co.uk/sport/basketball/16586122', 'https://www.bbc.co.uk/sport/olympics/16678808']",0.22771707107304928,1.2,0.5787813720248994,0.5285961241239593,0.5828475260308811,0.5270298811651412,0.7323898673057556,0.99775,4
Chauncey Billups,2011-12,"['https://www.bbc.co.uk/sport/basketball/16586122', 'https://www.bbc.co.uk/sport/basketball/16586122']",0.2387205387205387,1.2,0.6204172720511754,0.5425910949707031,0.5850247144699097,0.5168492794036865,0.736604630947113,0.9959,2
Chris Bosh,2011-12,"['https://www.bbc.co.uk/sport/basketball/16586122', 'https://www.bbc.co.uk/sport/olympics/16678808']",0.22771707107304928,1.2,0.593629193447885,0.524164998105594,0.5810430773666927,0.518335909360931,0.7302347421646118,0.99775,2
Chris Paul,2011-12,"['http://www.bbc.co.uk/sport/0/football/17029461', 'https://www.bbc.co.uk/sport/football/16492407', 'https://www.bbc.co.uk/sport/football/16821640']",0.09109623015873014,0.8000000000000002,0.5675942003726959,0.5584015349547068,0.5323428644074334,0.5348693033059438,0.7286260724067688,0.6251666666666665,3
David Lee,2011-12,"['https://www.bbc.co.uk/sport/rugby-union/16812153', 'https://www.bbc.co.uk/sport/football/17369649']",0.1475639329805996,0.7000000000000001,0.5740046530961991,0.5462835371494293,0.568694892525673,0.5325484871864319,0.7230110764503479,0.8965000000000001,2
Deron Williams,2011-12,"['https://www.bbc.co.uk/sport/basketball/16586122', 'https://www.bbc.co.uk/sport/olympics/16678808', 'https://www.bbc.co.uk/sport/basketball/16586122', 'https://www.bbc.co.uk/sport/olympics/16678808']",0.22771707107304928,1.2,0.6007779872133618,0.5350706148005667,0.5869395498718535,0.5241815501025745,0.7338392734527588,0.99775,4
Derrick Rose,2011-12,"['https://www.bbc.co.uk/sport/basketball/16586122', 'https://www.bbc.co.uk/sport/basketball/16982141', 'https://www.bbc.co.uk/sport/basketball/17176959']",0.18669785069623945,1.0666666666666667,0.5858541818128692,0.5402790514959229,0.602043405175209,0.5320592398444811,0.7348081469535828,0.9907333333333334,3
Devin Harris,2011-12,"['https://www.bbc.co.uk/sport/rugby-union/16395420', 'https://www.bbc.co.uk/sport/rugby-union/16395420']",0.0436375954668637,0.8,0.5999502614140511,0.5320361405611038,0.570578146725893,0.5268274024128914,0.731434166431427,-0.9902,2
Dwight Howard,2011-12,"['https://www.bbc.co.uk/sport/basketball/16586122', 'https://www.bbc.co.uk/sport/olympics/16678808']",0.22771707107304928,1.2,0.5621623836812519,0.5385444064935048,0.5686520586411159,0.5215995588472911,0.721671462059021,0.99775,2
Dwyane Wade,2011-12,"['https://www.bbc.co.uk/sport/basketball/16586122', 'https://www.bbc.co.uk/sport/basketball/16982141', 'https://www.bbc.co.uk/sport/olympics/16678808']",0.17149147083323898,1.1333333333333335,0.5843651538330411,0.5279087833468875,0.5928345083717317,0.5211860095224683,0.741104781627655,0.9911,3
