,name,age,assist_percentage,block_percentage,box_plus_minus,defensive_box_plus_minus,defensive_rebound_percentage,defensive_win_shares,free_throw_attempt_rate,games_played,is_combined_totals,minutes_played,offensive_box_plus_minus,offensive_rebound_percentage,offensive_win_shares,player_efficiency_rating,positions,slug,steal_percentage,team,three_point_attempt_rate,total_rebound_percentage,true_shooting_percentage,turnover_percentage,usage_percentage,value_over_replacement_player,win_shares,win_shares_per_48_minutes
155,Goran Dragić,27,28.1,0.6,3.9,-0.2,7.4,2.0,0.381,76,False,2668,4.1,2.9,8.4,21.4,['SHOOTING GUARD'],dragigo01,2.0,PHOENIX SUNS,0.274,5.2,0.604,14.3,24.5,4.0,10.3,0.186
158,Tim Duncan,37,16.0,4.6,3.3,2.1,28.3,4.6,0.349,74,False,2158,1.2,8.6,2.8,21.3,['CENTER'],duncati01,1.0,SAN ANTONIO SPURS,0.006,18.8,0.535,13.2,25.2,2.9,7.4,0.164
249,Dwight Howard,28,9.3,4.0,1.8,0.8,27.9,4.1,0.798,71,False,2396,0.9,11.4,4.0,21.3,['CENTER'],howardw01,1.2,HOUSTON ROCKETS,0.009,20.1,0.6,17.5,24.0,2.3,8.0,0.161
399,Nikola Peković,28,5.2,1.1,0.6,-1.6,17.6,1.5,0.355,54,False,1663,2.2,13.1,4.3,20.7,['CENTER'],pekovni01,0.9,MINNESOTA TIMBERWOLVES,0.0,15.3,0.582,9.4,22.9,1.1,5.9,0.169
482,Isaiah Thomas,24,32.2,0.3,3.2,-0.7,7.5,1.3,0.371,72,False,2497,3.9,2.1,6.4,20.5,['POINT GUARD'],thomais02,1.9,SACRAMENTO KINGS,0.332,4.7,0.574,14.3,26.3,3.2,7.7,0.149
193,Paul George,23,17.9,0.6,4.9,2.1,17.7,6.4,0.341,80,False,2898,2.7,2.6,4.4,20.1,['SMALL FORWARD'],georgpa01,2.7,INDIANA PACERS,0.367,10.5,0.555,12.5,28.3,5.0,10.8,0.178
317,Kyle Lowry,27,34.7,0.4,4.7,0.6,11.5,3.3,0.356,79,False,2862,4.1,3.6,8.4,20.1,['POINT GUARD'],lowryky01,2.2,TORONTO RAPTORS,0.463,7.5,0.567,13.4,22.9,4.8,11.7,0.197
255,Kyrie Irving,21,31.6,0.8,3.4,-0.2,9.5,2.1,0.273,71,False,2496,3.6,2.3,4.6,20.1,['POINT GUARD'],irvinky01,2.2,CLEVELAND CAVALIERS,0.278,5.8,0.533,12.1,28.2,3.3,6.7,0.128
116,Mike Conley,26,30.1,0.4,3.8,0.3,8.4,2.7,0.268,73,False,2446,3.4,2.0,5.5,20.0,['POINT GUARD'],conlemi01,2.4,MEMPHIS GRIZZLIES,0.283,5.2,0.545,11.5,24.6,3.6,8.2,0.161
195,Manu Ginóbili,36,29.0,0.8,4.0,1.2,12.0,2.4,0.3,68,False,1550,2.8,2.3,3.3,20.0,['SHOOTING GUARD'],ginobma01,2.3,SAN ANTONIO SPURS,0.411,7.3,0.59,16.4,24.7,2.4,5.7,0.176
378,Joakim Noah,28,26.4,3.3,5.3,3.6,24.5,6.6,0.419,80,False,2820,1.7,11.6,4.5,20.0,['CENTER'],noahjo01,1.9,CHICAGO BULLS,0.003,18.2,0.531,17.0,18.7,5.2,11.2,0.19
129,Seth Curry,23,0.0,0.0,9.7,10.0,12.8,0.0,0.0,1,False,9,-0.3,0.0,0.0,19.9,['POINT GUARD'],curryse01,11.5,CLEVELAND CAVALIERS,0.333,6.2,0.5,0.0,14.9,0.0,0.0,0.187
93,Andrew Bynum,26,11.2,2.1,-1.9,-1.6,38.8,0.1,0.318,2,False,36,-0.3,19.7,0.0,19.9,['CENTER'],bynuman01,0.0,INDIANA PACERS,0.0,29.7,0.459,13.8,36.9,0.0,0.0,0.063
350,Paul Millsap,28,16.2,2.5,2.8,1.3,21.9,4.0,0.373,74,False,2482,1.4,7.2,2.7,19.8,['POWER FORWARD'],millspa01,2.6,ATLANTA HAWKS,0.202,14.6,0.545,13.2,25.7,3.0,6.7,0.129
169,Kenneth Faried,24,7.5,2.3,1.0,-0.3,22.2,2.5,0.379,80,False,2178,1.2,11.8,4.0,19.8,['POWER FORWARD'],farieke01,1.6,DENVER NUGGETS,0.004,16.9,0.573,12.4,21.3,1.6,6.5,0.144
252,Serge Ibaka,24,5.2,6.7,1.7,0.6,19.6,4.4,0.203,81,False,2666,1.1,10.0,5.2,19.6,['POWER FORWARD'],ibakase01,0.7,OKLAHOMA CITY THUNDER,0.061,15.0,0.576,10.3,19.8,2.5,9.6,0.173
61,Eric Bledsoe,24,27.0,0.8,3.1,0.7,13.8,1.6,0.426,43,False,1416,2.3,2.1,2.6,19.6,['POINT GUARD'],bledser01,2.4,PHOENIX SUNS,0.252,8.0,0.578,17.8,24.9,1.8,4.1,0.14
191,Rudy Gay,27,16.3,1.4,2.1,-0.3,13.3,1.5,0.354,55,False,1892,2.4,4.9,3.0,19.6,['SMALL FORWARD'],gayru01,1.8,SACRAMENTO KINGS,0.164,9.1,0.567,14.5,26.6,2.0,4.5,0.114
517,John Wall,23,40.5,1.1,2.7,0.4,11.7,4.0,0.295,82,False,2980,2.4,1.5,4.0,19.5,['POINT GUARD'],walljo01,2.6,WASHINGTON WIZARDS,0.23,6.5,0.524,16.3,27.4,3.6,7.9,0.128
306,Kawhi Leonard,22,10.4,1.9,5.1,3.0,18.9,3.9,0.195,66,False,1923,2.1,4.6,3.8,19.4,['SMALL FORWARD'],leonaka01,3.0,SAN ANTONIO SPURS,0.282,12.1,0.602,10.3,18.3,3.5,7.7,0.193
522,Maalik Wayns,22,31.7,0.0,4.8,13.4,23.9,0.0,0.0,2,False,9,-8.7,0.0,0.0,19.3,['POINT GUARD'],waynsma01,11.1,LOS ANGELES CLIPPERS,0.0,12.3,0.5,0.0,9.8,0.0,0.1,0.313
242,Jordan Hill,26,5.9,3.1,-0.5,-1.0,24.3,1.3,0.347,72,False,1500,0.5,13.8,3.1,19.3,['POWER FORWARD'],hilljo01,0.9,LOS ANGELES LAKERS,0.002,19.0,0.579,11.1,19.7,0.6,4.4,0.141
189,Pau Gasol,33,18.7,3.5,1.2,0.2,25.9,1.7,0.287,60,False,1884,1.0,7.0,1.3,19.3,['CENTER'],gasolpa01,0.7,LOS ANGELES LAKERS,0.016,16.4,0.522,12.4,26.4,1.5,3.0,0.076
304,David Lee,30,10.9,0.9,1.3,0.3,21.6,3.5,0.302,69,False,2288,1.1,8.8,4.1,19.1,['POWER FORWARD'],leeda02,1.0,GOLDEN STATE WARRIORS,0.001,15.3,0.566,12.0,24.3,1.9,7.6,0.16
283,Terrence Jones,22,7.0,3.5,2.2,0.3,18.5,2.7,0.274,76,False,2078,1.9,9.2,4.6,19.1,['POWER FORWARD'],joneste01,1.3,HOUSTON ROCKETS,0.142,14.1,0.577,8.2,18.3,2.2,7.3,0.169
7,Cole Aldrich,25,6.4,8.1,1.5,1.6,33.8,0.6,0.492,46,False,330,-0.1,12.8,0.6,19.1,['CENTER'],aldrico01,1.3,NEW YORK KNICKS,0.0,23.0,0.62,19.5,13.0,0.3,1.2,0.178
300,Ty Lawson,26,38.2,0.3,2.3,-0.5,8.5,1.5,0.504,62,False,2222,2.9,1.9,4.8,19.0,['POINT GUARD'],lawsoty01,2.2,DENVER NUGGETS,0.251,5.2,0.554,16.9,22.7,2.5,6.3,0.136
172,Derrick Favors,22,7.3,3.8,0.1,0.1,23.7,2.3,0.38,73,False,2201,0.0,10.1,2.9,19.0,['POWER FORWARD'],favorde01,1.8,UTAH JAZZ,0.001,16.7,0.556,12.9,20.8,1.2,5.1,0.112
403,Mason Plumlee,23,8.1,3.6,1.0,0.8,19.6,1.7,0.646,70,False,1275,0.2,9.3,3.0,19.0,['CENTER'],plumlma01,2.0,BROOKLYN NETS,0.01,14.5,0.67,16.6,17.1,1.0,4.7,0.176
68,Chris Bosh,29,5.8,2.7,0.8,-0.4,20.3,3.4,0.285,79,False,2531,1.3,5.1,4.6,19.0,['CENTER'],boshch01,1.7,MIAMI HEAT,0.229,13.0,0.597,10.4,22.6,1.8,8.0,0.152
394,Tony Parker,31,31.7,0.3,0.9,-1.2,7.5,1.9,0.266,68,False,1997,2.0,1.0,3.9,18.9,['POINT GUARD'],parketo01,0.9,SAN ANTONIO SPURS,0.073,4.4,0.555,12.9,26.5,1.5,5.9,0.141
393,Jannero Pargo,34,40.3,0.3,2.7,-0.3,8.9,0.4,0.093,29,False,242,2.9,0.5,0.2,18.9,['POINT GUARD'],pargoja01,3.0,CHARLOTTE BOBCATS,0.508,4.7,0.554,17.5,28.4,0.3,0.5,0.105
60,Andray Blatche,27,12.8,2.0,0.0,-0.1,19.9,2.1,0.328,73,False,1618,0.1,8.9,1.6,18.8,['POWER FORWARD'],blatcan01,2.4,BROOKLYN NETS,0.08,14.4,0.532,12.5,25.6,0.8,3.7,0.109
512,Nikola Vučević,23,10.2,2.0,0.1,0.0,27.6,2.6,0.197,57,False,1812,0.1,11.5,1.8,18.8,['CENTER'],vucevni01,1.7,ORLANDO MAGIC,0.0,19.5,0.536,12.9,21.8,1.0,4.4,0.116
19,Ryan Anderson,25,3.6,0.7,1.4,-3.2,11.3,0.1,0.175,22,False,795,4.5,9.5,2.2,18.8,['POWER FORWARD'],anderry01,0.7,NEW ORLEANS PELICANS,0.463,10.4,0.572,5.0,22.9,0.6,2.3,0.138
468,Amar'e Stoudemire,31,4.2,2.2,-1.6,-1.8,17.2,0.9,0.364,65,False,1466,0.3,8.7,2.9,18.8,['CENTER'],stoudam01,0.8,NEW YORK KNICKS,0.0,12.8,0.596,12.3,23.4,0.2,3.8,0.124
349,Patty Mills,25,15.3,0.4,4.0,1.1,9.6,2.1,0.123,81,False,1527,2.9,2.6,3.4,18.7,['POINT GUARD'],millspa02,2.3,SAN ANTONIO SPURS,0.477,6.2,0.588,8.2,22.6,2.3,5.6,0.175
311,Damian Lillard,23,25.1,0.5,3.2,-0.6,9.2,1.8,0.327,82,False,2937,3.8,1.3,7.8,18.6,['POINT GUARD'],lillada01,1.1,PORTLAND TRAIL BLAZERS,0.425,5.3,0.568,11.5,25.0,3.9,9.6,0.157
16,Chris Andersen,35,2.1,6.1,1.2,0.7,21.7,2.2,0.615,72,False,1396,0.6,12.1,3.8,18.5,['CENTER'],anderch01,1.2,MIAMI HEAT,0.044,17.1,0.683,13.2,13.8,1.1,6.0,0.205
274,James Johnson,26,18.2,5.0,4.5,2.9,13.2,1.6,0.292,52,False,956,1.6,7.4,1.4,18.5,['SMALL FORWARD'],johnsja01,2.3,MEMPHIS GRIZZLIES,0.282,10.3,0.552,16.0,20.0,1.6,3.0,0.15
198,Drew Gooden,32,6.3,1.5,0.4,-0.2,23.0,0.6,0.189,22,False,395,0.6,10.7,0.9,18.4,['CENTER'],goodedr01,1.3,WASHINGTON WIZARDS,0.119,16.7,0.591,9.9,19.7,0.2,1.4,0.173
149,DeMar DeRozan,24,18.9,0.7,1.7,-0.3,11.3,3.0,0.448,79,False,3017,1.9,2.0,5.8,18.4,['SHOOTING GUARD'],derozde01,1.5,TORONTO RAPTORS,0.149,6.6,0.532,9.5,28.0,2.8,8.8,0.141
360,Markieff Morris,24,10.9,1.8,1.0,0.2,18.0,2.4,0.387,81,False,2153,0.8,7.3,4.0,18.4,['POWER FORWARD'],morrima02,1.6,PHOENIX SUNS,0.128,12.6,0.564,12.9,23.2,1.6,6.4,0.143
4,Jeff Adrien,27,7.7,2.4,-1.2,-1.8,25.0,0.6,0.4,28,False,705,0.6,10.9,1.2,18.4,['POWER FORWARD'],adrieje01,1.3,MILWAUKEE BUCKS,0.0,17.7,0.552,10.1,19.7,0.1,1.8,0.121
168,Tyreke Evans,24,30.4,0.9,0.6,-0.7,15.4,1.3,0.346,72,False,2028,1.3,4.3,1.8,18.4,['SMALL FORWARD'],evansty01,2.2,NEW ORLEANS PELICANS,0.106,9.8,0.504,14.5,27.1,1.3,3.1,0.073
416,Zach Randolph,32,12.7,0.7,-0.1,-0.9,23.3,3.5,0.281,79,False,2705,0.8,11.6,2.9,18.3,['POWER FORWARD'],randoza01,1.1,MEMPHIS GRIZZLIES,0.017,17.4,0.51,12.0,26.1,1.3,6.4,0.113
251,Kris Humphries,28,8.2,3.4,0.9,0.4,24.0,1.8,0.312,69,False,1376,0.5,10.2,2.3,18.2,['POWER FORWARD'],humphkr01,1.2,BOSTON CELTICS,0.004,16.9,0.552,10.9,19.0,1.0,4.1,0.143
188,Marc Gasol,29,17.7,3.2,3.0,2.0,20.5,3.1,0.339,59,False,1970,1.1,5.0,2.6,18.2,['CENTER'],gasolma01,1.6,MEMPHIS GRIZZLIES,0.015,12.7,0.526,12.0,21.7,2.5,5.6,0.137
284,DeAndre Jordan,25,3.7,5.4,2.5,1.6,29.3,5.8,0.726,82,False,2870,0.9,13.3,5.3,18.2,['CENTER'],jordade01,1.4,LOS ANGELES CLIPPERS,0.0,21.6,0.63,15.3,12.4,3.3,11.1,0.186
354,Greg Monroe,23,10.3,1.4,0.1,-0.6,21.6,2.3,0.362,82,False,2690,0.6,9.9,3.7,18.1,['POWER FORWARD'],monrogr01,1.7,DETROIT PISTONS,0.001,15.4,0.531,12.4,21.4,1.4,5.9,0.106
351,Tony Mitchell,21,3.4,3.0,0.4,-0.1,16.0,0.1,1.583,21,False,79,0.5,19.7,0.1,18.1,['POWER FORWARD'],mitchto02,3.8,DETROIT PISTONS,0.083,18.0,0.54,16.4,13.2,0.0,0.2,0.151
441,Ramon Sessions,27,25.1,0.3,-0.1,-2.5,9.1,-0.1,0.559,28,False,909,2.4,2.0,2.4,18.0,['POINT GUARD'],sessira01,0.9,MILWAUKEE BUCKS,0.184,5.4,0.585,12.7,21.6,0.4,2.3,0.121
237,John Henson,23,10.9,5.1,-0.5,-0.2,20.8,1.5,0.277,70,False,1856,-0.3,10.2,1.7,17.9,['POWER FORWARD'],hensojo01,1.2,MILWAUKEE BUCKS,0.002,15.3,0.543,13.7,20.3,0.7,3.3,0.084
461,James Southerland,23,0.0,6.2,2.2,1.3,34.9,0.0,0.167,3,False,27,0.9,0.0,0.0,17.7,['SMALL FORWARD'],southja01,1.9,NEW ORLEANS PELICANS,0.417,17.2,0.543,7.2,23.4,0.0,0.1,0.098
315,Robin Lopez,25,4.2,3.7,1.2,-0.1,15.3,2.6,0.376,82,False,2603,1.2,13.6,7.0,17.7,['CENTER'],lopezro01,0.5,PORTLAND TRAIL BLAZERS,0.002,14.5,0.605,10.1,14.0,2.1,9.5,0.176
202,Marcin Gortat,29,8.4,3.8,0.8,0.6,25.1,4.0,0.273,81,False,2655,0.2,8.7,4.1,17.6,['CENTER'],gortama01,0.8,WASHINGTON WIZARDS,0.001,16.7,0.568,11.8,18.2,1.8,8.1,0.146
528,Deron Williams,29,32.8,0.5,1.2,-0.7,8.9,1.5,0.302,64,False,2059,1.9,0.9,3.8,17.6,['POINT GUARD'],willide01,2.4,BROOKLYN NETS,0.374,4.9,0.564,15.0,21.8,1.7,5.4,0.125
117,Chris Copeland,29,12.6,2.0,4.5,0.3,10.1,0.4,0.12,41,False,265,4.2,3.1,0.6,17.6,['SMALL FORWARD'],copelch01,0.6,INDIANA PACERS,0.675,6.8,0.621,10.2,23.7,0.4,1.0,0.186
308,Jon Leuer,24,5.2,1.7,1.0,0.0,22.4,0.9,0.191,49,False,642,1.0,6.8,1.1,17.6,['POWER FORWARD'],leuerjo01,1.5,MEMPHIS GRIZZLIES,0.199,14.6,0.566,9.2,21.1,0.5,2.0,0.149
10,Lavoy Allen,24,9.0,4.1,-0.5,0.2,20.1,0.2,0.294,14,False,112,-0.8,13.7,0.2,17.5,['POWER FORWARD'],allenla01,0.9,INDIANA PACERS,0.0,17.1,0.521,9.4,17.3,0.0,0.4,0.18
524,David West,33,16.1,2.3,2.6,1.8,18.3,5.0,0.267,80,False,2472,0.8,5.7,3.1,17.5,['POWER FORWARD'],westda01,1.3,INDIANA PACERS,0.016,12.3,0.533,11.2,21.9,2.9,8.1,0.157
448,Henry Sims,23,10.6,1.5,-1.3,-1.6,15.7,0.4,0.467,26,False,707,0.3,12.1,1.5,17.4,['CENTER'],simshe01,1.6,PHILADELPHIA 76ERS,0.004,13.8,0.554,10.7,18.5,0.1,1.9,0.128
57,DeJuan Blair,24,8.9,1.4,-1.1,0.1,21.6,1.5,0.308,78,False,1214,-1.2,13.3,1.8,17.3,['POWER FORWARD'],blairde01,2.5,DALLAS MAVERICKS,0.005,17.5,0.557,14.7,19.6,0.3,3.4,0.133
121,Jamal Crawford,33,17.4,0.4,1.6,-1.4,6.4,1.5,0.318,69,False,2094,3.0,1.9,3.8,17.3,['SHOOTING GUARD'],crawfja01,1.4,LOS ANGELES CLIPPERS,0.441,4.2,0.556,10.5,27.2,1.9,5.3,0.122
0,Quincy Acy,23,10.1,3.9,5.0,3.7,19.2,0.1,0.571,7,False,61,1.2,9.5,0.1,17.2,['SMALL FORWARD'],acyqu01,3.4,TORONTO RAPTORS,0.357,14.3,0.542,10.2,14.5,0.1,0.2,0.188
245,Jrue Holiday,23,38.9,0.9,0.4,-0.9,11.8,0.7,0.139,34,False,1143,1.2,2.8,0.8,17.1,['POINT GUARD'],holidjr01,2.6,NEW ORLEANS PELICANS,0.17,7.2,0.505,17.9,23.3,0.7,1.5,0.064
473,Jeff Teague,25,35.1,0.5,-0.1,-1.3,7.9,1.9,0.362,79,False,2542,1.2,1.6,3.3,17.1,['POINT GUARD'],teaguje01,1.8,ATLANTA HAWKS,0.216,4.7,0.541,16.1,25.7,1.2,5.2,0.098
504,Anderson Varejão,31,12.2,1.8,1.4,1.1,28.2,2.7,0.294,65,False,1800,0.3,11.4,2.7,17.0,['CENTER'],varejan01,2.0,CLEVELAND CAVALIERS,0.015,19.6,0.527,12.2,14.6,1.6,5.4,0.144
286,Chris Kaman,31,14.1,3.9,-1.4,0.3,25.4,0.7,0.197,39,False,736,-1.7,7.8,-0.2,17.0,['CENTER'],kamanch01,0.7,LOS ANGELES LAKERS,0.009,16.6,0.537,16.4,26.7,0.1,0.5,0.036
147,Luol Deng,28,18.7,0.4,2.5,1.0,15.4,1.4,0.35,23,False,860,1.5,5.4,1.0,17.0,['SMALL FORWARD'],denglu01,1.5,CHICAGO BULLS,0.175,10.5,0.536,12.6,25.1,1.0,2.4,0.132
26,Hilton Armstrong,29,7.1,3.1,-0.1,0.5,31.0,0.2,0.842,15,False,97,-0.7,21.8,0.1,17.0,['CENTER'],armsthi01,2.1,GOLDEN STATE WARRIORS,0.0,26.5,0.48,18.7,14.5,0.0,0.3,0.162
64,Andrew Bogut,29,9.3,5.2,3.0,3.2,29.7,4.0,0.171,67,False,1769,-0.2,11.4,2.4,17.0,['CENTER'],bogutan01,1.3,GOLDEN STATE WARRIORS,0.0,20.7,0.61,19.4,12.4,2.2,6.5,0.176
30,D.J. Augustin,26,29.3,0.1,1.9,-0.3,6.7,2.4,0.318,61,False,1857,2.2,0.9,4.0,16.8,['POINT GUARD'],augusdj01,1.5,CHICAGO BULLS,0.463,3.9,0.574,12.8,22.5,1.8,6.4,0.166
163,Monta Ellis,28,24.8,0.6,-0.3,-0.5,9.8,2.1,0.336,82,False,3023,0.3,1.5,2.8,16.8,['SHOOTING GUARD'],ellismo01,2.4,DALLAS MAVERICKS,0.164,5.6,0.532,15.2,26.0,1.3,4.9,0.078
50,Michael Beasley,25,8.8,2.2,-2.0,-0.9,20.5,1.1,0.223,55,False,831,-1.1,4.9,0.5,16.8,['SMALL FORWARD'],beaslmi01,1.5,MIAMI HEAT,0.152,13.0,0.559,12.8,25.7,0.0,1.6,0.092
516,Kemba Walker,23,29.7,1.0,1.7,0.3,11.6,3.3,0.295,73,False,2614,1.4,1.7,1.8,16.8,['POINT GUARD'],walkeke02,1.7,CHARLOTTE BOBCATS,0.286,6.6,0.499,11.6,25.8,2.4,5.1,0.093
401,Paul Pierce,36,14.5,1.2,1.6,0.3,18.3,2.3,0.435,75,False,2098,1.3,1.5,2.9,16.8,['SMALL FORWARD'],piercpa01,2.2,BROOKLYN NETS,0.421,9.9,0.595,15.3,22.4,1.9,5.2,0.119
131,Samuel Dalembert,32,3.4,4.8,-0.8,0.1,24.2,2.1,0.363,80,False,1614,-0.9,14.4,2.9,16.8,['CENTER'],dalemsa01,1.3,DALLAS MAVERICKS,0.003,19.4,0.605,17.1,14.8,0.5,4.9,0.147
364,Timofey Mozgov,27,5.5,4.2,-0.8,0.0,21.9,1.9,0.477,82,False,1770,-0.9,10.4,2.6,16.7,['CENTER'],mozgoti01,0.7,DENVER NUGGETS,0.044,16.1,0.584,15.6,18.8,0.5,4.5,0.123
417,J.J. Redick,29,12.6,0.2,1.7,-0.8,7.1,0.7,0.266,35,False,987,2.5,1.0,2.3,16.6,['SHOOTING GUARD'],redicjj01,1.4,LOS ANGELES CLIPPERS,0.465,4.2,0.598,8.6,21.8,0.9,3.0,0.147
240,Nenê,31,16.3,2.5,0.3,1.2,17.3,2.4,0.448,53,False,1560,-0.9,4.7,0.8,16.6,['POWER FORWARD'],hilarne01,2.1,WASHINGTON WIZARDS,0.008,10.9,0.53,14.1,24.0,0.9,3.2,0.098
231,Spencer Hawes,25,13.5,2.8,1.3,0.3,23.6,0.9,0.172,27,False,804,1.0,5.9,1.0,16.6,['CENTER'],hawessp01,0.8,CLEVELAND CAVALIERS,0.354,14.5,0.571,14.5,20.7,0.7,1.9,0.114
545,Thaddeus Young,25,11.8,1.1,-0.1,-0.5,12.8,2.3,0.178,79,False,2718,0.4,6.3,1.2,16.6,['POWER FORWARD'],youngth01,3.0,PHILADELPHIA 76ERS,0.228,9.5,0.512,10.7,24.1,1.3,3.5,0.062
