,name,age,assist_percentage,block_percentage,box_plus_minus,defensive_box_plus_minus,defensive_rebound_percentage,defensive_win_shares,free_throw_attempt_rate,games_played,is_combined_totals,minutes_played,offensive_box_plus_minus,offensive_rebound_percentage,offensive_win_shares,player_efficiency_rating,positions,slug,steal_percentage,team,three_point_attempt_rate,total_rebound_percentage,true_shooting_percentage,turnover_percentage,usage_percentage,value_over_replacement_player,win_shares,win_shares_per_48_minutes
85,Jimmy Butler,33,26.0,1.1,8.5,2.0,13.5,2.8,0.625,58,False,1932,6.5,8.0,8.1,27.3,['SMALL FORWARD'],butleji01,2.8,MIAMI HEAT,0.115,10.7,0.64,8.5,25.7,5.1,10.9,0.27
322,Damian Lillard,32,34.6,0.8,7.1,-1.2,12.6,0.9,0.46,57,False,2073,8.4,2.4,8.4,26.9,['POINT GUARD'],lillada01,1.2,PORTLAND TRAIL BLAZERS,0.548,7.5,0.645,11.7,33.9,4.8,9.4,0.217
338,Boban Marjanović,34,7.3,0.8,4.3,-0.9,26.9,0.1,0.533,25,False,119,5.1,12.0,0.4,26.5,['CENTER'],marjabo01,1.6,HOUSTON ROCKETS,0.022,19.4,0.72,12.6,22.2,0.2,0.5,0.203
149,Kevin Durant,34,25.8,3.5,6.9,1.2,19.4,1.7,0.39,39,False,1403,5.8,1.2,4.0,26.3,['POWER FORWARD'],duranke01,1.1,BROOKLYN NETS,0.257,10.5,0.673,13.7,31.6,3.2,5.7,0.195
260,Quenton Jackson,24,20.2,0.0,6.5,-2.2,0.0,0.0,0.0,3,False,8,8.7,14.6,0.1,26.2,['POINT GUARD'],jacksqu01,0.0,WASHINGTON WIZARDS,0.667,7.0,0.833,0.0,16.4,0.0,0.1,0.314
425,Jakob Poeltl,27,14.3,5.3,6.0,2.5,26.7,0.8,0.34,16,False,454,3.5,11.9,1.5,25.7,['CENTER'],poeltja01,2.4,TORONTO RAPTORS,0.0,18.7,0.672,9.1,18.5,0.9,2.3,0.24
573,Zion Williamson,22,24.6,1.6,5.7,0.9,17.2,1.1,0.529,29,False,956,4.8,6.8,2.4,25.3,['POWER FORWARD'],willizi01,1.6,NEW ORLEANS PELICANS,0.041,11.9,0.652,14.6,30.3,1.8,3.5,0.175
253,Kyrie Irving,30,29.7,1.1,5.2,-0.6,12.7,0.4,0.252,13,False,488,5.8,3.3,1.8,25.1,['POINT GUARD'],irvinky01,1.4,DALLAS MAVERICKS,0.407,7.9,0.644,8.9,29.2,0.9,2.1,0.209
118,Stephen Curry,34,29.8,0.9,7.8,0.1,17.2,1.6,0.26,47,False,1633,7.7,2.3,4.9,24.5,['POINT GUARD'],curryst01,1.3,GOLDEN STATE WARRIORS,0.572,9.8,0.664,13.0,31.1,4.0,6.5,0.191
476,Jordan Schakel,24,23.8,0.0,17.0,9.3,0.0,0.0,0.0,2,False,6,7.6,0.0,0.0,24.5,['SMALL FORWARD'],schakjo01,8.2,WASHINGTON WIZARDS,0.5,0.0,0.75,0.0,14.5,0.0,0.0,0.318
263,LeBron James,38,34.0,1.3,6.3,0.7,20.6,2.1,0.278,47,False,1695,5.6,3.7,3.0,24.3,['POWER FORWARD'],jamesle01,1.2,LOS ANGELES LAKERS,0.306,12.5,0.583,11.0,33.3,3.5,5.0,0.143
318,Kawhi Leonard,31,19.5,1.4,6.2,1.1,17.1,1.8,0.323,43,False,1447,5.2,3.9,4.2,24.2,['SMALL FORWARD'],leonaka01,2.1,LOS ANGELES CLIPPERS,0.278,10.5,0.623,7.8,26.9,3.0,6.0,0.2
126,Dewayne Dedmon,33,25.8,0.0,7.6,6.6,41.5,0.0,0.5,3,False,14,0.9,0.0,0.0,24.0,['CENTER'],dedmode01,3.5,PHILADELPHIA 76ERS,0.0,21.1,0.82,17.0,18.8,0.0,0.1,0.217
574,Dylan Windler,26,20.7,0.0,10.5,4.7,0.0,0.0,0.0,2,False,8,5.8,0.0,0.0,23.9,['SMALL FORWARD'],windldy01,6.3,CLEVELAND CAVALIERS,0.667,0.0,0.833,25.0,22.4,0.0,0.0,0.179
376,Ja Morant,23,41.7,0.7,6.3,0.7,15.7,2.4,0.414,53,False,1721,5.6,3.7,3.2,23.8,['POINT GUARD'],moranja01,1.6,MEMPHIS GRIZZLIES,0.246,9.7,0.555,12.2,35.4,3.6,5.6,0.155
204,Tyrese Haliburton,22,47.7,1.1,7.2,0.3,10.1,1.3,0.236,54,False,1822,6.9,2.0,6.3,23.7,['POINT GUARD'],halibty01,2.3,INDIANA PACERS,0.481,6.0,0.623,13.1,23.8,4.2,7.6,0.2
175,Luka Garza,24,12.2,0.8,0.6,-2.4,13.6,0.2,0.468,26,False,235,2.9,15.1,0.9,23.7,['CENTER'],garzalu01,0.6,MINNESOTA TIMBERWOLVES,0.342,14.3,0.661,8.9,26.7,0.2,1.1,0.223
211,Ron Harper Jr.,22,0.0,0.0,8.8,-1.3,8.7,0.0,0.0,4,False,14,10.1,7.5,0.1,23.6,['SMALL FORWARD'],harpero02,0.0,TORONTO RAPTORS,0.571,8.1,0.714,0.0,21.3,0.0,0.1,0.187
472,Domantas Sabonis,26,29.8,1.3,5.8,1.8,30.4,2.7,0.468,69,False,2399,4.0,10.6,8.4,23.4,['CENTER'],sabondo01,1.1,SACRAMENTO KINGS,0.093,20.6,0.667,16.9,21.3,4.7,11.1,0.222
507,Jayson Tatum,24,21.1,1.7,5.0,0.4,22.6,3.7,0.399,67,False,2508,4.6,3.2,5.3,23.2,['POWER FORWARD'],tatumja01,1.3,BOSTON CELTICS,0.444,13.0,0.6,10.6,32.7,4.4,9.0,0.173
494,Dru Smith,25,27.6,1.5,8.5,4.9,15.4,0.1,0.04,5,False,57,3.6,2.0,0.2,23.2,['SHOOTING GUARD'],smithdr01,4.3,BROOKLYN NETS,0.48,8.9,0.609,3.8,20.6,0.2,0.3,0.222
75,Moses Brown,23,2.2,4.3,-0.4,-1.3,31.7,0.4,0.75,34,False,288,0.9,22.2,0.7,22.9,['CENTER'],brownmo01,0.5,LOS ANGELES CLIPPERS,0.0,27.0,0.607,9.9,21.5,0.1,1.1,0.187
432,Kristaps Porziņģis,27,12.5,4.0,3.7,0.4,21.8,2.6,0.428,60,False,1963,3.4,6.5,4.3,22.6,['CENTER'],porzikr01,1.3,WASHINGTON WIZARDS,0.356,14.5,0.619,10.5,27.4,2.8,6.9,0.17
499,Jaden Springer,20,15.6,4.6,3.9,5.5,11.6,0.1,0.25,10,False,40,-1.7,15.0,0.1,22.5,['SHOOTING GUARD'],sprinja01,6.2,PHILADELPHIA 76ERS,0.125,13.3,0.535,5.3,21.0,0.1,0.2,0.228
509,Terry Taylor,23,0.0,0.0,3.6,1.8,0.0,0.0,0.0,2,False,6,1.8,0.0,0.0,22.5,['POWER FORWARD'],taylote01,0.0,CHICAGO BULLS,0.0,0.0,1.0,0.0,14.7,0.0,0.0,0.225
369,Donovan Mitchell,26,22.3,1.0,6.0,0.7,10.6,3.2,0.254,61,False,2165,5.3,3.2,4.6,22.5,['SHOOTING GUARD'],mitchdo01,2.2,CLEVELAND CAVALIERS,0.46,6.9,0.607,10.5,31.7,4.4,7.8,0.173
582,Trae Young,24,42.6,0.3,3.6,-1.8,7.3,1.3,0.431,64,False,2232,5.5,2.5,4.7,22.5,['POINT GUARD'],youngtr01,1.5,ATLANTA HAWKS,0.333,4.8,0.573,14.9,33.1,3.2,5.9,0.128
57,Devin Booker,26,27.8,1.0,4.4,-0.4,11.9,1.5,0.297,44,False,1518,4.8,2.8,3.5,22.3,['SHOOTING GUARD'],bookede01,1.3,PHOENIX SUNS,0.295,7.3,0.597,9.8,32.1,2.5,5.0,0.158
339,Lauri Markkanen,25,8.5,1.5,3.9,-1.1,20.6,1.8,0.345,63,False,2169,4.9,6.3,6.3,22.3,['SMALL FORWARD'],markkla01,0.9,UTAH JAZZ,0.446,13.5,0.645,8.8,26.3,3.2,8.1,0.179
67,Mikal Bridges,26,12.2,1.9,4.2,-0.5,11.6,0.5,0.362,16,False,550,4.8,2.9,1.3,22.1,['SMALL FORWARD'],bridgmi01,1.3,BROOKLYN NETS,0.348,7.4,0.633,7.9,28.7,0.9,1.8,0.154
209,James Harden,33,44.1,1.3,5.7,0.4,17.8,2.5,0.446,53,False,1958,5.3,2.2,5.6,22.1,['POINT GUARD'],hardeja01,1.6,PHILADELPHIA 76ERS,0.5,10.1,0.61,16.2,25.3,3.9,8.1,0.199
91,Clint Capela,28,4.6,3.9,1.9,-0.3,28.6,2.0,0.217,55,False,1464,2.2,16.8,4.0,22.0,['CENTER'],capelca01,1.2,ATLANTA HAWKS,0.002,22.7,0.643,8.1,16.0,1.4,6.0,0.198
63,Tony Bradley,25,4.4,2.9,4.8,0.4,33.6,0.1,0.333,12,False,33,4.4,3.5,0.1,21.7,['CENTER'],bradlto01,1.5,CHICAGO BULLS,0.417,18.9,0.69,6.8,19.7,0.1,0.2,0.22
252,Kyrie Irving,30,24.0,1.9,3.7,-0.9,12.3,1.4,0.219,40,False,1478,4.6,3.0,2.9,21.7,['POINT GUARD'],irvinky01,1.4,BROOKLYN NETS,0.425,7.8,0.604,9.2,29.8,2.1,4.3,0.139
169,De'Aaron Fox,25,29.2,0.8,2.3,-0.9,12.5,1.7,0.338,64,False,2179,3.2,1.8,4.9,21.7,['POINT GUARD'],foxde01,1.7,SACRAMENTO KINGS,0.269,7.2,0.602,11.0,30.0,2.4,6.5,0.144
79,Thomas Bryant,25,5.1,2.2,2.2,-0.2,25.0,1.1,0.359,41,False,876,2.4,8.4,2.7,21.5,['CENTER'],bryanth01,0.8,LOS ANGELES LAKERS,0.166,17.0,0.712,7.4,18.1,0.9,3.8,0.21
78,Jalen Brunson,26,28.9,0.6,3.9,-0.5,9.2,1.7,0.334,64,False,2234,4.3,1.8,6.6,21.3,['POINT GUARD'],brunsja01,1.3,NEW YORK KNICKS,0.267,5.5,0.594,9.0,27.0,3.3,8.4,0.18
293,Walker Kessler,21,5.3,8.5,2.7,1.5,24.8,2.3,0.4,67,False,1523,1.2,15.1,4.0,21.2,['CENTER'],kesslwa01,0.8,UTAH JAZZ,0.006,20.0,0.705,11.6,12.8,1.8,6.3,0.198
258,Jaren Jackson Jr.,23,4.7,9.9,2.7,2.3,18.5,3.3,0.363,54,False,1512,0.5,6.3,2.3,21.1,['CENTER'],jacksja02,1.7,MEMPHIS GRIZZLIES,0.356,12.4,0.602,9.5,23.9,1.8,5.5,0.175
128,DeMar DeRozan,33,22.2,1.3,2.2,0.3,12.8,2.7,0.414,65,False,2389,2.0,1.5,5.2,21.1,['SMALL FORWARD'],derozde01,1.5,CHICAGO BULLS,0.099,7.3,0.599,9.2,28.1,2.5,7.9,0.159
443,Julius Randle,28,18.6,0.7,4.0,-0.1,25.1,3.1,0.375,73,False,2623,4.1,5.8,5.1,20.8,['POWER FORWARD'],randlju01,0.9,NEW YORK KNICKS,0.446,15.5,0.585,11.5,29.6,4.0,8.3,0.151
104,Nic Claxton,23,8.9,7.3,2.7,2.0,25.1,3.4,0.437,66,False,1949,0.7,9.4,4.4,20.8,['CENTER'],claxtni01,1.3,BROOKLYN NETS,0.004,17.5,0.69,12.3,15.6,2.3,7.8,0.193
578,Christian Wood,27,11.6,3.6,1.6,-0.3,28.4,2.0,0.354,59,False,1579,1.9,5.9,2.4,20.7,['CENTER'],woodch01,0.9,DALLAS MAVERICKS,0.363,17.0,0.623,12.1,26.6,1.4,4.4,0.134
156,Keon Ellis,23,8.9,1.9,6.1,1.2,10.1,0.1,0.231,12,False,45,4.9,10.3,0.2,20.6,['SHOOTING GUARD'],elliske01,3.2,SACRAMENTO KINGS,0.769,10.2,0.768,6.5,14.6,0.1,0.2,0.24
254,Jonathan Isaac,25,7.3,3.1,3.9,2.9,26.8,0.3,0.17,11,False,124,1.0,13.6,0.0,20.5,['POWER FORWARD'],isaacjo01,5.5,ORLANDO MAGIC,0.283,20.2,0.483,6.6,21.1,0.2,0.3,0.129
148,Kris Dunn,28,35.1,2.0,3.9,2.7,17.6,0.3,0.18,11,False,251,1.1,2.6,0.7,20.5,['POINT GUARD'],dunnkr01,2.9,UTAH JAZZ,0.22,10.2,0.598,12.2,20.5,0.4,1.0,0.189
226,Willy Hernangómez,28,10.7,2.8,-0.1,0.2,29.5,0.7,0.648,34,False,441,-0.3,14.5,0.8,20.4,['CENTER'],hernawi01,1.5,NEW ORLEANS PELICANS,0.063,21.9,0.609,15.7,23.5,0.2,1.5,0.163
2,Bam Adebayo,25,16.4,2.5,1.8,0.9,23.9,3.7,0.366,68,False,2389,0.9,7.8,3.4,20.4,['CENTER'],adebaba01,1.7,MIAMI HEAT,0.012,15.5,0.595,12.8,25.5,2.3,7.0,0.142
18,Deandre Ayton,24,9.8,2.3,1.1,-0.1,28.0,2.7,0.219,61,False,1857,1.2,9.5,3.1,20.3,['CENTER'],aytonde01,0.9,PHOENIX SUNS,0.029,18.5,0.616,10.9,23.4,1.5,5.8,0.15
526,Myles Turner,26,7.5,6.8,2.1,0.7,22.9,2.1,0.376,60,False,1772,1.4,5.4,3.3,20.2,['CENTER'],turnemy01,1.0,INDIANA PACERS,0.345,14.2,0.65,10.8,22.0,1.8,5.4,0.147
568,Mark Williams,21,3.4,5.3,0.4,0.9,27.2,1.1,0.4,37,False,655,-0.5,11.7,1.3,20.2,['CENTER'],willima07,1.8,CHARLOTTE HORNETS,0.0,19.2,0.663,11.9,16.7,0.4,2.3,0.171
423,Mason Plumlee,32,12.3,2.0,2.5,1.7,34.0,0.4,0.96,13,False,265,0.8,10.6,0.8,20.2,['CENTER'],plumlma01,1.5,LOS ANGELES CLIPPERS,0.0,22.4,0.766,20.2,14.7,0.3,1.2,0.22
102,Brandon Clarke,26,9.6,3.1,2.5,1.8,21.1,1.9,0.393,56,False,1090,0.8,8.9,2.7,20.1,['POWER FORWARD'],clarkbr01,1.5,MEMPHIS GRIZZLIES,0.017,15.0,0.682,11.8,17.6,1.3,4.6,0.203
184,Aaron Gordon,27,13.9,2.2,2.3,-0.5,15.8,1.8,0.434,60,False,1807,2.8,9.5,4.5,20.1,['POWER FORWARD'],gordoaa01,1.2,DENVER NUGGETS,0.23,12.8,0.633,10.1,21.1,2.0,6.3,0.167
39,Bradley Beal,29,26.8,1.7,2.0,-1.1,9.9,1.3,0.253,49,False,1641,3.1,2.8,2.3,20.1,['SHOOTING GUARD'],bealbr01,1.3,WASHINGTON WIZARDS,0.249,6.5,0.597,13.0,29.3,1.7,3.6,0.105
422,Mason Plumlee,32,18.6,1.9,2.3,0.8,24.2,1.7,0.646,56,False,1597,1.5,12.1,4.4,20.1,['CENTER'],plumlma01,1.0,CHARLOTTE HORNETS,0.0,18.0,0.673,14.6,15.6,1.8,6.1,0.183
570,Robert Williams,25,9.1,4.2,3.2,1.7,24.6,1.1,0.222,28,False,678,1.5,14.2,2.0,20.1,['CENTER'],williro04,1.0,BOSTON CELTICS,0.007,19.5,0.746,13.7,11.8,0.9,3.2,0.225
145,Andre Drummond,29,6.2,2.6,-1.2,0.4,39.4,1.7,0.444,58,False,734,-1.6,18.4,0.7,20.1,['CENTER'],drumman01,2.5,CHICAGO BULLS,0.009,29.1,0.608,19.3,20.8,0.1,2.3,0.151
172,Daniel Gafford,24,7.6,5.3,1.3,0.8,18.1,1.7,0.5,69,False,1362,0.5,11.9,3.7,19.9,['CENTER'],gaffoda01,1.1,WASHINGTON WIZARDS,0.0,15.1,0.743,15.1,14.8,1.1,5.4,0.189
424,Jakob Poeltl,27,17.0,3.6,0.9,0.3,25.1,1.1,0.332,46,False,1199,0.5,13.5,1.9,19.9,['CENTER'],poeltja01,1.4,SAN ANTONIO SPURS,0.003,19.1,0.625,17.8,18.7,0.9,3.0,0.119
485,Pascal Siakam,28,25.2,1.3,2.6,-0.4,19.3,2.1,0.364,62,False,2324,3.0,5.2,4.1,19.8,['CENTER'],siakapa01,1.1,TORONTO RAPTORS,0.221,11.8,0.558,10.3,27.3,2.7,6.2,0.127
480,Alperen Şengün,20,21.4,3.2,1.5,0.4,21.6,1.6,0.361,65,False,1853,1.1,12.2,3.1,19.8,['CENTER'],sengual01,1.5,HOUSTON ROCKETS,0.069,16.9,0.6,16.9,21.4,1.7,4.7,0.121
173,Darius Garland,23,34.9,0.3,3.3,-0.5,7.7,2.8,0.297,62,False,2182,3.8,1.4,4.7,19.8,['POINT GUARD'],garlada01,1.8,CLEVELAND CAVALIERS,0.379,4.6,0.597,13.6,27.0,2.9,7.4,0.163
177,Paul George,32,24.6,0.9,2.7,0.2,17.0,2.3,0.296,55,False,1904,2.5,2.6,2.4,19.8,['SHOOTING GUARD'],georgpa01,2.1,LOS ANGELES CLIPPERS,0.427,9.8,0.589,13.5,29.6,2.3,4.7,0.119
8,Jarrett Allen,24,7.5,3.4,2.3,1.1,23.9,3.7,0.353,62,False,2048,1.3,11.1,5.0,19.8,['CENTER'],allenja01,1.3,CLEVELAND CAVALIERS,0.016,17.5,0.673,11.6,16.3,2.2,8.7,0.204
73,Jaylen Brown,26,16.1,1.0,1.5,-0.3,16.9,2.9,0.264,60,False,2170,1.7,3.8,1.8,19.4,['SMALL FORWARD'],brownja02,1.6,BOSTON CELTICS,0.359,10.4,0.585,11.4,31.2,1.9,4.7,0.104
528,Jonas Valančiūnas,30,10.5,2.3,-0.6,-0.8,32.0,2.3,0.289,68,False,1677,0.2,12.6,2.6,19.4,['CENTER'],valanjo01,0.5,NEW ORLEANS PELICANS,0.142,22.2,0.614,14.3,23.4,0.6,4.9,0.14
182,Rudy Gobert,30,5.0,4.1,0.8,0.5,29.6,3.0,0.615,61,False,1869,0.3,12.1,3.9,19.4,['CENTER'],goberru01,1.3,MINNESOTA TIMBERWOLVES,0.006,21.0,0.682,14.5,16.6,1.3,6.9,0.178
346,Garrison Mathews,26,0.0,0.0,6.3,-0.5,13.9,0.0,1.5,3,False,8,6.8,0.0,0.0,19.3,['SHOOTING GUARD'],mathega01,0.0,ATLANTA HAWKS,1.0,6.8,0.753,0.0,17.5,0.0,0.0,0.22
367,Josh Minott,20,6.3,5.8,-0.5,0.7,23.9,0.2,0.235,14,False,92,-1.2,6.2,0.2,19.3,['SMALL FORWARD'],minotjo01,2.1,MINNESOTA TIMBERWOLVES,0.176,15.2,0.613,7.4,18.8,0.0,0.3,0.166
523,Karl-Anthony Towns,27,23.3,1.7,3.3,1.0,21.3,0.8,0.343,21,False,709,2.3,5.6,1.3,19.2,['POWER FORWARD'],townska01,1.1,MINNESOTA TIMBERWOLVES,0.386,13.6,0.625,15.7,24.9,1.0,2.1,0.142
34,Charles Bassey,22,13.2,5.3,0.7,1.2,26.5,0.6,0.274,35,False,508,-0.6,15.7,0.8,19.0,['CENTER'],bassech01,1.5,SAN ANTONIO SPURS,0.059,20.9,0.658,21.3,15.7,0.3,1.3,0.126
50,Goga Bitadze,23,13.0,5.9,1.6,0.8,23.1,0.1,0.296,8,False,99,0.9,17.1,0.2,18.9,['CENTER'],bitadgo01,1.5,ORLANDO MAGIC,0.185,20.1,0.541,6.2,14.1,0.1,0.4,0.178
535,Nikola Vučević,32,14.6,2.2,2.6,0.7,30.1,3.8,0.137,71,False,2433,1.8,6.8,3.3,18.9,['CENTER'],vucevni01,1.1,CHICAGO BULLS,0.317,18.7,0.588,10.3,21.7,2.8,7.1,0.14
311,Zach LaVine,27,17.8,0.6,1.9,-0.7,12.6,2.5,0.313,67,False,2439,2.6,1.8,3.7,18.9,['SHOOTING GUARD'],lavinza01,1.3,CHICAGO BULLS,0.403,7.3,0.607,11.0,28.1,2.4,6.2,0.121
234,Jrue Holiday,32,33.9,1.0,2.9,0.1,11.9,2.6,0.175,59,False,1948,2.7,3.8,3.2,18.8,['POINT GUARD'],holidjr01,1.7,MILWAUKEE BUCKS,0.408,8.0,0.579,15.0,25.0,2.4,5.9,0.145
26,Desmond Bane,24,20.5,1.1,3.2,0.2,14.8,2.0,0.22,49,False,1534,3.0,2.4,2.6,18.7,['SHOOTING GUARD'],banede01,1.4,MEMPHIS GRIZZLIES,0.431,8.6,0.595,11.1,26.3,2.0,4.6,0.145
19,Udoka Azubuike,23,5.8,3.9,0.9,1.0,29.0,0.2,0.286,27,False,171,-0.1,11.6,0.3,18.6,['CENTER'],azubuud01,1.4,UTAH JAZZ,0.0,20.3,0.799,21.8,12.3,0.1,0.5,0.151
294,Braxton Key,25,0.0,0.0,2.9,0.8,12.7,0.0,2.0,3,False,9,2.2,0.0,0.0,18.6,['SMALL FORWARD'],keybr01,0.0,DETROIT PISTONS,0.0,6.1,1.064,0.0,8.9,0.0,0.0,0.243
59,Chris Boucher,30,3.0,4.1,0.4,-0.6,21.6,1.7,0.333,66,False,1309,1.0,11.2,2.7,18.5,['POWER FORWARD'],bouchch01,1.6,TORONTO RAPTORS,0.364,16.0,0.595,6.4,17.9,0.8,4.4,0.161
408,Onyeka Okongwu,22,5.7,4.6,0.4,0.7,21.4,2.1,0.374,69,False,1622,-0.4,12.3,3.8,18.5,['CENTER'],okongon01,1.4,ATLANTA HAWKS,0.017,16.8,0.671,12.3,14.6,1.0,5.9,0.175
124,Darius Days,23,6.3,3.9,3.4,-1.4,22.1,0.0,0.167,4,False,25,4.7,4.4,0.1,18.4,['POWER FORWARD'],daysda01,0.0,HOUSTON ROCKETS,0.833,13.2,0.582,0.0,21.4,0.0,0.1,0.157
218,Josh Hart,27,17.9,1.2,4.8,2.5,17.9,0.7,0.394,16,False,486,2.3,7.2,1.4,18.3,['SHOOTING GUARD'],hartjo01,2.2,NEW YORK KNICKS,0.346,12.6,0.729,17.0,13.0,0.8,2.0,0.201
452,Nick Richards,25,4.4,5.4,-1.4,-0.3,22.3,1.2,0.575,58,False,1056,-1.1,13.2,2.4,18.3,['CENTER'],richani01,0.5,CHARLOTTE HORNETS,0.0,17.7,0.671,13.4,15.7,0.1,3.6,0.162
457,Mitchell Robinson,24,4.2,5.6,2.4,1.4,19.0,2.2,0.418,51,False,1391,0.9,17.2,3.5,18.3,['CENTER'],robinmi01,1.7,NEW YORK KNICKS,0.0,18.1,0.666,10.2,9.7,1.5,5.7,0.196
469,D'Angelo Russell,26,31.7,1.4,3.3,-0.3,9.6,0.2,0.221,10,False,301,3.6,1.8,0.6,18.2,['POINT GUARD'],russeda01,0.9,LOS ANGELES LAKERS,0.5,5.8,0.583,11.5,24.3,0.4,0.8,0.128
257,Isaiah Jackson,21,7.8,8.3,0.0,1.4,18.1,1.0,0.474,53,False,818,-1.4,11.7,1.2,18.1,['CENTER'],jacksis01,1.4,INDIANA PACERS,0.049,14.9,0.603,12.1,17.4,0.4,2.3,0.134
69,Malcolm Brogdon,30,21.3,0.9,2.6,0.3,15.1,1.8,0.254,60,False,1551,2.4,2.6,3.2,18.1,['POINT GUARD'],brogdma01,1.2,BOSTON CELTICS,0.415,9.0,0.622,11.4,22.6,1.8,5.0,0.155
326,Kevon Looney,26,13.6,2.4,2.0,1.1,27.0,2.3,0.398,73,False,1720,0.9,15.5,5.2,18.0,['CENTER'],looneke01,1.2,GOLDEN STATE WARRIORS,0.003,21.3,0.648,8.9,10.9,1.7,7.5,0.21
327,Brook Lopez,34,6.3,6.6,2.2,1.5,15.4,3.6,0.2,69,False,2118,0.7,6.9,3.3,18.0,['CENTER'],lopezbr01,0.8,MILWAUKEE BUCKS,0.426,11.3,0.623,10.1,19.2,2.2,6.9,0.157
22,LaMelo Ball,21,38.5,0.8,2.3,-0.9,16.3,1.2,0.169,36,False,1268,3.2,3.4,0.6,18.0,['POINT GUARD'],ballla01,1.7,CHARLOTTE HORNETS,0.531,9.7,0.541,14.3,29.9,1.4,1.8,0.07
431,Bobby Portis,27,9.4,0.7,0.7,-0.4,28.0,2.5,0.142,60,False,1558,1.1,9.5,2.1,17.9,['POWER FORWARD'],portibo01,0.8,MILWAUKEE BUCKS,0.302,19.1,0.576,9.2,21.4,1.1,4.6,0.143
325,Kenneth Lofton Jr.,20,24.1,1.3,-0.1,-0.7,16.1,0.1,0.225,16,False,72,0.6,11.7,0.1,17.9,['POWER FORWARD'],loftoke01,0.7,MEMPHIS GRIZZLIES,0.275,13.9,0.535,10.2,28.1,0.0,0.2,0.119
450,Naz Reid,23,9.7,3.9,0.3,0.7,22.7,1.7,0.223,64,False,1161,-0.3,6.9,0.9,17.9,['CENTER'],reidna01,1.6,MINNESOTA TIMBERWOLVES,0.383,14.9,0.612,13.4,24.3,0.7,2.6,0.107
