,name,age,assist_percentage,block_percentage,box_plus_minus,defensive_box_plus_minus,defensive_rebound_percentage,defensive_win_shares,free_throw_attempt_rate,games_played,is_combined_totals,minutes_played,offensive_box_plus_minus,offensive_rebound_percentage,offensive_win_shares,player_efficiency_rating,positions,slug,steal_percentage,team,three_point_attempt_rate,total_rebound_percentage,true_shooting_percentage,turnover_percentage,usage_percentage,value_over_replacement_player,win_shares,win_shares_per_48_minutes
173,Rudy Gobert,24,5.7,6.4,4.4,2.2,29.5,6.0,0.762,81,False,2744,2.2,13.6,8.3,23.3,['CENTER'],goberru01,0.9,UTAH JAZZ,0.002,21.8,0.681,15.0,16.7,4.4,14.3,0.25
96,Mike Conley,29,34.5,0.8,6.8,0.8,10.8,2.5,0.365,69,False,2292,6.0,1.5,7.5,23.2,['POINT GUARD'],conlemi01,2.1,MEMPHIS GRIZZLIES,0.415,6.0,0.604,11.8,26.3,5.1,10.0,0.209
503,John Wall,26,46.9,1.4,4.7,0.1,10.6,3.0,0.367,78,False,2836,4.6,2.4,5.8,23.2,['POINT GUARD'],walljo01,2.7,WASHINGTON WIZARDS,0.19,6.5,0.541,16.2,30.6,4.8,8.8,0.149
101,DeMarcus Cousins,26,20.6,2.7,5.5,2.5,32.2,1.1,0.385,17,False,574,3.0,6.8,0.5,23.2,['CENTER'],couside01,2.1,NEW ORLEANS PELICANS,0.306,19.4,0.564,14.4,33.1,1.1,1.6,0.136
241,Kyrie Irving,24,29.7,0.8,3.4,-1.3,7.5,1.5,0.231,72,False,2525,4.7,2.3,7.4,23.0,['POINT GUARD'],irvinky01,1.6,CLEVELAND CAVALIERS,0.311,5.0,0.58,10.3,30.8,3.4,8.9,0.17
304,Kyle Lowry,30,29.9,0.7,6.1,0.4,12.0,2.3,0.398,60,False,2244,5.8,2.4,7.8,22.9,['POINT GUARD'],lowryky01,2.0,TORONTO RAPTORS,0.51,7.2,0.623,13.8,24.9,4.6,10.1,0.216
512,Hassan Whiteside,27,3.8,5.0,1.5,0.5,35.3,5.3,0.368,77,False,2513,0.9,12.8,4.2,22.6,['CENTER'],whiteha01,1.1,MIAMI HEAT,0.0,24.0,0.579,12.0,22.7,2.2,9.5,0.181
466,Edy Tavares,24,6.0,20.2,4.1,5.6,26.7,0.1,0.25,1,False,24,-1.5,19.0,0.0,22.6,['CENTER'],tavarwa01,0.0,CLEVELAND CAVALIERS,0.0,23.0,0.676,31.1,12.0,0.0,0.1,0.183
188,Blake Griffin,27,24.5,0.9,4.7,0.5,20.2,2.4,0.434,61,False,2076,4.2,6.2,5.4,22.6,['POWER FORWARD'],griffbl01,1.4,LOS ANGELES CLIPPERS,0.116,13.4,0.569,10.9,28.0,3.5,7.7,0.179
206,Gordon Hayward,26,18.2,0.6,5.0,0.5,15.4,3.3,0.371,73,False,2516,4.6,2.3,7.1,22.2,['SMALL FORWARD'],haywago01,1.5,UTAH JAZZ,0.324,9.0,0.595,9.4,27.6,4.5,10.4,0.199
268,DeAndre Jordan,28,5.7,4.3,3.3,0.9,34.6,4.6,0.737,81,False,2570,2.5,13.3,7.2,21.8,['CENTER'],jordade01,1.0,LOS ANGELES CLIPPERS,0.003,24.2,0.673,13.1,15.3,3.5,11.8,0.221
78,Clint Capela,22,6.7,4.1,1.2,-0.1,24.5,2.1,0.314,65,False,1551,1.3,12.5,3.8,21.4,['CENTER'],capelca01,1.1,HOUSTON ROCKETS,0.0,18.5,0.638,12.0,19.9,1.2,5.9,0.184
502,Kemba Walker,26,29.1,0.7,4.1,-0.8,10.6,2.2,0.248,79,False,2739,4.9,1.8,5.9,21.3,['POINT GUARD'],walkeke02,1.6,CHARLOTTE HORNETS,0.415,6.2,0.569,9.5,29.2,4.2,8.1,0.142
341,Greg Monroe,26,17.3,1.8,1.8,0.5,23.1,2.6,0.329,81,False,1823,1.3,10.8,3.0,21.1,['CENTER'],monrogr01,2.6,MILWAUKEE BUCKS,0.006,17.0,0.572,14.4,24.3,1.7,5.6,0.147
303,Kevin Love,28,9.8,0.9,2.1,-1.2,29.3,2.4,0.34,60,False,1885,3.3,8.9,4.0,21.1,['POWER FORWARD'],loveke01,1.4,CLEVELAND CAVALIERS,0.449,19.5,0.573,10.9,26.4,1.9,6.4,0.163
370,Jusuf Nurkić,22,17.7,5.2,0.9,1.3,27.1,1.0,0.411,20,False,584,-0.4,12.3,0.4,21.1,['CENTER'],nurkiju01,2.1,PORTLAND TRAIL BLAZERS,0.004,19.7,0.545,18.2,25.7,0.4,1.4,0.116
126,Andre Drummond,23,6.0,3.1,1.0,0.8,36.2,5.3,0.39,81,False,2409,0.1,15.1,1.4,20.9,['CENTER'],drumman01,2.6,DETROIT PISTONS,0.008,25.2,0.518,12.5,22.4,1.8,6.7,0.133
228,Dwight Howard,31,7.8,3.6,1.4,0.8,31.7,4.5,0.692,74,False,2199,0.6,15.0,3.8,20.8,['CENTER'],howardw01,1.4,ATLANTA HAWKS,0.003,23.5,0.627,17.5,19.2,1.9,8.3,0.181
364,Nerlens Noel,22,9.0,3.7,3.2,2.8,19.2,1.0,0.36,29,False,564,0.4,9.0,1.1,20.8,['CENTER'],noelne01,3.7,PHILADELPHIA 76ERS,0.006,14.1,0.634,12.5,17.8,0.7,2.2,0.184
51,Eric Bledsoe,27,31.1,1.2,3.6,-0.1,13.8,1.4,0.443,66,False,2176,3.7,2.5,4.0,20.5,['POINT GUARD'],bledser01,2.0,PHOENIX SUNS,0.3,8.0,0.563,15.3,28.1,3.1,5.3,0.118
374,Kyle O'Quinn,26,14.8,6.9,1.9,1.7,24.8,1.8,0.201,79,False,1229,0.2,13.7,2.1,20.5,['CENTER'],oquinky01,1.5,NEW YORK KNICKS,0.041,19.2,0.552,14.5,18.5,1.2,3.9,0.151
301,Brook Lopez,28,14.8,4.2,2.3,-0.6,13.3,1.8,0.311,75,False,2222,2.9,5.8,3.1,20.4,['CENTER'],lopezbr01,0.8,BROOKLYN NETS,0.33,9.6,0.578,12.1,29.2,2.4,4.9,0.105
143,Kenneth Faried,27,6.3,2.4,0.3,-1.2,23.6,1.2,0.454,61,False,1296,1.5,15.8,3.3,20.3,['POWER FORWARD'],farieke01,1.6,DENVER NUGGETS,0.014,19.7,0.588,10.6,18.3,0.7,4.5,0.168
162,Marc Gasol,32,24.8,3.7,5.2,1.4,18.8,3.5,0.286,74,False,2531,3.8,2.6,4.2,20.3,['CENTER'],gasolma01,1.4,MEMPHIS GRIZZLIES,0.231,10.5,0.554,11.3,26.4,4.6,7.7,0.145
167,Paul George,26,16.1,0.9,3.1,0.1,17.9,3.1,0.277,75,False,2689,3.0,2.5,3.9,20.2,['SMALL FORWARD'],georgpa01,2.2,INDIANA PACERS,0.368,10.3,0.587,12.7,28.9,3.4,7.1,0.126
163,Pau Gasol,36,14.7,3.5,4.0,1.5,26.8,3.1,0.305,64,False,1627,2.6,7.6,3.3,20.2,['CENTER'],gasolpa01,0.8,SAN ANTONIO SPURS,0.172,17.4,0.578,10.6,21.3,2.5,6.4,0.19
491,Jonas Valančiūnas,24,4.4,2.6,0.3,-0.8,29.1,3.0,0.309,80,False,2066,1.1,12.4,4.9,20.1,['CENTER'],valanjo01,0.9,TORONTO RAPTORS,0.003,20.8,0.601,11.7,19.5,1.2,7.9,0.183
38,Bradley Beal,23,16.2,0.7,3.3,-1.0,7.8,1.6,0.259,77,False,2684,4.2,2.2,6.9,20.1,['SHOOTING GUARD'],bealbr01,1.5,WASHINGTON WIZARDS,0.418,5.0,0.604,9.6,26.5,3.5,8.5,0.152
318,CJ McCollum,25,18.0,1.2,2.0,-1.4,9.1,1.4,0.204,80,False,2796,3.4,2.4,6.2,19.9,['SHOOTING GUARD'],mccolcj01,1.3,PORTLAND TRAIL BLAZERS,0.305,5.7,0.585,9.9,27.5,2.8,7.6,0.131
365,Nerlens Noel,22,7.0,4.5,1.4,1.7,26.0,0.9,0.358,22,False,483,-0.2,10.8,0.9,19.8,['CENTER'],noelne01,2.4,DALLAS MAVERICKS,0.0,18.0,0.606,12.4,17.3,0.4,1.8,0.178
125,Goran Dragić,30,29.0,0.4,2.6,-0.1,9.9,2.6,0.335,73,False,2459,2.7,2.8,5.0,19.8,['POINT GUARD'],dragigo01,1.8,MIAMI HEAT,0.257,6.3,0.575,14.1,27.1,2.9,7.5,0.147
33,Brandon Bass,31,5.7,1.6,0.4,-0.8,16.2,0.6,0.473,52,False,577,1.2,8.6,1.6,19.7,['POWER FORWARD'],bassbr01,1.2,LOS ANGELES CLIPPERS,0.016,12.5,0.65,11.4,19.7,0.4,2.2,0.186
56,Joel Bolomboy,23,6.3,3.1,3.4,1.1,27.6,0.1,0.375,12,False,53,2.3,9.0,0.1,19.7,['POWER FORWARD'],bolomjo01,1.0,UTAH JAZZ,0.25,18.5,0.59,9.7,18.2,0.1,0.2,0.171
174,Archie Goodwin,22,4.5,2.7,3.3,0.3,0.0,0.0,2.0,3,False,30,3.0,0.0,0.2,19.7,['SHOOTING GUARD'],goodwar01,0.0,NEW ORLEANS PELICANS,0.4,0.0,0.798,0.0,13.9,0.0,0.2,0.291
515,Alan Williams,24,5.2,3.7,-1.3,-0.6,31.2,0.9,0.419,47,False,708,-0.8,14.0,1.1,19.5,['CENTER'],willial03,1.8,PHOENIX SUNS,0.004,22.4,0.547,10.5,20.9,0.1,2.1,0.142
217,George Hill,30,22.8,0.6,3.8,0.8,10.5,1.9,0.323,49,False,1544,3.0,1.8,4.0,19.3,['POINT GUARD'],hillge01,1.7,UTAH JAZZ,0.384,6.2,0.599,10.9,23.5,2.3,5.9,0.182
297,Jeremy Lin,28,35.5,1.2,2.0,0.1,14.7,0.8,0.353,36,False,883,1.9,1.3,1.3,19.2,['POINT GUARD'],linje01,2.3,BROOKLYN NETS,0.39,8.1,0.566,15.7,26.6,0.9,2.1,0.116
468,Jeff Teague,28,36.4,1.1,2.2,-0.1,12.4,2.4,0.457,82,False,2657,2.3,1.4,5.7,19.2,['POINT GUARD'],teaguje01,1.9,INDIANA PACERS,0.277,7.0,0.574,16.5,22.1,2.8,8.1,0.146
195,Montrezl Harrell,23,9.6,3.2,1.0,0.1,14.2,1.0,0.351,58,False,1064,0.9,8.3,3.1,19.2,['CENTER'],harremo01,0.9,HOUSTON ROCKETS,0.02,11.2,0.662,9.9,17.6,0.8,4.1,0.183
384,Jabari Parker,21,14.3,1.1,0.7,-1.4,15.7,1.5,0.268,51,False,1728,2.1,5.4,2.6,19.1,['POWER FORWARD'],parkeja01,1.5,MILWAUKEE BUCKS,0.219,10.6,0.563,9.3,26.5,1.2,4.0,0.112
498,Nikola Vučević,26,16.9,2.8,1.4,0.6,31.3,3.1,0.155,75,False,2163,0.8,8.6,0.8,19.1,['CENTER'],vucevni01,1.7,ORLANDO MAGIC,0.073,19.6,0.498,9.6,24.8,1.9,4.0,0.088
210,Willy Hernangómez,22,11.5,2.2,-0.3,-0.5,27.1,1.6,0.269,72,False,1324,0.3,13.8,1.8,19.0,['CENTER'],hernawi01,1.5,NEW YORK KNICKS,0.032,20.4,0.564,16.1,20.3,0.6,3.4,0.123
397,Mason Plumlee,26,21.4,3.3,2.8,1.6,22.9,1.8,0.507,54,False,1516,1.2,8.7,2.8,18.9,['CENTER'],plumlma01,1.6,PORTLAND TRAIL BLAZERS,0.011,15.8,0.552,14.0,18.3,1.8,4.6,0.147
247,Al Jefferson,32,11.0,1.5,-1.4,-1.1,24.2,1.1,0.18,66,False,931,-0.3,9.2,1.2,18.9,['CENTER'],jeffeal01,1.0,INDIANA PACERS,0.002,16.8,0.526,6.1,26.1,0.1,2.3,0.119
216,Nenê,34,8.6,2.6,0.8,0.8,17.0,1.6,0.496,67,False,1198,0.0,8.6,2.5,18.9,['CENTER'],hilarne01,2.2,HOUSTON ROCKETS,0.023,12.8,0.63,13.1,19.7,0.8,4.1,0.165
528,Jeff Withey,26,2.5,6.0,1.4,1.9,17.9,0.9,0.466,51,False,432,-0.4,14.3,1.0,18.8,['CENTER'],witheje01,1.9,UTAH JAZZ,0.01,16.2,0.588,10.1,14.9,0.4,1.8,0.205
7,LaMarcus Aldridge,31,9.9,3.0,0.8,0.1,16.6,3.7,0.258,72,False,2335,0.7,8.5,3.5,18.6,['POWER FORWARD'],aldrila01,1.0,SAN ANTONIO SPURS,0.053,12.7,0.532,7.7,24.5,1.7,7.2,0.149
205,Spencer Hawes,28,17.7,2.1,2.8,0.5,26.3,0.2,0.305,19,False,171,2.3,4.1,0.4,18.6,['POWER FORWARD'],hawessp01,0.6,MILWAUKEE BUCKS,0.441,15.3,0.62,11.9,20.3,0.2,0.6,0.16
175,Archie Goodwin,22,20.8,1.6,1.6,-0.4,11.9,0.1,0.525,12,False,184,2.0,4.1,0.4,18.6,['SHOOTING GUARD'],goodwar01,1.0,BROOKLYN NETS,0.213,8.1,0.633,15.7,20.7,0.2,0.5,0.131
531,Brandan Wright,29,6.0,4.3,1.7,0.7,12.4,0.5,0.259,28,False,447,1.0,7.7,1.1,18.6,['POWER FORWARD'],wrighbr03,1.3,MEMPHIS GRIZZLIES,0.007,10.0,0.628,6.2,16.3,0.4,1.6,0.177
224,Richaun Holmes,23,8.3,3.7,1.0,0.5,20.1,1.6,0.25,57,False,1193,0.5,8.7,2.2,18.6,['CENTER'],holmeri01,1.7,PHILADELPHIA 76ERS,0.187,14.4,0.611,10.7,18.6,0.9,3.8,0.151
487,Myles Turner,20,6.6,5.9,1.1,1.1,19.6,3.7,0.349,81,False,2541,-0.1,6.2,4.3,18.5,['CENTER'],turnemy01,1.5,INDIANA PACERS,0.132,13.0,0.585,9.5,19.5,2.0,8.0,0.151
288,David Lee,33,13.0,2.2,1.8,1.1,21.9,2.5,0.269,79,False,1477,0.7,11.7,3.2,18.5,['POWER FORWARD'],leeda02,1.1,SAN ANTONIO SPURS,0.0,16.9,0.613,14.9,16.9,1.4,5.7,0.186
500,Dwyane Wade,35,22.3,1.8,2.5,0.9,12.6,2.5,0.294,60,False,1792,1.6,3.8,0.9,18.5,['SHOOTING GUARD'],wadedw01,2.4,CHICAGO BULLS,0.152,8.1,0.508,11.3,29.6,2.1,3.4,0.09
65,Anthony Brown,24,23.0,0.0,-3.2,-3.1,35.0,0.0,0.0,2,False,16,-0.1,13.2,0.0,18.5,['SMALL FORWARD'],brownan02,0.0,ORLANDO MAGIC,0.333,23.8,0.5,10.0,27.5,0.0,0.0,0.076
414,Zach Randolph,35,13.5,0.5,-0.5,-1.6,27.4,2.4,0.2,73,False,1786,1.0,11.3,0.8,18.5,['POWER FORWARD'],randoza01,1.1,MEMPHIS GRIZZLIES,0.098,19.2,0.49,8.6,29.2,0.7,3.2,0.086
18,Carmelo Anthony,32,14.5,1.1,0.7,-1.6,16.0,1.5,0.263,74,False,2538,2.3,2.6,3.2,17.9,['SMALL FORWARD'],anthoca01,1.2,NEW YORK KNICKS,0.303,9.3,0.535,9.0,29.1,1.7,4.7,0.089
164,Rudy Gay,30,14.1,2.3,1.9,0.5,17.5,1.0,0.312,30,False,1013,1.4,4.0,0.8,17.9,['SMALL FORWARD'],gayru01,2.2,SACRAMENTO KINGS,0.256,10.8,0.559,12.8,25.8,1.0,1.8,0.087
339,Paul Millsap,31,17.9,2.3,2.1,1.3,19.5,3.8,0.417,69,False,2343,0.8,5.3,2.6,17.9,['POWER FORWARD'],millspa01,1.9,ATLANTA HAWKS,0.248,12.5,0.542,12.1,24.4,2.4,6.4,0.132
40,Michael Beasley,28,9.9,2.5,-0.8,-0.8,18.9,1.0,0.259,56,False,935,0.0,5.0,0.8,17.8,['POWER FORWARD'],beaslmi01,1.5,MILWAUKEE BUCKS,0.106,12.0,0.584,12.7,25.3,0.3,1.8,0.092
411,Chasson Randle,23,13.2,1.1,2.9,1.5,7.5,0.1,0.462,8,False,74,1.4,0.0,0.2,17.7,['POINT GUARD'],randlch01,2.0,PHILADELPHIA 76ERS,0.577,3.7,0.671,8.8,20.1,0.1,0.3,0.197
226,Al Horford,30,24.4,3.2,3.4,1.1,18.6,2.7,0.169,68,False,2193,2.3,4.9,3.6,17.7,['CENTER'],horfoal01,1.2,BOSTON CELTICS,0.302,11.8,0.553,11.8,19.7,3.0,6.3,0.138
295,DeAndre Liggins,28,0.0,0.0,1.0,2.4,19.5,0.0,0.5,1,False,25,-1.3,13.3,0.1,17.6,['SHOOTING GUARD'],liggide01,4.2,DALLAS MAVERICKS,0.167,16.3,0.546,0.0,13.8,0.0,0.1,0.194
105,Jordan Crawford,28,22.7,0.4,1.3,-0.9,7.2,0.3,0.119,19,False,442,2.2,0.9,0.6,17.6,['SHOOTING GUARD'],crawfjo02,1.2,NEW ORLEANS PELICANS,0.436,4.1,0.582,9.8,25.5,0.4,0.9,0.102
405,Dwight Powell,25,6.1,2.6,1.0,1.1,19.5,1.9,0.374,77,False,1333,-0.1,7.7,2.7,17.6,['CENTER'],poweldw01,2.4,DALLAS MAVERICKS,0.196,13.3,0.588,7.2,16.7,1.0,4.6,0.165
233,Serge Ibaka,27,5.9,4.3,0.7,-0.2,18.5,1.7,0.129,56,False,1710,0.9,6.2,2.1,17.5,['POWER FORWARD'],ibakase01,1.0,ORLANDO MAGIC,0.304,12.2,0.569,8.2,20.8,1.2,3.8,0.108
455,Marreese Speights,29,8.0,2.6,0.6,-0.3,24.1,1.7,0.25,82,False,1286,0.9,7.9,2.5,17.5,['CENTER'],speigma01,0.9,LOS ANGELES CLIPPERS,0.505,16.2,0.584,10.2,23.6,0.9,4.2,0.155
158,Danilo Gallinari,28,9.1,0.5,1.4,-1.4,14.7,0.7,0.516,63,False,2134,2.8,2.0,6.2,17.4,['SMALL FORWARD'],gallida01,0.9,DENVER NUGGETS,0.432,8.4,0.622,8.2,20.0,1.9,6.8,0.154
404,Kristaps Porziņģis,21,7.3,4.9,0.3,-0.3,18.2,2.1,0.256,66,False,2164,0.7,5.5,2.4,17.4,['POWER FORWARD'],porzikr01,1.1,NEW YORK KNICKS,0.319,11.8,0.546,9.7,24.3,1.3,4.5,0.1
476,Klay Thompson,26,9.3,1.2,0.8,-1.6,9.2,2.9,0.158,78,False,2649,2.4,2.2,4.2,17.4,['SHOOTING GUARD'],thompkl01,1.2,GOLDEN STATE WARRIORS,0.47,5.9,0.592,8.0,26.1,1.9,7.1,0.129
249,John Jenkins,25,11.5,0.0,2.2,-2.1,8.6,0.0,0.4,4,False,13,4.3,0.0,0.0,17.3,['SHOOTING GUARD'],jenkijo01,0.0,PHOENIX SUNS,0.4,4.2,0.595,0.0,18.9,0.0,0.0,0.167
423,Thomas Robinson,25,8.8,1.3,-2.1,-1.0,28.1,0.6,0.337,48,False,560,-1.1,15.8,0.3,17.3,['POWER FORWARD'],robinth01,2.3,LOS ANGELES LAKERS,0.005,21.8,0.535,17.0,20.7,0.0,0.9,0.079
402,Otto Porter Jr.,23,6.7,1.3,3.3,0.9,17.1,3.0,0.148,80,False,2605,2.4,5.1,6.4,17.3,['SMALL FORWARD'],porteot01,2.2,WASHINGTON WIZARDS,0.425,11.1,0.628,4.9,15.1,3.5,9.4,0.173
28,J.J. Barea,32,44.2,0.1,1.5,-1.5,11.9,0.5,0.149,35,False,771,3.0,1.3,0.8,17.2,['POINT GUARD'],bareajo01,0.9,DALLAS MAVERICKS,0.431,6.3,0.521,14.7,26.2,0.7,1.3,0.08
254,Brice Johnson,22,18.6,9.1,-2.0,4.5,24.2,0.0,0.0,3,False,9,-6.6,12.8,-0.1,17.2,['POWER FORWARD'],johnsbr02,11.1,LOS ANGELES CLIPPERS,0.0,18.6,0.286,12.5,39.8,0.0,0.0,-0.165
393,Elfrid Payton,22,35.7,1.3,0.8,0.0,13.9,2.0,0.231,82,False,2412,0.8,3.9,2.4,17.2,['POINT GUARD'],paytoel01,1.8,ORLANDO MAGIC,0.16,8.7,0.52,15.0,21.6,1.7,4.4,0.088
416,Willie Reed,26,3.9,3.6,-0.9,0.0,22.0,1.5,0.309,71,False,1031,-0.9,13.7,2.1,17.1,['CENTER'],reedwi02,0.9,MIAMI HEAT,0.014,17.8,0.578,8.7,15.3,0.3,3.6,0.168
221,Jrue Holiday,26,35.9,1.6,1.3,0.2,10.6,2.6,0.188,67,False,2190,1.0,2.2,1.3,17.1,['POINT GUARD'],holidjr01,2.2,NEW ORLEANS PELICANS,0.315,6.4,0.532,16.7,23.5,1.8,3.8,0.084
280,Jeremy Lamb,24,11.3,1.8,0.5,0.1,22.6,1.3,0.263,62,False,1143,0.5,2.9,1.4,17.0,['SHOOTING GUARD'],lambje01,1.2,CHARLOTTE HORNETS,0.297,12.7,0.55,6.8,23.2,0.7,2.7,0.115
426,Derrick Rose,28,22.8,0.7,-1.0,-2.0,9.3,0.6,0.259,64,False,2082,1.0,3.4,2.4,17.0,['POINT GUARD'],rosede01,1.1,NEW YORK KNICKS,0.061,6.4,0.53,11.9,25.7,0.5,3.0,0.068
